"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"Large","2016","Stratum_1"," [km2*unitless/unitless]",3914.02392179154,1628.02564863291,0.415946780388537
"Small","2017","Stratum_1"," [km2*unitless/unitless]",34693.262079359,10041.2398668299,0.289429107123485
"Large","2017","Stratum_1"," [km2*unitless/unitless]",7091.13663483935,2635.2849312397,0.371630821255414
"Small","2018","Stratum_1"," [km2*unitless/unitless]",11960.1283913625,3153.00450448509,0.263626309125759
"Large","2018","Stratum_1"," [km2*unitless/unitless]",6197.63061540524,2294.69860928586,0.370254174810291
"Small","2019","Stratum_1"," [km2*unitless/unitless]",28752.1621446576,6857.66554624931,0.238509560141845
"Large","2019","Stratum_1"," [km2*unitless/unitless]",12358.1011040996,4662.19309018073,0.377258047244339
"Small","2020","Stratum_1"," [km2*unitless/unitless]",24312.6583229961,5656.25681674064,0.23264658029561
"Large","2020","Stratum_1"," [km2*unitless/unitless]",9870.62061816736,3520.12708729118,0.356626723228752
"Small","2021","Stratum_1"," [km2*unitless/unitless]",71673.8225096788,18282.7400726458,0.255082531285072
"Large","2021","Stratum_1"," [km2*unitless/unitless]",6069.62136432228,2228.45696799955,0.367149255981369
