"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"Large","2013","Stratum_1"," [counts*km2/km2]",1027.64910880763,547.967509660027,0.533224332083379
"Small","2014","Stratum_1"," [counts*km2/km2]",19871.4745382876,5301.30616434907,0.266779707471366
"Large","2014","Stratum_1"," [counts*km2/km2]",1738.75935501637,951.205821838966,0.547060074238975
"Small","2015","Stratum_1"," [counts*km2/km2]",19100.1051375506,5219.00923211509,0.27324505255495
"Large","2015","Stratum_1"," [counts*km2/km2]",2074.51168720314,1025.20365792069,0.49419035055082
"Small","2016","Stratum_1"," [counts*km2/km2]",16056.4668354627,3833.56118891332,0.23875496572175
"Large","2016","Stratum_1"," [counts*km2/km2]",4120.48503108303,2046.72376385402,0.4967191358334
"Small","2017","Stratum_1"," [counts*km2/km2]",31123.6827447992,7813.49678524398,0.251046665952461
"Large","2017","Stratum_1"," [counts*km2/km2]",4711.84702940429,2239.66354403506,0.475326030335542
"Small","2018","Stratum_1"," [counts*km2/km2]",10602.8383685637,2871.64057329724,0.270836965864853
"Large","2018","Stratum_1"," [counts*km2/km2]",3657.43594977412,1717.18587230846,0.469505384616377
"Small","2019","Stratum_1"," [counts*km2/km2]",30369.6819615051,7010.26698296098,0.230831096349537
"Large","2019","Stratum_1"," [counts*km2/km2]",6231.07169349541,3045.3065121169,0.488729172430463
"Small","2020","Stratum_1"," [counts*km2/km2]",29553.0248609535,6485.40840564906,0.219449901868346
"Large","2020","Stratum_1"," [counts*km2/km2]",8953.97542049367,4094.4848533219,0.457281225493486
"Small","2021","Stratum_1"," [counts*km2/km2]",70407.8863376671,18133.6307914911,0.257551131481559
"Large","2021","Stratum_1"," [counts*km2/km2]",4584.45576800228,2117.87427020925,0.461968525248121
