"Size_class","id","year","month","day","fhours","depth","sst","lon","lat","catch"
"small","AS_MD_19970801_110708",1997,8,1,6,NA,NA,-74.4166666666667,38.2,4
"large","AS_MD_19970801_110708",1997,8,1,6,NA,NA,-74.4166666666667,38.2,0
"small","AS_MD_19970801_110710",1997,8,1,8,-41.1,NA,-74.6666666666667,38.2,2
"large","AS_MD_19970801_110710",1997,8,1,8,-41.1,NA,-74.6666666666667,38.2,0
"small","AS_MD_19970801_110713",1997,8,1,8,-35.1,NA,-74.2833333333333,38.1333333333333,2
"large","AS_MD_19970801_110713",1997,8,1,8,-35.1,NA,-74.2833333333333,38.1333333333333,0
"small","AS_MD_19970801_110714",1997,8,1,10,-36.6,NA,-74.4166666666667,38.2,1
"large","AS_MD_19970801_110714",1997,8,1,10,-36.6,NA,-74.4166666666667,38.2,0
"small","AS_MD_19970801_110716",1997,8,1,8,-29,24.44,-74.8333333333333,37.3333333333333,15
"large","AS_MD_19970801_110716",1997,8,1,8,-29,24.44,-74.8333333333333,37.3333333333333,0
"small","AS_MD_19970805_410202",1997,8,5,9,-39.6,22.78,-74.4166666666667,38.2,3
"large","AS_MD_19970805_410202",1997,8,5,9,-39.6,22.78,-74.4166666666667,38.2,0
"small","AS_MD_19970806_410303",1997,8,6,7,-38.1,24.44,-74.2833333333333,38.1333333333333,5
"large","AS_MD_19970806_410303",1997,8,6,7,-38.1,24.44,-74.2833333333333,38.1333333333333,0
"small","AS_MD_19970806_410304",1997,8,6,8,-38.1,NA,-74.4166666666667,38.2,1
"large","AS_MD_19970806_410304",1997,8,6,8,-38.1,NA,-74.4166666666667,38.2,0
"small","AS_MD_19970807_410101",1997,8,7,9,-41.1,23.89,-74.4166666666667,38.2,2
"large","AS_MD_19970807_410101",1997,8,7,9,-41.1,23.89,-74.4166666666667,38.2,0
"small","AS_MD_19970809_310701",1997,8,9,5,-33.5,24.44,-74.2833333333333,38.1333333333333,0
"large","AS_MD_19970809_310701",1997,8,9,5,-33.5,24.44,-74.2833333333333,38.1333333333333,0
"small","AS_MD_19970816_310301",1997,8,16,5,-24.4,NA,-74.6666666666667,38.0833333333333,1
"large","AS_MD_19970816_310301",1997,8,16,5,-24.4,NA,-74.6666666666667,38.0833333333333,0
"small","AS_MD_19970816_310306",1997,8,16,8,-18.3,NA,-74.6666666666667,38.0833333333333,1
"large","AS_MD_19970816_310306",1997,8,16,8,-18.3,NA,-74.6666666666667,38.0833333333333,0
"small","AS_MD_19970817_311503",1997,8,17,7,-45.7,25,-74.2833333333333,38.1333333333333,1
"large","AS_MD_19970817_311503",1997,8,17,7,-45.7,25,-74.2833333333333,38.1333333333333,0
"small","AS_MD_19970926_310204",1997,9,26,5,-39.6,20,-74.4166666666667,38.2,0
"large","AS_MD_19970926_310204",1997,9,26,5,-39.6,20,-74.4166666666667,38.2,0
"small","AS_NY_19930919_110302",1993,9,19,4,-6.1,NA,-71.5833333333333,40.8333333333333,1
"large","AS_NY_19930919_110302",1993,9,19,4,-6.1,NA,-71.5833333333333,40.8333333333333,0
"small","AS_NY_19930925_110203",1993,9,25,4,-6.1,NA,-71.5833333333333,40.8333333333333,1
"large","AS_NY_19930925_110203",1993,9,25,4,-6.1,NA,-71.5833333333333,40.8333333333333,0
"small","AS_NY_19930925_110208",1993,9,25,6,-6.1,NA,-71.5833333333333,40.8333333333333,3
"large","AS_NY_19930925_110208",1993,9,25,6,-6.1,NA,-71.5833333333333,40.8333333333333,0
"small","AS_NY_19930929_210902",1993,9,29,9,-5.5,18.89,-71.5833333333333,40.8333333333333,1
"large","AS_NY_19930929_210902",1993,9,29,9,-5.5,18.89,-71.5833333333333,40.8333333333333,0
"small","AS_NY_19931015_110501",1993,10,15,8,-6.7,NA,-71.5833333333333,40.8333333333333,2
"large","AS_NY_19931015_110501",1993,10,15,8,-6.7,NA,-71.5833333333333,40.8333333333333,0
"small","AS_NY_19980710_310302",1998,7,10,5,-38.1,17.78,-71.5833333333333,40.8333333333333,1
"large","AS_NY_19980710_310302",1998,7,10,5,-38.1,17.78,-71.5833333333333,40.8333333333333,0
"small","AS_VA_19960620_210301",1996,6,20,7,-182.9,23.33,-75.1666666666667,37.25,10
"large","AS_VA_19960620_210301",1996,6,20,7,-182.9,23.33,-75.1666666666667,37.25,0
"small","AT_MA_19961001_210205",1996,10,1,10,-56.4,16.11,-70.5,42.25,3
"large","AT_MA_19961001_210205",1996,10,1,10,-56.4,16.11,-70.5,42.25,0
"small","AT_MD_19940624_110102",1994,6,24,5,-27.4,NA,-74.6666666666667,38.0833333333333,1
"large","AT_MD_19940624_110102",1994,6,24,5,-27.4,NA,-74.6666666666667,38.0833333333333,0
"small","AT_MD_19940711_210102",1994,7,11,6,-15.2,24.44,-74.8333333333333,38.0833333333333,1
"large","AT_MD_19940711_210102",1994,7,11,6,-15.2,24.44,-74.8333333333333,38.0833333333333,0
"small","AT_MD_19940711_210103",1994,7,11,8,-36.6,23.33,-74.25,38.0833333333333,2
"large","AT_MD_19940711_210103",1994,7,11,8,-36.6,23.33,-74.25,38.0833333333333,0
"small","AT_MD_19940711_210104",1994,7,11,6,-36.6,NA,-74.25,38.0833333333333,1
"large","AT_MD_19940711_210104",1994,7,11,6,-36.6,NA,-74.25,38.0833333333333,0
"small","AT_MD_19940711_210106",1994,7,11,6,-304.8,25,-73.75,38.0833333333333,1
"large","AT_MD_19940711_210106",1994,7,11,6,-304.8,25,-73.75,38.0833333333333,0
"small","AT_MD_19940714_210202",1994,7,14,6,-21.3,NA,-74.8333333333333,38.0833333333333,2
"large","AT_MD_19940714_210202",1994,7,14,6,-21.3,NA,-74.8333333333333,38.0833333333333,0
"small","AT_MD_19940715_110501",1994,7,15,7,-39.6,23.89,-74.75,38.0833333333333,13
"large","AT_MD_19940715_110501",1994,7,15,7,-39.6,23.89,-74.75,38.0833333333333,0
"small","AT_MD_19940715_110502",1994,7,15,4,-18.3,NA,-74.8333333333333,38.0833333333333,1
"large","AT_MD_19940715_110502",1994,7,15,4,-18.3,NA,-74.8333333333333,38.0833333333333,0
"small","AT_MD_19940715_110504",1994,7,15,6,-76.2,25,-73.75,38.0833333333333,4
"large","AT_MD_19940715_110504",1994,7,15,6,-76.2,25,-73.75,38.0833333333333,0
"small","AT_MD_19940719_210202",1994,7,19,6,-36.6,26.11,-74.8333333333333,38.0833333333333,7
"large","AT_MD_19940719_210202",1994,7,19,6,-36.6,26.11,-74.8333333333333,38.0833333333333,0
"small","AT_MD_19940719_210203",1994,7,19,6,-21.3,26.67,-74.8333333333333,38.0833333333333,5
"large","AT_MD_19940719_210203",1994,7,19,6,-21.3,26.67,-74.8333333333333,38.0833333333333,0
"small","AT_MD_19940719_210204",1994,7,19,6,-25.9,26.11,-74.8333333333333,38.0833333333333,1
"large","AT_MD_19940719_210204",1994,7,19,6,-25.9,26.11,-74.8333333333333,38.0833333333333,0
"small","AT_MD_19940728_210202",1994,7,28,7,-22.9,20,-74.8333333333333,38.0833333333333,1
"large","AT_MD_19940728_210202",1994,7,28,7,-22.9,20,-74.8333333333333,38.0833333333333,0
"small","AT_MD_19940804_210302",1994,8,4,6,NA,NA,-74.8333333333333,38.0833333333333,3
"large","AT_MD_19940804_210302",1994,8,4,6,NA,NA,-74.8333333333333,38.0833333333333,0
"small","AT_MD_19940807_110302",1994,8,7,4,-73.2,23.89,-74.75,38.0833333333333,2
"large","AT_MD_19940807_110302",1994,8,7,4,-73.2,23.89,-74.75,38.0833333333333,0
"small","AT_MD_19940808_210103",1994,8,8,8,-91.4,26.67,-73.75,38.0833333333333,4
"large","AT_MD_19940808_210103",1994,8,8,8,-91.4,26.67,-73.75,38.0833333333333,0
"small","AT_MD_19940808_210105",1994,8,8,6,-36.6,21.11,-74.8333333333333,38.0833333333333,1
"large","AT_MD_19940808_210105",1994,8,8,6,-36.6,21.11,-74.8333333333333,38.0833333333333,0
"small","AT_MD_19950702_110401",1995,7,2,6,-21.9,19.44,-74.25,38.0833333333333,1
"large","AT_MD_19950702_110401",1995,7,2,6,-21.9,19.44,-74.25,38.0833333333333,0
"small","AT_MD_19950705_210401",1995,7,5,6,-38.1,21.67,-74.25,38.0833333333333,2
"large","AT_MD_19950705_210401",1995,7,5,6,-38.1,21.67,-74.25,38.0833333333333,0
"small","AT_MD_19970703_210601",1997,7,3,8,-54.9,23.33,-74,37.75,1
"large","AT_MD_19970703_210601",1997,7,3,8,-54.9,23.33,-74,37.75,0
"small","AT_MD_19970704_110802",1997,7,4,8,-54.9,24.44,-74.4166666666667,37.4166666666667,1
"large","AT_MD_19970704_110802",1997,7,4,8,-54.9,24.44,-74.4166666666667,37.4166666666667,0
"small","AT_MD_19970705_310303",1997,7,5,6,-24.4,23.33,-74.6666666666667,38.0833333333333,1
"large","AT_MD_19970705_310303",1997,7,5,6,-24.4,23.33,-74.6666666666667,38.0833333333333,0
"small","AT_MD_19970716_410402",1997,7,16,6,-36.6,22.78,-74.6666666666667,38.0833333333333,1
"large","AT_MD_19970716_410402",1997,7,16,6,-36.6,22.78,-74.6666666666667,38.0833333333333,0
"small","AT_MD_19970716_410403",1997,7,16,7,-40.2,23.89,-74.6666666666667,38.0833333333333,4
"large","AT_MD_19970716_410403",1997,7,16,7,-40.2,23.89,-74.6666666666667,38.0833333333333,0
"small","AT_MD_19970723_210202",1997,7,23,6,-182.9,23.89,-74,37.75,16
"large","AT_MD_19970723_210202",1997,7,23,6,-182.9,23.89,-74,37.75,0
"small","AT_MD_19970726_110301",1997,7,26,6,-27.4,23.89,-74.25,38.0833333333333,4
"large","AT_MD_19970726_110301",1997,7,26,6,-27.4,23.89,-74.25,38.0833333333333,0
"small","AT_MD_19970811_410306",1997,8,11,8,-36.6,25.56,-75.3333333333333,36.75,1
"large","AT_MD_19970811_410306",1997,8,11,8,-36.6,25.56,-75.3333333333333,36.75,0
"small","AT_NH_19960801_210105",1996,8,1,3,-76.2,NA,-70.3333333333333,42.8333333333333,0
"large","AT_NH_19960801_210105",1996,8,1,3,-76.2,NA,-70.3333333333333,42.8333333333333,1
"small","AT_NH_19960801_210201",1996,8,1,6,-60.4,14.44,-70.4166666666667,42.9166666666667,0
"large","AT_NH_19960801_210201",1996,8,1,6,-60.4,14.44,-70.4166666666667,42.9166666666667,1
"small","AT_NH_19960801_210208",1996,8,1,7,-64,15,-70.1833333333333,42.9,0
"large","AT_NH_19960801_210208",1996,8,1,7,-64,15,-70.1833333333333,42.9,1
"small","AT_NH_19960901_110401",1996,9,1,5,-61,NA,-70.0833333333333,43.1166666666667,0
"large","AT_NH_19960901_110401",1996,9,1,5,-61,NA,-70.0833333333333,43.1166666666667,1
"small","AT_NH_19960901_110402",1996,9,1,4,-54.9,NA,-70.5833333333333,42.6666666666667,0
"large","AT_NH_19960901_110402",1996,9,1,4,-54.9,NA,-70.5833333333333,42.6666666666667,1
"small","AT_NH_19960901_110404",1996,9,1,10,-73.2,NA,-70.4166666666667,42.9166666666667,0
"large","AT_NH_19960901_110404",1996,9,1,10,-73.2,NA,-70.4166666666667,42.9166666666667,1
"small","AT_NH_19960901_110407",1996,9,1,4,-73.2,NA,-70.6666666666667,42.9166666666667,0
"large","AT_NH_19960901_110407",1996,9,1,4,-73.2,NA,-70.6666666666667,42.9166666666667,1
"small","AT_VA_19940611_110601",1994,6,11,6,-19.8,21.11,-75.1666666666667,37.1666666666667,1
"large","AT_VA_19940611_110601",1994,6,11,6,-19.8,21.11,-75.1666666666667,37.1666666666667,0
"small","AT_VA_19940712_210201",1994,7,12,4,-27.4,25,-75.1666666666667,37.5,5
"large","AT_VA_19940712_210201",1994,7,12,4,-27.4,25,-75.1666666666667,37.5,0
"small","AT_VA_19940712_210203",1994,7,12,6,-27.4,25.56,-75.1666666666667,37.3333333333333,3
"large","AT_VA_19940712_210203",1994,7,12,6,-27.4,25.56,-75.1666666666667,37.3333333333333,0
"small","AT_VA_19940712_210205",1994,7,12,6,-24.4,NA,-75.1666666666667,37.3333333333333,4
"large","AT_VA_19940712_210205",1994,7,12,6,-24.4,NA,-75.1666666666667,37.3333333333333,0
"small","AT_VA_19980621_110801",1998,6,21,6,-36.6,22.78,-74.8333333333333,36.5,1
"large","AT_VA_19980621_110801",1998,6,21,6,-36.6,22.78,-74.8333333333333,36.5,0
"small","AT_VA_19980627_110702",1998,6,27,6,-36.6,25.56,-75.3333333333333,36.75,1
"large","AT_VA_19980627_110702",1998,6,27,6,-36.6,25.56,-75.3333333333333,36.75,0
"small","AT_VA_19980703_310302",1998,7,3,7,-21.3,23.89,-75.1666666666667,37.25,1
"large","AT_VA_19980703_310302",1998,7,3,7,-21.3,23.89,-75.1666666666667,37.25,0
"small","AT_VA_19980703_310303",1998,7,3,10,-20.7,26.11,-75.3333333333333,36.75,2
"large","AT_VA_19980703_310303",1998,7,3,10,-20.7,26.11,-75.3333333333333,36.75,0
"small","AT_VA_19980703_310304",1998,7,3,7,-36.6,23.89,-75.3333333333333,36.75,2
"large","AT_VA_19980703_310304",1998,7,3,7,-36.6,23.89,-75.3333333333333,36.75,0
"small","AT_VA_19980704_310102",1998,7,4,8,-42.7,27.22,-74.5833333333333,37.0833333333333,1
"large","AT_VA_19980704_310102",1998,7,4,8,-42.7,27.22,-74.5833333333333,37.0833333333333,0
"small","AT_VA_19980705_310201",1998,7,5,4,-36.6,NA,-74.75,37.4166666666667,4
"large","AT_VA_19980705_310201",1998,7,5,4,-36.6,NA,-74.75,37.4166666666667,0
"small","AT_VA_19980710_111001",1998,7,10,5,-24.4,25.56,-75.1666666666667,37.25,8
"large","AT_VA_19980710_111001",1998,7,10,5,-24.4,25.56,-75.1666666666667,37.25,0
"small","AT_VA_19980710_111002",1998,7,10,6,-30.5,24.44,-75.1666666666667,37.25,3
"large","AT_VA_19980710_111002",1998,7,10,6,-30.5,24.44,-75.1666666666667,37.25,0
"small","AT_VA_19980710_111003",1998,7,10,6,-21.3,25.56,-75.1666666666667,37.25,3
"large","AT_VA_19980710_111003",1998,7,10,6,-21.3,25.56,-75.1666666666667,37.25,0
"small","AT_VA_19980710_111007",1998,7,10,4,-30.5,25,-75.5,36.5833333333333,1
"large","AT_VA_19980710_111007",1998,7,10,4,-30.5,25,-75.5,36.5833333333333,0
"small","AT_VA_19980722_410201",1998,7,22,6,-33.5,26.67,-75.5,36.5833333333333,1
"large","AT_VA_19980722_410201",1998,7,22,6,-33.5,26.67,-75.5,36.5833333333333,0
"small","AT_VA_19980808_111002",1998,8,8,5,-21.3,24.44,-75.1666666666667,37.4166666666667,2
"large","AT_VA_19980808_111002",1998,8,8,5,-21.3,24.44,-75.1666666666667,37.4166666666667,0
"small","AT_VA_19980808_111003",1998,8,8,3,-21.3,26.11,-75.1666666666667,37.4166666666667,2
"large","AT_VA_19980808_111003",1998,8,8,3,-21.3,26.11,-75.1666666666667,37.4166666666667,0
"small","AT_VA_19980808_111004",1998,8,8,6,-23.8,24.44,-75.5,36.5833333333333,1
"large","AT_VA_19980808_111004",1998,8,8,6,-23.8,24.44,-75.5,36.5833333333333,0
"small","AT_VA_19980822_110601",1998,8,22,6,-30.5,24.44,-74.75,37.4166666666667,1
"large","AT_VA_19980822_110601",1998,8,22,6,-30.5,24.44,-74.75,37.4166666666667,0
"small","AU_DE_19970803_110201",1997,8,3,8,-54.9,22.22,-74.0833333333333,38.5833333333333,4
"large","AU_DE_19970803_110201",1997,8,3,8,-54.9,22.22,-74.0833333333333,38.5833333333333,0
"small","AU_DE_19970803_110202",1997,8,3,8,-30.5,24.44,-73.8333333333333,38.75,22
"large","AU_DE_19970803_110202",1997,8,3,8,-30.5,24.44,-73.8333333333333,38.75,0
"small","AU_DE_19970803_110203",1997,8,3,5,-31.1,24.44,-73.8333333333333,38.75,4
"large","AU_DE_19970803_110203",1997,8,3,5,-31.1,24.44,-73.8333333333333,38.75,0
"small","AU_MD_19940702_110401",1994,7,2,6,-18.3,18.89,-74.6666666666667,38.0833333333333,1
"large","AU_MD_19940702_110401",1994,7,2,6,-18.3,18.89,-74.6666666666667,38.0833333333333,0
"small","AU_MD_19940702_110402",1994,7,2,6,-18.3,20,-74.6666666666667,38.0833333333333,6
"large","AU_MD_19940702_110402",1994,7,2,6,-18.3,20,-74.6666666666667,38.0833333333333,0
"small","AU_MD_19940708_110603",1994,7,8,5,-20.7,22.78,-74.75,38.0833333333333,3
"large","AU_MD_19940708_110603",1994,7,8,5,-20.7,22.78,-74.75,38.0833333333333,0
"small","AU_MD_19940708_110605",1994,7,8,6,-27.4,22.22,-74.75,38.0833333333333,3
"large","AU_MD_19940708_110605",1994,7,8,6,-27.4,22.22,-74.75,38.0833333333333,0
"small","AU_MD_19940708_110607",1994,7,8,8,-20.7,23.33,-74.75,38.0833333333333,3
"large","AU_MD_19940708_110607",1994,7,8,8,-20.7,23.33,-74.75,38.0833333333333,0
"small","AU_MD_19940708_110610",1994,7,8,8,-27.7,21.67,-74.75,38.0833333333333,3
"large","AU_MD_19940708_110610",1994,7,8,8,-27.7,21.67,-74.75,38.0833333333333,0
"small","AU_MD_19940709_110107",1994,7,9,8,-18.3,21.11,-74.75,38.0833333333333,1
"large","AU_MD_19940709_110107",1994,7,9,8,-18.3,21.11,-74.75,38.0833333333333,0
"small","AU_MD_19940717_110304",1994,7,17,7,-36.6,26.11,-74.6666666666667,38.0833333333333,2
"large","AU_MD_19940717_110304",1994,7,17,7,-36.6,26.11,-74.6666666666667,38.0833333333333,0
"small","AU_MD_19940717_110305",1994,7,17,6,-18.3,25.56,-74.7833333333333,38.0833333333333,1
"large","AU_MD_19940717_110305",1994,7,17,6,-18.3,25.56,-74.7833333333333,38.0833333333333,0
"small","AU_MD_19940718_210101",1994,7,18,7,-19.8,25.56,-74.7,38.2166666666667,2
"large","AU_MD_19940718_210101",1994,7,18,7,-19.8,25.56,-74.7,38.2166666666667,0
"small","AU_MD_19940718_210102",1994,7,18,8,-30.5,25,-74.5,38.2,2
"large","AU_MD_19940718_210102",1994,7,18,8,-30.5,25,-74.5,38.2,0
"small","AU_MD_19940718_210103",1994,7,18,8,-21.3,25.56,-74.7,38.2166666666667,4
"large","AU_MD_19940718_210103",1994,7,18,8,-21.3,25.56,-74.7,38.2166666666667,0
"small","AU_MD_19940718_210104",1994,7,18,9,-27.4,25.56,-74.7,38.2166666666667,1
"large","AU_MD_19940718_210104",1994,7,18,9,-27.4,25.56,-74.7,38.2166666666667,0
"small","AU_MD_19940718_210106",1994,7,18,8,-36.6,23.33,-74.7833333333333,38.0833333333333,2
"large","AU_MD_19940718_210106",1994,7,18,8,-36.6,23.33,-74.7833333333333,38.0833333333333,0
"small","AU_MD_19940723_110201",1994,7,23,7,-25.9,21.67,-74.6333333333333,38.2,3
"large","AU_MD_19940723_110201",1994,7,23,7,-25.9,21.67,-74.6333333333333,38.2,0
"small","AU_MD_19940723_110202",1994,7,23,7,-25.9,21.67,-74.6333333333333,38.2,2
"large","AU_MD_19940723_110202",1994,7,23,7,-25.9,21.67,-74.6333333333333,38.2,0
"small","AU_MD_19940723_110204",1994,7,23,8,-25,21.67,-74.7833333333333,38.0833333333333,1
"large","AU_MD_19940723_110204",1994,7,23,8,-25,21.67,-74.7833333333333,38.0833333333333,0
"small","AU_MD_19940731_110301",1994,7,31,6,-36.6,22.22,-74.75,38.25,2
"large","AU_MD_19940731_110301",1994,7,31,6,-36.6,22.22,-74.75,38.25,0
"small","AU_MD_19940731_110303",1994,7,31,7,-25.9,22.22,-74.75,38.2,1
"large","AU_MD_19940731_110303",1994,7,31,7,-25.9,22.22,-74.75,38.2,0
"small","AU_MD_19940807_110501",1994,8,7,5,-27.4,21.11,-74.7,38.1666666666667,1
"large","AU_MD_19940807_110501",1994,8,7,5,-27.4,21.11,-74.7,38.1666666666667,0
"small","AU_MD_19970706_310203",1997,7,6,7,-32,24.44,-74.25,38.0833333333333,1
"large","AU_MD_19970706_310203",1997,7,6,7,-32,24.44,-74.25,38.0833333333333,0
"small","AU_MD_19970715_410601",1997,7,15,7,-33.8,25.56,-74.75,38.0833333333333,2
"large","AU_MD_19970715_410601",1997,7,15,7,-33.8,25.56,-74.75,38.0833333333333,0
"small","AU_MD_19970715_410602",1997,7,15,7,-38.1,25,-74.75,38.0833333333333,4
"large","AU_MD_19970715_410602",1997,7,15,7,-38.1,25,-74.75,38.0833333333333,0
"small","AU_MD_19970727_311501",1997,7,27,1,-30.5,23.89,-75.1666666666667,37.4166666666667,7
"large","AU_MD_19970727_311501",1997,7,27,1,-30.5,23.89,-75.1666666666667,37.4166666666667,0
"small","AU_MD_19970727_311502",1997,7,27,2,-29.3,23.33,-74.25,38.0833333333333,1
"large","AU_MD_19970727_311502",1997,7,27,2,-29.3,23.33,-74.25,38.0833333333333,0
"small","AU_MD_19970727_311504",1997,7,27,6,-35.4,23.89,-74.25,38.0833333333333,4
"large","AU_MD_19970727_311504",1997,7,27,6,-35.4,23.89,-74.25,38.0833333333333,0
"small","AU_MD_19970727_311506",1997,7,27,6,-32.9,23.89,-74.25,38.0833333333333,9
"large","AU_MD_19970727_311506",1997,7,27,6,-32.9,23.89,-74.25,38.0833333333333,0
"small","AU_MD_19970727_311507",1997,7,27,6,-36.6,23.33,-74.75,38.0833333333333,5
"large","AU_MD_19970727_311507",1997,7,27,6,-36.6,23.33,-74.75,38.0833333333333,0
"small","AU_MD_19970727_311508",1997,7,27,5,-33.5,23.33,-74.25,38.0833333333333,6
"large","AU_MD_19970727_311508",1997,7,27,5,-33.5,23.33,-74.25,38.0833333333333,0
"small","AU_MD_19970727_311509",1997,7,27,6,-54.9,24.44,-74.75,37.6666666666667,1
"large","AU_MD_19970727_311509",1997,7,27,6,-54.9,24.44,-74.75,37.6666666666667,0
"small","AU_MD_19970727_311510",1997,7,27,12,-32,24.44,-74.25,38.0833333333333,12
"large","AU_MD_19970727_311510",1997,7,27,12,-32,24.44,-74.25,38.0833333333333,0
"small","AU_NJ_19960727_110401",1996,7,27,5,-36.6,20.56,-73.4166666666667,39.75,1
"large","AU_NJ_19960727_110401",1996,7,27,5,-36.6,20.56,-73.4166666666667,39.75,0
"small","AU_NJ_19960727_110402",1996,7,27,6,-39.6,21.67,-74.0833333333333,39,0
"large","AU_NJ_19960727_110402",1996,7,27,6,-39.6,21.67,-74.0833333333333,39,0
"small","AU_VA_19930620_110903",1993,6,20,9,-1.8,2.78,-75.75,36.9166666666667,1
"large","AU_VA_19930620_110903",1993,6,20,9,-1.8,2.78,-75.75,36.9166666666667,0
"small","AU_VA_19940626_110905",1994,6,26,7,-24.4,24.44,-75.1666666666667,37.25,1
"large","AU_VA_19940626_110905",1994,6,26,7,-24.4,24.44,-75.1666666666667,37.25,0
"small","AU_VA_19940626_110907",1994,6,26,8,-33.5,24.44,-75.1666666666667,37.25,1
"large","AU_VA_19940626_110907",1994,6,26,8,-33.5,24.44,-75.1666666666667,37.25,0
"small","AU_VA_19940630_210102",1994,6,30,6,-33.5,20,-75.1666666666667,37.25,3
"large","AU_VA_19940630_210102",1994,6,30,6,-33.5,20,-75.1666666666667,37.25,0
"small","AU_VA_19980703_310402",1998,7,3,7,-36.6,28.33,-75.1666666666667,37.4166666666667,2
"large","AU_VA_19980703_310402",1998,7,3,7,-36.6,28.33,-75.1666666666667,37.4166666666667,0
"small","AU_VA_19980703_310404",1998,7,3,8,-61,26.67,-75.5,36.5833333333333,1
"large","AU_VA_19980703_310404",1998,7,3,8,-61,26.67,-75.5,36.5833333333333,0
"small","AU_VA_19980710_310101",1998,7,10,7,-36.6,23.33,-74.75,37.4166666666667,1
"large","AU_VA_19980710_310101",1998,7,10,7,-36.6,23.33,-74.75,37.4166666666667,0
"small","AU_VA_19980712_110501",1998,7,12,4,-19.8,NA,-75.1666666666667,37.25,1
"large","AU_VA_19980712_110501",1998,7,12,4,-19.8,NA,-75.1666666666667,37.25,0
"small","AU_VA_19980718_310201",1998,7,18,6,-15.2,22.22,-75.1666666666667,37.25,1
"large","AU_VA_19980718_310201",1998,7,18,6,-15.2,22.22,-75.1666666666667,37.25,0
"small","AU_VA_19980822_110401",1998,8,22,6,-36.6,NA,-75.5,36.5833333333333,1
"large","AU_VA_19980822_110401",1998,8,22,6,-36.6,NA,-75.5,36.5833333333333,0
"small","AU_VA_19980918_110401",1998,9,18,5,-54.9,25,-74.75,37.4166666666667,9
"large","AU_VA_19980918_110401",1998,9,18,5,-54.9,25,-74.75,37.4166666666667,0
"small","AU_VA_19990815_110503",1999,8,15,8,-61,23.89,-74.5833333333333,37.0833333333333,0
"large","AU_VA_19990815_110503",1999,8,15,8,-61,23.89,-74.5833333333333,37.0833333333333,0
"small","AV_CT_19950722_110201",1995,7,22,3,-54.9,25,-71.5833333333333,40.5833333333333,1
"large","AV_CT_19950722_110201",1995,7,22,3,-54.9,25,-71.5833333333333,40.5833333333333,0
"small","AV_CT_19950908_110501",1995,9,8,16,-61,20.56,-71.0833333333333,40.8333333333333,1
"large","AV_CT_19950908_110501",1995,9,8,16,-61,20.56,-71.0833333333333,40.8333333333333,0
"small","AV_CT_19980713_210301",1998,7,13,7,-67.1,20.56,-71.4166666666667,41.5,1
"large","AV_CT_19980713_210301",1998,7,13,7,-67.1,20.56,-71.4166666666667,41.5,0
"small","AV_CT_19980726_110301",1998,7,26,6,-54.9,22.78,-70.9166666666667,40.9166666666667,3
"large","AV_CT_19980726_110301",1998,7,26,6,-54.9,22.78,-70.9166666666667,40.9166666666667,0
"small","AV_DE_19970805_210301",1997,8,5,6,NA,24.44,-74.4,38.1833333333333,8
"large","AV_DE_19970805_210301",1997,8,5,6,NA,24.44,-74.4,38.1833333333333,0
"small","AV_DE_19970805_210302",1997,8,5,7,-50.3,23.89,-74.6166666666667,38.2,8
"large","AV_DE_19970805_210302",1997,8,5,7,-50.3,23.89,-74.6166666666667,38.2,0
"small","AV_NJ_19960728_110801",1996,7,28,4,-25.9,21.11,-74.25,39.1666666666667,1
"large","AV_NJ_19960728_110801",1996,7,28,4,-25.9,21.11,-74.25,39.1666666666667,0
"small","AV_NJ_19960809_110301",1996,8,9,9,-19.8,23.89,-74.3,38.8166666666667,1
"large","AV_NJ_19960809_110301",1996,8,9,9,-19.8,23.89,-74.3,38.8166666666667,0
"small","AV_NJ_19960809_110302",1996,8,9,7,-27.7,22.78,-74.3,38.8166666666667,4
"large","AV_NJ_19960809_110302",1996,8,9,7,-27.7,22.78,-74.3,38.8166666666667,0
"small","AV_RI_19980716_410101",1998,7,16,7,-62.2,21.67,-70.9166666666667,40.75,1
"large","AV_RI_19980716_410101",1998,7,16,7,-62.2,21.67,-70.9166666666667,40.75,0
"small","AV_RI_19980724_310202",1998,7,24,5,-54.9,22.22,-71.5833333333333,40.8333333333333,2
"large","AV_RI_19980724_310202",1998,7,24,5,-54.9,22.22,-71.5833333333333,40.8333333333333,0
"small","AV_RI_19980801_110402",1998,8,1,6,-54.9,20.56,-71.1666666666667,41.0833333333333,4
"large","AV_RI_19980801_110402",1998,8,1,6,-54.9,20.56,-71.1666666666667,41.0833333333333,0
"small","AV_RI_19980801_110403",1998,8,1,8,-54.9,21.67,-71.1666666666667,41.0833333333333,8
"large","AV_RI_19980801_110403",1998,8,1,8,-54.9,21.67,-71.1666666666667,41.0833333333333,0
"small","AV_RI_19980801_110404",1998,8,1,6,-45.7,20.56,-71.5333333333333,40.9666666666667,5
"large","AV_RI_19980801_110404",1998,8,1,6,-45.7,20.56,-71.5333333333333,40.9666666666667,0
"small","AV_RI_19980801_110405",1998,8,1,7,-61,20,-71.4166666666667,40.8666666666667,2
"large","AV_RI_19980801_110405",1998,8,1,7,-61,20,-71.4166666666667,40.8666666666667,0
"small","AV_RI_19980802_110101",1998,8,2,7,-51.8,20.56,-71.5833333333333,40.8333333333333,7
