tracker,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,filestat,c_index,cerrflag,cprobfld,id
14,7277,4,1,2011,09,25,0113010,1,1,09,0,1103,1,ctse1103.tif,00044620.tif,DOLPHIN,1050,1411,7,2,2,0,0,0,0,ORIGINAL,18,0,,2011-141101
14,7277,4,1,2011,09,25,0113010,1,1,09,0,1103,1,ctse1103.tif,00044620.tif,WHITE MARLIN,2161,1411,5,0,0,1,0,0,0,ORIGINAL,19,0,,2011-141101
14,7277,4,1,2011,09,25,0113010,1,1,09,0,1103,1,ctse1103.tif,00044620.tif,SHORTFIN MAKO S,3551,1411,4,1,1,0,0,0,0,ORIGINAL,20,0,,2011-141101
14,7277,4,1,2011,09,25,0113010,1,1,09,0,1103,1,ctse1103.tif,00044620.tif,SKIPJACK TUNA,4661,1411,6,3,3,0,0,0,0,ORIGINAL,21,0,,2011-141101
14,7277,4,1,2011,09,25,0113010,1,1,09,0,1103,1,ctse1103.tif,00044620.tif,BIGEYE TUNA,4691,1411,1,1,1,0,0,0,0,ORIGINAL,22,0,,2011-141101
14,7277,4,1,2011,09,25,0113010,1,1,09,0,1103,1,ctse1103.tif,00044620.tif,ALBACORE TUNA,4701,1411,3,32,17,0,0,0,0,ORIGINAL,23,1,KEPT;,2011-141101
14,7277,4,1,2011,09,25,0113010,1,1,09,0,1103,1,ctse1103.tif,00044620.tif,YFT,4711,1411,2,1,1,0,0,0,0,ORIGINAL,24,0,,2011-141101
10,6447,2,1,2011,09,01,0051599,0,0,10,0,2104,2,dese2104.tif,00042834.tif,ATLANTIC BONITO,330,1078,1,1,0,0,0,0,0,ORIGINAL,25,0,,2011-107801
10,6447,2,1,2011,09,01,0051599,0,0,10,0,2104,2,dese2104.tif,00042836.tif,DOLPHIN,1050,1078,1,35,0,0,0,0,0,ORIGINAL,26,0,,2011-107802
12,6447,2,1,2011,09,13,0051599,0,0,10,0,2105,2,dese2105.tif,00043725.tif,DOLPHIN,1050,1216,2,2,0,0,0,0,0,ORIGINAL,27,0,,2011-121601
12,6447,2,1,2011,09,13,0051599,0,0,10,0,2105,2,dese2105.tif,00043725.tif,WHITE MARLIN,2161,1216,1,0,0,2,0,0,0,ORIGINAL,28,0,,2011-121601
12,6447,2,1,2011,09,13,0051599,0,0,10,0,2105,2,dese2105.tif,00043727.tif,DOLPHIN,1050,1216,1,35,0,0,0,0,0,ORIGINAL,29,0,,2011-121602
12,6447,2,1,2011,09,12,0051599,0,0,10,0,2107,2,dese2107.tif,00043731.tif,DOLPHIN,1050,1217,1,1,0,0,0,0,0,ORIGINAL,30,0,,2011-121701
12,6447,2,1,2011,09,12,0051599,0,0,10,0,2107,2,dese2107.tif,00043731.tif,WHITE MARLIN,2161,1217,2,0,0,1,0,0,0,ORIGINAL,31,0,,2011-121701
12,6447,2,1,2011,09,12,0051599,0,0,10,0,2107,2,dese2107.tif,00043733.tif,DOLPHIN,1050,1217,1,1,0,0,0,0,0,ORIGINAL,32,0,,2011-121702
13,6447,2,1,2011,09,23,0051599,0,0,10,0,2205,2,dese2205.tif,00044281.tif,DOLPHIN,1050,1349,2,1,0,0,0,0,0,ORIGINAL,33,0,,2011-134901
13,6447,2,1,2011,09,23,0051599,0,0,10,0,2205,2,dese2205.tif,00044281.tif,WHITE MARLIN,2161,1349,1,0,0,1,0,0,0,ORIGINAL,34,0,,2011-134901
13,6447,2,1,2011,09,25,0051599,0,0,10,0,1202,1,dese1202.tif,00044292.tif,YFT,4711,1352,1,1,1,0,0,0,0,ORIGINAL,35,0,,2011-135201
13,6447,2,1,2011,09,25,0051599,0,0,10,0,1202,2,dese1202.tif,00044294.tif,DOLPHIN,1050,1352,3,1,0,0,0,0,0,ORIGINAL,36,0,,2011-135202
13,6447,2,1,2011,09,25,0051599,0,0,10,0,1202,2,dese1202.tif,00044294.tif,SHORTFIN MAKO S,3551,1352,1,1,1,1,0,0,0,ORIGINAL,37,0,,2011-135202
13,6447,2,1,2011,09,25,0051599,0,0,10,0,1202,2,dese1202.tif,00044294.tif,YFT,4711,1352,4,1,0,0,0,0,0,ORIGINAL,38,0,,2011-135202
13,6447,2,1,2011,09,25,0051599,0,0,10,0,1202,2,dese1202.tif,00044294.tif,WAHOO,4720,1352,2,1,0,0,0,0,0,ORIGINAL,39,0,,2011-135202
10,6478,2,1,2011,09,03,0051599,0,0,10,0,1101,2,dese1101.tif,00042816.tif,SKIPJACK TUNA,4661,1076,1,0,0,22,0,0,0,ORIGINAL,40,0,,2011-107601
10,6478,2,1,2011,09,03,0051599,0,0,10,0,1101,2,dese1101.tif,00042818.tif,DOLPHIN,1050,1076,1,1,0,0,0,0,0,ORIGINAL,41,0,,2011-107602
10,6478,2,1,2011,09,03,0051599,0,0,10,0,1101,2,dese1101.tif,00042820.tif,SKIPJACK TUNA,4661,1076,1,0,0,6,0,0,0,ORIGINAL,42,0,,2011-107603
10,6478,2,1,2011,09,03,0051599,0,0,10,0,1101,2,dese1101.tif,00042822.tif,BLUE MARLIN,2171,1076,3,0,0,1,0,0,0,ORIGINAL,43,0,,2011-107604
10,6478,2,1,2011,09,03,0051599,0,0,10,0,1101,2,dese1101.tif,00042822.tif,YFT,4711,1076,1,2,0,0,0,0,0,ORIGINAL,44,0,,2011-107604
10,6478,2,1,2011,09,03,0051599,0,0,10,0,1101,2,dese1101.tif,00042822.tif,WAHOO,4720,1076,2,1,0,0,0,0,0,ORIGINAL,45,0,,2011-107604
10,6478,2,1,2011,09,03,0051599,0,0,10,0,1101,2,dese1101.tif,00042824.tif,SKIPJACK TUNA,4661,1076,1,0,0,1,0,0,0,ORIGINAL,46,0,,2011-107605
10,6478,2,1,2011,09,03,0051599,0,0,10,0,1101,1,dese1101.tif,00042827.tif,SKIPJACK TUNA,4661,1076,2,3,3,20,0,0,0,ORIGINAL,47,0,,2011-107607
10,6478,2,1,2011,09,03,0051599,0,0,10,0,1101,1,dese1101.tif,00042827.tif,YFT,4711,1076,1,4,4,0,0,0,0,ORIGINAL,48,0,,2011-107607
10,6478,2,1,2011,09,02,0051599,0,0,10,0,2201,2,dese2201.tif,00042840.tif,DOLPHIN,1050,1079,2,3,0,0,0,0,0,ORIGINAL,49,0,,2011-107901
10,6478,2,1,2011,09,02,0051599,0,0,10,0,2201,2,dese2201.tif,00042840.tif,YFT,4711,1079,1,1,0,0,0,0,0,ORIGINAL,50,0,,2011-107901
14,6478,2,1,2011,09,29,0051599,0,0,10,0,2111,2,dese2111.tif,00044778.tif,DOLPHIN,1050,1448,1,40,0,0,0,0,0,ORIGINAL,51,0,,2011-144801
11,6783,2,1,2011,09,10,0051599,0,0,10,0,1203,2,dese1203.tif,00043370.tif,BLUEFISH,230,1158,2,3,3,3,0,0,0,ORIGINAL,52,0,,2011-115801
11,6783,2,1,2011,09,10,0051599,0,0,10,0,1203,2,dese1203.tif,00043370.tif,LITTLE TUNNY,4681,1158,1,0,0,1,0,0,0,ORIGINAL,53,0,,2011-115801
13,6783,2,1,2011,09,21,0051599,0,1,10,0,2110,1,dese2110.tif,00044238.tif,DOLPHIN,1050,1337,1,3,3,0,0,0,0,ORIGINAL,54,0,,2011-133701
13,6783,2,1,2011,09,21,0051599,0,1,10,0,2110,1,dese2110.tif,00044238.tif,BLACKFIN TUNA,4641,1337,2,1,1,0,0,0,0,ORIGINAL,55,0,,2011-133701
13,6783,2,1,2011,09,21,0051599,0,1,10,0,2110,1,dese2110.tif,00044238.tif,YFT,4711,1337,3,2,2,0,0,0,0,ORIGINAL,56,0,,2011-133701
13,6783,2,1,2011,09,21,0051599,0,0,10,0,2110,2,dese2110.tif,00044240.tif,DOLPHIN,1050,1337,1,21,0,0,0,0,0,ORIGINAL,57,0,,2011-133702
10,6447,4,3,2011,09,03,0470856,0,1,24,0,1102,2,mdse1102.tif,00042898.tif,BLUELINE TILEFI,4440,1092,3,6,0,0,0,0,0,ORIGINAL,58,1,CAUGHT OUT OF AREA;RARE OR ILLEGAL SPECIES KEPT;,2011-109201
10,6447,4,3,2011,09,03,0470856,0,1,24,0,1102,2,mdse1102.tif,00042898.tif,GOLDEN TILEFISH,4467,1092,2,6,0,0,0,0,0,ORIGINAL,59,1,RARE OR ILLEGAL SPECIES KEPT;,2011-109201
10,6447,4,3,2011,09,03,0470856,0,1,24,0,1102,2,mdse1102.tif,00042898.tif,SKIPJACK TUNA,4661,1092,1,5,0,0,0,0,0,ORIGINAL,60,0,,2011-109201
10,6447,4,3,2011,09,03,0470856,0,0,24,0,1102,2,mdse1102.tif,00042902.tif,DOLPHIN,1050,1092,1,10,0,0,0,0,0,ORIGINAL,61,0,,2011-109204
10,6447,4,3,2011,09,03,0470856,0,0,24,0,1102,2,mdse1102.tif,00042904.tif,SHORTFIN MAKO S,3551,1092,3,0,0,1,0,0,0,ORIGINAL,62,0,,2011-109205
10,6447,4,3,2011,09,03,0470856,0,0,24,0,1102,2,mdse1102.tif,00042904.tif,SKIPJACK TUNA,4661,1092,2,0,0,12,0,0,0,ORIGINAL,63,0,,2011-109205
10,6447,4,3,2011,09,03,0470856,0,0,24,0,1102,2,mdse1102.tif,00042904.tif,YFT,4711,1092,1,6,0,0,0,0,0,ORIGINAL,64,0,,2011-109205
10,6447,4,3,2011,09,03,0470856,0,0,24,0,1102,2,mdse1102.tif,00042906.tif,WHITE MARLIN,2161,1092,1,0,0,1,0,0,0,ORIGINAL,65,0,,2011-109206
10,6447,5,1,2011,09,04,0471493,0,0,24,0,1104,2,mdse1104.tif,00042914.tif,WHITE MARLIN,2161,1094,1,0,0,4,0,0,0,ORIGINAL,66,0,,2011-109401
10,6447,5,1,2011,09,04,0471493,0,0,24,0,1104,2,mdse1104.tif,00042914.tif,SKIPJACK TUNA,4661,1094,2,1,0,0,0,0,0,ORIGINAL,67,0,,2011-109401
10,6447,5,1,2011,09,04,0471493,0,0,24,0,1104,2,mdse1104.tif,00042916.tif,DOLPHIN,1050,1094,1,30,30,0,0,0,0,ORIGINAL,68,0,,2011-109402
10,6447,5,1,2011,09,04,0471493,0,0,24,0,1104,2,mdse1104.tif,00042916.tif,SKIPJACK TUNA,4661,1094,2,1,0,0,0,0,0,ORIGINAL,69,0,,2011-109402
10,6447,5,1,2011,09,04,0471493,0,0,24,0,1104,2,mdse1104.tif,00042918.tif,DOLPHIN,1050,1094,2,2,0,0,0,0,0,ORIGINAL,70,0,,2011-109403
10,6447,5,1,2011,09,04,0471493,0,0,24,0,1104,2,mdse1104.tif,00042918.tif,BLUE MARLIN,2171,1094,1,0,0,1,0,0,0,ORIGINAL,71,0,,2011-109403
10,6447,5,1,2011,09,04,0471493,0,0,24,0,1104,2,mdse1104.tif,00042918.tif,SKIPJACK TUNA,4661,1094,3,0,0,1,0,0,0,ORIGINAL,72,0,,2011-109403
10,6447,5,1,2011,09,04,0471493,0,0,24,0,1104,2,mdse1104.tif,00042920.tif,DOLPHIN,1050,1094,2,2,0,0,0,0,0,ORIGINAL,73,0,,2011-109404
10,6447,5,1,2011,09,04,0471493,0,0,24,0,1104,2,mdse1104.tif,00042920.tif,WHITE MARLIN,2161,1094,1,0,0,4,0,0,0,ORIGINAL,74,0,,2011-109404
10,6447,5,1,2011,09,04,0471493,0,0,24,0,1104,2,mdse1104.tif,00042922.tif,WHITE MARLIN,2161,1094,1,0,0,3,0,0,0,ORIGINAL,75,0,,2011-109405
10,6447,5,1,2011,09,04,0471493,0,0,24,0,1104,2,mdse1104.tif,00042922.tif,SKIPJACK TUNA,4661,1094,2,0,0,3,0,0,0,ORIGINAL,76,0,,2011-109405
10,6447,5,1,2011,09,04,0471493,0,0,24,0,1104,2,mdse1104.tif,00042924.tif,WHITE MARLIN,2161,1094,1,0,0,3,0,0,0,ORIGINAL,77,0,,2011-109406
10,6447,5,1,2011,09,04,0471493,0,0,24,0,1104,2,mdse1104.tif,00042926.tif,ATLANTIC BONITO,330,1094,3,2,0,0,0,0,0,ORIGINAL,78,0,,2011-109407
10,6447,5,1,2011,09,04,0471493,0,0,24,0,1104,2,mdse1104.tif,00042926.tif,DOLPHIN,1050,1094,2,3,0,0,0,0,0,ORIGINAL,79,0,,2011-109407
10,6447,5,1,2011,09,04,0471493,0,0,24,0,1104,2,mdse1104.tif,00042926.tif,WHITE MARLIN,2161,1094,1,0,0,9,0,0,0,ORIGINAL,80,0,,2011-109407
10,6447,5,1,2011,09,04,0471493,0,0,24,0,1104,2,mdse1104.tif,00042928.tif,WHITE MARLIN,2161,1094,1,0,0,4,0,0,0,ORIGINAL,81,0,,2011-109408
10,6447,5,1,2011,09,04,0471493,0,0,24,0,1104,2,mdse1104.tif,00042930.tif,WHITE MARLIN,2161,1094,1,0,0,6,0,0,0,ORIGINAL,82,0,,2011-109409
10,6447,5,1,2011,09,04,0471493,0,0,24,1,1104,2,mdse1104.tif,00042932.tif,WHITE MARLIN,2161,1094,1,0,0,1,0,0,0,ORIGINAL,83,0,,2011-109410
10,6447,5,1,2011,09,04,0471493,0,0,24,1,1104,2,mdse1104.tif,00042934.tif,YFT,4711,1094,1,1,0,0,0,0,0,ORIGINAL,84,0,,2011-109411
10,6447,5,1,2011,09,04,0471493,0,0,24,1,1104,2,mdse1104.tif,00042936.tif,WHITE MARLIN,2161,1094,1,0,0,1,0,0,0,ORIGINAL,85,0,,2011-109412
10,6447,5,1,2011,09,04,0471493,0,0,24,1,1104,2,mdse1104.tif,00042936.tif,BLUE MARLIN,2171,1094,2,0,0,1,0,0,0,ORIGINAL,86,0,,2011-109412
10,6447,5,1,2011,09,04,0471493,0,0,24,1,1104,2,mdse1104.tif,00042938.tif,DOLPHIN,1050,1094,2,4,0,1,0,0,0,ORIGINAL,87,0,,2011-109413
10,6447,5,1,2011,09,04,0471493,0,0,24,1,1104,2,mdse1104.tif,00042938.tif,WHITE MARLIN,2161,1094,1,0,0,12,0,0,0,ORIGINAL,88,0,,2011-109413
10,6447,5,1,2011,09,04,0471493,0,0,24,1,1104,2,mdse1104.tif,00042940.tif,WHITE MARLIN,2161,1094,1,0,0,3,0,0,0,ORIGINAL,89,0,,2011-109414
10,6447,5,1,2011,09,04,0471493,0,0,24,1,1104,2,mdse1104.tif,00042942.tif,DOLPHIN,1050,1094,2,3,0,0,0,0,0,ORIGINAL,90,0,,2011-109415
10,6447,5,1,2011,09,04,0471493,0,0,24,1,1104,2,mdse1104.tif,00042942.tif,WHITE MARLIN,2161,1094,1,0,0,3,0,0,0,ORIGINAL,91,0,,2011-109415
11,6447,3,1,2011,09,02,0470853,0,0,24,0,2205,1,mdse2205.tif,00043181.tif,DOLPHIN,1050,1129,2,2,2,0,0,0,0,ORIGINAL,92,0,,2011-112901
11,6447,3,1,2011,09,02,0470853,0,0,24,0,2205,1,mdse2205.tif,00043181.tif,YFT,4711,1129,1,10,10,0,0,0,0,ORIGINAL,93,0,,2011-112901
11,6447,3,1,2011,09,02,0470853,0,1,24,0,2205,1,mdse2205.tif,00043183.tif,YFT,4711,1129,1,4,4,0,0,0,0,ORIGINAL,94,0,,2011-112902
11,6447,3,1,2011,09,02,0470853,0,0,24,0,2205,1,mdse2205.tif,00043185.tif,WHITE MARLIN,2161,1129,2,0,0,1,0,0,0,ORIGINAL,95,0,,2011-112903
11,6447,3,1,2011,09,02,0470853,0,0,24,0,2205,1,mdse2205.tif,00043185.tif,YFT,4711,1129,1,2,2,0,0,0,0,ORIGINAL,96,0,,2011-112903
11,6447,3,1,2011,09,02,0470853,0,0,24,0,2205,2,mdse2205.tif,00043187.tif,SANDBAR SHARK,4821,1129,1,0,0,3,0,0,0,ORIGINAL,97,0,,2011-112904
11,6447,3,1,2011,09,02,0470853,0,0,24,0,2205,2,mdse2205.tif,00043187.tif,DUSKY SHARK,4841,1129,2,0,0,4,0,0,0,ORIGINAL,98,0,,2011-112904
11,6447,3,1,2011,09,02,0470853,0,0,24,0,2205,2,mdse2205.tif,00043189.tif,DOLPHIN,1050,1129,3,1,0,0,0,0,0,ORIGINAL,99,0,,2011-112905
11,6447,3,1,2011,09,02,0470853,0,0,24,0,2205,2,mdse2205.tif,00043189.tif,WHITE MARLIN,2161,1129,4,0,0,1,0,0,0,ORIGINAL,100,0,,2011-112905
11,6447,3,1,2011,09,02,0470853,0,0,24,0,2205,2,mdse2205.tif,00043189.tif,SKIPJACK TUNA,4661,1129,5,0,0,2,0,0,0,ORIGINAL,101,0,,2011-112905
11,6447,3,1,2011,09,02,0470853,0,0,24,0,2205,2,mdse2205.tif,00043189.tif,YFT,4711,1129,1,6,6,0,0,0,0,ORIGINAL,102,0,,2011-112905
11,6447,3,1,2011,09,02,0470853,0,0,24,0,2205,2,mdse2205.tif,00043189.tif,WAHOO,4720,1129,2,1,1,0,0,0,0,ORIGINAL,103,0,,2011-112905
12,6447,3,1,2011,09,11,0470853,0,0,24,0,1111,2,mdse1111.tif,00043892.tif,WHITE MARLIN,2161,1218,1,0,0,1,0,0,0,ORIGINAL,104,0,,2011-121801
12,6447,3,1,2011,09,11,0470853,0,0,24,0,1111,2,mdse1111.tif,00043892.tif,YFT,4711,1218,2,0,0,2,0,0,0,ORIGINAL,105,0,,2011-121801
12,6447,3,1,2011,09,11,0470853,0,0,24,0,1111,2,mdse1111.tif,00043894.tif,DOLPHIN,1050,1218,2,36,36,0,0,0,0,ORIGINAL,106,0,,2011-121802
12,6447,3,1,2011,09,11,0470853,0,0,24,0,1111,2,mdse1111.tif,00043894.tif,GOLDEN TILEFISH,4467,1218,1,7,7,0,0,0,0,ORIGINAL,107,1,RARE OR ILLEGAL SPECIES KEPT;,2011-121802
12,6447,3,1,2011,09,11,0470853,0,0,24,0,1111,2,mdse1111.tif,00043896.tif,DOLPHIN,1050,1218,1,34,34,0,0,0,0,ORIGINAL,108,0,,2011-121803
12,6447,3,1,2011,09,11,0470853,0,1,24,0,1111,2,mdse1111.tif,00044248.tif,WHITE MARLIN,2161,1218,1,0,0,7,0,0,0,ORIGINAL,109,0,,2011-121804
12,6447,3,1,2011,09,11,0470853,0,0,24,0,1111,2,mdse1111.tif,00043899.tif,DOLPHIN,1050,1218,2,2,0,0,0,0,0,ORIGINAL,110,0,,2011-121805
12,6447,3,1,2011,09,11,0470853,0,0,24,0,1111,2,mdse1111.tif,00043899.tif,WHITE MARLIN,2161,1218,1,0,0,2,0,0,0,ORIGINAL,111,0,,2011-121805
14,6447,3,1,2011,09,26,0470853,0,1,24,0,2102,2,mdse2102.tif,00044630.tif,ATLANTIC BONITO,330,1414,2,4,0,0,0,0,0,ORIGINAL,112,0,,2011-141401
14,6447,3,1,2011,09,26,0470853,0,1,24,0,2102,2,mdse2102.tif,00044630.tif,BLACK SEA BASS,3350,1414,3,11,0,50,0,0,0,ORIGINAL,113,0,,2011-141401
14,6447,3,1,2011,09,26,0470853,0,1,24,0,2102,2,mdse2102.tif,00044630.tif,LITTLE TUNNY,4681,1414,1,14,14,0,0,0,0,ORIGINAL,114,0,,2011-141401
14,6447,3,1,2011,09,26,0470853,0,0,24,0,2102,2,mdse2102.tif,00044632.tif,DOLPHIN,1050,1414,1,6,0,0,0,0,0,ORIGINAL,115,0,,2011-141402
14,6447,3,1,2011,09,29,0470853,1,0,24,0,2203,1,mdse2203.tif,00044862.tif,DOLPHIN,1050,1458,2,3,3,0,0,0,0,ORIGINAL,116,0,,2011-145801
14,6447,3,1,2011,09,29,0470853,1,0,24,0,2203,1,mdse2203.tif,00044862.tif,SKIPJACK TUNA,4661,1458,3,1,1,0,0,0,0,ORIGINAL,117,0,,2011-145801
14,6447,3,1,2011,09,29,0470853,1,0,24,0,2203,1,mdse2203.tif,00044862.tif,YFT,4711,1458,1,2,2,0,0,0,0,ORIGINAL,118,0,,2011-145801
11,6555,4,3,2011,09,11,0470856,0,1,24,0,1112,2,mdse1112.tif,00043530.tif,DOLPHIN,1050,1190,1,1,0,0,0,0,0,ORIGINAL,119,0,,2011-119001
11,6555,4,3,2011,09,11,0470856,0,1,24,0,1112,2,mdse1112.tif,00043530.tif,LITTLE TUNNY,4681,1190,2,0,0,3,0,0,0,ORIGINAL,120,0,,2011-119001
11,6555,4,3,2011,09,10,0470856,0,0,24,0,1105,2,mdse1105.tif,00043568.tif,SKIPJACK TUNA,4661,1195,2,0,0,1,0,0,0,ORIGINAL,121,0,,2011-119501
11,6555,4,3,2011,09,10,0470856,0,0,24,0,1105,2,mdse1105.tif,00043568.tif,BFT YOUNG SCHOO,4673,1195,1,0,0,3,0,0,0,ORIGINAL,122,0,,2011-119501
11,6555,4,3,2011,09,10,0470856,0,0,24,0,1105,2,mdse1105.tif,00043570.tif,DOLPHIN,1050,1195,1,6,0,6,0,0,0,ORIGINAL,123,0,,2011-119502
11,6555,4,3,2011,09,10,0470856,0,1,24,0,1105,2,mdse1105.tif,00043572.tif,DOLPHIN,1050,1195,1,10,0,0,0,0,0,ORIGINAL,124,0,,2011-119503
11,6555,4,3,2011,09,10,0470856,0,0,24,0,1105,2,mdse1105.tif,00043574.tif,WHITE MARLIN,2161,1195,1,0,0,1,0,0,0,ORIGINAL,125,0,,2011-119504
11,6555,4,3,2011,09,10,0470856,0,0,24,0,1105,2,mdse1105.tif,00043576.tif,DOLPHIN,1050,1195,1,1,0,0,0,0,0,ORIGINAL,126,0,,2011-119505
11,6783,3,1,2011,09,03,0470853,0,0,24,0,1101,1,mdse1101.tif,00043321.tif,SKIPJACK TUNA,4661,1152,2,3,3,0,0,0,0,ORIGINAL,127,0,,2011-115201
11,6783,3,1,2011,09,03,0470853,0,0,24,0,1101,1,mdse1101.tif,00043321.tif,YFT,4711,1152,1,5,5,0,0,0,0,ORIGINAL,128,0,,2011-115201
11,6783,3,1,2011,09,03,0470853,0,0,24,0,1101,2,mdse1101.tif,00043323.tif,LITTLE TUNNY,4681,1152,1,4,0,0,0,0,0,ORIGINAL,129,0,,2011-115202
11,6783,3,1,2011,09,03,0470853,0,0,24,0,1101,1,mdse1101.tif,00043325.tif,LITTLE TUNNY,4681,1152,2,1,0,0,0,0,0,ORIGINAL,130,0,,2011-115203
11,6783,3,1,2011,09,03,0470853,0,0,24,0,1101,1,mdse1101.tif,00043325.tif,YFT,4711,1152,1,2,2,0,0,0,0,ORIGINAL,131,0,,2011-115203
11,6783,3,1,2011,09,03,0470853,0,0,24,0,1101,2,mdse1101.tif,00043327.tif,WHITE MARLIN,2161,1152,1,0,0,1,0,0,0,ORIGINAL,132,0,,2011-115204
11,6783,3,1,2011,09,03,0470853,0,0,24,0,1101,2,mdse1101.tif,00043327.tif,LITTLE TUNNY,4681,1152,2,3,0,13,0,0,0,ORIGINAL,133,0,,2011-115204
11,6783,3,1,2011,09,03,0470853,0,0,24,0,1101,2,mdse1101.tif,00043329.tif,LITTLE TUNNY,4681,1152,2,1,0,10,0,0,0,ORIGINAL,134,0,,2011-115205
11,6783,3,1,2011,09,03,0470853,0,0,24,0,1101,2,mdse1101.tif,00043329.tif,YFT,4711,1152,1,1,1,0,0,0,0,ORIGINAL,135,0,,2011-115205
11,6783,3,1,2011,09,03,0470853,0,0,24,0,1101,1,mdse1101.tif,00043331.tif,DOLPHIN,1050,1152,1,4,4,0,0,0,0,ORIGINAL,136,0,,2011-115206
11,6783,3,1,2011,09,03,0470853,0,0,24,0,1101,1,mdse1101.tif,00043331.tif,SKIPJACK TUNA,4661,1152,2,0,0,7,0,0,0,ORIGINAL,137,0,,2011-115206
11,6783,3,1,2011,09,03,0470853,0,0,24,0,1101,2,mdse1101.tif,00043333.tif,DOLPHIN,1050,1152,1,1,1,0,0,0,0,ORIGINAL,138,0,,2011-115207
11,6783,3,1,2011,09,03,0470853,0,0,24,0,1101,2,mdse1101.tif,00043333.tif,LITTLE TUNNY,4681,1152,2,0,0,12,0,0,0,ORIGINAL,139,0,,2011-115207
11,6783,3,1,2011,09,03,0470853,0,0,24,0,1101,2,mdse1101.tif,00043335.tif,LITTLE TUNNY,4681,1152,1,0,0,8,0,0,0,ORIGINAL,140,0,,2011-115208
