tracker,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,c_index,cerrflag,cprobfld,id
17,6447,2,1,2012,10,06,0051599,0,0,10,01,1103,2,deoc1103.tif,00057846.tif,ORIGINAL,DOLPHIN,1050,1785,2,9,9,0,0,0,0,23,0,,2012-178501
17,6447,2,1,2012,10,06,0051599,0,0,10,01,1103,2,deoc1103.tif,00057846.tif,ORIGINAL,YFT,4711,1785,1,1,1,0,0,0,0,24,0,,2012-178501
17,6447,2,1,2012,10,06,0051599,0,0,10,02,1103,2,deoc1103.tif,00057848.tif,ORIGINAL,WAHOO,4720,1785,1,1,1,1,0,0,0,25,0,,2012-178502
17,6447,2,1,2012,10,06,0051599,0,0,10,03,1103,1,deoc1103.tif,00057850.tif,ORIGINAL,DOLPHIN,1050,1785,2,1,1,0,0,0,0,26,0,,2012-178503
17,6447,2,1,2012,10,06,0051599,0,0,10,03,1103,1,deoc1103.tif,00057850.tif,ORIGINAL,YFT,4711,1785,1,2,2,1,0,0,0,27,0,,2012-178503
17,6447,2,1,2012,10,06,0051599,0,0,10,04,1103,1,deoc1103.tif,00057852.tif,ORIGINAL,DOLPHIN,1050,1785,2,1,1,0,0,0,0,28,0,,2012-178504
17,6447,2,1,2012,10,06,0051599,0,0,10,04,1103,1,deoc1103.tif,00057852.tif,ORIGINAL,WHITE MARLIN,2161,1785,3,0,0,1,0,0,0,29,0,,2012-178504
17,6447,2,1,2012,10,06,0051599,0,0,10,04,1103,1,deoc1103.tif,00057852.tif,ORIGINAL,YFT,4711,1785,1,1,1,0,0,0,0,30,0,,2012-178504
20,6447,2,1,2012,10,23,0051599,0,0,10,01,2203,2,deoc2203.tif,00058839.tif,ORIGINAL,DOLPHIN,1050,2016,1,12,0,0,0,0,0,31,0,,2012-201601
20,6447,2,1,2012,10,25,0051599,0,0,10,01,2209,2,deoc2209.tif,00059139.tif,ORIGINAL,DOLPHIN,1050,2020,2,1,0,0,0,0,0,32,0,,2012-202001
20,6447,2,1,2012,10,25,0051599,0,0,10,01,2209,2,deoc2209.tif,00059139.tif,ORIGINAL,WAHOO,4720,2020,1,2,0,0,0,0,0,33,0,,2012-202001
20,6447,2,1,2012,10,24,0051599,0,0,10,01,2105,2,deoc2105.tif,00058975.tif,ORIGINAL,DOLPHIN,1050,2052,1,1,0,0,0,0,0,34,0,,2012-205201
20,6447,2,1,2012,10,24,0051599,0,0,10,03,2105,2,deoc2105.tif,00058978.tif,ORIGINAL,ATLANTIC BONITO,330,2052,1,1,0,0,0,0,0,35,0,,2012-205203
17,6478,2,1,2012,10,07,0051599,0,0,10,01,1101,2,deoc1101.tif,00057842.tif,ORIGINAL,DOLPHIN,1050,1784,2,2,2,0,0,0,0,36,0,,2012-178401
17,6478,2,1,2012,10,07,0051599,0,0,10,01,1101,2,deoc1101.tif,00057842.tif,ORIGINAL,LITTLE TUNNY,4681,1784,3,0,0,2,0,0,0,37,0,,2012-178401
17,6478,2,1,2012,10,07,0051599,0,0,10,01,1101,2,deoc1101.tif,00057842.tif,ORIGINAL,YFT,4711,1784,1,2,2,0,0,0,0,38,0,,2012-178401
17,6555,4,3,2012,10,06,0470856,0,0,24,01,1107,2,mdoc1107.tif,00057899.tif,ORIGINAL,SKIPJACK TUNA,4661,1793,1,0,0,20,0,0,0,39,0,,2012-179301
17,6555,4,3,2012,10,06,0470856,0,0,24,02,1107,2,mdoc1107.tif,00057901.tif,ORIGINAL,DOLPHIN,1050,1793,1,2,0,0,0,0,0,40,0,,2012-179302
17,6555,4,3,2012,10,06,0470856,0,1,24,03,1107,2,mdoc1107.tif,00057903.tif,ORIGINAL,DOLPHIN,1050,1793,1,4,0,0,0,0,0,41,0,,2012-179303
17,6555,4,3,2012,10,06,0470856,0,0,24,04,1107,2,mdoc1107.tif,00057905.tif,ORIGINAL,ATLANTIC BONITO,330,1793,2,0,0,1,0,0,0,42,0,,2012-179304
17,6555,4,3,2012,10,06,0470856,0,0,24,04,1107,2,mdoc1107.tif,00057905.tif,ORIGINAL,DOLPHIN,1050,1793,1,1,0,0,0,0,0,43,0,,2012-179304
17,6794,3,1,2012,10,05,0470853,0,0,24,01,2101,1,mdoc2101.tif,00057969.tif,ORIGINAL,DOLPHIN,1050,1797,2,4,4,0,0,0,0,44,0,,2012-179701
17,6794,3,1,2012,10,05,0470853,0,0,24,01,2101,1,mdoc2101.tif,00057969.tif,ORIGINAL,YFT,4711,1797,1,2,2,0,0,0,0,45,0,,2012-179701
17,6794,3,1,2012,10,05,0470853,0,0,24,02,2101,2,mdoc2101.tif,00057971.tif,ORIGINAL,DOLPHIN,1050,1797,1,1,0,0,0,0,0,46,0,,2012-179702
17,6794,3,1,2012,10,05,0470853,0,0,24,03,2101,2,mdoc2101.tif,00057973.tif,ORIGINAL,DOLPHIN,1050,1797,1,1,0,0,0,0,0,47,0,,2012-179703
17,6794,3,1,2012,10,05,0470853,0,0,24,03,2101,2,mdoc2101.tif,00057973.tif,ORIGINAL,WAHOO,4720,1797,2,3,0,0,0,0,0,48,0,,2012-179703
17,6794,3,1,2012,10,05,0470853,0,0,24,04,2101,2,mdoc2101.tif,00057975.tif,ORIGINAL,DOLPHIN,1050,1797,1,9,0,0,0,0,0,49,0,,2012-179704
18,6794,3,1,2012,10,14,0470853,0,0,24,01,1209,2,mdoc1209.tif,00058368.tif,ORIGINAL,YFT,4711,1889,2,2,0,0,0,0,0,50,0,,2012-188901
18,6794,3,1,2012,10,14,0470853,0,0,24,01,1209,2,mdoc1209.tif,00058368.tif,ORIGINAL,WAHOO,4720,1889,1,1,0,0,0,0,0,51,0,,2012-188901
17,6936,5,1,2012,10,03,0471493,0,0,24,01,2106,1,mdoc2106.tif,00057747.tif,ORIGINAL,DOLPHIN,1050,1762,3,1,1,1,0,0,0,52,0,,2012-176201
17,6936,5,1,2012,10,03,0471493,0,0,24,01,2106,1,mdoc2106.tif,00057747.tif,ORIGINAL,YFT,4711,1762,2,1,1,0,0,0,0,53,0,,2012-176201
17,6936,5,1,2012,10,03,0471493,0,0,24,01,2106,1,mdoc2106.tif,00057747.tif,ORIGINAL,WAHOO,4720,1762,1,2,2,0,0,0,0,54,0,,2012-176201
17,6936,5,1,2012,10,03,0471493,0,0,24,02,2106,1,mdoc2106.tif,00057749.tif,ORIGINAL,DOLPHIN,1050,1762,1,4,4,0,0,0,0,55,0,,2012-176202
17,6936,5,1,2012,10,03,0471493,0,0,24,02,2106,1,mdoc2106.tif,00057749.tif,ORIGINAL,WAHOO,4720,1762,2,1,1,0,0,0,0,56,0,,2012-176202
17,6936,5,1,2012,10,06,0471493,0,0,24,01,1101,2,mdoc1101.tif,00057885.tif,ORIGINAL,DOLPHIN,1050,1791,1,2,2,0,0,0,0,57,0,,2012-179101
17,6936,5,1,2012,10,06,0471493,0,0,24,02,1101,1,mdoc1101.tif,00057887.tif,ORIGINAL,DOLPHIN,1050,1791,4,3,3,0,0,0,0,58,0,,2012-179102
17,6936,5,1,2012,10,06,0471493,0,0,24,02,1101,1,mdoc1101.tif,00057887.tif,ORIGINAL,WHITE MARLIN,2161,1791,1,0,0,1,0,0,0,59,0,,2012-179102
17,6936,5,1,2012,10,06,0471493,0,0,24,02,1101,1,mdoc1101.tif,00057887.tif,ORIGINAL,YFT,4711,1791,3,1,1,0,0,0,0,60,0,,2012-179102
17,6936,5,1,2012,10,06,0471493,0,0,24,02,1101,1,mdoc1101.tif,00057887.tif,ORIGINAL,WAHOO,4720,1791,2,2,2,0,0,0,0,61,0,,2012-179102
17,6936,5,1,2012,10,06,0471493,1,0,24,03,1101,2,mdoc1101.tif,00057889.tif,ORIGINAL,WAHOO,4720,1791,1,1,1,0,0,0,0,62,0,,2012-179103
17,6936,5,1,2012,10,06,0471493,0,0,24,04,1101,1,mdoc1101.tif,00057891.tif,ORIGINAL,WAHOO,4720,1791,1,1,1,0,0,0,0,63,0,,2012-179104
17,6936,5,1,2012,10,06,0471493,0,0,24,05,1101,2,mdoc1101.tif,00057893.tif,ORIGINAL,WAHOO,4720,1791,1,4,4,0,0,0,0,64,0,,2012-179105
17,6936,7,1,2012,10,05,0470938,0,0,24,01,2201,1,mdoc2201.tif,00057915.tif,ORIGINAL,DOLPHIN,1050,1798,2,2,2,0,0,0,0,65,0,,2012-179801
17,6936,7,1,2012,10,05,0470938,0,0,24,01,2201,1,mdoc2201.tif,00057915.tif,ORIGINAL,WAHOO,4720,1798,1,2,2,0,0,0,0,66,0,,2012-179801
17,6936,7,1,2012,10,05,0470938,0,0,24,02,2201,1,mdoc2201.tif,00057917.tif,ORIGINAL,DOLPHIN,1050,1798,1,1,1,0,0,0,0,67,0,,2012-179802
19,6936,5,1,2012,10,20,0471493,0,0,24,01,1201,2,mdoc1201.tif,00058643.tif,ORIGINAL,DOLPHIN,1050,1965,1,4,0,0,0,0,0,68,0,,2012-196501
19,6936,5,1,2012,10,20,0471493,1,0,24,02,1201,1,mdoc1201.tif,00058645.tif,ORIGINAL,DOLPHIN,1050,1965,1,6,6,0,0,0,0,69,0,,2012-196502
19,6936,5,1,2012,10,20,0471493,1,0,24,02,1201,1,mdoc1201.tif,00058645.tif,ORIGINAL,YFT,4711,1965,2,2,2,0,0,0,0,70,0,,2012-196502
19,6936,5,1,2012,10,20,0471493,1,0,24,02,1201,1,mdoc1201.tif,00058645.tif,ORIGINAL,WAHOO,4720,1965,3,1,1,0,0,0,0,71,0,,2012-196502
19,6936,5,1,2012,10,20,0471493,0,0,24,03,1201,1,mdoc1201.tif,00058647.tif,ORIGINAL,WAHOO,4720,1965,1,1,1,0,0,0,0,72,0,,2012-196503
19,6936,5,1,2012,10,21,0471493,0,0,24,01,1115,2,mdoc1115.tif,00058666.tif,ORIGINAL,DOLPHIN,1050,1972,1,2,0,0,0,0,0,73,0,,2012-197201
18,7379,3,1,2012,10,06,0470853,0,0,24,02,1205,2,mdoc1205.tif,00058081.tif,ORIGINAL,DOLPHIN,1050,1828,3,1,1,0,0,0,0,74,0,,2012-182802
18,7379,3,1,2012,10,06,0470853,0,0,24,02,1205,2,mdoc1205.tif,00058081.tif,ORIGINAL,YFT,4711,1828,1,1,1,0,0,0,0,75,0,,2012-182802
18,7379,3,1,2012,10,06,0470853,0,0,24,02,1205,2,mdoc1205.tif,00058081.tif,ORIGINAL,WAHOO,4720,1828,2,1,1,0,0,0,0,76,0,,2012-182802
18,7379,3,1,2012,10,06,0470853,0,0,24,03,1205,2,mdoc1205.tif,00058083.tif,ORIGINAL,DOLPHIN,1050,1828,2,3,3,0,0,0,0,77,0,,2012-182803
18,7379,3,1,2012,10,06,0470853,0,0,24,03,1205,2,mdoc1205.tif,00058083.tif,ORIGINAL,YFT,4711,1828,1,1,1,0,0,0,0,78,0,,2012-182803
18,7379,3,1,2012,10,06,0470853,0,0,24,04,1205,1,mdoc1205.tif,00058085.tif,ORIGINAL,DOLPHIN,1050,1828,2,1,1,0,0,0,0,79,0,,2012-182804
18,7379,3,1,2012,10,06,0470853,0,0,24,04,1205,1,mdoc1205.tif,00058085.tif,ORIGINAL,YFT,4711,1828,1,1,1,0,0,0,0,80,0,,2012-182804
18,7379,3,1,2012,10,06,0470853,0,0,24,05,1205,2,mdoc1205.tif,00058087.tif,ORIGINAL,DOLPHIN,1050,1828,1,2,2,0,0,0,0,81,0,,2012-182805
19,6583,15,1,2012,10,20,0090024,0,0,25,01,1113,2,maoc1113.tif,00058618.tif,ORIGINAL,SPINY DOGFISH,3521,1956,1,0,0,6,0,0,0,82,0,,2012-195601
18,6591,21,3,2012,10,06,0019036,0,0,25,03,1201,2,maoc1201.tif,00058031.tif,ORIGINAL,BFT GIANT,4671,1820,1,1,1,0,0,1,0,83,0,,2012-182003
18,6591,21,1,2012,10,06,0010313,0,0,25,05,1201,2,maoc1201.tif,00058034.tif,ORIGINAL,BFT SCHOOL,4677,1820,1,1,0,1,0,0,0,84,0,,2012-182005
18,6591,8,3,2012,10,07,0230217,0,0,25,05,1205,2,maoc1205.tif,00058042.tif,ORIGINAL,BFT LARGE SCHOOL,4678,1821,1,1,1,0,0,0,0,85,0,,2012-182105
20,6591,4,1,2012,10,25,0010392,0,0,25,02,2116,2,maoc2116.tif,00058860.tif,ORIGINAL,BFT SMALL MEDIUM,4676,2022,1,0,0,5,0,0,0,86,0,,2012-202202
18,6634,8,3,2012,10,06,0230217,0,0,25,01,1204,2,maoc1204.tif,00058149.tif,ORIGINAL,STRIPED BASS,4180,1836,1,1,0,0,0,0,0,87,0,,2012-183601
18,6634,8,1,2012,10,06,0230218,0,0,25,02,1204,1,maoc1204.tif,00058151.tif,ORIGINAL,COD,815,1836,3,2,0,0,0,0,0,88,0,,2012-183602
18,6634,8,1,2012,10,06,0230218,0,0,25,02,1204,1,maoc1204.tif,00058151.tif,ORIGINAL,BFT GIANT,4671,1836,1,1,1,0,0,1,0,89,0,,2012-183602
18,6634,8,1,2012,10,06,0230218,0,0,25,02,1204,1,maoc1204.tif,00058151.tif,ORIGINAL,BLUE SHARK,4931,1836,2,0,0,6,0,0,0,90,0,,2012-183602
18,6634,8,1,2012,10,06,0230218,0,0,25,04,1204,2,maoc1204.tif,00058154.tif,ORIGINAL,BFT GIANT,4671,1836,1,1,1,0,0,1,0,91,0,,2012-183604
18,6634,8,1,2012,10,06,0230218,0,0,25,04,1204,2,maoc1204.tif,00058154.tif,ORIGINAL,BLUE SHARK,4931,1836,2,0,0,15,0,0,0,92,0,,2012-183604
18,6634,8,1,2012,10,06,0230218,0,0,25,15,1204,2,maoc1204.tif,00058166.tif,ORIGINAL,BLUEFISH,230,1836,1,0,0,2,0,0,0,93,0,,2012-183615
18,6634,8,1,2012,10,06,0230218,0,0,25,16,1204,2,maoc1204.tif,00058168.tif,ORIGINAL,COD,815,1836,3,4,0,0,0,0,0,94,0,,2012-183616
18,6634,8,1,2012,10,06,0230218,0,0,25,16,1204,2,maoc1204.tif,00058168.tif,ORIGINAL,POLLOCK,2695,1836,2,30,0,0,0,0,0,95,0,,2012-183616
18,6634,8,1,2012,10,06,0230218,0,0,25,16,1204,2,maoc1204.tif,00058168.tif,ORIGINAL,BLUE SHARK,4931,1836,1,0,0,1,0,0,0,96,0,,2012-183616
19,6634,8,3,2012,10,21,0230217,0,0,25,08,1214,2,maoc1214.tif,00058756.tif,ORIGINAL,SHORTFIN MAKO SHAR,3551,1993,1,0,0,1,0,0,0,97,0,,2012-199308
20,6634,8,3,2012,10,26,0230217,0,0,25,04,2209,2,maoc2209.tif,00059036.tif,ORIGINAL,COD,815,2064,1,5,0,5,0,0,0,98,0,,2012-206404
20,6634,8,3,2012,10,26,0230217,0,1,25,04,2209,2,maoc2209.tif,00059036.tif,REVISED,ATLANTIC MACKEREL,2120,2064,2,2,0,4,0,0,0,99,0,,2012-206404
20,6634,8,1,2012,10,26,0230218,0,0,25,05,2209,2,maoc2209.tif,00059038.tif,ORIGINAL,HADDOCK,1479,2064,2,1,0,1,0,0,0,100,0,,2012-206405
20,6634,8,1,2012,10,26,0230218,0,0,25,05,2209,2,maoc2209.tif,00059038.tif,ORIGINAL,POLLOCK,2695,2064,1,80,0,0,0,0,0,101,1,KEPT;,2012-206405
17,6698,18,3,2012,10,03,0010279,0,1,25,02,2107,2,maoc2107.tif,00057783.tif,ORIGINAL,BFT SCHOOL,4677,1771,2,1,0,1,0,0,0,102,0,,2012-177102
17,6698,18,3,2012,10,03,0010279,0,1,25,02,2107,2,maoc2107.tif,00057783.tif,ORIGINAL,BFT LARGE SCHOOL,4678,1771,1,1,0,1,0,0,0,103,0,,2012-177102
17,6698,18,3,2012,10,03,0010279,0,0,25,03,2107,2,maoc2107.tif,00057785.tif,ORIGINAL,BFT SCHOOL,4677,1771,1,1,0,5,0,0,0,104,0,,2012-177103
17,6698,18,3,2012,10,03,0010279,0,0,25,04,2107,2,maoc2107.tif,00057787.tif,ORIGINAL,BFT LARGE SCHOOL,4678,1771,1,0,0,1,0,0,0,105,0,,2012-177104
17,6698,18,3,2012,10,07,0010279,0,0,25,03,1110,2,maoc1110.tif,00057874.tif,ORIGINAL,BFT SCHOOL,4677,1790,1,1,0,0,0,0,0,106,0,,2012-179003
17,6698,18,3,2012,10,07,0010279,0,0,25,04,1110,2,maoc1110.tif,00057876.tif,ORIGINAL,BFT LARGE SCHOOL,4678,1790,1,1,0,0,0,0,0,107,0,,2012-179004
17,6698,18,3,2012,10,07,0010279,0,0,25,07,1110,1,maoc1110.tif,00057880.tif,ORIGINAL,BFT SCHOOL,4677,1790,1,1,1,0,0,0,0,108,0,,2012-179007
18,6698,18,3,2012,10,13,0010279,0,0,25,02,1111,1,maoc1111.tif,00058352.tif,ORIGINAL,BFT SCHOOL,4677,1881,1,1,1,0,0,0,0,109,0,,2012-188102
19,7404,4,1,2012,10,18,0010392,0,0,25,01,2114,2,maoc2114.tif,00058760.tif,ORIGINAL,BFT GIANT,4671,1994,1,3,3,0,0,3,0,110,0,,2012-199401
19,7404,4,1,2012,10,18,0010392,0,1,25,02,2114,2,maoc2114.tif,00058762.tif,ORIGINAL,BFT SMALL MEDIUM,4676,1994,1,1,1,0,0,0,0,111,0,,2012-199402
19,7404,4,1,2012,10,18,0010392,0,0,25,03,2114,2,maoc2114.tif,00058764.tif,ORIGINAL,BFT GIANT,4671,1994,1,3,3,0,0,3,0,112,0,,2012-199403
20,7404,4,1,2012,10,24,0010392,0,0,25,01,2204,2,maoc2204.tif,00058875.tif,ORIGINAL,BFT SMALL MEDIUM,4676,2026,1,0,0,2,0,0,0,113,0,,2012-202601
17,7405,6,1,2012,10,06,0010406,0,0,25,01,1107,2,maoc1107.tif,00057866.tif,ORIGINAL,BFT SMALL MEDIUM,4676,1789,3,0,0,4,0,0,0,114,0,,2012-178901
17,7405,6,1,2012,10,06,0010406,0,0,25,01,1107,2,maoc1107.tif,00057866.tif,ORIGINAL,BFT SCHOOL,4677,1789,1,0,0,3,0,0,0,115,0,,2012-178901
17,7405,6,1,2012,10,06,0010406,0,0,25,01,1107,2,maoc1107.tif,00057866.tif,ORIGINAL,BFT LARGE SCHOOL,4678,1789,2,0,0,3,0,0,0,116,0,,2012-178901
18,7405,2,1,2012,10,05,0010282,0,0,25,05,2101,1,maoc2101.tif,00058068.tif,ORIGINAL,SHORTFIN MAKO SHAR,3551,1825,1,1,1,0,0,0,0,117,0,,2012-182505
19,7405,10,2,2012,10,21,0010340,0,0,25,01,1114,2,maoc1114.tif,00058744.tif,ORIGINAL,BFT LARGE SCHOOL,4678,1992,2,0,0,7,0,0,0,118,0,,2012-199201
19,7405,10,2,2012,10,21,0010340,0,0,25,01,1114,2,maoc1114.tif,00058744.tif,ORIGINAL,BFT LARGE MEDIUM,4679,1992,1,1,0,0,0,0,0,119,0,,2012-199201
20,7405,10,1,2012,10,24,0010922,0,0,25,03,2109,1,maoc2109.tif,00058853.tif,ORIGINAL,PORBEAGLE SHARK,4811,2021,1,1,1,0,0,0,0,120,1,CAUGHT OUT OF AREA;RARE OR ILLEGAL SPECIES KEPT;,2012-202103
20,7405,10,2,2012,10,24,0010340,0,0,25,04,2109,2,maoc2109.tif,00058855.tif,ORIGINAL,BFT LARGE SCHOOL,4678,2021,2,0,0,1,0,0,0,121,0,,2012-202104
20,7405,10,2,2012,10,24,0010340,0,1,25,04,2109,2,maoc2109.tif,00058855.tif,REVISED,BFT LARGE MEDIUM,4679,2021,1,1,0,0,0,1,0,122,0,,2012-202104
18,7426,8,1,2012,10,04,0230218,0,0,25,01,2201,2,maoc2201.tif,00058266.tif,ORIGINAL,BFT GIANT,4671,1852,1,1,1,0,0,1,0,123,0,,2012-185201
20,6583,1,1,2012,10,26,0150088,0,0,33,01,2212,2,nhoc2212.tif,00059061.tif,ORIGINAL,ATLANTIC MACKEREL,2120,2069,1,30,10,0,0,0,0,124,0,,2012-206901
20,6583,1,1,2012,10,26,0150088,0,0,33,03,2212,2,nhoc2212.tif,00059064.tif,ORIGINAL,ATLANTIC MACKEREL,2120,2069,1,24,0,0,0,0,0,125,0,,2012-206903
18,6013,7,1,2012,10,06,0290186,1,0,34,02,1205,2,njoc1205.tif,00057941.tif,ORIGINAL,YFT,4711,1804,1,5,0,0,0,0,0,126,0,,2012-180402
18,6013,7,1,2012,10,06,0290186,0,0,34,03,1205,2,njoc1205.tif,00057943.tif,ORIGINAL,YFT,4711,1804,1,16,0,0,0,0,0,127,0,,2012-180403
19,6013,10,1,2012,10,20,0290894,0,0,34,01,1119,2,njoc1119.tif,00058662.tif,ORIGINAL,LITTLE TUNNY,4681,1971,1,1,0,0,0,0,0,128,0,,2012-197101
20,6013,6,1,2012,10,19,0259125,0,0,34,01,2109,2,njoc2109.tif,00058801.tif,ORIGINAL,SWORDFISH,4328,2005,2,0,0,1,0,0,0,129,0,,2012-200501
20,6013,6,1,2012,10,19,0259125,0,0,34,01,2109,2,njoc2109.tif,00058801.tif,ORIGINAL,YFT,4711,2005,1,7,0,0,0,0,0,130,0,,2012-200501
20,6013,10,1,2012,10,26,0290279,0,0,34,01,2223,2,tg3012.tif,00059156.tif,ORIGINAL,BLUEFISH,230,2081,1,16,0,0,0,0,0,131,0,,2012-208101
19,6416,6,1,2012,10,06,0259125,0,0,34,01,1101,2,njoc1101.tif,00058469.tif,ORIGINAL,LITTLE TUNNY,4681,1919,1,0,0,3,0,0,0,132,0,,2012-191901
19,6416,6,1,2012,10,06,0251050,0,0,34,02,1101,2,njoc1101.tif,00058471.tif,ORIGINAL,COMMON THRESHER SH,3531,1919,1,0,0,1,0,0,0,133,1,ALIVE;,2012-191902
19,6416,6,1,2012,10,06,0251050,0,0,34,02,1101,2,njoc1101.tif,00058471.tif,ORIGINAL,BLUE SHARK,4931,1919,2,0,0,2,0,0,0,134,0,,2012-191902
19,6416,6,1,2012,10,06,0259125,0,0,34,03,1101,1,njoc1101.tif,00058473.tif,ORIGINAL,DOLPHIN,1050,1919,2,3,0,0,0,0,0,135,0,,2012-191903
19,6416,6,1,2012,10,06,0259125,0,0,34,03,1101,1,njoc1101.tif,00058473.tif,ORIGINAL,SWORDFISH,4328,1919,3,0,0,1,0,0,0,136,0,,2012-191903
19,6416,6,1,2012,10,06,0259125,0,0,34,03,1101,1,njoc1101.tif,00058473.tif,ORIGINAL,YFT,4711,1919,1,9,3,0,0,0,0,137,0,,2012-191903
19,6416,6,1,2012,10,06,0259125,0,0,34,05,1101,2,njoc1101.tif,00058476.tif,ORIGINAL,LITTLE TUNNY,4681,1919,1,0,0,6,0,0,0,138,0,,2012-191905
19,6416,6,1,2012,10,06,0259005,0,0,34,06,1101,2,njoc1101.tif,00058478.tif,ORIGINAL,DOLPHIN,1050,1919,3,2,0,0,0,0,0,139,0,,2012-191906
19,6416,6,1,2012,10,06,0259005,0,0,34,06,1101,2,njoc1101.tif,00058478.tif,ORIGINAL,ALBACORE TUNA,4701,1919,2,9,0,0,0,0,0,140,0,,2012-191906
