intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,species,batch,upprbill,lowerjaw,length,gender,curve,prep,recno,curvey,lenth,q11a,s_index,serrflag,sprobfld,id
7685,1,1,2017,06,10,012203,8100002,0,0,51,03,1104,1,VAJN1104.pdf,00108192.tif,ORIGINAL,4661,0122,9996,9996,721,6,746,0,4,,,3,131,0,,2017-012203
6936,5,1,2017,06,25,032401,0471493,0,1,24,01,1104,1,MDJN1104.pdf,00109396.tif,ORIGINAL,4661,0324,9996,9996,9997,6,472,0,2,,,3,112,0,,2017-032401
6416,6,1,2017,06,28,039706,0251808,0,0,34,06,2109,1,NJJN2109.pdf,00109833.tif,ORIGINAL,4676,0397,9996,9996,1480,6,1529,0,1,,,3,138,0,,2017-039706
6416,6,1,2017,06,28,039705,0251005,0,0,34,05,2109,1,NJJN2109.pdf,00109831.tif,ORIGINAL,4676,0397,9996,9996,1496,6,1547,0,1,,,3,137,0,,2017-039705
6633,1,1,2017,06,28,037002,8100091,0,1,51,02,2107,1,VAJN2107.pdf,00109706.tif,ORIGINAL,4676,0370,9996,9996,1541,6,9997,2,1,,,2,139,0,,2017-037002
6416,6,1,2017,06,26,040002,0251808,0,0,34,02,2216,1,NJJN2216.pdf,00109816.tif,ORIGINAL,4677,0400,9996,9996,672,6,695,0,1,,,1,161,0,,2017-040002
6447,3,1,2017,06,11,013404,0470853,0,0,24,04,1201,1,MDJN1201.pdf,00108240.tif,ORIGINAL,4677,0134,9996,9996,730,6,739,0,1,,,3,142,0,,2017-013404
6447,3,1,2017,06,12,013504,0470853,0,0,24,04,2201,1,MDJN2201.pdf,00108262.tif,ORIGINAL,4677,0135,9996,9996,734,6,759,0,2,,,3,149,0,,2017-013504
6447,3,1,2017,06,11,013404,0470853,0,0,24,04,1201,1,MDJN1201.pdf,00108240.tif,ORIGINAL,4677,0134,9996,9996,748,6,761,0,3,,,3,143,0,,2017-013404
6447,3,1,2017,06,12,013504,0470853,1,0,24,04,2201,1,MDJN2201.pdf,00108262.tif,ORIGINAL,4677,0135,9996,9996,764,6,783,0,3,,,3,150,0,,2017-013504
6447,3,1,2017,06,11,013405,0470853,0,0,24,05,1201,1,MDJN1201.pdf,00108242.tif,ORIGINAL,4677,0134,9996,9996,768,6,780,0,3,,,3,147,0,,2017-013405
7509,3,1,2017,06,17,022702,0090062,0,0,34,02,1203,1,NJJN1203.pdf,00108770.tif,ORIGINAL,4677,0227,9996,9996,770,6,800,0,2,,,2,164,0,,2017-022702
7509,3,1,2017,06,17,022702,0090062,0,0,34,02,1203,1,NJJN1203.pdf,00108770.tif,ORIGINAL,4677,0227,9996,9996,770,6,820,0,3,,,2,165,0,,2017-022702
6447,3,1,2017,06,12,013504,0470853,0,0,24,04,2201,1,MDJN2201.pdf,00108262.tif,ORIGINAL,4677,0135,9996,9996,771,6,783,0,1,,,3,148,0,,2017-013504
6783,2,1,2017,06,13,014501,0051599,0,0,10,01,2102,1,DEJN2102.pdf,00108347.tif,ORIGINAL,4677,0145,9996,9996,772,6,793,0,2,,,2,141,0,,2017-014501
6783,2,1,2017,06,13,014501,0051599,0,0,10,01,2102,1,DEJN2102.pdf,00108347.tif,ORIGINAL,4677,0145,9996,9996,777,6,798,0,1,,,2,140,0,,2017-014501
6936,5,1,2017,06,14,017302,0471493,0,0,24,02,2111,1,MDJN2111.pdf,00108488.tif,ORIGINAL,4677,0173,9996,9996,778,6,787,0,1,,,2,156,0,,2017-017302
6447,3,1,2017,06,11,013405,0470853,0,0,24,05,1201,1,MDJN1201.pdf,00108242.tif,ORIGINAL,4677,0134,9996,9996,780,6,795,0,2,,,3,146,0,,2017-013405
6936,5,1,2017,06,14,017301,0471493,0,0,24,01,2111,1,MDJN2111.pdf,00108486.tif,ORIGINAL,4677,0173,9996,9996,780,6,788,0,2,,,3,155,0,,2017-017301
6936,5,1,2017,06,14,017301,0471493,0,0,24,01,2111,1,MDJN2111.pdf,00108486.tif,ORIGINAL,4677,0173,9996,9996,792,6,798,0,1,,,3,154,0,,2017-017301
6555,7,1,2017,06,17,022409,0470938,0,0,24,09,1206,1,MDJN1206.pdf,00108720.tif,ORIGINAL,4677,0224,9996,9996,798,6,805,0,1,,,3,151,0,,2017-022409
6447,3,1,2017,06,11,013404,0470853,0,0,24,04,1201,1,MDJN1201.pdf,00108240.tif,ORIGINAL,4677,0134,9996,9996,804,6,816,0,4,,,3,144,0,,2017-013404
6555,7,1,2017,06,17,022409,0470938,0,0,24,09,1206,1,MDJN1206.pdf,00108720.tif,ORIGINAL,4677,0224,9996,9996,808,6,814,0,2,,,3,152,0,,2017-022409
6447,3,1,2017,06,11,013405,0470853,0,0,24,05,1201,1,MDJN1201.pdf,00108242.tif,ORIGINAL,4677,0134,9996,9996,811,6,820,0,1,,,3,145,0,,2017-013405
6555,7,1,2017,06,17,022409,0470938,0,0,24,09,1206,1,MDJN1206.pdf,00108720.tif,ORIGINAL,4677,0224,9996,9996,814,6,820,0,3,,,3,153,0,,2017-022409
6416,6,1,2017,06,28,039703,0251808,0,0,34,03,2109,1,NJJN2109.pdf,00109827.tif,ORIGINAL,4677,0397,9996,9996,821,6,847,0,1,,,3,157,0,,2017-039703
6416,6,1,2017,06,26,040001,0251050,0,0,34,01,2216,1,NJJN2216.pdf,00109814.tif,ORIGINAL,4677,0400,9996,9996,826,6,847,0,1,,,2,159,0,,2017-040001
6416,6,1,2017,06,26,040001,0251050,0,0,34,01,2216,1,NJJN2216.pdf,00109814.tif,ORIGINAL,4677,0400,9996,9996,831,6,852,0,2,,,2,160,0,,2017-040001
6416,6,1,2017,06,26,040003,0251050,0,0,34,03,2216,1,NJJN2216.pdf,00109818.tif,ORIGINAL,4677,0400,9996,9996,839,6,858,0,2,,,3,163,0,,2017-040003
6416,6,1,2017,06,26,040003,0251050,0,0,34,03,2216,1,NJJN2216.pdf,00109818.tif,ORIGINAL,4677,0400,9996,9996,843,6,862,0,1,,,3,162,0,,2017-040003
6633,1,1,2017,06,28,037002,8100091,0,1,51,02,2107,1,VAJN2107.pdf,00109706.tif,ORIGINAL,4677,0370,9996,9996,943,6,9997,2,2,,,2,166,0,,2017-037002
7617,3,1,2017,06,28,037401,8100088,0,0,51,01,2124,1,VAJN2124.pdf,00109723.tif,ORIGINAL,4677,0374,9996,9996,984,6,1066,0,2,,,3,169,0,,2017-037401
6633,1,1,2017,06,28,037004,8100091,1,0,51,04,2107,1,VAJN2107.pdf,00109710.tif,ORIGINAL,4677,0370,9996,9996,1021,6,1039,0,1,,,2,167,0,,2017-037004
7688,3,1,2017,06,29,038601,8100088,0,0,51,01,2205,1,VAJN2205.pdf,00109764.tif,ORIGINAL,4677,0386,9996,9996,1032,6,1041,0,2,,,3,171,0,,2017-038601
7617,3,1,2017,06,28,037401,8100088,0,0,51,01,2124,1,VAJN2124.pdf,00109723.tif,ORIGINAL,4677,0374,9996,9996,1057,6,1123,0,3,,,3,170,0,,2017-037401
6416,6,1,2017,06,28,039704,0251808,0,0,34,04,2109,1,NJJN2109.pdf,00109829.tif,ORIGINAL,4677,0397,9996,9996,1060,6,1091,0,1,,,2,158,0,,2017-039704
7617,3,1,2017,06,28,037401,8100088,0,0,51,01,2124,1,VAJN2124.pdf,00109723.tif,ORIGINAL,4677,0374,9996,9996,1067,6,1104,0,1,,,3,168,0,,2017-037401
6447,3,1,2017,06,12,013503,0470853,0,0,24,03,2201,1,MDJN2201.pdf,00108260.tif,ORIGINAL,4678,0135,9996,9996,1178,6,1200,0,1,,,3,173,0,,2017-013503
6447,3,1,2017,06,11,013404,0470853,0,0,24,04,1201,1,MDJN1201.pdf,00108240.tif,ORIGINAL,4678,0134,9996,9996,1225,6,1240,0,2,,,3,172,0,,2017-013404
7617,3,1,2017,06,28,037402,8100088,0,0,51,02,2124,1,VAJN2124.pdf,00109725.tif,ORIGINAL,4678,0374,9996,9996,1269,6,1341,0,1,,,3,184,0,,2017-037402
6936,5,1,2017,06,30,039505,0471493,0,0,24,05,2105,1,MDJN2105.pdf,00109799.tif,ORIGINAL,4678,0395,9996,9996,1271,6,1296,0,2,,,3,175,0,,2017-039505
7662,3,1,2017,06,27,034801,8100088,0,0,51,01,2106,1,VAJN2106.pdf,00109580.tif,ORIGINAL,4678,0348,9996,9996,1300,6,1320,0,1,,,3,185,0,,2017-034801
6416,6,1,2017,06,17,026303,0251050,0,0,34,03,1115,1,NJJN1115.pdf,00109015.tif,ORIGINAL,4678,0263,9996,9996,1321,6,1352,0,1,,,2,176,0,,2017-026303
6416,6,1,2017,06,25,034113,0251050,0,0,34,13,1116,1,NJJN1116.pdf,00109529.tif,ORIGINAL,4678,0341,9996,9996,1334,6,1369,0,2,,,2,181,0,,2017-034113
6416,6,1,2017,06,25,034107,0251050,0,0,34,07,1116,1,NJJN1116.pdf,00109518.tif,ORIGINAL,4678,0341,9996,9996,1378,6,1432,0,1,,,2,178,0,,2017-034107
7686,1,1,2017,06,26,034904,8100002,0,0,51,04,2206,1,VAJN2206.pdf,00109490.tif,ORIGINAL,4678,0349,9996,9996,1396,6,1412,0,5,,,3,186,0,,2017-034904
7617,3,1,2017,06,28,037401,8100088,0,0,51,01,2124,1,VAJN2124.pdf,00109723.tif,ORIGINAL,4678,0374,9996,9996,1401,6,1463,0,4,,,3,183,0,,2017-037401
6416,6,1,2017,06,25,034112,0251050,0,0,34,12,1116,1,NJJN1116.pdf,00109527.tif,ORIGINAL,4678,0341,9996,9996,1409,6,1455,0,2,,,2,180,0,,2017-034112
6936,5,1,2017,06,14,017301,0471493,0,0,24,01,2111,1,MDJN2111.pdf,00108486.tif,ORIGINAL,4678,0173,9996,9996,1412,6,1439,0,3,,,3,174,0,,2017-017301
7688,3,1,2017,06,29,038601,8100088,0,0,51,01,2205,1,VAJN2205.pdf,00109764.tif,ORIGINAL,4678,0386,9996,9996,1421,6,1446,0,1,,,3,187,0,,2017-038601
6416,6,1,2017,06,28,039703,0251808,0,0,34,03,2109,1,NJJN2109.pdf,00109827.tif,ORIGINAL,4678,0397,9996,9996,1440,6,1471,0,2,,,3,182,0,,2017-039703
6416,6,1,2017,06,25,034108,0251050,0,0,34,08,1116,1,NJJN1116.pdf,00109520.tif,ORIGINAL,4678,0341,9996,9996,1448,6,1492,0,1,,,2,179,0,,2017-034108
6416,6,1,2017,06,17,026308,0251050,0,0,34,08,1115,1,NJJN1115.pdf,00109025.tif,ORIGINAL,4678,0263,9996,9996,1458,6,1493,0,1,,,2,177,0,,2017-026308
6416,6,1,2017,06,25,034105,0251050,0,0,34,05,1116,1,NJJN1116.pdf,00109514.tif,ORIGINAL,4679,0341,9996,9996,1887,6,1953,0,1,,,2,188,0,,2017-034105
7661,3,1,2017,06,22,027904,8100088,0,0,51,04,2103,1,VAJN2103.pdf,00109141.tif,ORIGINAL,4681,0279,9996,9996,645,6,9996,0,2,,,3,189,0,,2017-027904
6783,2,1,2017,06,17,019902,0051599,0,0,10,02,1201,1,DEJN1201.pdf,00108592.tif,ORIGINAL,4691,0199,9996,9996,1389,6,1416,0,1,,,2,190,0,,2017-019902
7681,7,1,2017,06,16,022601,0470938,0,0,24,01,2205,1,MDJN2205.pdf,00108763.tif,ORIGINAL,4691,0226,9996,9996,9997,6,1595,0,1,,,3,191,0,,2017-022601
6633,3,1,2017,06,14,018001,8100088,0,0,51,01,2118,1,VAJN2118.pdf,00108515.tif,ORIGINAL,4711,0180,9996,9996,700,6,722,0,2,,,3,307,0,,2017-018001
6447,3,1,2017,06,22,027701,0470853,0,0,24,01,2206,1,MDJN2206.pdf,00109108.tif,ORIGINAL,4711,0277,9996,9996,703,6,720,0,3,,,3,222,0,,2017-027701
7661,3,1,2017,06,11,014005,8100088,0,0,51,05,1205,1,VAJN1205.pdf,00108310.tif,ORIGINAL,4711,0140,9996,9996,723,6,730,0,1,,,3,339,0,,2017-014005
7508,11,1,2017,06,25,030401,0090051,0,0,34,01,1108,1,NJJN1108.pdf,00109245.tif,ORIGINAL,4711,0304,9996,9996,741,6,763,2,2,,,2,265,0,,2017-030401
6936,5,1,2017,06,22,027502,0471493,0,0,24,02,2102,1,MDJN2102.pdf,00109069.tif,ORIGINAL,4711,0275,9996,9996,752,6,760,0,2,,,3,242,0,,2017-027502
6936,5,1,2017,06,14,017302,0471493,0,0,24,02,2111,1,MDJN2111.pdf,00108488.tif,ORIGINAL,4711,0173,9996,9996,756,6,770,0,2,,,2,239,0,,2017-017302
7661,3,1,2017,06,16,024102,8100088,0,0,51,02,2119,1,VAJN2119.pdf,00108875.tif,ORIGINAL,4711,0241,9996,9996,763,6,773,0,3,,,3,345,0,,2017-024102
6783,7,1,2017,06,25,032501,0470938,0,0,24,01,1203,1,MDJN1203.pdf,00109412.tif,ORIGINAL,4711,0325,9996,9996,764,6,772,0,1,,,2,233,0,,2017-032501
6633,1,1,2017,06,09,012501,8100002,0,0,51,01,2202,1,VAJN2202.pdf,00108209.tif,ORIGINAL,4711,0125,9996,9996,768,6,785,0,1,,,3,279,0,,2017-012501
6447,3,1,2017,06,22,027701,0470853,0,0,24,01,2206,1,MDJN2206.pdf,00109108.tif,ORIGINAL,4711,0277,9996,9996,778,6,793,0,2,,,3,221,0,,2017-027701
6633,3,1,2017,06,13,016002,8100088,1,0,51,02,2114,1,VAJN2114.pdf,00108440.tif,ORIGINAL,4711,0160,9996,9996,782,6,796,0,1,,,3,288,0,,2017-016002
7661,3,1,2017,06,23,031301,8100088,0,0,51,01,2123,1,VAJN2123.pdf,00109314.tif,ORIGINAL,4711,0313,9996,9996,782,6,813,0,1,,,3,352,0,,2017-031301
6447,3,1,2017,06,11,013401,0470853,0,0,24,01,1201,1,MDJN1201.pdf,00108234.tif,ORIGINAL,4711,0134,9996,9996,783,6,798,0,4,,,3,207,0,,2017-013401
7685,1,1,2017,06,10,012201,8100091,0,0,51,01,1104,1,VAJN1104.pdf,00108188.tif,ORIGINAL,4711,0122,9996,9996,793,6,818,0,1,,,2,361,0,,2017-012201
6936,5,1,2017,06,25,032405,0471493,0,0,24,05,1104,1,MDJN1104.pdf,00109404.tif,ORIGINAL,4711,0324,9996,9996,803,6,816,0,1,,,3,259,0,,2017-032405
6633,1,1,2017,06,09,012502,8100002,0,0,51,02,2202,1,VAJN2202.pdf,00108211.tif,ORIGINAL,4711,0125,9996,9996,809,6,894,0,3,,,3,284,0,,2017-012502
6555,7,1,2017,06,17,022404,0470938,0,1,24,04,1206,1,MDJN1206.pdf,00108710.tif,ORIGINAL,4711,0224,9996,9996,811,6,818,0,1,,,3,226,0,,2017-022404
7661,3,1,2017,06,22,027904,8100088,0,0,51,04,2103,1,VAJN2103.pdf,00109141.tif,ORIGINAL,4711,0279,9996,9996,815,6,827,0,1,,,3,350,0,,2017-027904
6555,7,1,2017,06,17,022403,0470938,0,0,24,03,1206,1,MDJN1206.pdf,00108708.tif,ORIGINAL,4711,0224,9996,9996,826,6,834,0,2,,,2,225,0,,2017-022403
7686,2,1,2017,06,14,018201,8100387,0,1,51,01,2113,1,VAJN2113.pdf,00108539.tif,ORIGINAL,4711,0182,9996,9996,833,6,849,0,3,,,2,403,0,,2017-018201
7686,2,1,2017,06,03,002805,8100387,0,0,51,05,1204,1,VAJN1204.pdf,00107817.tif,ORIGINAL,4711,0028,9996,9996,837,6,856,0,1,,,3,390,0,,2017-002805
6633,3,1,2017,06,13,016002,8100088,0,0,51,02,2114,1,VAJN2114.pdf,00108440.tif,ORIGINAL,4711,0160,9996,9996,838,6,857,0,3,,,3,290,0,,2017-016002
7686,2,1,2017,06,03,002804,8100387,0,1,51,04,1204,1,VAJN1204.pdf,00107815.tif,ORIGINAL,4711,0028,9996,9996,840,6,847,0,7,,,2,386,0,,2017-002804
7686,2,1,2017,06,03,002804,8100387,0,1,51,04,1204,1,VAJN1204.pdf,00107815.tif,ORIGINAL,4711,0028,9996,9996,842,6,861,0,8,,,2,387,0,,2017-002804
7614,8,1,2017,06,22,028002,0010039,0,0,51,02,2122,1,VAJN2122.pdf,00109129.tif,ORIGINAL,4711,0280,9996,9996,847,6,892,0,1,,,2,329,0,,2017-028002
6633,3,1,2017,06,14,018002,8100088,0,0,51,02,2118,1,VAJN2118.pdf,00108517.tif,ORIGINAL,4711,0180,9996,9996,855,6,897,0,1,,,3,313,0,,2017-018002
6936,5,1,2017,06,30,039505,0471493,0,0,24,05,2105,1,MDJN2105.pdf,00109799.tif,ORIGINAL,4711,0395,9996,9996,856,6,868,0,1,,,3,262,0,,2017-039505
7685,1,1,2017,06,10,012203,8100002,0,0,51,03,1104,1,VAJN1104.pdf,00108192.tif,ORIGINAL,4711,0122,9996,9996,858,6,867,0,1,,,3,367,0,,2017-012203
6633,1,1,2017,06,04,004205,8100002,0,0,51,05,1101,1,VAJN1101.pdf,00107873.tif,ORIGINAL,4711,0042,9996,9996,869,6,876,0,7,,,3,278,0,,2017-004205
6633,1,1,2017,06,04,004205,8100002,0,0,51,05,1101,1,VAJN1101.pdf,00107873.tif,ORIGINAL,4711,0042,9996,9996,873,6,924,0,1,,,3,276,0,,2017-004205
7685,1,1,2017,06,10,012203,8100002,0,0,51,03,1104,1,VAJN1104.pdf,00108192.tif,ORIGINAL,4711,0122,9996,9996,873,6,889,0,7,,,3,372,0,,2017-012203
7686,2,1,2017,06,03,002804,8100387,0,1,51,04,1204,1,VAJN1204.pdf,00107815.tif,ORIGINAL,4711,0028,9996,9996,879,6,914,0,10,,,2,389,0,,2017-002804
6447,3,1,2017,06,11,013401,0470853,0,0,24,01,1201,1,MDJN1201.pdf,00108234.tif,ORIGINAL,4711,0134,9996,9996,881,6,900,0,3,,,3,206,0,,2017-013401
7685,1,1,2017,06,16,024001,8100002,0,0,51,01,2111,1,VAJN2111.pdf,00108743.tif,ORIGINAL,4711,0240,9996,9996,881,6,889,0,1,,,2,373,0,,2017-024001
6633,3,1,2017,06,14,018002,8100088,0,0,51,02,2118,1,VAJN2118.pdf,00108517.tif,ORIGINAL,4711,0180,9996,9996,882,6,918,0,3,,,3,315,0,,2017-018002
6447,2,1,2017,06,16,020101,0051599,0,0,10,01,2202,1,DEJN2202.pdf,00108612.tif,ORIGINAL,4711,0201,9996,9996,890,6,906,0,4,,,2,195,0,,2017-020101
7661,3,1,2017,06,22,027901,8100088,0,0,51,01,2103,1,VAJN2103.pdf,00109135.tif,ORIGINAL,4711,0279,9996,9996,891,6,903,0,1,,,3,346,0,,2017-027901
7686,2,1,2017,06,03,002804,8100387,0,1,51,04,1204,1,VAJN1204.pdf,00107815.tif,ORIGINAL,4711,0028,9996,9996,892,6,945,0,9,,,2,388,0,,2017-002804
6936,5,1,2017,06,22,027502,0471493,0,0,24,02,2102,1,MDJN2102.pdf,00109069.tif,ORIGINAL,4711,0275,9996,9996,894,6,903,0,5,,,3,245,0,,2017-027502
7661,3,1,2017,06,11,014002,8100088,0,0,51,02,1205,1,VAJN1205.pdf,00108304.tif,ORIGINAL,4711,0140,9996,9996,895,6,946,0,4,,,2,336,0,,2017-014002
7686,2,1,2017,06,03,002802,8100093,0,0,51,02,1204,1,VAJN1204.pdf,00107811.tif,ORIGINAL,4711,0028,9996,9996,900,6,941,0,1,,,3,380,0,,2017-002802
7696,3,3,2017,06,09,014101,8100088,0,1,51,01,2110,1,VAJN2110.pdf,00108316.tif,ORIGINAL,4711,0141,9996,9996,901,6,907,0,1,,,3,427,0,,2017-014101
6783,2,1,2017,06,27,035503,0051599,0,1,10,03,2205,1,DEJN2205.pdf,00109608.tif,ORIGINAL,4711,0355,9996,9996,902,6,924,0,3,,,2,199,0,,2017-035503
6633,1,1,2017,06,04,004205,8100002,0,0,51,05,1101,1,VAJN1101.pdf,00107873.tif,ORIGINAL,4711,0042,9996,9996,909,6,950,0,4,,,3,277,0,,2017-004205
7686,2,1,2017,06,03,002803,8100387,0,0,51,03,1204,1,VAJN1204.pdf,00107813.tif,ORIGINAL,4711,0028,9996,9996,909,6,998,0,2,,,2,381,1,CURVE;,2017-002803
7508,11,1,2017,06,25,030401,0090051,0,0,34,01,1108,1,NJJN1108.pdf,00109245.tif,ORIGINAL,4711,0304,9996,9996,910,6,932,2,3,,,2,266,0,,2017-030401
6633,1,1,2017,06,04,004201,8100091,0,0,51,01,1101,1,VAJN1101.pdf,00107865.tif,ORIGINAL,4711,0042,9996,9996,912,6,931,0,7,,,2,273,0,,2017-004201
7685,1,1,2017,06,10,012203,8100002,0,0,51,03,1104,1,VAJN1104.pdf,00108192.tif,ORIGINAL,4711,0122,9996,9996,912,6,925,0,5,,,3,370,0,,2017-012203
6447,3,1,2017,06,22,027701,0470853,0,0,24,01,2206,1,MDJN2206.pdf,00109108.tif,ORIGINAL,4711,0277,9996,9996,913,6,935,0,4,,,3,223,0,,2017-027701
6783,2,1,2017,06,27,035501,0051599,0,0,10,01,2205,1,DEJN2205.pdf,00109604.tif,ORIGINAL,4711,0355,9996,9996,914,6,928,0,2,,,2,196,0,,2017-035501
6447,2,1,2017,06,16,020101,0051599,0,0,10,01,2202,1,DEJN2202.pdf,00108612.tif,ORIGINAL,4711,0201,9996,9996,915,6,927,0,2,,,2,193,0,,2017-020101
6447,7,1,2017,06,03,010609,0470938,0,0,24,09,1101,1,MDJN1101.pdf,00108100.tif,ORIGINAL,4711,0106,9996,9996,915,6,936,0,2,,,3,202,0,,2017-010609
6783,2,1,2017,06,27,035503,0051599,0,1,10,03,2205,1,DEJN2205.pdf,00109608.tif,ORIGINAL,4711,0355,9996,9996,916,6,933,0,4,,,2,200,0,,2017-035503
6783,7,1,2017,06,25,032501,0470938,0,0,24,01,1203,1,MDJN1203.pdf,00109412.tif,ORIGINAL,4711,0325,9996,9996,919,6,939,0,2,,,2,234,0,,2017-032501
7508,11,1,2017,06,25,030401,0090051,0,0,34,01,1108,1,NJJN1108.pdf,00109245.tif,ORIGINAL,4711,0304,9996,9996,920,6,941,2,4,,,2,267,0,,2017-030401
6633,3,1,2017,06,13,016002,8100088,0,0,51,02,2114,1,VAJN2114.pdf,00108440.tif,ORIGINAL,4711,0160,9996,9996,920,6,949,0,4,,,3,291,0,,2017-016002
7696,3,3,2017,06,17,023908,8100088,0,0,51,08,1108,1,VAJN1108.pdf,00108869.tif,ORIGINAL,4711,0239,9996,9996,920,6,970,0,1,,,2,431,0,,2017-023908
6447,2,1,2017,06,16,020101,0051599,0,0,10,01,2202,1,DEJN2202.pdf,00108612.tif,ORIGINAL,4711,0201,9996,9996,921,6,943,0,1,,,2,192,0,,2017-020101
7614,8,1,2017,06,22,028001,0010039,0,1,51,01,2122,1,VAJN2122.pdf,00109127.tif,ORIGINAL,4711,0280,9996,9996,922,6,1039,0,1,,,2,328,1,CURVE VS. LENGTH;,2017-028001
6633,1,1,2017,06,09,012502,8100002,0,0,51,02,2202,1,VAJN2202.pdf,00108211.tif,ORIGINAL,4711,0125,9996,9996,925,6,993,0,4,,,3,285,0,,2017-012502
7685,1,1,2017,06,10,012203,8100002,0,0,51,03,1104,1,VAJN1104.pdf,00108192.tif,ORIGINAL,4711,0122,9996,9996,927,6,967,0,6,,,3,371,0,,2017-012203
6783,2,1,2017,06,27,035503,0051599,0,1,10,03,2205,1,DEJN2205.pdf,00109608.tif,ORIGINAL,4711,0355,9996,9996,928,6,941,0,2,,,2,198,0,,2017-035503
6447,7,1,2017,06,03,010609,0470938,0,0,24,09,1101,1,MDJN1101.pdf,00108100.tif,ORIGINAL,4711,0106,9996,9996,931,6,950,0,1,,,3,201,0,,2017-010609
6633,1,1,2017,06,04,004202,8100091,0,0,51,02,1101,1,VAJN1101.pdf,00107867.tif,ORIGINAL,4711,0042,9996,9996,932,6,945,0,2,,,3,275,0,,2017-004202
6633,1,1,2017,06,09,012502,8100002,0,0,51,02,2202,1,VAJN2202.pdf,00108211.tif,ORIGINAL,4711,0125,9996,9996,932,6,958,0,9,,,3,287,0,,2017-012502
6783,7,1,2017,06,25,032507,0470938,0,0,24,07,1203,1,MDJN1203.pdf,00109423.tif,ORIGINAL,4711,0325,9996,9996,934,6,971,0,3,,,2,236,0,,2017-032507
7685,1,1,2017,06,10,012201,8100091,0,0,51,01,1104,1,VAJN1104.pdf,00108188.tif,ORIGINAL,4711,0122,9996,9996,936,6,947,0,4,,,2,364,0,,2017-012201
6936,5,1,2017,06,17,022301,0471493,0,0,24,01,1205,1,MDJN1205.pdf,00108678.tif,ORIGINAL,4711,0223,9996,9996,939,6,951,0,1,,,3,240,0,,2017-022301
7696,3,3,2017,06,17,023908,8100088,0,0,51,08,1108,1,VAJN1108.pdf,00108869.tif,ORIGINAL,4711,0239,9996,9996,940,6,980,0,2,,,2,432,0,,2017-023908
7685,1,1,2017,06,20,025701,8100002,0,0,51,01,2102,1,VAJN2102.pdf,00108989.tif,ORIGINAL,4711,0257,9996,9996,942,6,953,0,3,,,3,376,0,,2017-025701
6633,3,1,2017,06,13,016002,8100088,0,0,51,02,2114,1,VAJN2114.pdf,00108440.tif,ORIGINAL,4711,0160,9996,9996,944,6,976,0,2,,,3,289,0,,2017-016002
7662,2,1,2017,06,01,002902,8100387,0,1,51,02,2108,1,VAJN2108.pdf,00107826.tif,ORIGINAL,4711,0029,9996,9996,945,6,1022,0,6,,,3,360,0,,2017-002902
7686,2,1,2017,06,03,002804,8100387,0,1,51,04,1204,1,VAJN1204.pdf,00107815.tif,ORIGINAL,4711,0028,9996,9996,949,6,978,0,5,,,2,384,0,,2017-002804
7686,3,1,2017,06,12,014201,8100088,0,0,51,01,2116,1,VAJN2116.pdf,00108330.tif,ORIGINAL,4711,0142,9996,9996,949,6,1031,0,2,,,3,393,0,,2017-014201
7661,3,1,2017,06,23,031303,8100088,0,0,51,03,2123,1,VAJN2123.pdf,00109318.tif,ORIGINAL,4711,0313,9996,9996,950,6,973,0,1,,,3,358,0,,2017-031303
7685,1,1,2017,06,20,025701,8100002,0,0,51,01,2102,1,VAJN2102.pdf,00108989.tif,ORIGINAL,4711,0257,9996,9996,951,6,958,0,4,,,3,377,0,,2017-025701
7686,3,1,2017,06,12,014202,8100088,0,0,51,02,2116,1,VAJN2116.pdf,00108332.tif,ORIGINAL,4711,0142,9996,9996,952,6,961,0,5,,,3,400,0,,2017-014202
6633,1,1,2017,06,04,004201,8100091,0,0,51,01,1101,1,VAJN1101.pdf,00107865.tif,ORIGINAL,4711,0042,9996,9996,954,6,972,0,2,,,2,269,0,,2017-004201
7661,3,1,2017,06,11,014004,8100088,0,0,51,04,1205,1,VAJN1205.pdf,00108308.tif,ORIGINAL,4711,0140,9996,9996,955,6,971,0,1,,,3,337,0,,2017-014004
6936,5,1,2017,06,17,022301,0471493,0,0,24,01,1205,1,MDJN1205.pdf,00108678.tif,ORIGINAL,4711,0223,9996,9996,957,6,980,0,2,,,3,241,0,,2017-022301
6447,3,1,2017,06,17,025101,0470853,0,0,24,01,1202,1,MDJN1202.pdf,00108909.tif,ORIGINAL,4711,0251,9996,9996,958,6,976,0,4,,,2,216,0,,2017-025101
6633,1,1,2017,06,04,004201,8100091,0,0,51,01,1101,1,VAJN1101.pdf,00107865.tif,ORIGINAL,4711,0042,9996,9996,958,6,1018,0,3,,,2,270,0,,2017-004201
6783,2,1,2017,06,27,035503,0051599,0,1,10,03,2205,1,DEJN2205.pdf,00109608.tif,ORIGINAL,4711,0355,9996,9996,959,6,968,0,1,,,2,197,0,,2017-035503
6447,3,1,2017,06,11,013403,0470853,0,0,24,03,1201,1,MDJN1201.pdf,00108238.tif,ORIGINAL,4711,0134,9996,9996,959,6,984,0,2,,,2,208,0,,2017-013403
6936,5,1,2017,06,22,027507,0471493,0,0,24,07,2102,1,MDJN2102.pdf,00109079.tif,ORIGINAL,4711,0275,9996,9996,960,6,968,0,1,,,2,255,0,,2017-027507
