intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,species,batch,upprbill,lowerjaw,length,gender,curve,prep,recno,curvey,lenth,q11a,s_index,serrflag,sprobfld,id
6555,7,1,2017,06,17,022408,0470938,0,0,24,08,1206,1,MDJN1206.pdf,00108718.tif,ORIGINAL,4711,0224,9996,9996,1064,6,1072,0,1,,,3,227,0,,2017-022408
6633,1,1,2017,06,28,037004,8100091,0,0,51,04,2107,1,VAJN2107.pdf,00109710.tif,ORIGINAL,4711,0370,9996,9996,1078,6,1098,0,2,,,2,323,0,,2017-037004
7685,1,1,2017,06,20,025701,8100002,0,0,51,01,2102,1,VAJN2102.pdf,00108989.tif,ORIGINAL,4711,0257,9996,9996,1080,6,1092,0,2,,,3,375,0,,2017-025701
6447,7,1,2017,06,03,010609,0470938,0,0,24,09,1101,1,MDJN1101.pdf,00108100.tif,ORIGINAL,4711,0106,9996,9996,1083,6,1109,0,3,,,3,203,0,,2017-010609
6555,7,1,2017,06,17,022408,0470938,0,0,24,08,1206,1,MDJN1206.pdf,00108718.tif,ORIGINAL,4711,0224,9996,9996,1083,6,1091,0,2,,,3,228,0,,2017-022408
7661,3,1,2017,06,11,014002,8100088,0,0,51,02,1205,1,VAJN1205.pdf,00108304.tif,ORIGINAL,4711,0140,9996,9996,1087,6,1113,0,3,,,2,335,0,,2017-014002
7686,1,1,2017,06,26,034903,8100002,0,0,51,03,2206,1,VAJN2206.pdf,00109488.tif,ORIGINAL,4711,0349,9996,9996,1091,6,1112,0,1,,,2,411,0,,2017-034903
6936,5,1,2017,06,22,027502,0471493,0,0,24,02,2102,1,MDJN2102.pdf,00109069.tif,ORIGINAL,4711,0275,9996,9996,1092,6,1107,0,4,,,3,244,0,,2017-027502
7690,8,1,2017,06,27,035301,0010039,0,0,51,01,2125,1,VAJN2125.pdf,00109594.tif,ORIGINAL,4711,0353,9996,9996,1092,6,1143,0,1,,,2,425,0,,2017-035301
6633,1,1,2017,06,28,037004,8100091,0,0,51,04,2107,1,VAJN2107.pdf,00109710.tif,ORIGINAL,4711,0370,9996,9996,1116,6,1134,0,3,,,2,324,0,,2017-037004
6936,5,1,2017,06,22,027504,0471493,0,0,24,04,2102,1,MDJN2102.pdf,00109073.tif,ORIGINAL,4711,0275,9996,9996,1117,6,1143,0,1,,,3,249,0,,2017-027504
7686,1,1,2017,06,26,034901,8100091,0,0,51,01,2206,1,VAJN2206.pdf,00109484.tif,ORIGINAL,4711,0349,9996,9996,1117,6,1147,0,4,,,3,407,0,,2017-034901
6633,3,1,2017,06,14,018002,8100088,0,0,51,02,2118,1,VAJN2118.pdf,00108517.tif,ORIGINAL,4711,0180,9996,9996,1126,6,1162,0,4,,,3,316,0,,2017-018002
6936,5,1,2017,06,25,032401,0471493,0,0,24,01,1104,1,MDJN1104.pdf,00109396.tif,ORIGINAL,4711,0324,9996,9996,1130,6,1142,0,1,,,3,258,0,,2017-032401
6633,1,1,2017,06,09,012501,8100002,0,0,51,01,2202,1,VAJN2202.pdf,00108209.tif,ORIGINAL,4711,0125,9996,9996,1132,6,1154,0,3,,,3,281,0,,2017-012501
7690,8,1,2017,06,27,035302,0010039,0,0,51,02,2125,1,VAJN2125.pdf,00109596.tif,ORIGINAL,4711,0353,9996,9996,1143,6,1270,0,1,,,2,426,0,,2017-035302
7686,2,1,2017,06,03,002806,8100387,0,0,51,06,1204,1,VAJN1204.pdf,00107819.tif,ORIGINAL,4720,0028,9996,9996,1521,6,9996,0,1,,,3,433,0,,2017-002806
7649,8,1,2017,06,21,026201,0230218,0,0,25,01,2148,1,MAJN2148.pdf,00109004.tif,ORIGINAL,4811,0262,9996,9996,1793,2,9996,0,1,,,3,434,1,LENGTH;,2017-026201
7466,4,1,2017,06,16,023614,1030085,0,0,36,14,2113,1,NYJN2113.pdf,00108828.tif,ORIGINAL,4931,0236,9996,9996,2113,1,9996,0,1,,,1,436,0,,2017-023614
7466,5,1,2017,06,23,030810,1030037,0,0,36,10,2120,1,NYJN2120.pdf,00109285.tif,ORIGINAL,4931,0308,9996,9996,2354,1,9996,0,1,,,1,438,0,,2017-030810
6013,3,1,2017,06,08,013701,0090900,0,0,34,01,2105,1,NJJN2105.pdf,00108274.tif,ORIGINAL,4931,0137,9996,9996,2444,1,9996,0,1,,,3,435,0,,2017-013701
7466,5,1,2017,06,23,030809,1030123,0,1,36,09,2120,1,NYJN2120.pdf,00109283.tif,ORIGINAL,4931,0308,9996,9996,2450,1,9996,0,1,,,3,437,0,,2017-030809
