tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,tracker,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
6,24,MD,6,02,6,6,BALTIMORE CANYON,6936,24,1755,2111,1493,5,1,2,1,3,1,1735,4711,1050,2,2,17,8,0,1,1,1,0,0,0,6,3814,7350,62,600,73,1,1,1,MDJN2111.pdf,00082505.tif,2015,0,0,0,ORIGINAL,06,10,20249,007702,0077,0471493,047,6,293,1,Q19;,Y,1,2015-007702
6,24,MD,6,03,6,6,BALTIMORE CANYON,6936,24,1810,2111,1493,5,1,2,1,3,1,1750,4711,9996,2,2,12,8,0,1,1,1,0,0,0,5,3814,7350,60,600,72,1,2,1,MDJN2111.pdf,00082507.tif,2015,0,0,0,ORIGINAL,06,10,20249,007703,0077,0471493,047,6,296,0,,Y,1,2015-007703
6,24,MD,6,04,6,6,BALTIMORE CANYON,6936,24,1820,2111,1493,5,1,1,2,2,1,1800,4711,9996,2,2,6,8,0,1,1,1,0,0,0,4,3814,7350,60,600,72,1,2,1,MDJN2111.pdf,00082509.tif,2015,0,0,0,ORIGINAL,06,10,20249,007704,0077,0471493,047,6,294,0,,Y,1,2015-007704
6,37,NC,6,05,6,6,BALTIMORE CANYON,6936,24,1900,2111,1493,5,1,1,2,2,1,1845,4711,9996,2,2,9,8,0,1,1,1,0,0,0,6,3806,7349,54,3000,72,1,2,1,MDJN2111.pdf,00082511.tif,2015,0,0,0,ORIGINAL,06,10,20249,007705,0077,0471493,047,6,295,0,,Y,1,2015-007705
6,24,MD,6,01,6,6,BALTIMORE CANYON,6447,24,1640,2104,0938,7,1,2,1,3,1,1625,4711,9996,2,2,12,7,0,0,1,1,0,0,0,3,3814,7350,998,600,72,1,1,1,MDJN2104.pdf,00082561.tif,2015,0,0,0,ORIGINAL,06,11,20250,009601,0096,0470938,047,6,267,0,,N,2,2015-009601
6,24,MD,6,02,6,6,BALTIMORE CANYON,6447,24,1740,2104,0938,7,1,1,2,2,1,1730,4711,2161,2,2,7,10,0,0,1,1,0,0,0,4,3814,7350,58,840,72,1,2,1,MDJN2104.pdf,00082563.tif,2015,0,0,0,ORIGINAL,06,11,20250,009602,0096,0470938,047,6,266,0,,Y,2,2015-009602
6,24,MD,6,03,6,BOTTOM FISHING,BALTIMORE CANYON,6447,24,1852,2104,0938,7,1,2,1,3,1,1840,4711,9996,2,2,9,6,0,1,1,1,0,0,1,6,3814,7350,60,99998,70,2,2,1,MDJN2104.pdf,00082565.tif,2015,0,1,0,ORIGINAL,06,11,20250,009603,0096,0470938,047,6,268,0,,Y,2,2015-009603
6,12,FL,6,01,6,6,BALTIMORE CANYON,6936,24,1620,2201,1493,5,1,2,1,3,2,1545,4711,9996,2,2,10,8,0,1,1,1,0,0,0,6,3814,7350,65,600,72,2,1,1,MDJN2201.pdf,00082569.tif,2015,0,0,0,ORIGINAL,06,11,20250,009701,0097,0471493,047,6,309,0,,N,2,2015-009701
6,24,MD,6,02,6,6,MARINE ELECTRIC,6936,24,1640,2201,1493,5,1,2,1,3,1,1630,3591,9996,2,2,4,8,0,0,1,0,1,1,0,4,3753,7450,33,180,67,1,2,1,MDJN2201.pdf,00082571.tif,2015,0,0,0,ORIGINAL,06,11,20250,009702,0097,0471493,047,6,315,0,,Y,2,2015-009702
6,37,NC,6,03,6,6,BALTIMORE CANYON,6936,24,1700,2201,1493,5,1,2,1,3,1,1645,7777,9996,2,2,13,8,0,1,1,1,0,0,0,5,3814,7350,56,420,72,1,1,1,MDJN2201.pdf,00082573.tif,2015,0,0,0,ORIGINAL,06,11,20250,009703,0097,0471493,047,6,314,0,,Y,2,2015-009703
6,24,MD,6,04,6,6,BALTIMORE CANYON,6936,24,1750,2201,1493,5,1,2,1,3,1,1730,4711,9996,2,2,17,8,0,1,1,1,0,0,0,6,3820,7345,60,1200,73,1,1,1,MDJN2201.pdf,00082575.tif,2015,0,0,0,ORIGINAL,06,11,20250,009704,0097,0471493,047,6,311,1,Q19;,Y,2,2015-009704
6,24,MD,6,05,6,6,BALTIMORE CANYON,6936,24,1800,2201,1493,5,1,1,2,2,1,1730,4711,9996,2,2,7,8,0,1,1,1,0,0,0,2,3814,7350,60,600,69,1,2,2,MDJN2201.pdf,00082577.tif,2015,0,0,0,ORIGINAL,06,11,20250,009705,0097,0471493,047,6,312,0,,Y,2,2015-009705
6,24,MD,6,06,6,6,BALTIMORE CANYON,6936,24,1810,2201,1493,5,1,2,2,3,1,1745,4711,9996,2,2,11,8,0,1,1,1,0,0,0,6,3814,7350,55,450,69,1,1,1,MDJN2201.pdf,00082578.tif,2015,0,0,0,ORIGINAL,06,11,20250,009706,0097,0471493,047,6,310,0,,Y,1,2015-009706
6,24,MD,6,07,6,6,BALTIMORE CANYON,6936,24,1830,2201,1493,5,1,2,1,3,1,1810,4711,9996,2,2,7,12,0,0,1,1,0,0,0,3,3814,7350,60,600,71,1,2,1,MDJN2201.pdf,00082580.tif,2015,0,0,0,ORIGINAL,06,11,20250,009707,0097,0471493,047,6,313,0,,Y,1,2015-009707
6,34,NJ,6,01,6,6,BALTIMORE CANYON,7370,34,1830,2108,1044,11,1,1,2,2,1,1730,4711,9996,2,2,7,8,0,1,1,1,0,0,0,5,3705,7435,67,600,69,1,2,1,NJJN2108.pdf,00082585.tif,2015,0,1,0,ORIGINAL,06,10,20249,009801,0098,0091044,009,5,380,0,,Y,2,2015-009801
6,25,MA,6,01,SPREADER JIG RIG,6,RACE POINT,7405,25,1605,1214,0922,10,1,1,2,2,6,1550,4656,9996,2,3,4,3,0,1,0,1,0,0,0,4,4204,7017,5,200,52,1,2,2,MAJN1214.pdf,00082612.tif,2015,0,1,0,ORIGINAL,06,14,20253,010701,0107,0010922,001,2,336,0,,N,2,2015-010701
6,25,MA,6,01,6,6,TILLYS BANK,7602,25,1617,2224,0024,15,1,2,1,3,2,1500,4671,9996,2,2,4,10,0,1,0,1,0,0,0,2,4230,7010,22,300,57,1,2,2,MAJN2224.pdf,00082623.tif,2015,0,1,0,ORIGINAL,06,12,20251,011101,0111,0090024,009,2,352,0,,Y,2,2015-011101
6,24,MD,6,01,6,6,WASHINGTON CANYON,6936,24,1625,1107,0856,4,3,2,2,3,1,1625,3591,9996,2,12,7,24,0,1,1,1,1,0,0,4,3727,7427,68,1000,71,1,2,1,MDJN1107.pdf,00082626.tif,2015,0,0,0,ORIGINAL,06,13,20252,011201,0112,0470856,047,6,221,0,,N,2,2015-011201
6,24,MD,6,02,6,6,BALTIMORE CANYON,6936,24,1700,1107,0856,4,3,1,2,1,1,1700,7777,9996,2,2,9,7,0,1,1,1,0,0,0,4,3814,7350,67,400,74,1,2,1,MDJN1107.pdf,00082628.tif,2015,0,0,0,ORIGINAL,06,13,20252,011202,0112,0470856,047,6,222,0,,N,2,2015-011202
6,24,MD,6,03,6,6,BALTIMORE CANYON,6936,24,1720,1107,0856,4,3,1,2,2,1,1720,4711,9996,2,2,10,10,0,1,1,1,0,0,0,4,3814,7350,60,600,68,1,2,1,MDJN1107.pdf,00082630.tif,2015,0,0,0,ORIGINAL,06,13,20252,011203,0112,0470856,047,6,223,0,,Y,2,2015-011203
6,24,MD,6,04,6,6,BALTIMORE CANYON,6936,24,1835,1107,0856,4,3,1,2,2,1,1835,4711,9996,2,12,8,10,0,1,1,1,0,0,0,4,3806,7349,68,2000,71,1,2,1,MDJN1107.pdf,00082632.tif,2015,0,0,0,ORIGINAL,06,13,20252,011204,0112,0470856,047,6,224,0,,Y,2,2015-011204
6,24,MD,6,01,6,6,WEST WALL BALT,7615,24,1618,1205,0938,7,1,1,2,2,7,1600,4656,9996,2,2,7,7,0,1,1,1,0,0,0,5,3820,7345,60,600,71,1,2,2,MDJN1205.pdf,00082645.tif,2015,0,1,1,ORIGINAL,06,14,20253,011301,0113,0470938,047,6,259,0,,N,2,2015-011301
6,24,MD,6,02,6,6,BALTIMORE CANYON,7615,24,1615,1205,0938,7,1,1,2,2,7,1540,4656,9996,2,12,8,24,0,0,1,1,0,0,0,7,3814,7350,60,1200,72,1,2,1,MDJN1205.pdf,00082646.tif,2015,0,1,0,ORIGINAL,06,14,20253,011302,0113,0470938,047,6,262,0,,Y,2,2015-011302
6,24,MD,6,03,6,6,BALTIMORE CANYON,7615,24,1645,1205,0938,7,1,2,1,3,6,1600,4711,9996,2,2,12,8,0,1,1,1,0,0,0,7,3814,7350,54,300,71,1,2,1,MDJN1205.pdf,00082648.tif,2015,0,1,0,ORIGINAL,06,14,20253,011303,0113,0470938,047,6,260,0,,N,2,2015-011303
6,24,MD,6,04,6,6,POOR MANS TIP,7615,24,1738,1205,9006,7,1,1,2,2,7,1730,1050,4656,2,2,7,8,0,0,1,1,0,0,0,3,3752,7406,52,600,70,1,2,1,MDJN1205.pdf,00082650.tif,2015,0,1,0,ORIGINAL,06,14,20253,011304,0113,0479006,047,6,261,0,,Y,2,2015-011304
6,36,NY,6,01,6,6,COIMBRA WRECK,7613,36,1540,1105,0175,3,1,1,2,2,1,1530,4670,3551,2,1,6,6,0,1,1,1,1,0,0,3,4024,7222,35,180,63,1,2,2,NYJN1105.pdf,00082655.tif,2015,0,0,0,ORIGINAL,06,14,20253,011701,0117,1030175,103,4,405,0,,Y,2,2015-011701
6,36,NY,6,02,6,6,COIMBRA WRECK,7613,36,1635,1105,0161,3,1,1,2,2,2,1600,3551,4931,2,12,4,7,1,0,1,0,1,0,0,4,4024,7222,26,180,63,1,2,1,NYJN1105.pdf,00082656.tif,2015,0,0,0,ORIGINAL,06,14,20253,011702,0117,1030161,103,4,404,0,,Y,2,2015-011702
6,36,NY,6,03,6,6,OVER BAITFISH,7613,36,1755,1105,0589,3,1,1,2,2,1,1745,3551,3531,2,1,4,5,1,0,1,0,1,1,0,4,9998,9998,15,155,64,1,1,1,NYJN1105.pdf,00082658.tif,2015,0,0,0,ORIGINAL,06,14,20253,011703,0117,1030589,103,4,403,0,,Y,2,2015-011703
6,51,VA,6,01,6,6,CIGAR,7421,51,1715,1104,0002,1,1,1,2,2,1,1700,4711,9996,2,2,8,6,0,0,1,1,0,0,0,4,3630,7450,64,300,72,1,2,1,VAJN1104.pdf,00082673.tif,2015,0,0,0,ORIGINAL,06,13,20252,012101,0121,8100002,810,7,428,0,,Y,1,2015-012101
