tracker,tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_dead,bt_art,fm_troll,fm_chum,fm_chunk,fm_live,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,fm_other_other,id
172205,6,09,CT,6,05,6,6,ROCK PILE,7633,25,1638,2201,0024,15,1,1,2,1,1,1620,4671,9996,2,12,3,6,1,0,0,0,0,0,1,0,5,4225,7055,6,180,58,1,2,1,MAOC2201.pdf,00130582.tif,2018,0,0,0,ORIGINAL,10,02,21459,1722,0090024,009,2,265,0,,Y,2,,2018-172205
172206,6,44,RI,6,06,6,6,UPS AND DOWNS,7633,25,1712,2201,0024,15,1,1,2,3,1,1702,4671,9996,2,1,3,10,1,0,0,0,0,0,1,0,5,4238,7027,5,150,98,2,2,1,MAOC2201.pdf,00130584.tif,2018,0,0,0,ORIGINAL,10,02,21459,1722,0090024,009,2,262,0,,Y,2,,2018-172206
172207,6,36,NY,6,07,6,7,JEFFREYS LEDGE,7633,25,1750,2201,0024,15,1,1,2,1,6,1740,4671,9996,2,1,3,8,0,1,0,0,1,1,0,1,3,4255,7010,10,200,98,1,2,2,MAOC2201.pdf,00130586.tif,2018,0,0,0,ORIGINAL,10,02,21459,1722,0090024,009,2,266,0,,N,2,,2018-172207
172208,6,36,NY,6,08,6,6,JEFFREYS LEDGE,7633,25,1815,2201,0024,15,1,1,2,1,7,1800,4671,9996,2,12,3,12,1,0,0,0,0,0,1,0,3,4255,7010,10,180,62,1,2,1,MAOC2201.pdf,00130587.tif,2018,0,1,0,ORIGINAL,10,02,21459,1722,0090024,009,2,263,0,,Y,2,,2018-172208
172209,6,09,CT,6,09,6,6,JEFFREYS LEDGE,7633,25,1830,2201,0024,15,1,1,2,1,6,1810,4671,9996,2,2,3,6,1,0,0,0,0,0,1,0,2,4255,7010,5,170,98,1,1,1,MAOC2201.pdf,00130589.tif,2018,0,1,0,ORIGINAL,10,02,21459,1722,0090024,009,2,269,0,,N,2,,2018-172209
172301,6,34,NJ,6,01,6,6,JEFFREYS LEDGE,7735,25,1750,2212,0024,15,1,1,2,3,7,1700,4671,9996,2,2,3,12,1,0,0,0,0,0,1,0,2,4255,7010,10,160,63,1,2,1,MAOC2212.pdf,00130593.tif,2018,0,1,0,ORIGINAL,10,01,21458,1723,0090024,009,2,286,0,,Y,2,,2018-172301
172302,6,25,MA,6,02,6,6,JEFFREYS LEDGE,7735,25,1800,2212,0024,15,1,1,2,1,1,700,4671,9996,2,1,2,3,1,0,0,0,0,0,1,0,2,4255,7010,10,180,64,2,2,1,MAOC2212.pdf,00130595.tif,2018,0,0,0,ORIGINAL,10,01,21458,1723,0090024,009,2,291,1,Q15;,Y,2,,2018-172302
172303,6,25,MA,6,03,6,6,JEFFREYS LEDGE,7735,25,1810,2212,0024,15,1,1,2,1,1,1000,4671,9996,2,1,3,1,1,0,0,0,0,0,1,0,4,4255,7010,6,190,67,1,2,1,MAOC2212.pdf,00130597.tif,2018,0,1,0,ORIGINAL,10,01,21458,1723,0090024,009,2,287,1,Q15;Q20;,Y,2,,2018-172303
172304,6,25,MA,6,04,6,6,JEFFREYS LEDGE,7735,25,1840,2212,0024,15,1,1,2,3,1,1830,4671,9996,2,1,2,7,1,0,0,0,0,0,1,0,2,4255,7010,12,160,65,1,2,1,MAOC2212.pdf,00130599.tif,2018,0,0,0,ORIGINAL,10,01,21458,1723,0090024,009,2,289,0,,Y,2,,2018-172304
172305,6,25,MA,6,05,O,6,JEFFREYS LEDGE,7735,25,1845,2212,0024,15,1,1,2,3,2,1600,4671,9996,2,3,3,12,1,0,0,0,0,0,1,0,3,4255,7010,16,175,63,1,2,1,MAOC2212.pdf,00130601.tif,2018,0,0,0,ORIGINAL,10,01,21458,1723,0090024,009,2,290,0,,Y,2,,2018-172305
172306,6,36,NY,6,06,6,6,JEFFREYS LEDGE,7735,25,1925,2212,0024,15,1,1,2,3,7,1915,4671,9996,2,1,3,14,1,0,0,0,0,0,1,0,3,4255,7010,12,180,63,1,2,1,MAOC2212.pdf,00130603.tif,2018,1,1,0,ORIGINAL,10,01,21458,1723,0090024,009,2,288,0,,Y,2,,2018-172306
172307,6,25,MA,6,07,6,6,JEFFREYS LEDGE,7735,25,1945,2212,0024,15,1,2,1,3,6,1930,4671,9996,2,2,3,60,1,0,0,0,0,0,1,0,3,4255,7010,13,180,64,1,2,1,MAOC2212.pdf,00130605.tif,2018,0,1,0,ORIGINAL,10,01,21458,1723,0090024,009,2,292,1,Q20;,N,2,,2018-172307
172401,6,25,MA,6,01,6,6,CRAB LEDGE,7674,25,1440,2214,0710,10,1,1,2,1,1,1430,4671,9996,2,1,3,3,1,0,0,0,0,0,1,0,2,4138,6940,5,180,60,1,2,2,MAOC2214.pdf,00130610.tif,2018,0,0,0,ORIGINAL,10,03,21460,1724,0010710,001,2,293,0,,Y,2,,2018-172401
172402,6,25,MA,6,02,F,FLY SPINNING,BURSES RIP,7674,25,1455,2214,0710,10,1,2,1,4,6,1445,4681,330,2,3,2,6,0,0,1,0,0,0,0,1,2,9998,9998,1,30,62,1,2,1,MAOC2214.pdf,00130611.tif,2018,0,0,0,ORIGINAL,10,03,21460,1724,0010710,001,2,294,0,,N,2,,2018-172402
172501,6,12,FL,6,01,6,BAILING,WASHINGTON CANYON,6936,24,1645,2203,1493,5,1,2,1,3,2,1630,2161,1050,2,1,5,7,0,1,0,1,0,0,0,1,6,3727,7427,55,400,74,2,1,1,MDOC2203.pdf,00130615.tif,2018,0,0,0,ORIGINAL,10,02,21459,1725,0471493,047,6,182,0,,N,1,,2018-172501
172502,6,24,MD,6,02,6,BAILING,ROCK PILE,6936,24,1700,2203,1493,5,1,2,1,3,1,1645,1050,9996,2,1,4,7,0,1,0,1,0,0,0,1,6,3739,7422,55,600,73,1,2,1,MDOC2203.pdf,00130617.tif,2018,0,0,0,ORIGINAL,10,02,21459,1725,0471493,047,6,183,0,,Y,1,,2018-172502
172503,6,10,DE,6,03,6,6,WASHINGTON CANYON,6936,24,1815,2203,1493,5,1,2,2,3,1,1800,2161,9996,2,1,4,7,0,1,0,1,0,0,0,0,6,3727,7427,57,300,74,1,2,1,MDOC2203.pdf,00130619.tif,2018,0,0,0,ORIGINAL,10,02,21459,1725,0471493,047,6,181,0,,Y,2,,2018-172503
172601,6,33,NH,6,01,6,6,OUTER FLAG,7633,33,1640,2102,0021,1,3,1,2,1,1,1620,4671,9996,2,2,3,8,1,0,0,0,0,0,1,0,2,4252,7029,14,220,98,1,2,1,NHOC2102.pdf,00130624.tif,2018,0,0,0,ORIGINAL,10,01,21458,1726,0150021,015,1,317,0,,Y,2,,2018-172601
172602,6,33,NH,6,02,6,6,JEFFREYS LEDGE,7633,33,1656,2102,0003,1,3,1,2,1,1,1630,4671,9996,2,2,3,3,1,0,0,0,0,0,1,0,1,4255,7010,20,204,98,1,2,1,NHOC2102.pdf,00130626.tif,2018,0,1,0,ORIGINAL,10,01,21458,1726,0150003,015,1,316,0,,Y,1,,2018-172602
172603,6,33,NH,6,03,6,6,OUTER FLAG,7633,33,1750,2102,0021,1,3,1,2,1,1,1740,4671,9996,2,1,2,12,1,0,0,0,0,0,1,0,1,4252,7029,14,200,61,1,2,1,NHOC2102.pdf,00130628.tif,2018,0,0,0,ORIGINAL,10,01,21458,1726,0150021,015,1,319,0,,Y,2,,2018-172603
172604,6,33,NH,6,04,6,6,OUTER FLAG,7633,33,1815,2102,1970,1,4,1,2,1,1,1800,4671,9996,2,2,3,8,1,0,0,0,0,0,1,0,3,4252,7029,14,220,98,1,2,1,NHOC2102.pdf,00130630.tif,2018,0,0,0,ORIGINAL,10,01,21458,1726,0151970,015,1,318,0,,Y,2,,2018-172604
172605,6,33,NH,6,05,6,6,OLD SCANTUM,7633,33,1820,2102,0003,1,3,1,2,1,1,1800,4671,9996,2,1,3,8,1,0,0,0,0,0,1,0,2,4255,7025,14,240,59,1,2,1,NHOC2102.pdf,00130632.tif,2018,0,0,0,ORIGINAL,10,01,21458,1726,0150003,015,1,315,0,,Y,2,,2018-172605
172801,6,34,NJ,6,01,6,6,WILMINGTON CANYON,7508,34,1729,2103,0900,3,1,2,1,3,1,1720,1050,9996,2,1,6,6,0,1,0,0,1,0,0,0,6,3824,7327,75,600,72,1,2,1,NJOC2103.pdf,00130641.tif,2018,0,1,0,ORIGINAL,10,01,21458,1728,0090900,009,5,350,0,,Y,1,,2018-172801
172802,6,34,NJ,6,02,6,6,WILMINGTON CANYON,7508,34,1849,2103,0385,3,1,1,2,2,1,1830,1050,9996,2,12,5,5,0,1,0,0,0,1,0,0,5,3824,7327,65,120,73,1,2,1,NJOC2103.pdf,00130643.tif,2018,0,1,0,ORIGINAL,10,01,21458,1728,0090385,009,5,349,0,,Y,1,,2018-172802
173101,6,34,NJ,6,01,6,6,SOUTH WILMINGTON,7509,34,1750,2109,1063,2,1,1,2,2,1,1600,4328,1050,2,1,4,32,1,1,1,0,0,1,0,0,5,3824,7327,82,3000,73,1,2,1,NJOC2109.pdf,00130656.tif,2018,0,0,0,ORIGINAL,10,02,21459,1731,0011063,001,5,353,0,,Y,1,,2018-173101
173401,6,34,NJ,6,01,6,6,MANSQUAN REEF,6013,34,1515,2210,0193,10,4,2,1,3,1,1400,330,3531,2,2,2,2,0,0,1,1,0,0,0,0,1,9998,9998,3,40,71,1,2,2,NJOC2210.pdf,00130671.tif,2018,0,0,0,ORIGINAL,10,01,21458,1734,0290193,029,5,365,0,,Y,2,,2018-173401
173801,6,37,NC,6,01,6,6,NORFOLK CANYON,6633,51,1755,2119,0091,1,1,1,2,2,1,1740,2161,9996,2,1,5,7,0,1,0,1,0,0,0,0,5,3705,7435,60,500,74,1,2,1,VAOC2119.pdf,00130681.tif,2018,0,0,0,ORIGINAL,10,01,21458,1738,8100091,810,7,474,0,,Y,2,,2018-173801
173802,6,51,VA,6,02,6,6,NORFOLK CANYON,6633,51,1615,2119,0091,1,1,1,2,2,1,1555,2161,9996,2,1,6,8,0,1,0,1,0,0,0,0,7,3705,7435,65,300,76,1,2,1,VAOC2119.pdf,00130683.tif,2018,0,0,0,ORIGINAL,10,01,21458,1738,8100091,810,7,475,0,,Y,2,,2018-173802
173803,6,51,VA,6,03,6,6,100 LINE,6633,51,1825,2119,0091,1,1,2,1,3,1,1610,2161,1050,2,1,5,8,0,1,0,1,0,0,0,0,5,9998,9998,65,300,76,1,1,1,VAOC2119.pdf,00130685.tif,2018,0,0,0,ORIGINAL,10,01,21458,1738,8100091,810,7,473,0,,Y,2,,2018-173803
173901,6,51,VA,6,01,6,6,130 LINE,6633,51,1745,2206,0088,3,1,2,1,3,1,1720,2161,1050,2,1,6,6,0,1,0,1,0,0,0,0,5,9998,9998,57,300,98,2,1,1,VAOC2206.pdf,00130689.tif,2018,0,0,0,ORIGINAL,10,02,21459,1739,8100088,810,7,477,0,,Y,1,,2018-173901
173902,6,51,VA,6,02,6,6,NORFOLK CANYON,6633,51,1850,2206,0088,3,1,2,2,3,1,1820,1050,9996,2,1,7,6,0,1,0,1,0,0,0,0,3,3705,7435,70,300,77,1,1,1,VAOC2206.pdf,00130691.tif,2018,0,0,0,ORIGINAL,10,02,21459,1739,8100088,810,7,478,0,,Y,1,,2018-173902
174101,6,25,MA,6,01,6,6,7 MILES MARSHFIELD,7713,25,1419,2115,0217,8,3,1,2,1,1,1400,4671,9996,2,1,3,7,1,0,0,0,0,0,1,0,3,9999,9999,7,163,60,1,2,1,MAOC2115.pdf,00130697.tif,2018,0,0,0,ORIGINAL,10,03,21460,1741,0230217,023,2,234,0,,Y,1,,2018-174101
174102,6,25,MA,6,02,6,6,THE BAY,7713,25,1620,2115,0217,8,1,2,2,3,1,1615,4671,9996,2,1,3,7,1,0,0,0,0,0,1,0,5,4215,7030,5,175,60,2,1,1,MAOC2115.pdf,00130699.tif,2018,0,0,0,ORIGINAL,10,03,21460,1741,0230217,023,2,232,0,,Y,2,,2018-174102
174103,6,25,MA,6,03,6,6,STELLWAGEN BANK SW,7713,25,1645,2115,0217,8,3,1,2,1,2,1640,4671,9996,2,2,3,11,1,0,0,0,0,0,1,0,2,4210,7015,11,120,65,2,2,1,MAOC2115.pdf,00130701.tif,2018,0,0,0,ORIGINAL,10,03,21460,1741,0230217,023,2,235,0,,N,2,,2018-174103
174104,6,25,MA,6,04,6,6,9 MILE EAST 08,7713,25,1658,2115,0217,8,3,1,2,1,1,1651,4671,9996,2,2,4,9,1,0,0,0,0,0,1,0,2,9999,9999,9,180,63,2,2,1,MAOC2115.pdf,00130703.tif,2018,0,0,0,ORIGINAL,10,03,21460,1741,0230217,023,2,233,0,,Y,1,,2018-174104
174201,6,33,NH,6,01,6,7,ISLE OF SHOALS,7633,33,1610,2201,0020,3,3,1,2,3,1,1550,4671,9996,2,2,2,3,0,1,0,0,0,1,0,1,1,4300,7029,8,200,98,1,2,1,NHOC2201.pdf,00130707.tif,2018,0,0,0,ORIGINAL,10,03,21460,1742,0150020,015,1,324,0,,Y,1,,2018-174201
174202,6,33,NH,6,02,6,6,OLD SCANTUM,7633,33,1620,2201,0020,3,3,1,2,3,1,1545,4671,9996,2,2,2,1,1,1,0,0,1,1,1,0,3,4255,7025,15,205,98,1,2,1,NHOC2201.pdf,00130709.tif,2018,0,0,0,ORIGINAL,10,03,21460,1742,0150020,015,1,326,1,Q20;,Y,1,,2018-174202
174203,6,33,NH,6,03,6,6,JEFFREYS LEDGE,7633,33,1755,2201,0020,3,3,1,2,1,1,1740,4671,9996,2,12,2,10,1,0,0,0,0,0,1,0,1,4255,7010,25,210,59,1,2,1,NHOC2201.pdf,00130711.tif,2018,0,0,0,ORIGINAL,10,03,21460,1742,0150020,015,1,325,0,,Y,2,,2018-174203
174301,6,36,NY,6,01,6,6,BUTTERFISH HOLE,7466,36,1550,2205,0133,4,1,2,1,3,1,1200,3591,9996,2,1,4,3,0,1,0,0,1,0,0,0,6,4050,7135,15,184,67,1,1,1,NYOC2205.pdf,00130717.tif,2018,0,0,0,ORIGINAL,10,03,21460,1743,1030133,103,4,426,0,,Y,2,,2018-174301
174302,6,36,NY,6,02,6,FLY FISHING,RADAR TOWER SOUTH,7466,36,1619,2205,0134,4,1,1,2,4,6,1530,4681,9996,2,2,1,4,0,0,1,0,0,0,0,1,1,9998,9998,1,18,68,1,2,1,NYOC2205.pdf,00130719.tif,2018,0,0,0,ORIGINAL,10,03,21460,1743,1030134,103,4,427,1,Q26;,N,2,,2018-174302
174303,6,36,NY,6,03,6,FLY FISHING,FORT POND BAY,7466,36,1740,2205,0134,4,1,1,2,4,6,1600,4681,9996,2,2,2,7,0,0,1,0,0,0,0,1,3,9998,9998,1,30,98,1,2,1,NYOC2205.pdf,00130721.tif,2018,0,0,0,ORIGINAL,10,03,21460,1743,1030134,103,4,433,0,,N,2,,2018-174303
174304,6,36,NY,6,04,6,SPIN CASTING AND FLY,MONTAUK RIPS,7466,36,1755,2205,0133,4,1,1,2,4,6,1700,4681,9996,2,2,2,4,0,0,1,0,0,0,0,1,2,4111,7150,1,30,98,1,2,1,NYOC2205.pdf,00130723.tif,2018,0,1,0,ORIGINAL,10,03,21460,1743,1030133,103,4,434,0,,N,2,,2018-174304
174305,6,36,NY,6,05,6,FLY FISHING,MONTAUK RIPS,7466,36,1840,2205,0133,4,1,2,1,4,6,1700,4681,9996,2,2,2,9,0,0,1,0,0,0,0,1,2,4111,7150,1,30,65,1,2,1,NYOC2205.pdf,00130725.tif,2018,0,0,0,ORIGINAL,10,03,21460,1743,1030133,103,4,428,0,,N,2,,2018-174305
174306,6,10,DE,6,06,6,SPIN CASTING AND FLY,FORT POND BAY,7466,36,1859,2205,0137,4,1,2,1,4,6,1700,4681,9996,2,2,2,6,0,0,1,0,0,0,0,1,2,9998,9998,1,40,98,1,2,1,NYOC2205.pdf,00130727.tif,2018,0,0,0,ORIGINAL,10,03,21460,1743,1030137,103,4,429,0,,N,2,,2018-174306
174307,6,36,NY,6,07,6,FLY FISHING,MONTAUK RIPS,7466,36,1915,2205,0137,4,1,2,1,4,6,1330,4681,9996,2,2,2,7,0,0,1,0,0,0,0,1,1,4111,7150,1,30,98,1,2,1,NYOC2205.pdf,00130729.tif,2018,0,1,0,ORIGINAL,10,03,21460,1743,1030137,103,4,430,1,Q15;,N,2,,2018-174307
174308,6,36,NY,6,08,6,FLY FISHING,MONTAUK PT SOUTH SIDE,7466,36,2045,2205,0133,4,1,2,1,4,6,1720,4681,9996,2,2,2,7,0,0,1,0,0,0,0,1,2,9998,9998,1,35,66,1,2,1,NYOC2205.pdf,00130731.tif,2018,0,0,0,ORIGINAL,10,03,21460,1743,1030133,103,4,431,0,,N,2,,2018-174308
174309,6,36,NY,6,09,6,FLY FISHING,SHAGWONG REEF,7466,36,2010,2205,0372,4,1,1,2,4,6,1800,4681,9996,2,2,2,9,0,0,1,0,0,0,0,1,2,4106,7154,1,18,66,1,2,1,NYOC2205.pdf,00130733.tif,2018,0,0,0,ORIGINAL,10,03,21460,1743,1030372,103,4,432,1,Q26;,N,2,,2018-174309
174601,6,10,DE,6,01,6,6,WASHINGTON CANYON,6783,10,1540,2209,1599,2,1,1,2,2,1,1530,1050,9996,2,12,4,6,0,1,0,1,0,1,0,0,4,3727,7427,72,800,72,2,1,1,DEOC2209.pdf,00130786.tif,2018,0,0,0,ORIGINAL,10,04,21461,1746,0051599,005,6,142,0,,Y,1,,2018-174601
174602,6,10,DE,6,02,6,6,BALTIMORE CANYON,6783,10,1612,2209,1599,2,3,1,2,2,1,1600,1050,2161,2,2,5,6,0,1,0,1,1,0,0,0,2,3820,7345,55,600,72,1,2,1,DEOC2209.pdf,00130788.tif,2018,0,1,0,ORIGINAL,10,04,21461,1746,0051599,005,6,141,0,,Y,2,,2018-174602
174603,6,10,DE,6,03,6,6,BALTIMORE CANYON,6783,10,1629,2209,1599,2,1,1,2,2,1,1600,1050,9996,2,12,5,6,0,1,0,1,0,1,0,0,5,3820,7345,63,600,98,1,2,1,DEOC2209.pdf,00130790.tif,2018,0,1,0,ORIGINAL,10,04,21461,1746,0051599,005,6,143,0,,Y,1,,2018-174603
174604,6,10,DE,6,04,6,6,WASHINGTON CANYON,6783,10,1648,2209,1599,2,1,1,2,2,6,1612,1050,9996,2,2,9,7,0,1,0,1,0,0,0,0,4,3727,7427,60,800,98,2,2,1,DEOC2209.pdf,00130792.tif,2018,0,1,0,ORIGINAL,10,04,21461,1746,0051599,005,6,144,0,,N,2,,2018-174604
174701,6,24,MD,6,01,6,BAILING,WASHINGTON CANYON,6447,24,1710,2204,1493,5,1,1,2,2,1,1700,2161,9996,2,12,6,8,0,1,0,1,0,0,0,1,5,3727,7427,62,1800,71,1,2,1,MDOC2204.pdf,00130758.tif,2018,0,0,0,ORIGINAL,10,04,21461,1747,0471493,047,6,189,0,,Y,2,,2018-174701
174702,6,24,MD,6,02,6,6,WASHINGTON CANYON,6447,24,1749,2204,1493,5,1,1,2,2,1,1730,2161,9996,2,1,5,8,0,1,0,1,0,0,0,0,4,3727,7427,65,600,75,2,2,1,MDOC2204.pdf,00130760.tif,2018,0,0,0,ORIGINAL,10,04,21461,1747,0471493,047,6,188,0,,Y,2,,2018-174702
174703,6,24,MD,6,03,6,6,WASHINGTON CANYON,6447,24,1823,2204,1493,5,1,1,2,2,1,1815,2161,9996,2,12,5,7,0,1,1,1,0,0,0,0,6,3727,7427,70,300,74,1,2,1,MDOC2204.pdf,00130762.tif,2018,0,0,0,ORIGINAL,10,04,21461,1747,0471493,047,6,186,0,,Y,2,,2018-174703
174704,6,24,MD,6,04,6,6,WASHINGTON CANYON,6447,24,1833,2204,1493,5,1,1,2,2,1,1815,2161,9996,2,1,4,8,0,1,0,1,0,0,0,0,5,3727,7427,70,300,74,1,2,1,MDOC2204.pdf,00130764.tif,2018,0,0,0,ORIGINAL,10,04,21461,1747,0471493,047,6,187,0,,Y,2,,2018-174704
174705,6,24,MD,6,05,6,6,WASHINGTON CANYON,6447,24,1840,2204,1493,5,1,2,2,3,1,1830,2161,9996,2,1,4,8,0,1,0,1,0,0,0,0,7,3727,7427,70,300,74,1,2,1,MDOC2204.pdf,00130766.tif,2018,0,0,0,ORIGINAL,10,04,21461,1747,0471493,047,6,185,0,,Y,2,,2018-174705
174706,6,10,DE,6,06,6,6,WASHINGTON CANYON,6447,24,1850,2204,1493,5,1,2,1,3,1,1815,2161,9996,2,1,4,8,0,1,0,1,0,0,0,0,4,3727,7427,70,300,74,1,2,1,MDOC2204.pdf,00130768.tif,2018,0,1,0,ORIGINAL,10,04,21461,1747,0471493,047,6,184,0,,Y,2,,2018-174706
174707,6,12,FL,6,07,6,6,NORFOLK CANYON,6447,24,1900,2204,1493,5,1,2,1,3,6,1830,2161,9996,2,1,7,7,0,1,0,1,0,0,0,0,6,3705,7435,65,1200,76,1,2,1,MDOC2204.pdf,00130770.tif,2018,0,1,0,ORIGINAL,10,04,21461,1747,0471493,047,6,190,0,,N,2,,2018-174707
174901,6,34,NJ,6,01,F,FLY FISHING,SHAGWONG REEF,7684,36,1325,2206,0085,4,1,1,2,4,6,1315,4681,9996,2,3,3,4,0,0,1,0,0,0,0,1,3,4106,7154,1,30,67,1,2,1,NYOC2206.pdf,00130739.tif,2018,0,0,0,ORIGINAL,10,04,21461,1749,1030085,103,4,436,0,,N,2,,2018-174901
