intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,species,batch,upprbill,lowerjaw,length,gender,curve,prep,recno,s_index,serrflag,sprobfld,id
6633,1,1,2013,06,20,021501,8100002,0,0,51,01,2116,1,vajn2116.tif,00060366.tif,ORIGINAL,30,0215,9996,9996,591,6,9996,0,5,1,0,,2013-021501
6633,1,1,2013,06,20,021501,8100002,0,0,51,01,2116,1,vajn2116.tif,00060366.tif,ORIGINAL,30,0215,9996,9996,595,6,9996,0,3,2,0,,2013-021501
6633,1,1,2013,06,20,021501,8100002,0,0,51,01,2116,1,vajn2116.tif,00060366.tif,ORIGINAL,30,0215,9996,9996,604,6,9996,0,9,3,0,,2013-021501
6633,1,1,2013,06,20,021501,8100002,0,0,51,01,2116,1,vajn2116.tif,00060366.tif,ORIGINAL,30,0215,9996,9996,611,6,9996,0,8,4,0,,2013-021501
7415,1,1,2013,06,27,026701,8100002,0,0,51,01,2211,1,vajn2211.tif,00060748.tif,ORIGINAL,30,0267,9996,9996,674,6,9996,0,2,7,0,,2013-026701
6633,1,1,2013,06,20,021501,8100002,0,0,51,01,2116,1,vajn2116.tif,00060366.tif,ORIGINAL,30,0215,9996,9996,690,6,9996,0,4,5,0,,2013-021501
6633,1,1,2013,06,20,021501,8100002,0,0,51,01,2116,1,vajn2116.tif,00060366.tif,ORIGINAL,30,0215,9996,9996,698,6,9996,0,7,6,0,,2013-021501
7415,1,1,2013,06,27,026701,8100002,0,0,51,01,2211,1,vajn2211.tif,00060748.tif,ORIGINAL,30,0267,9996,9996,772,6,9996,0,3,8,0,,2013-026701
6783,3,1,2013,06,09,006603,0470853,0,1,24,03,1110,1,mdjn1110.tif,00059457.tif,ORIGINAL,330,0066,9996,9996,672,6,9996,0,1,9,0,,2013-006603
7415,1,1,2013,06,23,025801,8100002,0,0,51,01,1116,1,vajn1116.tif,00060703.tif,ORIGINAL,1050,0258,9996,9996,464,2,9996,0,5,96,0,,2013-025801
7415,3,1,2013,06,05,003901,8100088,0,0,51,01,2111,1,vajn2111.tif,00059292.tif,ORIGINAL,1050,0039,9996,9996,516,2,9996,0,6,76,0,,2013-003901
7415,1,1,2013,06,27,026701,8100002,0,0,51,01,2211,1,vajn2211.tif,00060748.tif,ORIGINAL,1050,0267,9996,9996,536,2,9996,0,7,104,0,,2013-026701
6783,2,1,2013,06,22,022504,0051599,0,0,10,04,1101,1,dejn1101.tif,00060429.tif,ORIGINAL,1050,0225,9996,9996,537,2,9996,0,4,11,0,,2013-022504
6478,7,1,2013,06,22,019307,0470938,0,0,24,07,1116,1,mdjn1116.tif,00060644.tif,ORIGINAL,1050,0193,9996,9996,578,2,9996,0,3,14,0,,2013-019307
2836,3,1,2013,06,13,009101,8100088,0,0,51,01,2112,1,vajn2112.tif,00059564.tif,ORIGINAL,1050,0091,9996,9996,579,2,9996,0,7,29,0,,2013-009101
6783,2,1,2013,06,23,021801,0051599,0,0,10,01,1201,1,dejn1201.tif,00060384.tif,ORIGINAL,1050,0218,9996,9996,591,2,9996,0,1,10,0,,2013-021801
2836,3,1,2013,06,13,009101,8100088,0,0,51,01,2112,1,vajn2112.tif,00059564.tif,ORIGINAL,1050,0091,9996,9996,592,2,9996,0,8,30,0,,2013-009101
7415,1,1,2013,06,09,007402,8100091,0,0,51,02,1111,1,vajn1111.tif,00059493.tif,ORIGINAL,1050,0074,9996,9996,621,2,9996,0,5,80,0,,2013-007402
6633,1,1,2013,06,15,012103,8100091,0,0,51,03,1112,1,vajn1112.tif,00059777.tif,ORIGINAL,1050,0121,9996,9996,623,2,9996,0,4,59,0,,2013-012103
6936,5,1,2013,06,17,014601,0471493,1,0,24,01,2110,1,mdjn2110.tif,00060000.tif,ORIGINAL,1050,0146,9996,9996,633,2,9996,0,1,25,0,,2013-014601
7415,1,1,2013,06,18,017701,8100002,0,1,51,01,2210,1,vajn2210.tif,00060149.tif,ORIGINAL,1050,0177,9996,9996,643,2,9996,0,7,88,0,,2013-017701
7421,1,1,2013,06,16,015502,8100002,0,0,51,02,1113,1,vajn1113.tif,00060047.tif,ORIGINAL,1050,0155,9996,9996,645,2,9996,0,4,120,0,,2013-015502
7415,1,1,2013,06,27,026704,8100002,0,0,51,04,2211,1,vajn2211.tif,00060754.tif,ORIGINAL,1050,0267,9996,9996,648,2,9996,0,3,110,0,,2013-026704
6633,3,1,2013,06,08,004701,8100088,0,0,51,01,1102,1,vajn1102.tif,00059318.tif,ORIGINAL,1050,0047,9996,9996,660,2,9996,0,3,41,0,,2013-004701
7415,1,1,2013,06,18,017701,8100002,0,0,51,01,2210,1,vajn2210.tif,00060149.tif,ORIGINAL,1050,0177,9996,9996,667,2,9996,0,4,89,0,,2013-017701
6633,1,1,2013,06,15,012102,8100091,0,0,51,02,1112,1,vajn1112.tif,00059775.tif,ORIGINAL,1050,0121,9996,9996,670,2,9996,0,3,55,0,,2013-012102
7421,1,1,2013,06,16,015501,8100002,0,0,51,01,1113,1,vajn1113.tif,00060045.tif,ORIGINAL,1050,0155,9996,9996,670,2,9996,0,7,117,0,,2013-015501
7415,1,1,2013,06,09,007402,8100091,0,0,51,02,1111,1,vajn1111.tif,00059493.tif,ORIGINAL,1050,0074,9996,9996,672,1,9996,0,7,81,0,,2013-007402
6633,1,1,2013,06,21,024601,8100091,0,0,51,01,2202,1,vajn2202.tif,00060608.tif,ORIGINAL,1050,0246,9996,9996,674,2,9996,0,8,69,0,,2013-024601
6633,3,1,2013,06,11,007601,8100088,0,0,51,01,2206,1,vajn2206.tif,00059508.tif,ORIGINAL,1050,0076,9996,9996,675,2,9996,0,8,49,0,,2013-007601
6633,2,1,2013,06,27,026603,8100387,0,0,51,03,2122,1,vajn2122.tif,00060744.tif,ORIGINAL,1050,0266,9996,9996,675,1,9996,0,1,74,0,,2013-026603
7415,1,1,2013,06,23,025801,8100002,0,0,51,01,1116,1,vajn1116.tif,00060703.tif,ORIGINAL,1050,0258,9996,9996,675,2,9996,0,6,97,0,,2013-025801
6633,1,1,2013,06,15,012101,8100091,0,0,51,01,1112,1,vajn1112.tif,00059773.tif,ORIGINAL,1050,0121,9996,9996,680,2,9996,0,1,54,0,,2013-012101
6633,1,1,2013,06,15,012103,8100091,0,0,51,03,1112,1,vajn1112.tif,00059777.tif,ORIGINAL,1050,0121,9996,9996,685,2,9996,0,2,60,0,,2013-012103
6633,3,1,2013,06,09,005805,8100088,0,0,51,05,1208,1,vajn1208.tif,00059413.tif,ORIGINAL,1050,0058,9996,9996,691,2,9996,0,7,45,0,,2013-005805
6633,1,1,2013,06,15,012102,8100091,0,0,51,02,1112,1,vajn1112.tif,00059775.tif,ORIGINAL,1050,0121,9996,9996,691,2,9996,0,2,56,0,,2013-012102
6633,3,1,2013,06,16,015703,8100088,0,0,51,03,1201,1,vajn1201.tif,00060059.tif,ORIGINAL,1050,0157,9996,9996,695,2,9996,0,2,64,0,,2013-015703
2836,3,1,2013,06,13,009101,8100088,0,0,51,01,2112,1,vajn2112.tif,00059564.tif,ORIGINAL,1050,0091,9996,9996,699,2,9996,0,9,31,0,,2013-009101
7415,1,1,2013,06,18,017701,8100002,0,0,51,01,2210,1,vajn2210.tif,00060149.tif,ORIGINAL,1050,0177,9996,9996,700,2,9996,0,5,90,0,,2013-017701
7415,1,1,2013,06,23,025801,8100002,0,0,51,01,1116,1,vajn1116.tif,00060703.tif,ORIGINAL,1050,0258,9996,9996,703,2,9996,0,1,98,0,,2013-025801
6633,3,1,2013,06,11,007601,8100088,0,0,51,01,2206,1,vajn2206.tif,00059508.tif,ORIGINAL,1050,0076,9996,9996,704,2,9996,0,7,50,0,,2013-007601
7421,3,1,2013,06,17,016401,8100088,0,0,51,01,2209,1,vajn2209.tif,00060088.tif,ORIGINAL,1050,0164,9996,9996,704,2,9996,0,4,125,0,,2013-016401
6633,3,1,2013,06,08,004701,8100088,0,0,51,01,1102,1,vajn1102.tif,00059318.tif,ORIGINAL,1050,0047,9996,9996,705,2,9996,0,6,42,0,,2013-004701
7415,1,1,2013,06,09,007402,8100091,0,0,51,02,1111,1,vajn1111.tif,00059493.tif,ORIGINAL,1050,0074,9996,9996,705,2,9996,0,6,82,0,,2013-007402
7415,1,1,2013,06,18,017701,8100002,0,0,51,01,2210,1,vajn2210.tif,00060149.tif,ORIGINAL,1050,0177,9996,9996,708,2,9996,0,3,91,0,,2013-017701
6936,5,1,2013,06,15,010204,0471493,0,0,24,04,1109,1,mdjn1109.tif,00059619.tif,ORIGINAL,1050,0102,9996,9996,709,1,9996,0,4,16,0,,2013-010204
6936,5,1,2013,06,15,010211,0471493,0,0,24,11,1109,1,mdjn1109.tif,00059633.tif,ORIGINAL,1050,0102,9996,9996,713,1,9996,0,1,21,0,,2013-010211
6936,5,1,2013,06,15,010204,0471493,0,0,24,04,1109,1,mdjn1109.tif,00059619.tif,ORIGINAL,1050,0102,9996,9996,714,2,9996,0,1,17,0,,2013-010204
7415,1,1,2013,06,23,025802,8100002,1,0,51,02,1116,1,vajn1116.tif,00060705.tif,ORIGINAL,1050,0258,9996,9996,714,2,9996,0,8,102,0,,2013-025802
7421,1,1,2013,06,16,015502,8100002,0,0,51,02,1113,1,vajn1113.tif,00060047.tif,ORIGINAL,1050,0155,9996,9996,715,2,9996,0,2,121,0,,2013-015502
6936,5,1,2013,06,15,010204,0471493,0,0,24,04,1109,1,mdjn1109.tif,00059619.tif,ORIGINAL,1050,0102,9996,9996,721,2,9996,0,2,18,0,,2013-010204
7415,1,1,2013,06,18,017701,8100002,0,0,51,01,2210,1,vajn2210.tif,00060149.tif,ORIGINAL,1050,0177,9996,9996,721,1,9996,0,2,92,0,,2013-017701
6936,5,1,2013,06,15,010209,0471493,0,0,24,09,1109,1,mdjn1109.tif,00059629.tif,ORIGINAL,1050,0102,9996,9996,722,1,9996,0,1,20,0,,2013-010209
6633,3,1,2013,06,16,015705,8100088,0,1,51,05,1201,1,vajn1201.tif,00060063.tif,ORIGINAL,1050,0157,9996,9996,722,2,9996,0,3,65,0,,2013-015705
7421,1,1,2013,06,22,021302,8100091,1,0,51,02,1202,1,vajn1202.tif,00060358.tif,ORIGINAL,1050,0213,9996,9996,722,2,9996,0,2,127,0,,2013-021302
7415,1,1,2013,06,23,025801,8100002,0,0,51,01,1116,1,vajn1116.tif,00060703.tif,ORIGINAL,1050,0258,9996,9996,728,2,9996,0,2,99,0,,2013-025801
7421,1,1,2013,06,16,015502,8100002,0,0,51,02,1113,1,vajn1113.tif,00060047.tif,ORIGINAL,1050,0155,9996,9996,738,2,9996,0,5,122,0,,2013-015502
6633,3,1,2013,06,08,004701,8100088,0,1,51,01,1102,1,vajn1102.tif,00059318.tif,ORIGINAL,1050,0047,9996,9996,742,1,9996,0,5,43,0,,2013-004701
6936,5,1,2013,06,15,010202,0471493,0,0,24,02,1109,1,mdjn1109.tif,00059615.tif,ORIGINAL,1050,0102,9996,9996,744,2,9996,0,1,15,0,,2013-010202
7415,1,1,2013,06,18,017701,8100002,0,1,51,01,2210,1,vajn2210.tif,00060149.tif,ORIGINAL,1050,0177,9996,9996,744,2,9996,0,8,93,0,,2013-017701
7472,2,1,2013,06,15,011801,0470022,0,1,24,01,1103,1,mdjn1103.tif,00059759.tif,ORIGINAL,1050,0118,9996,9996,747,1,9996,0,6,27,0,,2013-011801
7415,1,1,2013,06,27,026704,8100002,0,0,51,04,2211,1,vajn2211.tif,00060754.tif,ORIGINAL,1050,0267,9996,9996,747,1,9996,0,2,111,0,,2013-026704
2836,1,1,2013,06,17,016201,8100002,0,0,51,01,2201,1,vajn2201.tif,00060078.tif,ORIGINAL,1050,0162,9996,9996,751,2,9996,0,5,33,0,,2013-016201
6633,1,1,2013,06,15,012103,8100091,0,0,51,03,1112,1,vajn1112.tif,00059777.tif,ORIGINAL,1050,0121,9996,9996,755,1,9996,0,1,61,0,,2013-012103
7415,1,1,2013,06,27,026701,8100002,0,0,51,01,2211,1,vajn2211.tif,00060748.tif,ORIGINAL,1050,0267,9996,9996,757,2,9996,0,6,105,0,,2013-026701
6936,5,1,2013,06,20,016804,0471493,0,0,24,04,2201,1,mdjn2201.tif,00060114.tif,ORIGINAL,1050,0168,9996,9996,758,2,9996,0,1,26,0,,2013-016804
7427,3,1,2013,06,20,017001,0090900,0,1,34,01,2205,1,njjn2205.tif,00060126.tif,ORIGINAL,1050,0170,9996,9996,760,2,9996,0,2,28,0,,2013-017001
6633,1,1,2013,06,21,024601,8100091,0,0,51,01,2202,1,vajn2202.tif,00060608.tif,ORIGINAL,1050,0246,9996,9996,760,2,9996,0,10,70,0,,2013-024601
6633,1,1,2013,06,20,021501,8100002,0,0,51,01,2116,1,vajn2116.tif,00060366.tif,ORIGINAL,1050,0215,9996,9996,763,2,9996,0,6,66,0,,2013-021501
7421,1,1,2013,06,16,015501,8100002,0,0,51,01,1113,1,vajn1113.tif,00060045.tif,ORIGINAL,1050,0155,9996,9996,765,2,9996,0,6,118,0,,2013-015501
6936,5,1,2013,06,16,014402,0471493,0,0,24,02,1204,1,mdjn1204.tif,00059994.tif,ORIGINAL,1050,0144,9996,9996,766,1,9996,0,1,24,0,,2013-014402
7415,3,1,2013,06,05,003901,8100088,0,0,51,01,2111,1,vajn2111.tif,00059292.tif,ORIGINAL,1050,0039,9996,9996,770,1,9996,0,8,77,0,,2013-003901
7415,1,1,2013,06,23,025801,8100002,0,0,51,01,1116,1,vajn1116.tif,00060703.tif,ORIGINAL,1050,0258,9996,9996,770,2,9996,0,4,100,0,,2013-025801
6633,1,1,2013,06,15,012103,8100091,0,0,51,03,1112,1,vajn1112.tif,00059777.tif,ORIGINAL,1050,0121,9996,9996,771,1,9996,0,3,62,0,,2013-012103
7415,1,1,2013,06,09,007407,8100002,0,0,51,07,1111,1,vajn1111.tif,00059502.tif,ORIGINAL,1050,0074,9996,9996,775,1,9996,0,3,83,0,,2013-007407
7415,1,1,2013,06,27,026701,8100002,0,0,51,01,2211,1,vajn2211.tif,00060748.tif,ORIGINAL,1050,0267,9996,9996,779,2,9996,0,4,106,0,,2013-026701
7415,1,1,2013,06,18,017701,8100002,0,1,51,01,2210,1,vajn2210.tif,00060149.tif,ORIGINAL,1050,0177,9996,9996,782,1,9996,0,6,94,0,,2013-017701
6447,8,1,2013,06,09,006101,0010039,0,0,51,01,1105,1,vajn1105.tif,00059428.tif,ORIGINAL,1050,0061,9996,9996,783,2,9996,0,1,36,0,,2013-006101
7415,1,1,2013,06,27,026702,8100091,0,0,51,02,2211,1,vajn2211.tif,00060750.tif,ORIGINAL,1050,0267,9996,9996,788,1,9996,0,1,108,0,,2013-026702
6633,3,1,2013,06,01,001201,8100088,0,1,51,01,1205,1,vajn1205.tif,00059203.tif,ORIGINAL,1050,0012,9996,9996,793,2,9996,0,3,37,0,,2013-001201
7421,1,1,2013,06,16,015502,8100002,0,0,51,02,1113,1,vajn1113.tif,00060047.tif,ORIGINAL,1050,0155,9996,9996,794,2,9996,0,3,123,0,,2013-015502
7415,1,1,2013,06,18,017701,8100002,0,1,51,01,2210,1,vajn2210.tif,00060149.tif,ORIGINAL,1050,0177,9996,9996,795,1,9996,0,9,95,0,,2013-017701
6633,1,1,2013,06,21,024601,8100091,0,0,51,01,2202,1,vajn2202.tif,00060608.tif,ORIGINAL,1050,0246,9996,9996,799,2,9996,0,7,71,0,,2013-024601
2836,3,1,2013,06,13,009101,8100088,0,0,51,01,2112,1,vajn2112.tif,00059564.tif,ORIGINAL,1050,0091,9996,9996,802,1,9996,0,6,32,0,,2013-009101
6633,1,1,2013,06,21,024601,8100091,0,0,51,01,2202,1,vajn2202.tif,00060608.tif,ORIGINAL,1050,0246,9996,9996,803,2,9996,0,6,72,0,,2013-024601
6633,1,1,2013,06,15,012102,8100091,0,0,51,02,1112,1,vajn1112.tif,00059775.tif,ORIGINAL,1050,0121,9996,9996,804,1,9996,0,1,57,0,,2013-012102
6633,2,1,2013,06,27,026603,8100387,0,0,51,03,2122,1,vajn2122.tif,00060744.tif,ORIGINAL,1050,0266,9996,9996,807,2,9996,0,2,75,0,,2013-026603
6633,3,1,2013,06,11,007601,8100088,0,0,51,01,2206,1,vajn2206.tif,00059508.tif,ORIGINAL,1050,0076,9996,9996,810,2,9996,0,6,51,0,,2013-007601
6633,1,1,2013,06,20,021501,8100002,0,0,51,01,2116,1,vajn2116.tif,00060366.tif,ORIGINAL,1050,0215,9996,9996,811,2,9996,0,1,67,0,,2013-021501
2836,1,1,2013,06,17,016201,8100002,0,0,51,01,2201,1,vajn2201.tif,00060078.tif,ORIGINAL,1050,0162,9996,9996,813,2,9996,0,4,34,0,,2013-016201
7415,1,1,2013,06,09,007407,8100002,0,0,51,07,1111,1,vajn1111.tif,00059502.tif,ORIGINAL,1050,0074,9996,9996,813,2,9996,0,2,84,0,,2013-007407
7421,3,1,2013,06,17,016401,8100088,0,0,51,01,2209,1,vajn2209.tif,00060088.tif,ORIGINAL,1050,0164,9996,9996,814,2,9996,0,3,126,0,,2013-016401
7421,1,1,2013,06,16,015501,8100002,0,0,51,01,1113,1,vajn1113.tif,00060045.tif,ORIGINAL,1050,0155,9996,9996,815,1,9996,0,8,119,0,,2013-015501
7421,1,1,2013,06,16,015502,8100002,0,0,51,02,1113,1,vajn1113.tif,00060047.tif,ORIGINAL,1050,0155,9996,9996,815,2,9996,0,1,124,0,,2013-015502
6633,3,1,2013,06,01,001203,8100088,0,0,51,03,1205,1,vajn1205.tif,00059207.tif,ORIGINAL,1050,0012,9996,9996,820,2,9996,0,4,40,0,,2013-001203
6633,3,1,2013,06,01,001202,8100088,0,0,51,02,1205,1,vajn1205.tif,00059205.tif,ORIGINAL,1050,0012,9996,9996,821,2,9996,0,3,38,0,,2013-001202
6633,3,1,2013,06,09,005805,8100088,0,0,51,05,1208,1,vajn1208.tif,00059413.tif,ORIGINAL,1050,0058,9996,9996,821,1,9996,0,6,46,0,,2013-005805
7415,3,1,2013,06,05,003901,8100088,0,0,51,01,2111,1,vajn2111.tif,00059292.tif,ORIGINAL,1050,0039,9996,9996,824,2,9996,0,7,78,0,,2013-003901
6633,3,1,2013,06,09,005805,8100088,0,0,51,05,1208,1,vajn1208.tif,00059413.tif,ORIGINAL,1050,0058,9996,9996,826,1,9996,0,8,47,0,,2013-005805
6936,5,1,2013,06,15,010216,0471493,0,0,24,16,1109,1,mdjn1109.tif,00059641.tif,ORIGINAL,1050,0102,9996,9996,827,1,9996,0,1,23,0,,2013-010216
6936,5,1,2013,06,15,010204,0471493,0,0,24,04,1109,1,mdjn1109.tif,00059619.tif,ORIGINAL,1050,0102,9996,9996,828,2,9996,0,3,19,0,,2013-010204
6936,5,1,2013,06,15,010211,0471493,0,0,24,11,1109,1,mdjn1109.tif,00059633.tif,ORIGINAL,1050,0102,9996,9996,829,2,9996,0,2,22,0,,2013-010211
7415,1,1,2013,06,27,026701,8100002,0,0,51,01,2211,1,vajn2211.tif,00060748.tif,ORIGINAL,1050,0267,9996,9996,830,1,9996,0,5,107,0,,2013-026701
7415,1,1,2013,06,23,025801,8100002,0,0,51,01,1116,1,vajn1116.tif,00060703.tif,ORIGINAL,1050,0258,9996,9996,831,1,9996,0,3,101,0,,2013-025801
6478,7,1,2013,06,22,019306,0470938,0,0,24,06,1116,1,mdjn1116.tif,00060642.tif,ORIGINAL,1050,0193,9996,9996,835,2,9996,0,4,12,0,,2013-019306
7415,1,1,2013,06,27,026704,8100002,0,0,51,04,2211,1,vajn2211.tif,00060754.tif,ORIGINAL,1050,0267,9996,9996,835,2,9996,0,4,112,0,,2013-026704
7415,3,1,2013,06,05,003901,8100088,0,0,51,01,2111,1,vajn2111.tif,00059292.tif,ORIGINAL,1050,0039,9996,9996,841,2,9996,0,9,79,0,,2013-003901
6478,7,1,2013,06,22,019306,0470938,0,0,24,06,1116,1,mdjn1116.tif,00060642.tif,ORIGINAL,1050,0193,9996,9996,842,2,9996,0,3,13,0,,2013-019306
6633,3,1,2013,06,01,001202,8100088,0,0,51,02,1205,1,vajn1205.tif,00059205.tif,ORIGINAL,1050,0012,9996,9996,844,2,9996,0,2,39,0,,2013-001202
6633,1,1,2013,06,21,024601,8100091,0,0,51,01,2202,1,vajn2202.tif,00060608.tif,ORIGINAL,1050,0246,9996,9996,846,2,9996,0,9,73,0,,2013-024601
7415,1,1,2013,06,27,026703,8100091,0,0,51,03,2211,1,vajn2211.tif,00060752.tif,ORIGINAL,1050,0267,9996,9996,848,1,9996,0,3,109,0,,2013-026703
7421,1,1,2013,06,05,004802,8100091,0,0,51,02,2110,1,vajn2110.tif,00059324.tif,ORIGINAL,1050,0048,9996,9996,850,2,9996,0,1,114,0,,2013-004802
7415,1,1,2013,06,12,009001,8100002,0,0,51,01,2103,1,vajn2103.tif,00059560.tif,ORIGINAL,1050,0090,9996,9996,852,1,9996,0,2,85,0,,2013-009001
6633,1,1,2013,06,15,012102,8100091,0,0,51,02,1112,1,vajn1112.tif,00059775.tif,ORIGINAL,1050,0121,9996,9996,856,2,9996,0,4,58,0,,2013-012102
6633,1,1,2013,06,20,021501,8100002,0,0,51,01,2116,1,vajn2116.tif,00060366.tif,ORIGINAL,1050,0215,9996,9996,866,2,9996,0,2,68,0,,2013-021501
7472,8,3,2013,06,16,015601,0010039,0,0,51,01,1114,1,vajn1114.tif,00060051.tif,ORIGINAL,1050,0156,9996,9996,868,1,9996,0,1,129,0,,2013-015601
7415,1,1,2013,06,12,009001,8100002,0,0,51,01,2103,1,vajn2103.tif,00059560.tif,ORIGINAL,1050,0090,9996,9996,874,2,9996,0,3,86,0,,2013-009001
6633,3,1,2013,06,09,005808,8100088,0,0,51,08,1208,1,vajn1208.tif,00059419.tif,ORIGINAL,1050,0058,9996,9996,877,2,9996,0,3,48,0,,2013-005808
2836,1,1,2013,06,17,016201,8100002,0,0,51,01,2201,1,vajn2201.tif,00060078.tif,ORIGINAL,1050,0162,9996,9996,889,2,9996,0,3,35,0,,2013-016201
7415,1,1,2013,06,23,025804,8100091,0,0,51,04,1116,1,vajn1116.tif,00060709.tif,ORIGINAL,1050,0258,9996,9996,899,1,9996,0,2,103,0,,2013-025804
7415,1,1,2013,06,12,009001,8100002,0,0,51,01,2103,1,vajn2103.tif,00059560.tif,ORIGINAL,1050,0090,9996,9996,901,2,9996,0,1,87,0,,2013-009001
6633,3,1,2013,06,08,004701,8100088,0,0,51,01,1102,1,vajn1102.tif,00059318.tif,ORIGINAL,1050,0047,9996,9996,927,2,9996,0,4,44,0,,2013-004701
7421,1,1,2013,06,05,004802,8100091,0,0,51,02,2110,1,vajn2110.tif,00059324.tif,ORIGINAL,1050,0048,9996,9996,930,1,9996,0,5,115,0,,2013-004802
7415,2,1,2013,06,29,029701,8100387,0,0,51,01,1106,1,vajn1106.tif,00060843.tif,ORIGINAL,1050,0297,9996,9996,939,2,9996,0,1,113,0,,2013-029701
7421,3,1,2013,06,10,009202,8100088,0,0,51,02,2203,1,vajn2203.tif,00059570.tif,ORIGINAL,1050,0092,9996,9996,940,2,9996,0,3,116,0,,2013-009202
6633,3,1,2013,06,11,007601,8100088,0,0,51,01,2206,1,vajn2206.tif,00059508.tif,ORIGINAL,1050,0076,9996,9996,944,2,9996,0,10,52,0,,2013-007601
6633,3,1,2013,06,11,007601,8100088,0,0,51,01,2206,1,vajn2206.tif,00059508.tif,ORIGINAL,1050,0076,9996,9996,976,2,9996,0,9,53,0,,2013-007601
6633,3,1,2013,06,16,015702,8100088,0,0,51,02,1201,1,vajn1201.tif,00060057.tif,ORIGINAL,1050,0157,9996,9996,1093,1,9996,0,1,63,0,,2013-015702
7421,1,1,2013,06,26,026001,8100091,0,0,51,01,2121,1,vajn2121.tif,00060722.tif,ORIGINAL,1050,0260,9996,9996,1163,1,9996,0,6,128,1,LENGTH;,2013-026001
7415,1,1,2013,06,23,025807,8100002,0,0,51,07,1116,1,vajn1116.tif,00060715.tif,ORIGINAL,2161,0258,9998,1740,9996,6,9996,2,99,130,0,,2013-025807
7409,10,1,2013,06,15,012303,0299118,0,0,34,03,1211,1,njjn1211.tif,00059808.tif,ORIGINAL,3531,0123,9996,9996,1424,1,9996,0,1,133,0,,2013-012303
7453,1,1,2013,06,15,012517,0590213,0,0,36,17,1104,1,nyjn1104.tif,00059856.tif,ORIGINAL,3531,0125,9996,9996,1580,1,9996,0,1,142,0,,2013-012517
7469,3,1,2013,06,25,024203,1030589,0,1,36,03,2218,1,nyjn2218.tif,00060563.tif,ORIGINAL,3531,0242,9996,9996,1712,1,9996,0,1,145,0,,2013-024203
7475,3,1,2013,06,16,014903,0090900,0,0,34,03,1105,1,njjn1105.tif,00060015.tif,ORIGINAL,3531,0149,9996,9996,1716,1,9996,0,1,136,0,,2013-014903
7441,1,2,2013,06,22,025505,0590626,0,0,36,05,1115,1,nyjn1115.tif,00060677.tif,ORIGINAL,3531,0255,9996,9996,1750,1,9996,0,1,139,0,,2013-025505
7409,10,1,2013,06,15,012305,0299009,0,0,34,05,1211,1,njjn1211.tif,00059812.tif,ORIGINAL,3531,0123,9996,9996,1754,1,9996,0,1,134,0,,2013-012305
6936,5,1,2013,06,16,014401,0471493,0,0,24,01,1204,1,mdjn1204.tif,00059992.tif,ORIGINAL,3531,0144,9996,9996,1782,2,9996,2,1,131,0,,2013-014401
6416,6,1,2013,06,15,030804,0251005,0,0,34,04,1112,1,njjn1112.tif,00060916.tif,ORIGINAL,3531,0308,9996,9996,1783,1,9996,0,1,132,0,,2013-030804
7453,1,1,2013,06,15,012505,0590213,0,0,36,05,1104,1,nyjn1104.tif,00059832.tif,ORIGINAL,3531,0125,9996,9996,1816,2,9996,0,1,141,0,,2013-012505
7453,1,1,2013,06,15,012501,0590213,0,0,36,01,1104,1,nyjn1104.tif,00059824.tif,ORIGINAL,3531,0125,9996,9996,1876,2,9996,0,1,140,0,,2013-012501
7466,5,1,2013,06,29,029010,1030037,0,0,36,10,1120,1,nyjn1120.tif,00061116.tif,ORIGINAL,3531,0290,9996,9996,1930,1,9996,0,1,143,0,,2013-029010
7441,1,2,2013,06,22,025502,0590626,0,0,36,02,1115,1,nyjn1115.tif,00060671.tif,ORIGINAL,3531,0255,9996,9996,1954,1,9996,0,1,138,0,,2013-025502
7441,1,2,2013,06,22,025501,0590626,0,0,36,01,1115,1,nyjn1115.tif,00060669.tif,ORIGINAL,3531,0255,9996,9996,1990,1,9996,0,1,137,0,,2013-025501
7427,3,1,2013,06,15,011008,0090900,0,0,34,08,1104,1,njjn1104.tif,00059713.tif,ORIGINAL,3531,0110,9996,9996,2050,2,9996,0,1,135,0,,2013-011008
7469,3,1,2013,06,23,022101,1030169,0,1,36,01,1103,1,nyjn1103.tif,00060407.tif,ORIGINAL,3531,0221,9996,9996,2083,2,9996,0,1,144,0,,2013-022101
6633,3,1,2013,06,01,001204,8100088,0,0,51,04,1205,1,vajn1205.tif,00059209.tif,ORIGINAL,3551,0012,9996,9996,1375,1,9996,0,3,229,0,,2013-001204
6936,5,1,2013,06,01,000505,0471493,0,0,24,05,1108,1,mdjn1108.tif,00059178.tif,ORIGINAL,3551,0005,9996,9996,1377,2,9996,0,1,154,0,,2013-000505
6633,3,1,2013,06,11,007601,8100088,0,0,51,01,2206,1,vajn2206.tif,00059508.tif,ORIGINAL,3551,0076,9996,9996,1381,2,9996,0,1,230,0,,2013-007601
7345,8,1,2013,06,06,041001,0291024,0,0,34,01,2101,1,njjn2101.tif,00061135.tif,ORIGINAL,3551,0410,9996,9996,1433,2,9996,0,1,184,0,,2013-041001
7469,3,1,2013,06,25,024202,1030589,0,1,36,02,2218,1,nyjn2218.tif,00060561.tif,ORIGINAL,3551,0242,9996,9996,1499,2,9996,0,1,227,0,,2013-024202
