intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,species,batch,upprbill,lowerjaw,length,gender,curve,prep,recno,filestat,s_index,serrflag,sprobfld,id
6416,10,1,2011,06,11,010202,0290894,0,0,34,02,1211,1,njjn1211.tif,00035490.tif,4711,0102,9996,9996,965,6,986,0,4,ORIGINAL,434,0,,2011-010202
6416,10,1,2011,06,11,010202,0290894,0,0,34,02,1211,1,njjn1211.tif,00035490.tif,4711,0102,9996,9996,966,6,987,0,2,ORIGINAL,432,0,,2011-010202
6928,4,1,2011,06,26,027201,7100153,1,1,51,01,1206,1,vajn1206.tif,00036860.tif,4711,0272,9996,9996,966,6,979,0,2,ORIGINAL,487,0,,2011-027201
6936,3,1,2011,06,02,001102,0470853,0,0,24,02,2205,1,mdjn2205.tif,00035048.tif,4711,0011,9996,9996,974,6,9997,0,2,ORIGINAL,370,0,,2011-001102
6708,11,1,2011,06,18,016804,0091131,0,0,34,04,1103,1,njjn1103.tif,00035832.tif,4711,0168,9996,9996,974,6,996,0,2,ORIGINAL,462,0,,2011-016804
7367,9,1,2011,06,22,029301,0290813,0,0,34,01,2104,1,njjn2104.tif,00036931.tif,4711,0293,9996,9996,976,6,985,0,4,ORIGINAL,471,0,,2011-029301
6936,5,1,2011,06,27,025801,0471493,0,1,24,01,2104,1,mdjn2104.tif,00036555.tif,4711,0258,9996,9996,977,6,992,0,2,ORIGINAL,386,0,,2011-025801
6936,5,1,2011,06,27,025803,0471493,0,0,24,03,2104,1,mdjn2104.tif,00036559.tif,4711,0258,9996,9996,978,6,991,0,3,ORIGINAL,394,0,,2011-025803
7326,3,1,2011,06,26,024508,0470853,0,0,24,08,1104,1,mdjn1104.tif,00036454.tif,4711,0245,9996,9996,980,6,1025,0,1,ORIGINAL,410,0,,2011-024508
6555,7,1,2011,06,11,009707,0470938,0,0,24,07,1102,1,mdjn1102.tif,00035457.tif,4711,0097,9996,9996,983,6,988,0,1,ORIGINAL,344,0,,2011-009707
7367,9,1,2011,06,22,029301,0290813,0,0,34,01,2104,1,njjn2104.tif,00036931.tif,4711,0293,9996,9996,987,6,1000,0,1,ORIGINAL,468,0,,2011-029301
7392,1,1,2011,06,26,027404,8100091,0,0,51,04,1207,1,vajn1207.tif,00036758.tif,4711,0274,9996,9996,988,6,991,0,1,ORIGINAL,491,0,,2011-027404
7326,7,1,2011,06,25,025706,0470938,0,0,24,06,1111,1,mdjn1111.tif,00036551.tif,4711,0257,9996,9996,990,6,1010,0,3,ORIGINAL,422,0,,2011-025706
6708,3,1,2011,06,04,006102,0090062,0,1,34,02,1201,1,njjn1201.tif,00035303.tif,4711,0061,9996,9996,993,6,1032,2,4,ORIGINAL,449,0,,2011-006102
7392,1,1,2011,06,26,027404,8100091,0,1,51,04,1207,1,vajn1207.tif,00036758.tif,4711,0274,9996,9996,995,6,1047,0,2,ORIGINAL,492,0,,2011-027404
6783,3,1,2011,06,22,023504,0470853,0,0,24,04,2111,1,mdjn2111.tif,00036339.tif,4711,0235,9996,9996,998,6,1021,0,2,ORIGINAL,356,1,LENGTH;,2011-023504
6708,11,1,2011,06,18,016804,0091131,0,0,34,04,1103,1,njjn1103.tif,00035832.tif,4711,0168,9996,9996,998,6,1044,0,3,ORIGINAL,463,1,LENGTH;,2011-016804
7326,3,1,2011,06,26,024508,0470853,0,0,24,08,1104,1,mdjn1104.tif,00036454.tif,4711,0245,9996,9996,1000,6,9997,0,2,ORIGINAL,411,0,,2011-024508
7326,7,1,2011,06,25,025703,0470938,0,0,24,03,1111,1,mdjn1111.tif,00036545.tif,4711,0257,9996,9996,1000,6,1040,0,1,ORIGINAL,417,0,,2011-025703
7326,7,1,2011,06,25,025703,0470938,0,0,24,03,1111,1,mdjn1111.tif,00036545.tif,4711,0257,9996,9996,1000,6,1030,0,2,ORIGINAL,418,0,,2011-025703
7326,7,1,2011,06,25,025706,0470938,0,0,24,06,1111,1,mdjn1111.tif,00036551.tif,4711,0257,9996,9996,1000,6,1040,0,2,ORIGINAL,421,0,,2011-025706
7367,9,1,2011,06,22,029301,0290813,0,0,34,01,2104,1,njjn2104.tif,00036931.tif,4711,0293,9996,9996,1005,6,1015,0,2,ORIGINAL,469,0,,2011-029301
6555,7,1,2011,06,11,009707,0470938,0,0,24,07,1102,1,mdjn1102.tif,00035457.tif,4711,0097,9996,9996,1006,6,1010,0,2,ORIGINAL,345,0,,2011-009707
6708,11,1,2011,06,18,016801,0091131,0,0,34,01,1103,1,njjn1103.tif,00035826.tif,4711,0168,9996,9996,1006,6,1032,0,1,ORIGINAL,459,0,,2011-016801
6778,8,1,2011,06,25,028205,0010039,0,1,51,05,1107,1,vajn1107.tif,00036825.tif,4711,0282,9996,9996,1007,6,1010,0,1,ORIGINAL,481,1,CURVE VS. LENGTH;,2011-028205
7370,3,1,2011,06,19,023002,0090900,0,0,34,02,1110,1,njjn1110.tif.tif,00036315.tif,4711,0230,9996,9996,1010,6,1093,0,1,ORIGINAL,473,0,,2011-023002
6778,7,1,2011,06,26,029402,0010024,0,1,51,02,1108,1,vajn1108.tif,00036937.tif,4711,0294,9996,9996,1014,6,1029,0,2,ORIGINAL,485,0,,2011-029402
7326,7,1,2011,06,25,025702,0470938,0,1,24,02,1111,1,mdjn1111.tif,00036543.tif,4711,0257,9996,9996,1020,6,1070,0,1,ORIGINAL,415,0,,2011-025702
7326,7,1,2011,06,25,025706,0470938,0,0,24,06,1111,1,mdjn1111.tif,00036551.tif,4711,0257,9996,9996,1020,6,1050,0,5,ORIGINAL,424,0,,2011-025706
6783,3,1,2011,06,27,025903,0470853,0,0,24,03,2113,1,mdjn2113.tif,00036567.tif,4711,0259,9996,9996,1022,6,1032,0,2,ORIGINAL,366,0,,2011-025903
6708,3,1,2011,06,26,026104,0090063,0,0,34,04,1112,1,njjn1112.tif,00036597.tif,4711,0261,9996,9996,1023,6,1052,0,1,ORIGINAL,465,0,,2011-026104
7392,1,1,2011,06,26,027401,8100002,0,0,51,01,1207,1,vajn1207.tif,00036752.tif,4711,0274,9996,9996,1023,6,1028,0,1,ORIGINAL,489,0,,2011-027401
6783,3,1,2011,06,27,025903,0470853,0,0,24,03,2113,1,mdjn2113.tif,00036567.tif,4711,0259,9996,9996,1030,6,1045,0,3,ORIGINAL,367,0,,2011-025903
7326,3,1,2011,06,26,024508,0470853,0,0,24,08,1104,1,mdjn1104.tif,00036454.tif,4711,0245,9996,9996,1030,6,9997,0,3,ORIGINAL,412,0,,2011-024508
6783,3,1,2011,06,22,023502,0470853,0,0,24,02,2111,1,mdjn2111.tif,00036335.tif,4711,0235,9996,9996,1031,6,1055,0,6,ORIGINAL,354,0,,2011-023502
6708,11,1,2011,06,18,016805,0091131,0,0,34,05,1103,1,njjn1103.tif,00035834.tif,4711,0168,9996,9996,1031,6,1053,0,1,ORIGINAL,464,0,,2011-016805
6778,8,1,2011,06,25,028205,0010039,0,1,51,05,1107,1,vajn1107.tif,00036825.tif,4711,0282,9996,9996,1032,6,1036,0,3,ORIGINAL,483,0,,2011-028205
6783,3,1,2011,06,22,023504,0470853,0,0,24,04,2111,1,mdjn2111.tif,00036339.tif,4711,0235,9996,9996,1040,6,1072,0,1,ORIGINAL,355,0,,2011-023504
6936,5,1,2011,06,22,022302,0471493,0,0,24,02,2112,1,mdjn2112.tif,00036270.tif,4711,0223,9996,9996,1047,6,1065,0,2,ORIGINAL,383,0,,2011-022302
7326,7,1,2011,06,25,025702,0470938,0,1,24,02,1111,1,mdjn1111.tif,00036543.tif,4711,0257,9996,9996,1050,6,1100,0,2,ORIGINAL,416,0,,2011-025702
7392,1,1,2011,06,26,027403,8100002,0,0,51,03,1207,1,vajn1207.tif,00036756.tif,4711,0274,9996,9996,1104,6,1114,0,1,ORIGINAL,490,0,,2011-027403
6783,2,1,2011,06,05,002401,0051599,0,1,10,01,1101,1,dejn1101.tif,00035110.tif,4711,0024,9996,9996,1119,6,1134,0,3,ORIGINAL,330,0,,2011-002401
6416,6,1,2011,06,26,026213,0251050,0,0,34,13,1206,1,njjn1206.tif,00036672.tif,4711,0262,9996,9996,1129,6,1152,0,2,ORIGINAL,445,0,,2011-026213
6936,5,1,2011,06,22,022301,0471493,0,0,24,01,2112,1,mdjn2112.tif,00036268.tif,4711,0223,9996,9996,1148,6,1163,0,2,ORIGINAL,381,0,,2011-022301
6936,5,1,2011,06,20,018202,0471493,0,0,24,02,2207,1,mdjn2207.tif,00035939.tif,4711,0182,9996,9996,1265,6,1351,0,1,ORIGINAL,377,1,LENGTH;,2011-018202
6416,10,1,2011,06,11,010202,0290894,0,0,34,02,1211,1,njjn1211.tif,00035490.tif,4711,0102,9996,9996,1266,6,1292,0,1,ORIGINAL,431,1,LENGTH;,2011-010202
6416,10,1,2011,06,16,017601,0290894,0,0,34,01,2206,1,njjn2206.tif,00035920.tif,4711,0176,9996,9996,1268,6,1286,0,4,ORIGINAL,436,1,LENGTH;,2011-017601
6416,10,1,2011,06,16,017601,0290894,0,0,34,01,2206,1,njjn2206.tif,00035920.tif,4711,0176,9996,9996,1301,6,1334,0,3,ORIGINAL,435,1,LENGTH;,2011-017601
6416,6,1,2011,06,26,026210,0251050,0,0,34,10,1206,1,njjn1206.tif,00036667.tif,4711,0262,9996,9996,1301,6,1325,0,1,ORIGINAL,444,1,LENGTH;,2011-026210
6013,10,1,2011,06,21,022401,0290894,0,0,34,01,2103,1,njjn2103.tif,00036278.tif,4711,0224,9996,9996,1302,6,1347,0,2,ORIGINAL,430,1,LENGTH;,2011-022401
6013,10,1,2011,06,21,022401,0290894,0,0,34,01,2103,1,njjn2103.tif,00036278.tif,4711,0224,9996,9996,1308,6,1352,0,1,ORIGINAL,429,1,LENGTH;,2011-022401
6633,3,1,2011,06,26,025106,8100088,0,0,51,06,1208,1,vajn1208.tif,00036509.tif,4711,0251,9996,9996,9997,6,821,0,1,ORIGINAL,479,1,LENGTH;,2011-025106
6633,1,1,2011,06,12,011001,8100091,0,0,51,01,1110,1,vajn1110.tif,00035526.tif,4720,0110,9996,9996,1009,6,9996,0,7,ORIGINAL,496,0,,2011-011001
7326,3,1,2011,06,26,024505,0470853,0,0,24,05,1104,1,mdjn1104.tif,00036448.tif,4720,0245,9996,9996,1390,6,9996,0,3,ORIGINAL,495,0,,2011-024505
6757,2,1,2011,06,25,026901,1030342,0,0,36,01,1106,1,nyjn1106.tif,00036714.tif,4801,0269,9996,9996,2224,2,9996,0,1,ORIGINAL,497,1,LENGTH;,2011-026901
6633,1,1,2011,06,19,019401,8100002,0,0,51,01,1205,1,vajn1205.tif,00036081.tif,4821,0194,9996,9996,1388,1,9996,0,1,ORIGINAL,498,1,LENGTH;,2011-019401
6855,1,1,2011,06,18,023609,0590213,0,0,36,09,1209,1,nyjn1209.tif,00036366.tif,4931,0236,9996,9996,1973,1,9996,0,1,ORIGINAL,501,0,,2011-023609
6855,1,1,2011,06,18,023632,0590213,0,0,36,32,1209,1,nyjn1209.tif,00036412.tif,4931,0236,9996,9996,2029,1,9996,0,1,ORIGINAL,509,0,,2011-023632
6855,1,1,2011,06,18,023605,0590213,0,0,36,05,1209,1,nyjn1209.tif,00036358.tif,4931,0236,9996,9996,2105,1,9996,0,1,ORIGINAL,500,0,,2011-023605
6855,1,1,2011,06,18,023623,0590213,0,0,36,23,1209,1,nyjn1209.tif,00036394.tif,4931,0236,9996,9996,2105,1,9996,0,1,ORIGINAL,504,0,,2011-023623
6855,1,1,2011,06,18,023634,0590213,0,0,36,34,1209,1,nyjn1209.tif,00036416.tif,4931,0236,9996,9996,2116,1,9996,0,1,ORIGINAL,511,0,,2011-023634
6855,1,1,2011,06,18,023635,0590213,0,0,36,35,1209,1,nyjn1209.tif,00036418.tif,4931,0236,9996,9996,2192,1,9996,0,1,ORIGINAL,512,0,,2011-023635
6855,1,1,2011,06,18,023633,0590213,1,0,36,33,1209,1,nyjn1209.tif,00036414.tif,4931,0236,9996,9996,2224,1,9996,0,1,ORIGINAL,510,0,,2011-023633
6855,1,1,2011,06,18,023616,0590213,0,0,36,16,1209,1,nyjn1209.tif,00036380.tif,4931,0236,9996,9996,2248,1,9996,0,1,ORIGINAL,502,0,,2011-023616
6855,1,1,2011,06,18,023627,0590213,0,0,36,27,1209,1,nyjn1209.tif,00036402.tif,4931,0236,9996,9996,2261,1,9996,0,1,ORIGINAL,505,0,,2011-023627
6855,1,1,2011,06,18,023619,0590213,0,0,36,19,1209,1,nyjn1209.tif,00036386.tif,4931,0236,9996,9996,2264,1,9996,0,1,ORIGINAL,503,0,,2011-023619
6757,4,2,2011,06,17,018701,1030085,0,0,36,01,2210,1,nyjn2210.tif,00035965.tif,4931,0187,9996,9996,2378,1,9996,0,1,ORIGINAL,499,0,,2011-018701
6855,1,1,2011,06,18,023628,0590213,0,0,36,28,1209,1,nyjn1209.tif,00036404.tif,4931,0236,9996,9996,2382,1,9996,0,1,ORIGINAL,506,0,,2011-023628
6855,1,1,2011,06,18,023630,0590213,0,0,36,30,1209,1,nyjn1209.tif,00036408.tif,4931,0236,9996,9996,2421,2,9996,0,1,ORIGINAL,507,0,,2011-023630
6855,1,1,2011,06,18,023631,0590213,0,0,36,31,1209,1,nyjn1209.tif,00036410.tif,4931,0236,9996,9996,2424,1,9996,0,1,ORIGINAL,508,0,,2011-023631
