tracker,upprbill,lowerjaw,length,gender,curve,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,species,batch,prep,recno,filestat,s_index,serrflag,sprobfld,id
09,9996,9996,483,2,9996,6936,5,1,2011,08,20,0471493,0,0,24,03,1111,1,mdau1111.tif,00041922.tif,1050,0943,0,2,ORIGINAL,56,0,,2011-094303
09,9996,9996,484,2,9996,6936,5,1,2011,08,20,0471493,0,0,24,17,1111,1,mdau1111.tif,00041948.tif,1050,0943,0,2,ORIGINAL,59,0,,2011-094317
09,9996,9996,484,8,9996,2836,3,1,2011,08,20,8100088,0,1,51,05,1112,1,vaau1112.tif,00042270.tif,1050,0986,0,2,ORIGINAL,143,0,,2011-098605
07,9996,9996,488,8,9996,6783,1,1,2011,08,06,0470004,0,0,24,01,1202,1,mdau1202.tif,00040332.tif,1050,0722,2,1,ORIGINAL,19,0,,2011-072201
09,9996,9996,488,8,9996,6590,1,1,2011,08,20,8100091,0,0,51,11,1111,1,vaau1111.tif,00042230.tif,1050,0985,0,3,ORIGINAL,155,0,,2011-098511
08,9996,9996,493,7,9996,6835,4,1,2011,08,13,1030085,0,1,36,06,1211,1,nyau1211.tif,00041480.tif,1050,0877,2,3,ORIGINAL,109,0,,2011-087706
08,9996,9996,493,8,9996,6590,3,1,2011,08,15,8100088,0,0,51,01,2104,1,vaau2104.tif,00041580.tif,1050,0893,0,3,ORIGINAL,150,0,,2011-089301
09,9996,9996,499,8,9996,2836,3,1,2011,08,20,8100088,0,1,51,05,1112,1,vaau1112.tif,00042270.tif,1050,0986,0,3,ORIGINAL,144,0,,2011-098605
07,9996,9996,501,8,9996,6633,3,1,2011,08,06,8100088,0,0,51,01,1201,1,vaau1201.tif,00040828.tif,1050,0782,0,1,ORIGINAL,157,0,,2011-078201
09,9996,9996,502,2,9996,6858,3,1,2011,08,23,1030175,0,0,36,01,2215,1,nyau2215.tif,00042314.tif,1050,0994,0,4,ORIGINAL,123,0,,2011-099401
07,9996,9996,502,8,9996,6633,3,1,2011,08,06,8100088,0,0,51,01,1201,1,vaau1201.tif,00040828.tif,1050,0782,0,9,ORIGINAL,165,0,,2011-078201
09,9996,9996,503,8,9996,6928,1,1,2011,08,18,8100002,0,0,51,03,2118,1,vaau2118.tif,00041774.tif,1050,0914,0,2,ORIGINAL,190,0,,2011-091403
07,9996,9996,504,2,9996,2836,3,1,2011,08,09,8100088,0,1,51,01,2102,1,vaau2102.tif,00040840.tif,1050,0785,0,1,ORIGINAL,135,0,,2011-078501
07,9996,9996,510,8,9996,6633,3,1,2011,08,06,8100088,0,0,51,01,1201,1,vaau1201.tif,00040828.tif,1050,0782,0,2,ORIGINAL,158,0,,2011-078201
07,9996,9996,511,2,9996,6633,3,1,2011,08,06,8100088,0,0,51,01,1201,1,vaau1201.tif,00040828.tif,1050,0782,0,5,ORIGINAL,161,0,,2011-078201
07,9996,9996,512,2,9996,2836,3,1,2011,08,09,8100088,0,1,51,01,2102,1,vaau2102.tif,00040840.tif,1050,0785,0,6,ORIGINAL,140,0,,2011-078501
09,9996,9996,513,8,9996,6778,7,1,2011,08,20,0010024,0,0,51,01,1102,1,vaau1102.tif,00042197.tif,1050,0984,0,4,ORIGINAL,183,0,,2011-098401
07,9996,9996,515,8,9996,6633,3,1,2011,08,06,8100088,0,0,51,01,1201,1,vaau1201.tif,00040828.tif,1050,0782,0,6,ORIGINAL,162,0,,2011-078201
07,9996,9996,518,8,9996,6783,1,1,2011,08,06,0470004,0,0,24,02,1202,1,mdau1202.tif,00040334.tif,1050,0722,0,3,ORIGINAL,22,0,,2011-072202
09,9996,9996,521,1,9996,6708,3,1,2011,08,20,0090900,0,0,34,03,1206,1,njau1206.tif,00042040.tif,1050,0954,0,1,ORIGINAL,88,0,,2011-095403
07,9996,9996,521,1,9996,6633,3,1,2011,08,06,8100088,0,0,51,01,1201,1,vaau1201.tif,00040828.tif,1050,0782,0,3,ORIGINAL,159,0,,2011-078201
07,9996,9996,523,1,9996,2836,3,1,2011,08,09,8100088,0,1,51,01,2102,1,vaau2102.tif,00040840.tif,1050,0785,0,2,ORIGINAL,136,0,,2011-078501
09,9996,9996,523,8,9996,6778,7,1,2011,08,20,0010024,0,0,51,01,1102,1,vaau1102.tif,00042197.tif,1050,0984,0,5,ORIGINAL,184,0,,2011-098401
08,9996,9996,529,8,9996,6783,5,1,2011,08,10,0471493,0,0,24,02,2207,1,mdau2207.tif,00041351.tif,1050,0806,0,3,ORIGINAL,30,0,,2011-080602
09,9996,9996,532,8,9996,6778,7,1,2011,08,20,0010024,0,0,51,01,1102,1,vaau1102.tif,00042197.tif,1050,0984,0,6,ORIGINAL,185,0,,2011-098401
10,9996,9996,540,2,9996,7365,6,1,2011,08,23,0250101,0,0,34,01,2125,1,njau2125.tif,00042370.tif,1050,1005,0,2,ORIGINAL,104,0,,2011-100501
08,9996,9996,542,8,9996,6783,3,1,2011,08,16,0470853,0,0,24,05,2104,1,mdau2104.tif,00041533.tif,1050,0889,0,5,ORIGINAL,36,0,,2011-088905
08,9996,9996,543,2,9996,7393,3,1,2011,08,04,8100088,0,0,51,01,2207,1,vaau2207.tif,00040898.tif,1050,0803,0,2,ORIGINAL,192,0,,2011-080301
09,9996,9996,545,2,9996,6936,5,1,2011,08,20,0471493,0,0,24,03,1111,1,mdau1111.tif,00041922.tif,1050,0943,0,1,ORIGINAL,55,0,,2011-094303
09,9996,9996,545,8,9996,6928,1,1,2011,08,18,8100002,0,0,51,02,2118,1,vaau2118.tif,00041772.tif,1050,0914,0,2,ORIGINAL,187,0,,2011-091402
07,9996,9996,548,2,9996,6936,7,1,2011,08,05,0470938,0,0,24,02,2116,1,mdau2116.tif,00040401.tif,1050,0732,0,5,ORIGINAL,45,0,,2011-073202
09,9996,9996,550,1,9996,7377,15,1,2011,08,18,0090415,0,1,44,01,2105,1,riau2105.tif,00041764.tif,1050,0913,2,1,ORIGINAL,125,0,,2011-091301
09,9996,9996,550,2,9996,2836,3,1,2011,08,20,8100088,0,1,51,05,1112,1,vaau1112.tif,00042270.tif,1050,0986,0,1,ORIGINAL,142,0,,2011-098605
07,9996,9996,559,8,9996,6783,1,1,2011,08,06,0470004,0,0,24,02,1202,1,mdau1202.tif,00040334.tif,1050,0722,0,5,ORIGINAL,24,0,,2011-072202
07,9996,9996,559,2,9996,2836,3,1,2011,08,09,8100088,0,1,51,01,2102,1,vaau2102.tif,00040840.tif,1050,0785,0,4,ORIGINAL,138,0,,2011-078501
09,9996,9996,560,2,9996,7377,15,1,2011,08,18,0090415,0,1,44,01,2105,1,riau2105.tif,00041764.tif,1050,0913,2,8,ORIGINAL,132,0,,2011-091301
08,9996,9996,561,2,9996,6936,7,1,2011,08,17,0470938,0,0,24,02,2205,1,mdau2205.tif,00041506.tif,1050,0884,0,4,ORIGINAL,51,0,,2011-088402
09,9996,9996,562,2,9996,6416,6,1,2011,08,20,0259005,0,0,34,08,1115,1,njau1115.tif,00042026.tif,1050,0953,0,1,ORIGINAL,84,0,,2011-095308
08,9996,9996,563,2,9996,7326,7,1,2011,08,13,0479006,0,0,24,02,1109,1,mdau1109.tif,00041085.tif,1050,0831,0,2,ORIGINAL,63,0,,2011-083102
07,9996,9996,566,8,9996,6778,7,1,2011,08,08,0011199,0,0,51,01,2208,1,vaau2208.tif,00040870.tif,1050,0794,0,1,ORIGINAL,177,0,,2011-079401
08,9996,9996,567,2,9996,6416,6,1,2011,08,13,0251808,0,0,34,10,1109,1,njau1109.tif,00041391.tif,1050,0867,0,2,ORIGINAL,82,0,,2011-086710
08,9996,9996,568,2,9996,6936,7,1,2011,08,17,0470938,0,0,24,02,2205,1,mdau2205.tif,00041506.tif,1050,0884,0,1,ORIGINAL,48,0,,2011-088402
08,9996,9996,571,8,9996,6783,3,1,2011,08,16,0470853,0,0,24,05,2104,1,mdau2104.tif,00041533.tif,1050,0889,0,4,ORIGINAL,35,0,,2011-088905
08,9996,9996,573,2,9996,6416,10,1,2011,08,11,0299009,0,0,34,01,2102,1,njau2102.tif,00041107.tif,1050,0834,0,2,ORIGINAL,79,0,,2011-083401
09,9996,9996,580,2,9996,7377,15,1,2011,08,18,0090415,0,1,44,01,2105,1,riau2105.tif,00041764.tif,1050,0913,2,5,ORIGINAL,129,0,,2011-091301
09,9996,9996,582,2,9996,6478,2,1,2011,08,13,0051599,0,0,10,05,1202,1,deau1202.tif,00041686.tif,1050,0904,0,3,ORIGINAL,5,0,,2011-090405
09,9996,9996,582,2,9996,2836,3,1,2011,08,20,8100088,0,0,51,02,1112,1,vaau1112.tif,00042264.tif,1050,0986,0,1,ORIGINAL,141,0,,2011-098602
08,9996,9996,583,2,9996,6936,7,1,2011,08,17,0470938,0,0,24,01,2205,1,mdau2205.tif,00041504.tif,1050,0884,0,3,ORIGINAL,47,0,,2011-088401
08,9996,9996,584,8,9996,6783,3,1,2011,08,16,0470853,0,0,24,05,2104,1,mdau2104.tif,00041533.tif,1050,0889,0,1,ORIGINAL,32,0,,2011-088905
09,9996,9996,584,1,9996,6928,1,1,2011,08,18,8100002,0,0,51,02,2118,1,vaau2118.tif,00041772.tif,1050,0914,0,3,ORIGINAL,188,0,,2011-091402
09,9996,9996,587,1,9996,6936,5,1,2011,08,20,0471493,0,0,24,17,1111,1,mdau1111.tif,00041948.tif,1050,0943,0,3,ORIGINAL,60,0,,2011-094317
08,9996,9996,587,1,9996,6615,1,4,2011,08,13,0590626,0,0,36,02,1106,1,nyau1106.tif,00041178.tif,1050,0844,0,4,ORIGINAL,106,0,,2011-084402
09,9996,9996,590,1,9996,7377,15,1,2011,08,18,0090415,0,1,44,01,2105,1,riau2105.tif,00041764.tif,1050,0913,2,2,ORIGINAL,126,0,,2011-091301
07,9996,9996,593,8,9996,6783,1,1,2011,08,06,0470004,0,0,24,02,1202,1,mdau1202.tif,00040334.tif,1050,0722,0,7,ORIGINAL,26,0,,2011-072202
08,9996,9996,595,1,9996,7361,11,1,2011,08,12,0090386,0,0,34,01,2111,1,njau2111.tif,00041235.tif,1050,0845,0,2,ORIGINAL,95,0,,2011-084501
07,9996,9996,596,8,9996,6783,1,1,2011,08,06,0470004,0,0,24,02,1202,1,mdau1202.tif,00040334.tif,1050,0722,0,8,ORIGINAL,27,0,,2011-072202
09,9996,9996,600,1,9996,6928,1,1,2011,08,18,8100002,0,0,51,02,2118,1,vaau2118.tif,00041772.tif,1050,0914,0,1,ORIGINAL,186,0,,2011-091402
09,9996,9996,606,1,9996,6858,3,1,2011,08,23,1030175,0,0,36,01,2215,1,nyau2215.tif,00042314.tif,1050,0994,0,3,ORIGINAL,122,0,,2011-099401
07,9996,9996,607,1,9996,6936,5,1,2011,08,04,0471493,0,0,24,01,2114,1,mdau2114.tif,00040386.tif,1050,0730,0,5,ORIGINAL,39,0,,2011-073001
08,9996,9996,609,1,9996,6858,3,1,2011,08,13,1030589,0,0,36,04,1108,1,nyau1108.tif,00041620.tif,1050,0899,0,1,ORIGINAL,114,0,,2011-089904
07,9996,9996,611,2,9996,6633,3,1,2011,08,06,8100088,0,0,51,01,1201,1,vaau1201.tif,00040828.tif,1050,0782,0,8,ORIGINAL,164,0,,2011-078201
09,9996,9996,614,2,9996,6478,2,1,2011,08,13,0051599,0,0,10,05,1202,1,deau1202.tif,00041686.tif,1050,0904,0,2,ORIGINAL,4,0,,2011-090405
09,9996,9996,614,1,9996,6708,11,1,2011,08,23,0091131,0,0,34,06,2206,1,njau2206.tif,00042158.tif,1050,0977,0,2,ORIGINAL,90,0,,2011-097706
08,9996,9996,614,2,9996,7361,11,1,2011,08,12,0090386,0,0,34,01,2111,1,njau2111.tif,00041235.tif,1050,0845,0,4,ORIGINAL,97,0,,2011-084501
07,9996,9996,615,2,9996,6936,5,1,2011,08,04,0471493,0,0,24,01,2114,1,mdau2114.tif,00040386.tif,1050,0730,0,4,ORIGINAL,38,0,,2011-073001
08,9996,9996,616,1,9996,7393,3,1,2011,08,04,8100088,0,0,51,01,2207,1,vaau2207.tif,00040898.tif,1050,0803,0,1,ORIGINAL,191,0,,2011-080301
07,9996,9996,618,2,9996,6783,1,1,2011,08,06,0470004,0,0,24,02,1202,1,mdau1202.tif,00040334.tif,1050,0722,0,2,ORIGINAL,21,0,,2011-072202
09,9996,9996,621,2,9996,6416,6,1,2011,08,20,0259005,0,0,34,08,1115,1,njau1115.tif,00042026.tif,1050,0953,0,2,ORIGINAL,85,0,,2011-095308
08,9996,9996,622,2,9996,6936,7,1,2011,08,17,0470938,0,0,24,01,2205,1,mdau2205.tif,00041504.tif,1050,0884,0,2,ORIGINAL,46,0,,2011-088401
09,9996,9996,624,2,9996,7393,1,1,2011,08,17,8100091,0,0,51,01,2212,1,vaau2212.tif,00042280.tif,1050,0990,0,2,ORIGINAL,200,0,,2011-099001
10,9996,9996,625,2,9996,7365,6,1,2011,08,23,0250101,0,0,34,01,2125,1,njau2125.tif,00042370.tif,1050,1005,0,3,ORIGINAL,105,0,,2011-100501
08,9996,9996,627,2,9996,7393,3,1,2011,08,04,8100088,0,0,51,01,2207,1,vaau2207.tif,00040898.tif,1050,0803,0,6,ORIGINAL,196,0,,2011-080301
09,9996,9996,629,2,9996,6936,5,1,2011,08,20,0471493,0,0,24,17,1111,1,mdau1111.tif,00041948.tif,1050,0943,0,4,ORIGINAL,61,0,,2011-094317
09,9996,9996,630,2,9996,6478,2,1,2011,08,13,0051599,0,0,10,07,1202,1,deau1202.tif,00041689.tif,1050,0904,0,3,ORIGINAL,8,0,,2011-090407
07,9996,9996,631,1,9996,6783,1,1,2011,08,06,0470004,0,0,24,02,1202,1,mdau1202.tif,00040334.tif,1050,0722,0,4,ORIGINAL,23,0,,2011-072202
07,9996,9996,632,2,9996,6783,1,1,2011,08,06,0470004,0,0,24,02,1202,1,mdau1202.tif,00040334.tif,1050,0722,2,6,ORIGINAL,25,0,,2011-072202
08,9996,9996,632,7,9996,7379,5,1,2011,08,16,0471493,0,1,24,01,2122,1,mdau2122.tif,00041422.tif,1050,0876,0,2,ORIGINAL,75,0,,2011-087601
08,9996,9996,633,2,9996,6757,2,1,2011,08,13,1030564,1,0,36,05,1210,1,nyau1210.tif,00041442.tif,1050,0874,0,1,ORIGINAL,107,0,,2011-087405
07,9996,9996,641,2,9996,6633,3,1,2011,08,06,8100088,0,0,51,03,1201,1,vaau1201.tif,00040832.tif,1050,0782,0,3,ORIGINAL,172,0,,2011-078203
09,9996,9996,642,2,9996,7361,2,1,2011,08,20,0019235,0,0,34,02,1114,1,njau1114.tif,00042006.tif,1050,0952,0,1,ORIGINAL,98,0,,2011-095202
09,9996,9996,643,2,9996,6590,1,1,2011,08,20,8100091,0,0,51,11,1111,1,vaau1111.tif,00042230.tif,1050,0985,0,1,ORIGINAL,153,0,,2011-098511
07,9996,9996,644,2,9996,6633,3,1,2011,08,06,8100088,0,0,51,04,1201,1,vaau1201.tif,00040834.tif,1050,0782,0,3,ORIGINAL,175,0,,2011-078204
09,9996,9996,647,1,9996,6416,6,1,2011,08,20,0259005,0,0,34,08,1115,1,njau1115.tif,00042026.tif,1050,0953,0,3,ORIGINAL,86,0,,2011-095308
09,9996,9996,647,2,9996,7377,15,1,2011,08,18,0090415,0,1,44,01,2105,1,riau2105.tif,00041764.tif,1050,0913,2,7,ORIGINAL,131,0,,2011-091301
08,9996,9996,649,2,9996,7393,3,1,2011,08,04,8100088,0,0,51,01,2207,1,vaau2207.tif,00040898.tif,1050,0803,0,7,ORIGINAL,197,0,,2011-080301
07,9996,9996,651,1,9996,6936,7,1,2011,08,05,0470938,0,0,24,02,2116,1,mdau2116.tif,00040401.tif,1050,0732,0,2,ORIGINAL,42,0,,2011-073202
09,9996,9996,660,2,9996,7377,15,1,2011,08,18,0090415,0,1,44,01,2105,1,riau2105.tif,00041764.tif,1050,0913,2,9,ORIGINAL,133,0,,2011-091301
09,9996,9996,663,2,9996,6783,2,1,2011,08,21,0051599,0,0,10,02,1204,1,deau1204.tif,00041802.tif,1050,0919,0,1,ORIGINAL,16,0,,2011-091902
08,9996,9996,664,2,9996,6936,7,1,2011,08,17,0470938,0,0,24,02,2205,1,mdau2205.tif,00041506.tif,1050,0884,0,2,ORIGINAL,49,0,,2011-088402
08,9996,9996,666,1,9996,7393,3,1,2011,08,04,8100088,0,0,51,01,2207,1,vaau2207.tif,00040898.tif,1050,0803,0,4,ORIGINAL,194,0,,2011-080301
09,9996,9996,668,2,9996,7377,15,1,2011,08,18,0090415,0,1,44,01,2105,1,riau2105.tif,00041764.tif,1050,0913,2,4,ORIGINAL,128,0,,2011-091301
08,9996,9996,672,2,9996,7393,3,1,2011,08,04,8100088,0,0,51,01,2207,1,vaau2207.tif,00040898.tif,1050,0803,0,3,ORIGINAL,193,0,,2011-080301
07,9996,9996,674,1,9996,6783,2,1,2011,08,08,0051599,1,0,10,01,2202,1,deau2202.tif,00040548.tif,1050,0757,0,1,ORIGINAL,13,0,,2011-075701
07,9996,9996,677,1,9996,6936,7,1,2011,08,05,0470938,0,0,24,02,2116,1,mdau2116.tif,00040401.tif,1050,0732,0,3,ORIGINAL,43,0,,2011-073202
07,9996,9996,681,1,9996,6708,3,1,2011,08,07,0090385,0,0,34,01,1203,1,njau1203.tif,00040432.tif,1050,0737,0,1,ORIGINAL,87,0,,2011-073701
07,9996,9996,684,2,9996,6478,2,1,2011,08,06,0051599,0,0,10,03,1101,1,deau1101.tif,00040281.tif,1050,0707,0,2,ORIGINAL,2,0,,2011-070703
07,9996,9996,685,2,9996,6936,4,3,2011,08,06,0470856,0,1,24,04,1101,1,mdau1101.tif,00040519.tif,1050,0720,0,1,ORIGINAL,37,0,,2011-072004
09,9996,9996,685,2,9996,7361,2,1,2011,08,19,0011724,0,0,34,05,2204,1,njau2204.tif,00042080.tif,1050,0958,0,3,ORIGINAL,99,0,,2011-095805
08,9996,9996,687,2,9996,6783,3,1,2011,08,16,0470853,0,0,24,05,2104,1,mdau2104.tif,00041533.tif,1050,0889,0,2,ORIGINAL,33,0,,2011-088905
07,9996,9996,688,2,9996,6783,2,1,2011,08,01,0051599,0,0,10,02,2205,1,deau2205.tif,00040291.tif,1050,0710,0,1,ORIGINAL,12,0,,2011-071002
07,9996,9996,690,1,9996,6936,7,1,2011,08,05,0470938,0,0,24,02,2116,1,mdau2116.tif,00040401.tif,1050,0732,0,4,ORIGINAL,44,0,,2011-073202
09,9996,9996,690,2,9996,7361,2,1,2011,08,19,0011724,0,0,34,05,2204,1,njau2204.tif,00042080.tif,1050,0958,0,4,ORIGINAL,100,0,,2011-095805
09,9996,9996,692,2,9996,7377,15,1,2011,08,18,0090415,0,1,44,01,2105,1,riau2105.tif,00041764.tif,1050,0913,2,10,ORIGINAL,134,0,,2011-091301
08,9996,9996,693,1,9996,6783,3,1,2011,08,16,0470853,0,0,24,03,2104,1,mdau2104.tif,00041529.tif,1050,0889,0,1,ORIGINAL,31,0,,2011-088903
09,9996,9996,693,1,9996,6708,11,1,2011,08,23,0091131,0,0,34,06,2206,1,njau2206.tif,00042158.tif,1050,0977,0,1,ORIGINAL,89,0,,2011-097706
08,9996,9996,705,1,9996,6936,7,1,2011,08,17,0470938,0,0,24,03,2205,1,mdau2205.tif,00041508.tif,1050,0884,0,1,ORIGINAL,52,0,,2011-088403
08,9996,9996,711,2,9996,6936,7,1,2011,08,17,0470938,0,0,24,03,2205,1,mdau2205.tif,00041508.tif,1050,0884,0,2,ORIGINAL,53,0,,2011-088403
08,9996,9996,711,2,9996,6778,8,3,2011,08,17,0010039,0,0,51,01,2105,1,vaau2105.tif,00041584.tif,1050,0894,0,1,ORIGINAL,179,0,,2011-089401
07,9996,9996,712,2,9996,6778,8,3,2011,08,03,0010039,0,1,51,01,2111,1,vaau2111.tif,00040846.tif,1050,0786,0,1,ORIGINAL,176,0,,2011-078601
08,9996,9996,713,2,9996,6416,10,1,2011,08,11,0299009,0,0,34,01,2102,1,njau2102.tif,00041107.tif,1050,0834,0,3,ORIGINAL,80,0,,2011-083401
09,9996,9996,713,2,9996,7393,1,1,2011,08,17,8100091,0,0,51,01,2212,1,vaau2212.tif,00042280.tif,1050,0990,0,1,ORIGINAL,199,0,,2011-099001
08,9996,9996,715,7,9996,7379,5,1,2011,08,16,0471493,0,1,24,01,2122,1,mdau2122.tif,00041422.tif,1050,0876,0,3,ORIGINAL,76,0,,2011-087601
09,9996,9996,717,2,9996,6778,7,1,2011,08,20,0010024,0,0,51,01,1102,1,vaau1102.tif,00042197.tif,1050,0984,0,1,ORIGINAL,180,0,,2011-098401
08,9996,9996,722,2,9996,6778,7,1,2011,08,10,0010024,0,0,51,02,2209,1,vaau2209.tif,00040905.tif,1050,0805,0,1,ORIGINAL,178,0,,2011-080502
09,9996,9996,723,2,9996,6478,2,1,2011,08,20,0051599,0,0,10,05,1201,1,deau1201.tif,00041863.tif,1050,0932,0,1,ORIGINAL,10,0,,2011-093205
09,9996,9996,723,2,9996,6778,7,1,2011,08,20,0010024,0,0,51,01,1102,1,vaau1102.tif,00042197.tif,1050,0984,0,2,ORIGINAL,181,0,,2011-098401
09,9996,9996,733,2,9996,7361,2,1,2011,08,19,0019235,0,0,34,06,2204,1,njau2204.tif,00042082.tif,1050,0958,0,2,ORIGINAL,102,0,,2011-095806
09,9996,9996,735,1,9996,6478,2,1,2011,08,13,0051599,0,0,10,05,1202,1,deau1202.tif,00041686.tif,1050,0904,0,1,ORIGINAL,3,0,,2011-090405
08,9996,9996,735,2,9996,6590,3,1,2011,08,15,8100088,0,0,51,01,2104,1,vaau2104.tif,00041580.tif,1050,0893,0,5,ORIGINAL,152,0,,2011-089301
08,9996,9996,744,2,9996,6590,3,1,2011,08,15,8100088,0,0,51,01,2104,1,vaau2104.tif,00041580.tif,1050,0893,0,2,ORIGINAL,149,0,,2011-089301
09,9996,9996,746,1,9996,6783,2,1,2011,08,21,0051599,0,0,10,01,1204,1,deau1204.tif,00041800.tif,1050,0919,0,1,ORIGINAL,14,0,,2011-091901
09,9996,9996,751,1,9996,7377,15,1,2011,08,18,0090415,0,1,44,01,2105,1,riau2105.tif,00041764.tif,1050,0913,2,3,ORIGINAL,127,0,,2011-091301
09,9996,9996,752,2,9996,6936,5,1,2011,08,20,0471493,0,0,24,17,1111,1,mdau1111.tif,00041948.tif,1050,0943,0,1,ORIGINAL,58,0,,2011-094317
07,9996,9996,762,7,9996,7379,7,1,2011,08,07,0470938,0,1,24,01,1201,1,mdau1201.tif,00040600.tif,1050,0763,0,2,ORIGINAL,71,0,,2011-076301
08,9996,9996,768,2,9996,6757,2,1,2011,08,13,1030564,1,0,36,05,1210,1,nyau1210.tif,00041442.tif,1050,0874,0,2,ORIGINAL,108,0,,2011-087405
08,9996,9996,787,2,9996,7326,7,1,2011,08,13,0479006,0,0,24,02,1109,1,mdau1109.tif,00041085.tif,1050,0831,0,1,ORIGINAL,62,0,,2011-083102
