faxno,batch,stcode,intcode,tifno,cluster,control,sitetype,q11a,filestat,docno,month,day,tracker,year,enterr,interr,site_no,species,upprbill,lowerjaw,length,gender,curve,recno,prep,measur,s_index,serrflag,sprobfld,id
153457347,7008,36,7519,153457348,5,2209,1,3,ORIGINAL,01,06,17,700801,2021,0,0,1030133,4677,9996,9996,950,6,964,1,0,1,1,0,,2021-700801
153457347,7008,36,7519,153457348,5,2209,1,3,ORIGINAL,01,06,17,700801,2021,0,0,1030133,4677,9996,9996,956,6,975,2,0,1,2,0,,2021-700801
VAJN2114.pdf,3174,51,7919,00160962.tif,1,2114,1,3,ORIGINAL,03,06,14,317403,2021,1,1,8100002,1050,9996,9996,525,2,9996,6,0,1,36,0,,2021-317403
VAJN2114.pdf,3174,51,7919,00160962.tif,1,2114,1,3,ORIGINAL,03,06,14,317403,2021,1,1,8100002,1050,9996,9996,530,2,9996,5,0,1,35,0,,2021-317403
VAJN2126.pdf,3450,51,7652,00162427.tif,7,2126,3,2,ORIGINAL,01,06,25,345001,2021,0,0,0010025,1050,9996,9996,546,2,9996,1,0,1,21,0,,2021-345001
VAJN2114.pdf,3174,51,7919,00160962.tif,1,2114,1,3,ORIGINAL,03,06,14,317403,2021,1,1,8100002,1050,9996,9996,549,2,9996,9,0,1,39,0,,2021-317403
VAJN1203.pdf,3448,51,7871,00162417.tif,3,1203,1,3,ORIGINAL,01,06,27,344801,2021,0,1,8100088,1050,9996,9996,561,2,9996,4,0,1,25,0,,2021-344801
VAJN2114.pdf,3174,51,7919,00160960.tif,1,2114,1,2,ORIGINAL,02,06,14,317402,2021,0,1,8100091,1050,9996,9996,567,2,9996,5,0,1,32,0,,2021-317402
VAJN2126.pdf,3450,51,7652,00162427.tif,7,2126,3,2,ORIGINAL,01,06,25,345001,2021,0,0,0010025,1050,9996,9996,629,1,9996,2,0,1,22,0,,2021-345001
VAJN2114.pdf,3174,51,7919,00160962.tif,1,2114,1,3,ORIGINAL,03,06,14,317403,2021,1,1,8100002,1050,9996,9996,630,2,9996,3,0,1,33,0,,2021-317403
VAJN2114.pdf,3174,51,7919,00160962.tif,1,2114,1,3,ORIGINAL,03,06,14,317403,2021,1,1,8100002,1050,9996,9996,645,2,9996,7,0,1,37,0,,2021-317403
VAJN2114.pdf,3174,51,7919,00160962.tif,1,2114,1,3,ORIGINAL,03,06,14,317403,2021,1,1,8100002,1050,9996,9996,650,2,9996,4,0,1,34,0,,2021-317403
VAJN2114.pdf,3174,51,7919,00160962.tif,1,2114,1,3,ORIGINAL,03,06,14,317403,2021,1,1,8100002,1050,9996,9996,653,1,9996,8,0,1,38,0,,2021-317403
VAJN2114.pdf,3174,51,7919,00160960.tif,1,2114,1,2,ORIGINAL,02,06,14,317402,2021,0,1,8100091,1050,9996,9996,660,2,9996,4,0,1,31,0,,2021-317402
VAJN1106.pdf,3404,51,6633,00162162.tif,1,1106,1,3,ORIGINAL,01,06,26,340401,2021,0,0,8100091,1050,9996,9996,680,1,9996,3,0,1,14,0,,2021-340401
VAJN1106.pdf,3404,51,6633,00162162.tif,1,1106,1,3,ORIGINAL,01,06,26,340401,2021,0,0,8100091,1050,9996,9996,726,2,9996,4,0,1,15,0,,2021-340401
VAJN1106.pdf,3404,51,6633,00162164.tif,1,1106,1,2,ORIGINAL,02,06,26,340402,2021,0,0,8100091,1050,9996,9996,761,2,9996,1,0,1,20,0,,2021-340402
VAJN2213.pdf,3222,51,7919,00161326.tif,3,2213,1,1,ORIGINAL,05,06,16,322205,2021,0,0,8100088,1050,9996,9996,770,2,9996,1,0,1,42,0,,2021-322205
NYJN2113.pdf,3053,36,7466,00160555.tif,4,2113,1,1,ORIGINAL,01,06,08,305301,2021,1,1,1030085,1050,9996,9996,837,2,9996,7,0,1,7,0,,2021-305301
NJJN2155.pdf,3400,34,7509,00162114.tif,11,2155,1,3,ORIGINAL,01,06,25,340001,2021,0,0,0091671,1050,9996,9996,838,2,9996,5,0,1,3,0,,2021-340001
NYJN2113.pdf,3053,36,7466,00160555.tif,4,2113,1,1,ORIGINAL,01,06,08,305301,2021,1,1,1030085,1050,9996,9996,841,2,9996,5,0,1,5,0,,2021-305301
VAJN2204.pdf,3451,51,7924,00162435.tif,3,2204,1,2,ORIGINAL,03,06,28,345103,2021,1,0,8100088,1050,9996,9996,855,1,9996,5,0,1,45,0,,2021-345103
VAJN2114.pdf,3174,51,7919,00160960.tif,1,2114,1,2,ORIGINAL,02,06,14,317402,2021,0,1,8100091,1050,9996,9996,860,1,9996,2,0,1,29,0,,2021-317402
NYJN2211.pdf,3028,36,7727,00160301.tif,3,2211,1,2,ORIGINAL,01,06,08,302801,2021,0,0,1030175,1050,9996,9996,867,2,9996,2,0,1,10,0,,2021-302801
NYJN1205.pdf,3143,36,7466,00160844.tif,4,1205,1,2,ORIGINAL,03,06,13,314303,2021,1,1,1030085,1050,9996,9996,870,2,9996,1,0,1,9,0,,2021-314303
VAJN2204.pdf,3451,51,7924,00162435.tif,3,2204,1,2,ORIGINAL,03,06,28,345103,2021,1,0,8100088,1050,9996,9996,872,1,9996,4,0,1,44,0,,2021-345103
NYJN2211.pdf,3028,36,7727,00160301.tif,3,2211,1,2,ORIGINAL,01,06,08,302801,2021,0,0,1030175,1050,9996,9996,890,1,9996,3,0,1,11,0,,2021-302801
VAJN1106.pdf,3404,51,6633,00162162.tif,1,1106,1,3,ORIGINAL,01,06,26,340401,2021,0,0,8100091,1050,9996,9996,896,2,9996,7,0,1,18,0,,2021-340401
VAJN2213.pdf,3222,51,7919,00161318.tif,3,2213,1,2,ORIGINAL,01,06,16,322201,2021,0,1,8100088,1050,9996,9996,896,1,9996,1,0,1,40,0,,2021-322201
VAJN1106.pdf,3404,51,6633,00162162.tif,1,1106,1,3,ORIGINAL,01,06,26,340401,2021,0,0,8100091,1050,9996,9996,921,2,9996,2,0,1,13,0,,2021-340401
VAJN1106.pdf,3404,51,6633,00162162.tif,1,1106,1,3,ORIGINAL,01,06,26,340401,2021,0,0,8100091,1050,9996,9996,929,1,9996,1,0,1,12,0,,2021-340401
VAJN2114.pdf,3174,51,7919,00160960.tif,1,2114,1,2,ORIGINAL,02,06,14,317402,2021,0,1,8100091,1050,9996,9996,930,1,9996,3,0,1,30,0,,2021-317402
VAJN1203.pdf,3448,51,7871,00162419.tif,3,1203,1,2,ORIGINAL,02,06,27,344802,2021,0,1,8100088,1050,9996,9996,934,1,9996,1,0,1,26,0,,2021-344802
VAJN2126.pdf,3450,51,7652,00162427.tif,7,2126,3,2,ORIGINAL,01,06,25,345001,2021,0,0,0010025,1050,9996,9996,938,2,9996,3,0,1,23,0,,2021-345001
VAJN2209.pdf,3099,51,7925,00160810.tif,1,2209,1,3,REVISED,02,06,10,309902,2021,0,1,8100002,1050,9996,9996,939,1,9996,3,0,1,46,0,,2021-309902
MDJN2119.pdf,3166,24,6936,00160918.tif,5,2119,1,3,ORIGINAL,03,06,15,316603,2021,0,0,0471493,1050,9996,9996,943,2,9996,1,0,1,2,0,,2021-316603
NYJN2113.pdf,3053,36,7466,00160557.tif,4,2113,1,2,ORIGINAL,02,06,08,305302,2021,1,1,1030085,1050,9996,9996,944,2,9996,3,0,1,8,0,,2021-305302
VAJN1106.pdf,3404,51,6633,00162162.tif,1,1106,1,3,ORIGINAL,01,06,26,340401,2021,0,0,8100091,1050,9996,9996,952,1,9996,8,0,1,19,0,,2021-340401
NYJN2113.pdf,3053,36,7466,00160555.tif,4,2113,1,1,ORIGINAL,01,06,08,305301,2021,1,1,1030085,1050,9996,9996,953,2,9996,6,0,1,6,0,,2021-305301
VAJN2126.pdf,3450,51,7652,00162427.tif,7,2126,3,2,ORIGINAL,01,06,25,345001,2021,0,0,0010025,1050,9996,9996,969,1,9996,4,0,1,24,0,,2021-345001
VAJN1106.pdf,3404,51,6633,00162162.tif,1,1106,1,3,ORIGINAL,01,06,26,340401,2021,0,0,8100091,1050,9996,9996,971,2,9996,5,0,1,16,0,,2021-340401
VAJN1106.pdf,3404,51,6633,00162162.tif,1,1106,1,3,ORIGINAL,01,06,26,340401,2021,0,0,8100091,1050,9996,9996,975,1,9996,6,0,1,17,0,,2021-340401
VAJN2114.pdf,3174,51,7919,00160960.tif,1,2114,1,2,ORIGINAL,02,06,14,317402,2021,0,1,8100091,1050,9996,9996,980,1,9996,1,0,1,28,0,,2021-317402
VAJN2209.pdf,3099,51,7925,00160812.tif,1,2209,1,3,ORIGINAL,03,06,10,309903,2021,0,0,8100002,1050,9996,9996,993,1,9996,1,0,1,47,0,,2021-309903
VAJN2117.pdf,3292,51,7872,00161531.tif,3,2117,1,3,ORIGINAL,02,06,18,329202,2021,0,0,8100088,1050,9996,9996,996,1,9996,4,0,1,27,0,,2021-329202
VAJN1114.pdf,3446,51,7924,00162397.tif,9,1114,3,3,ORIGINAL,01,06,27,344601,2021,0,0,8100438,1050,9996,9996,998,1,9996,1,0,1,43,1,LENGTH;,2021-344601
NYJN2113.pdf,3053,36,7466,00160555.tif,4,2113,1,1,ORIGINAL,01,06,08,305301,2021,1,1,1030085,1050,9996,9996,1003,1,9996,4,0,1,4,0,,2021-305301
DEJN2104.pdf,3253,10,6783,00161362.tif,2,2104,1,2,ORIGINAL,03,06,17,325303,2021,0,0,0051599,1050,9996,9996,1020,1,9996,1,0,1,1,0,,2021-325303
VAJN2213.pdf,3222,51,7919,00161320.tif,3,2213,1,2,ORIGINAL,02,06,16,322202,2021,0,0,8100088,1050,9996,9996,1065,1,9996,1,0,1,41,0,,2021-322202
NYJN1115.pdf,3530,36,7776,00162715.tif,1,1115,1,2,ORIGINAL,04,06,19,353004,2021,0,0,0590213,3531,9996,9996,1561,2,9996,1,0,1,53,0,,2021-353004
NYJN1115.pdf,3530,36,7776,00162711.tif,1,1115,1,2,ORIGINAL,02,06,19,353002,2021,0,0,0590213,3531,9996,9996,1578,1,9996,1,0,1,51,0,,2021-353002
NYJN1115.pdf,3530,36,7776,00162713.tif,1,1115,1,3,ORIGINAL,03,06,19,353003,2021,0,0,0590213,3531,9996,9996,1578,1,9996,1,0,1,52,0,,2021-353003
NYJN2205.pdf,3518,36,7519,00162594.tif,5,2205,1,2,ORIGINAL,10,06,25,351810,2021,1,0,1030037,3531,9996,9996,1917,1,9996,1,0,1,49,0,,2021-351810
NYJN1207.pdf,3527,36,7519,00162664.tif,5,1207,1,3,ORIGINAL,13,06,26,352713,2021,0,0,1030037,3531,9996,9996,1979,1,9996,1,0,1,50,0,,2021-352713
NJJN1103.pdf,3271,34,6416,00161451.tif,6,1103,1,2,ORIGINAL,01,06,20,327101,2021,0,0,0251808,3531,9996,9996,2143,2,9996,1,0,1,48,0,,2021-327101
NYJN1207.pdf,3527,36,7519,00162666.tif,5,1207,1,3,ORIGINAL,14,06,26,352714,2021,0,0,1030037,3551,9996,9996,1812,1,9996,1,0,1,59,0,,2021-352714
NJJN2154.pdf,3399,34,6416,00162089.tif,6,2154,1,2,ORIGINAL,03,06,25,339903,2021,0,0,0251050,3551,9996,9996,1850,1,9996,1,0,1,54,0,,2021-339903
NYJN1207.pdf,3527,36,7519,00162650.tif,5,1207,1,2,ORIGINAL,06,06,26,352706,2021,0,0,1030037,3551,9996,9996,1923,1,9996,1,0,1,58,0,,2021-352706
NYJN2205.pdf,3518,36,7519,00162596.tif,5,2205,1,2,ORIGINAL,11,06,25,351811,2021,0,0,1030037,3551,9996,9996,1957,1,9996,1,0,1,55,0,,2021-351811
NYJN1207.pdf,3527,36,7519,00162646.tif,5,1207,1,3,ORIGINAL,04,06,26,352704,2021,0,0,1030037,3551,9996,9996,1980,1,9996,1,0,1,56,0,,2021-352704
NYJN1207.pdf,3527,36,7519,00162648.tif,5,1207,1,1,ORIGINAL,05,06,26,352705,2021,0,0,1030037,3551,9996,9996,2028,1,9996,1,0,1,57,0,,2021-352705
NYJN2211.pdf,3028,36,7727,00160301.tif,3,2211,1,2,ORIGINAL,01,06,08,302801,2021,0,0,1030175,4328,2617,1758,9996,6,9996,99,0,1,60,0,,2021-302801
NYJN1111.pdf,3284,36,7727,00161511.tif,3,1111,1,2,ORIGINAL,01,06,19,328401,2021,1,0,1030175,4328,2319,1608,9996,6,9996,99,0,1,61,0,,2021-328401
NYJN1111.pdf,3284,36,7727,00161512.tif,3,1111,1,2,ORIGINAL,01,06,19,328401,2021,0,0,1030175,4328,1835,1223,9996,6,9996,119,0,1,62,0,,2021-328401
NYJN1111.pdf,3284,36,7727,00161513.tif,3,1111,1,2,ORIGINAL,01,06,19,328401,2021,0,0,1030175,4328,1580,1010,9996,6,9996,139,0,1,63,0,,2021-328401
NYJN2123.pdf,3359,36,7727,00161848.tif,3,2123,1,2,ORIGINAL,01,06,24,335901,2021,1,0,1030589,4328,9998,2142,9996,6,9996,99,0,1,64,0,,2021-335901
NJJN2206.pdf,3280,34,6416,00161487.tif,6,2206,1,2,ORIGINAL,02,06,18,328002,2021,1,0,0251050,4661,9996,9996,521,6,545,5,0,1,68,0,,2021-328002
VAJN1102.pdf,2872,51,7922,00160173.tif,1,1102,1,2,ORIGINAL,02,06,06,287202,2021,0,0,8100002,4661,9996,9996,535,6,540,2,0,1,71,0,,2021-287202
VAJN1102.pdf,2872,51,7922,00160173.tif,1,1102,1,2,ORIGINAL,02,06,06,287202,2021,0,0,8100002,4661,9996,9996,541,6,556,1,0,1,70,0,,2021-287202
NJJN1203.pdf,3396,34,6416,00162004.tif,6,1203,1,2,ORIGINAL,01,06,26,339601,2021,0,0,0259005,4661,9996,9996,544,6,567,1,0,1,69,0,,2021-339601
MDJN1103.pdf,3066,24,6447,00160606.tif,3,1103,1,2,ORIGINAL,08,06,13,306608,2021,0,0,0470853,4661,9996,9996,545,6,571,1,0,1,67,0,,2021-306608
VAJN2211.pdf,3198,51,7922,00160933.tif,1,2211,1,3,REVISED,01,06,15,319801,2021,0,1,8100002,4661,9996,9996,551,6,9997,6,2,1,72,0,,2021-319801
DEJN2103.pdf,3186,10,6783,00160970.tif,2,2103,1,3,ORIGINAL,02,06,15,318602,2021,0,0,0051599,4661,9996,9996,564,6,571,1,0,1,65,0,,2021-318602
DEJN2104.pdf,3253,10,6783,00161360.tif,2,2104,1,3,ORIGINAL,02,06,17,325302,2021,0,0,0051599,4661,9996,9996,594,6,620,1,0,1,66,0,,2021-325302
NYJN1208.pdf,3402,36,7727,00162149.tif,3,1208,1,1,ORIGINAL,02,06,26,340202,2021,0,1,1030589,4671,9996,9996,2593,6,9997,6,0,1,73,0,,2021-340202
NYJN2113.pdf,3053,36,7466,00160557.tif,4,2113,1,2,ORIGINAL,02,06,08,305302,2021,1,1,1030085,4676,9996,9996,1553,6,1579,2,0,1,74,0,,2021-305302
NYJN2211.pdf,3028,36,7727,00160301.tif,3,2211,1,2,ORIGINAL,01,06,08,302801,2021,0,0,1030175,4676,9996,9996,1790,6,1838,1,0,1,75,0,,2021-302801
NJJN2229.pdf,3196,34,7892,00161234.tif,8,2229,1,2,ORIGINAL,01,06,16,319601,2021,0,0,0291024,4677,9996,9996,685,6,717,6,0,1,131,0,,2021-319601
NJJN2229.pdf,3196,34,7892,00161234.tif,8,2229,1,2,ORIGINAL,01,06,16,319601,2021,0,0,0291024,4677,9996,9996,711,6,744,7,2,1,132,0,,2021-319601
VAJN2207.pdf,2832,51,7923,00160030.tif,1,2207,1,3,ORIGINAL,02,06,02,283202,2021,0,0,8100002,4677,9996,9996,729,6,755,3,0,1,150,0,,2021-283202
MDJN2105.pdf,2816,24,7844,00159952.tif,3,2105,1,3,ORIGINAL,01,06,03,281601,2021,0,1,0470853,4677,9996,9996,739,6,759,1,0,1,99,0,,2021-281601
DEJN1201.pdf,2849,10,6783,00160054.tif,2,1201,1,3,ORIGINAL,04,06,05,284904,2021,0,0,0051599,4677,9996,9996,740,6,775,2,0,1,80,0,,2021-284904
MDJN2208.pdf,3016,24,6936,00160261.tif,5,2208,1,3,ORIGINAL,03,06,07,301603,2021,1,0,0471493,4677,9996,9996,740,6,747,2,0,1,96,0,,2021-301603
DEJN1201.pdf,2849,10,6783,00160060.tif,2,1201,1,3,ORIGINAL,07,06,05,284907,2021,0,0,0050017,4677,9996,9996,752,6,763,1,0,1,82,0,,2021-284907
MDJN2105.pdf,2816,24,7844,00159952.tif,3,2105,1,3,ORIGINAL,01,06,03,281601,2021,0,1,0470853,4677,9996,9996,753,6,773,3,0,1,101,0,,2021-281601
MDJN2208.pdf,3016,24,6936,00160261.tif,5,2208,1,3,ORIGINAL,03,06,07,301603,2021,1,0,0471493,4677,9996,9996,756,6,764,1,0,1,95,0,,2021-301603
NJJN2122.pdf,3084,34,7508,00160730.tif,11,2122,1,2,ORIGINAL,03,06,10,308403,2021,0,0,0091131,4677,9996,9996,762,6,782,2,0,1,130,0,,2021-308403
NJJN2122.pdf,3084,34,7508,00160730.tif,11,2122,1,2,ORIGINAL,03,06,10,308403,2021,0,0,0091131,4677,9996,9996,771,6,794,1,0,1,129,0,,2021-308403
MDJN2105.pdf,2816,24,7844,00159954.tif,3,2105,1,3,ORIGINAL,02,06,03,281602,2021,0,0,0470853,4677,9996,9996,773,6,794,3,0,1,104,0,,2021-281602
MDJN2208.pdf,3016,24,6936,00160259.tif,5,2208,1,3,ORIGINAL,02,06,07,301602,2021,0,0,0471493,4677,9996,9996,778,6,786,3,0,1,94,0,,2021-301602
MDJN2205.pdf,2818,24,6936,00159970.tif,5,2205,1,3,ORIGINAL,05,06,02,281805,2021,0,0,0471493,4677,9996,9996,782,6,793,1,0,1,89,0,,2021-281805
DEJN1201.pdf,2849,10,6783,00160054.tif,2,1201,1,3,ORIGINAL,04,06,05,284904,2021,0,0,0051599,4677,9996,9996,783,6,818,3,0,1,81,0,,2021-284904
MDJN2208.pdf,3016,24,6936,00160259.tif,5,2208,1,3,ORIGINAL,02,06,07,301602,2021,0,0,0471493,4677,9996,9996,790,6,799,2,0,1,93,0,,2021-301602
NJJN2125.pdf,3157,34,6416,00160890.tif,6,2125,1,3,ORIGINAL,03,06,14,315703,2021,1,0,0251808,4677,9996,9996,796,6,821,6,0,1,127,0,,2021-315703
MDJN2205.pdf,2818,24,6936,00159968.tif,5,2205,1,3,ORIGINAL,04,06,02,281804,2021,0,0,0471493,4677,9996,9996,829,6,848,1,0,1,87,0,,2021-281804
MDJN2205.pdf,2818,24,6936,00159968.tif,5,2205,1,3,ORIGINAL,04,06,02,281804,2021,0,0,0471493,4677,9996,9996,840,6,861,2,0,1,88,0,,2021-281804
NJJN2125.pdf,3157,34,6416,00160890.tif,6,2125,1,3,ORIGINAL,03,06,14,315703,2021,1,0,0251808,4677,9996,9996,862,6,917,5,0,1,126,0,,2021-315703
MDJN2102.pdf,2813,24,6936,00159932.tif,5,2102,1,3,ORIGINAL,03,06,01,281303,2021,0,0,0471493,4677,9996,9996,883,6,898,2,0,1,86,0,,2021-281303
MDJN2102.pdf,2813,24,6936,00159932.tif,5,2102,1,3,ORIGINAL,03,06,01,281303,2021,0,0,0471493,4677,9996,9996,890,6,901,1,0,1,85,0,,2021-281303
DEJN2203.pdf,2806,10,6783,00159904.tif,2,2203,1,3,ORIGINAL,01,06,03,280601,2021,0,0,0051599,4677,9996,9996,901,6,924,1,0,1,76,0,,2021-280601
VAJN2109.pdf,2829,51,7872,00160008.tif,3,2109,1,3,ORIGINAL,01,06,02,282901,2021,0,0,8100088,4677,9996,9996,901,6,911,1,0,1,144,0,,2021-282901
MDJN2105.pdf,2816,24,7844,00159956.tif,3,2105,1,3,ORIGINAL,03,06,03,281603,2021,0,1,0470853,4677,9996,9996,905,6,929,2,0,1,106,0,,2021-281603
MDJN2105.pdf,2816,24,7844,00159954.tif,3,2105,1,3,ORIGINAL,02,06,03,281602,2021,0,0,0470853,4677,9996,9996,908,6,942,2,0,1,103,0,,2021-281602
VAJN2201.pdf,2830,51,7919,00160016.tif,1,2201,1,3,ORIGINAL,01,06,01,283001,2021,0,1,8100002,4677,9996,9996,910,6,917,5,0,1,147,0,,2021-283001
NJJN2125.pdf,3157,34,6416,00160888.tif,6,2125,1,3,ORIGINAL,02,06,14,315702,2021,1,0,0251808,4677,9996,9996,911,6,942,3,0,1,125,0,,2021-315702
NYJN1205.pdf,3143,36,7466,00160844.tif,4,1205,1,2,ORIGINAL,03,06,13,314303,2021,1,1,1030085,4677,9996,9996,912,6,931,5,0,1,135,0,,2021-314303
MDJN1101.pdf,3015,24,6936,00160241.tif,5,1101,1,3,ORIGINAL,08,06,05,301508,2021,0,0,0471493,4677,9996,9996,913,6,930,2,0,1,91,0,,2021-301508
VAJN2201.pdf,2830,51,7919,00160016.tif,1,2201,1,3,ORIGINAL,01,06,01,283001,2021,0,1,8100002,4677,9996,9996,914,6,980,3,0,1,146,0,,2021-283001
NJJN2125.pdf,3157,34,6416,00160888.tif,6,2125,1,3,ORIGINAL,02,06,14,315702,2021,1,0,0251808,4677,9996,9996,917,6,953,2,0,1,124,0,,2021-315702
MDJN2102.pdf,2813,24,6936,00159930.tif,5,2102,1,2,ORIGINAL,02,06,01,281302,2021,0,0,0471493,4677,9996,9996,918,6,932,1,0,1,83,0,,2021-281302
VAJN2207.pdf,2832,51,7923,00160030.tif,1,2207,1,3,ORIGINAL,02,06,02,283202,2021,0,0,8100002,4677,9996,9996,922,6,945,5,0,1,151,0,,2021-283202
MDJN2102.pdf,2813,24,6936,00159930.tif,5,2102,1,2,ORIGINAL,02,06,01,281302,2021,0,0,0471493,4677,9996,9996,923,6,940,2,0,1,84,0,,2021-281302
NJJN2125.pdf,3157,34,6416,00160886.tif,6,2125,1,3,ORIGINAL,01,06,14,315701,2021,0,0,0251808,4677,9996,9996,924,6,968,1,0,1,123,0,,2021-315701
VAJN2110.pdf,2834,51,7871,00160044.tif,1,2110,1,3,ORIGINAL,02,06,03,283402,2021,0,0,8100002,4677,9996,9996,925,6,990,2,0,1,142,0,,2021-283402
MDJN1101.pdf,3015,24,6936,00160241.tif,5,1101,1,3,ORIGINAL,08,06,05,301508,2021,0,0,0471493,4677,9996,9996,926,6,944,1,0,1,90,0,,2021-301508
MDJN2114.pdf,3042,24,6936,00160505.tif,5,2114,1,3,ORIGINAL,01,06,08,304201,2021,0,0,0471493,4677,9996,9996,926,6,939,1,0,1,97,0,,2021-304201
NJJN2202.pdf,3023,34,7897,00160287.tif,4,2202,1,2,ORIGINAL,01,06,07,302301,2021,0,1,0099007,4677,9996,9996,926,6,940,1,0,1,133,0,,2021-302301
VAJN2207.pdf,2832,51,7923,00160030.tif,1,2207,1,3,ORIGINAL,02,06,02,283202,2021,0,0,8100002,4677,9996,9996,928,6,935,1,0,1,148,0,,2021-283202
VAJN2207.pdf,2832,51,7923,00160033.tif,1,2207,1,2,ORIGINAL,04,06,02,283204,2021,0,0,8100091,4677,9996,9996,928,6,960,2,0,1,153,0,,2021-283204
NJJN2106.pdf,3082,34,6416,00160755.tif,6,2106,1,3,ORIGINAL,04,06,10,308204,2021,0,0,0251808,4677,9996,9996,929,6,964,2,0,1,112,0,,2021-308204
MDJN2105.pdf,2816,24,7844,00159956.tif,3,2105,1,3,ORIGINAL,03,06,03,281603,2021,0,1,0470853,4677,9996,9996,930,6,954,1,0,1,105,0,,2021-281603
NYJN2105.pdf,3358,36,7466,00161837.tif,4,2105,1,2,ORIGINAL,01,06,24,335801,2021,0,0,1030146,4677,9996,9996,936,6,951,1,0,1,141,0,,2021-335801
DEJN1201.pdf,2849,10,6783,00160054.tif,2,1201,1,3,ORIGINAL,04,06,05,284904,2021,0,0,0051599,4677,9996,9996,938,6,974,1,0,1,79,0,,2021-284904
MDJN2105.pdf,2816,24,7844,00159952.tif,3,2105,1,3,ORIGINAL,01,06,03,281601,2021,0,1,0470853,4677,9996,9996,938,6,962,2,0,1,100,0,,2021-281601
DEJN2203.pdf,2806,10,6783,00159904.tif,2,2203,1,3,ORIGINAL,01,06,03,280601,2021,0,0,0051599,4677,9996,9996,939,6,971,3,0,1,78,0,,2021-280601
NJJN2118.pdf,3019,34,6416,00160272.tif,10,2118,1,3,ORIGINAL,02,06,07,301902,2021,1,1,0290894,4677,9996,9996,941,6,973,1,0,1,107,0,,2021-301902
MDJN2114.pdf,3042,24,6936,00160509.tif,5,2114,1,3,ORIGINAL,03,06,08,304203,2021,0,0,0471493,4677,9996,9996,943,6,960,1,0,1,98,0,,2021-304203
MDJN2105.pdf,2816,24,7844,00159954.tif,3,2105,1,3,ORIGINAL,02,06,03,281602,2021,0,0,0470853,4677,9996,9996,944,6,969,1,0,1,102,0,,2021-281602
NYJN1205.pdf,3143,36,7466,00160846.tif,4,1205,1,2,ORIGINAL,04,06,13,314304,2021,0,0,1030137,4677,9996,9996,944,6,1020,1,0,1,136,0,,2021-314304
NJJN2106.pdf,3082,34,6416,00160759.tif,6,2106,1,3,ORIGINAL,06,06,10,308206,2021,0,0,0251808,4677,9996,9996,946,6,978,2,0,1,116,0,,2021-308206
NJJN2106.pdf,3082,34,6416,00160765.tif,6,2106,1,2,ORIGINAL,09,06,10,308209,2021,0,0,0251808,4677,9996,9996,946,6,992,1,0,1,121,0,,2021-308209
NJJN2106.pdf,3082,34,6416,00160765.tif,6,2106,1,2,ORIGINAL,09,06,10,308209,2021,0,0,0251808,4677,9996,9996,947,6,998,2,0,1,122,1,CURVE;,2021-308209
VAJN2109.pdf,2829,51,7872,00160010.tif,3,2109,1,3,ORIGINAL,02,06,02,282902,2021,0,1,8100088,4677,9996,9996,950,6,970,1,2,1,145,0,,2021-282902
NJJN1108.pdf,3075,34,6416,00160694.tif,10,1108,1,2,ORIGINAL,02,06,13,307502,2021,0,0,0290193,4677,9996,9996,951,6,990,1,0,1,108,0,,2021-307502
NJJN2106.pdf,3082,34,6416,00160757.tif,6,2106,1,2,ORIGINAL,05,06,10,308205,2021,0,0,0251808,4677,9996,9996,952,6,986,2,0,1,114,0,,2021-308205
MDJN2208.pdf,3016,24,6936,00160259.tif,5,2208,1,3,ORIGINAL,02,06,07,301602,2021,0,0,0471493,4677,9996,9996,962,6,976,1,0,1,92,0,,2021-301602
NJJN2106.pdf,3082,34,6416,00160761.tif,6,2106,1,3,ORIGINAL,07,06,10,308207,2021,0,0,0251808,4677,9996,9996,962,6,993,1,0,1,117,0,,2021-308207
DEJN2203.pdf,2806,10,6783,00159904.tif,2,2203,1,3,ORIGINAL,01,06,03,280601,2021,0,0,0051599,4677,9996,9996,964,6,1001,2,0,1,77,0,,2021-280601
NJJN2106.pdf,3082,34,6416,00160763.tif,6,2106,1,3,ORIGINAL,08,06,10,308208,2021,0,0,0251808,4677,9996,9996,964,6,998,2,0,1,120,1,CURVE;,2021-308208
VAJN2207.pdf,2832,51,7923,00160033.tif,1,2207,1,2,ORIGINAL,04,06,02,283204,2021,0,0,8100091,4677,9996,9996,965,6,995,1,0,1,152,0,,2021-283204
NJJN2106.pdf,3082,34,6416,00160757.tif,6,2106,1,2,ORIGINAL,05,06,10,308205,2021,0,0,0251808,4677,9996,9996,967,6,1002,1,0,1,113,0,,2021-308205
VAJN2110.pdf,2834,51,7871,00160044.tif,1,2110,1,3,ORIGINAL,02,06,03,283402,2021,0,0,8100002,4677,9996,9996,968,6,995,3,0,1,143,0,,2021-283402
NJJN2201.pdf,3022,34,7508,00160283.tif,3,2201,1,3,ORIGINAL,01,06,07,302201,2021,0,1,0090900,4677,9996,9996,970,6,997,1,0,1,128,1,CURVE;,2021-302201
VAJN2207.pdf,2832,51,7923,00160030.tif,1,2207,1,3,ORIGINAL,02,06,02,283202,2021,0,0,8100002,4677,9996,9996,970,6,986,2,0,1,149,0,,2021-283202
NJJN1207.pdf,3076,34,6416,00160703.tif,6,1207,1,3,ORIGINAL,01,06,12,307601,2021,0,0,0251808,4677,9996,9996,971,6,1003,1,0,1,110,0,,2021-307601
