tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,proxy,contact,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,tracker,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
T202,36,NY,MONTAUK MARINE BASIN,04,6,6,BUTTERFISH HOLE,7465,36,1715,2215,0037,5,1,1,2,1,7,1600,3591,3551,1,2,3,4,1,0,1,0,1,0,0,5,4050,7135,19,165,63,1,1,1,nyjn2215.tif,00060868.tif,2013,1,1,0,REVISED,06,28,19537,030204,0302,1030037,103,4,606,0,,Y,2,2013-030204
T202,36,NY,MONTAUK MARINE BASIN,05,6,6,BUTTERFISH HOLE,7465,36,1800,2215,0037,5,1,1,2,3,7,1725,3591,9996,1,2,4,6,1,0,1,0,1,1,0,3,4050,7135,28,230,67,1,1,1,nyjn2215.tif,00060873.tif,2013,0,1,0,ORIGINAL,06,28,19537,030205,0302,1030037,103,4,611,0,,Y,2,2013-030205
T202,09,CT,MONTAUK MARINE BASIN,06,6,6,RANGER WRECK,7465,36,1730,2215,0037,5,1,1,2,2,1,1700,3591,9996,1,2,4,6,0,0,1,0,0,1,0,7,4035,7147,25,200,67,1,1,1,nyjn2215.tif,00060875.tif,2013,1,0,0,ORIGINAL,06,28,19537,030206,0302,1030037,103,4,612,0,,Y,2,2013-030206
T202,36,NY,MONTAUK MARINE BASIN,07,6,6,BUTTERFISH HOLE,7465,36,1800,2215,0037,5,1,1,2,2,1,1800,3591,9996,1,2,4,6,0,0,1,0,1,0,0,4,4050,7135,30,180,67,1,2,1,nyjn2215.tif,00060877.tif,2013,0,1,0,ORIGINAL,06,28,19537,030207,0302,1030037,103,4,608,0,,Y,2,2013-030207
T202,36,NY,MONTAUK MARINE BASIN,08,6,6,BUTTERFISH HOLE,7465,36,1830,2215,0037,5,1,2,1,3,1,1800,3591,9996,1,2,3,2,0,0,1,0,1,0,0,5,4050,7135,15,150,65,1,1,1,nyjn2215.tif,00060879.tif,2013,0,0,0,ORIGINAL,06,28,19537,030208,0302,1030037,103,4,607,0,,Y,2,2013-030208
6,24,MD,6,01,6,6,BALTIMORE CANYON,6783,24,1648,2112,0938,7,1,2,1,3,1,1642,4711,9996,2,2,12,7,0,1,1,1,0,0,0,7,3814,7350,50,600,70,1,1,1,mdjn2112.tif,00060885.tif,2013,0,0,0,ORIGINAL,06,21,19530,030501,0305,0470938,047,7,211,0,,Y,1,2013-030501
6,24,MD,6,02,6,6,POOR MANS CANYON,6783,24,1735,2112,0938,7,1,1,2,2,1,1724,4711,9996,2,2,8,6,0,1,1,1,0,0,0,5,3752,7406,52,420,69,1,1,1,mdjn2112.tif,00060887.tif,2013,0,0,0,ORIGINAL,06,21,19530,030502,0305,0470938,047,7,209,0,,Y,2,2013-030502
6,24,MD,6,03,6,6,BALTIMORE CANYON,6783,24,1748,2112,0938,7,1,1,2,2,1,1744,4711,9996,2,2,7,7,0,1,1,1,0,0,0,5,3814,7350,60,600,69,1,1,1,mdjn2112.tif,00060889.tif,2013,0,0,0,ORIGINAL,06,21,19530,030503,0305,0470938,047,7,212,0,,Y,2,2013-030503
6,24,MD,6,04,6,6,POOR MANS CANYON,6783,24,1816,2112,0938,7,1,2,1,3,1,1751,4711,9996,2,2,8,7,0,1,1,1,0,0,0,6,3752,7406,58,360,69,1,2,2,mdjn2112.tif,00060891.tif,2013,1,0,0,ORIGINAL,06,21,19530,030504,0305,0470938,047,7,210,0,,Y,2,2013-030504
6,24,MD,6,05,6,6,POOR MANS CANYON,6783,24,1806,2112,0938,7,1,1,2,2,1,1800,4711,9996,2,12,9,10,0,1,1,1,0,0,0,4,3752,7406,60,420,70,1,2,1,mdjn2112.tif,00060892.tif,2013,1,0,0,ORIGINAL,06,21,19530,030505,0305,0470938,047,7,208,0,,Y,1,2013-030505
9650,24,MD,MSSA TUNAMENT,06,6,6,BALTIMORE CANYON,6783,24,1825,2112,0938,7,1,2,1,3,1,1815,4711,7777,1,2,14,8,0,1,1,1,0,0,0,3,3814,7350,60,366,68,1,1,1,mdjn2112.tif,00060894.tif,2013,1,0,0,ORIGINAL,06,21,19530,030506,0305,0470938,047,7,533,1,Q19;,Y,1,2013-030506
6,25,MA,6,01,6,LIVE LINE,PEAKED HILL,7476,25,1430,2103,0218,8,1,2,1,3,2,1400,4679,9996,2,2,3,7,0,1,0,0,0,0,1,3,4205,7008,42,150,58,1,1,1,majn2103.tif,00060898.tif,2013,0,0,0,ORIGINAL,06,17,19526,030701,0307,0230218,023,2,311,0,,Y,2,2013-030701
6,25,MA,6,02,6,LIVE LINE,STELLWAGEN BANK,7476,25,1610,2103,0218,8,1,1,2,1,2,1610,4671,9996,2,2,3,6,1,0,0,0,0,0,1,1,4216,7017,14,100,55,1,1,2,majn2103.tif,00060900.tif,2013,0,0,1,ORIGINAL,06,17,19526,030702,0307,0230218,023,2,309,0,,N,2,2013-030702
6,25,MA,7,03,6,LIVE LINE,STELLWAGEN BANK,7476,25,1520,2103,0784,8,1,1,2,1,2,1510,4671,9996,7,12,4,6,1,0,0,0,0,0,1,2,4216,7017,6,85,58,1,1,2,majn2103.tif,00060901.tif,2013,0,1,0,ORIGINAL,06,17,19526,030703,0307,0230784,023,2,314,0,,Y,2,2013-030703
6,25,MA,6,04,6,6,STELLWAGEN BANK SW,7476,25,1545,2103,0218,8,1,1,2,3,2,1545,4671,9996,2,2,5,8,0,1,0,1,0,0,0,2,4210,7015,12,90,56,1,1,2,majn2103.tif,00060902.tif,2013,0,0,0,ORIGINAL,06,17,19526,030704,0307,0230218,023,2,310,0,,N,2,2013-030704
6,25,MA,6,05,6,LIVE LINE,STELLWAGEN BANK,7476,25,1616,2103,0784,8,1,1,2,2,2,1610,4671,9996,2,2,4,9,1,0,0,0,0,0,1,2,4216,7017,14,100,57,1,1,2,majn2103.tif,00060903.tif,2013,0,1,0,ORIGINAL,06,17,19526,030705,0307,0230784,023,2,312,0,,Y,2,2013-030705
6,25,MA,6,06,6,LIVE LINE,SECRET SPOT,7476,25,1730,2103,0217,8,1,1,2,1,2,1713,4671,9996,2,2,2,6,1,0,0,0,0,0,1,2,9998,9998,998,87,58,1,1,2,majn2103.tif,00060904.tif,2013,0,1,0,ORIGINAL,06,17,19526,030706,0307,0230217,023,2,313,0,,Y,2,2013-030706
T314,34,NJ,BRETT BAILEY,01,6,6,FINGERS CENTER,6416,34,1400,1112,1005,6,1,1,2,2,1,1030,3551,3531,1,2,5,1,0,0,1,0,1,0,0,6,3931,7331,38,150,63,1,1,1,njjn1112.tif,00060909.tif,2013,1,0,0,REVISED,06,15,19524,030801,0308,0251005,025,5,714,0,,Y,2,2013-030801
T314,34,NJ,BRETT BAILEY,02,6,6,GLORY HOLE,6416,34,1445,1112,1005,6,1,1,2,3,1,1420,3551,9996,1,2,3,6,0,0,1,0,1,0,0,6,3957,7319,40,160,60,1,1,1,njjn1112.tif,00060911.tif,2013,0,0,0,ORIGINAL,06,15,19524,030802,0308,0251005,025,5,710,1,Q27;,N,1,2013-030802
T314,34,NJ,BRETT BAILEY,03,6,6,MUD HOLE,6416,34,1515,1112,1808,6,1,1,2,3,1,1500,3551,3531,1,2,4,5,0,0,1,0,1,0,0,5,4007,7334,25,180,62,1,1,1,njjn1112.tif,00060913.tif,2013,0,0,0,ORIGINAL,06,15,19524,030803,0308,0251808,025,5,711,0,,N,1,2013-030803
T314,34,NJ,BRETT BAILEY,04,6,6,FINGERS,6416,34,1600,1112,1005,6,1,1,2,2,2,1550,3551,3531,1,2,4,7,0,0,1,0,1,0,0,3,3931,7331,40,175,60,1,1,1,njjn1112.tif,00060915.tif,2013,1,0,0,ORIGINAL,06,15,19524,030804,0308,0251005,025,5,719,1,Q27;,Y,1,2013-030804
T314,34,NJ,BRETT BAILEY,05,6,6,GLORY HOLE,6416,34,1710,1112,1005,6,1,1,2,2,2,1655,3551,9996,1,2,4,8,0,0,1,0,1,0,0,5,3957,7319,40,230,62,1,1,1,njjn1112.tif,00060917.tif,2013,0,0,0,ORIGINAL,06,15,19524,030805,0308,0251005,025,5,717,0,,N,1,2013-030805
T314,34,NJ,BRETT BAILEY,06,6,6,GLORY HOLE,6416,34,1725,1112,1005,6,1,1,2,3,2,1715,3551,3531,1,2,3,9,0,0,1,0,1,0,0,3,3957,7319,40,180,63,1,1,1,njjn1112.tif,00060919.tif,2013,0,0,0,ORIGINAL,06,15,19524,030806,0308,0251005,025,5,709,0,,Y,1,2013-030806
T314,34,NJ,BRETT BAILEY,07,6,6,FINGERS,6416,34,1745,1112,1005,6,1,1,2,1,1,1730,3551,9996,1,2,4,11,0,0,1,0,1,0,0,4,3931,7331,42,180,60,1,1,1,njjn1112.tif,00060921.tif,2013,1,0,0,ORIGINAL,06,15,19524,030807,0308,0251005,025,5,715,1,Q27;,Y,2,2013-030807
T314,34,NJ,BRETT BAILEY,08,6,6,GLORY HOLE,6416,34,1810,1112,1005,6,1,1,2,2,7,1800,3551,9996,1,2,4,8,0,0,1,0,1,0,0,5,3957,7319,41,170,63,1,1,1,njjn1112.tif,00060923.tif,2013,0,1,0,ORIGINAL,06,15,19524,030808,0308,0251005,025,5,713,0,,N,1,2013-030808
T314,34,NJ,BRETT BAILEY,09,6,6,GLORY HOLE,6416,34,1820,1112,1050,6,1,2,2,3,1,1800,3551,9996,1,2,3,8,0,0,1,0,1,0,0,4,3957,7319,40,200,62,1,1,1,njjn1112.tif,00060925.tif,2013,0,0,0,ORIGINAL,06,15,19524,030809,0308,0251050,025,5,707,0,,N,2,2013-030809
T314,34,NJ,BRETT BAILEY,10,6,6,GLORY HOLE,6416,34,1835,1112,1050,6,1,1,2,2,1,1800,3551,9996,1,2,4,16,0,0,1,0,1,0,0,4,3957,7319,40,190,61,1,1,1,njjn1112.tif,00060927.tif,2013,0,0,0,ORIGINAL,06,15,19524,030810,0308,0251050,025,5,718,0,,Y,2,2013-030810
T314,34,NJ,BRETT BAILEY,11,6,6,TRIPLE WRECKS,6416,34,1850,1112,1050,6,1,1,2,2,1,1815,3551,9996,1,12,3,6,0,0,1,0,1,0,0,4,3936,7301,52,185,62,1,1,1,njjn1112.tif,00060929.tif,2013,0,0,0,ORIGINAL,06,15,19524,030811,0308,0251050,025,5,720,0,,Y,2,2013-030811
T314,34,NJ,BRETT BAILEY,12,6,6,RESOR WRECK,6416,34,1905,1112,1050,6,1,1,2,1,2,1830,3551,9996,1,1,4,9,0,0,1,0,1,1,0,2,3946,7325,42,190,63,1,1,1,njjn1112.tif,00060931.tif,2013,1,0,0,ORIGINAL,06,15,19524,030812,0308,0251050,025,5,716,0,,N,2,2013-030812
T314,34,NJ,BRETT BAILEY,13,6,6,GLORY HOLE,6416,34,1920,1112,1005,6,1,1,2,2,2,1845,3551,9996,1,2,3,9,0,0,1,0,1,0,0,6,3957,7319,41,200,60,1,1,1,njjn1112.tif,00060933.tif,2013,0,0,0,ORIGINAL,06,15,19524,030813,0308,0251005,025,5,712,1,Q27;,Y,2,2013-030813
T314,34,NJ,BRETT BAILEY,14,6,6,HASKELL,6416,34,1940,1112,1005,6,1,1,2,3,1,1910,3551,9996,1,2,4,7,0,0,1,0,1,0,0,5,3936,7301,40,180,62,1,1,1,njjn1112.tif,00060935.tif,2013,0,0,0,ORIGINAL,06,15,19524,030814,0308,0251005,025,5,708,0,,Y,2,2013-030814
6,34,NJ,6,01,6,6,SPENCER CANYON,6416,34,1345,1203,0894,10,1,2,1,3,1,1200,4711,3551,2,12,14,16,0,1,1,1,1,0,0,4,3840,7305,115,1200,68,1,1,1,njjn1203.tif,00060940.tif,2013,0,0,0,ORIGINAL,06,16,19525,030901,0309,0290894,029,5,363,1,Q19;Q25;,Y,2,2013-030901
T305,34,NJ,MAKO MANIA,01,6,6,20 FATHOM LINE,6416,34,1550,1213,0894,10,1,1,2,2,7,1430,3551,9996,1,2,4,6,0,0,1,0,1,1,0,4,9998,9998,35,120,67,1,1,1,njjn1213.tif,00060945.tif,2013,0,1,0,ORIGINAL,06,23,19532,031001,0310,0290894,029,5,694,0,,Y,2,2013-031001
T305,34,NJ,MAKO MANIA,02,6,6,TOMS CANYON,6416,34,1640,1213,0894,10,1,1,2,2,2,1630,3551,9996,1,2,5,6,0,0,1,0,1,0,0,4,3911,7242,82,560,98,1,1,1,njjn1213.tif,00060947.tif,2013,0,0,0,ORIGINAL,06,23,19532,031002,0310,0290894,029,5,687,0,,N,1,2013-031002
T305,34,NJ,MAKO MANIA,03,6,6,MUD HOLE,6416,34,1700,1213,0894,10,1,1,2,2,1,1651,3551,9996,1,2,4,7,0,0,1,0,1,0,0,4,4010,7335,26,220,67,1,1,1,njjn1213.tif,00060949.tif,2013,0,0,0,ORIGINAL,06,23,19532,031003,0310,0290894,029,5,690,0,,Y,1,2013-031003
T305,34,NJ,MAKO MANIA,04,6,6,CHICKEN CANYON,6416,34,1712,1213,0894,10,1,1,2,3,1,1707,3551,9996,1,2,4,7,0,0,1,0,1,0,0,4,3952,7303,50,210,68,1,1,1,njjn1213.tif,00060951.tif,2013,0,0,0,ORIGINAL,06,23,19532,031004,0310,0290894,029,5,691,0,,Y,1,2013-031004
T305,34,NJ,MAKO MANIA,05,6,6,20 FATHOM LINE,6416,34,1722,1213,0894,10,1,1,2,2,1,1655,3551,9996,1,1,3,6,0,0,1,0,1,0,0,3,9998,9998,33,120,63,1,1,1,njjn1213.tif,00060953.tif,2013,0,0,0,ORIGINAL,06,23,19532,031005,0310,0290894,029,5,689,0,,Y,2,2013-031005
T305,34,NJ,MAKO MANIA,06,6,6,MAKO HOTEL,6416,34,1740,1213,0894,10,1,1,2,2,1,1730,3551,9996,1,2,3,10,0,0,1,0,1,1,0,4,4000,7310,57,160,68,1,1,1,njjn1213.tif,00060955.tif,2013,0,0,0,ORIGINAL,06,23,19532,031006,0310,0290894,029,5,692,0,,Y,2,2013-031006
T305,34,NJ,MAKO MANIA,07,6,6,LILLIAN WRECK,6416,34,1810,1213,0894,10,1,1,2,2,1,1800,3551,9996,1,2,4,6,0,0,1,0,1,0,0,4,4002,7332,24,140,64,1,1,1,njjn1213.tif,00060957.tif,2013,0,0,0,ORIGINAL,06,23,19532,031007,0310,0290894,029,5,688,0,,Y,2,2013-031007
T305,34,NJ,MAKO MANIA,08,6,6,RESOR WRECK,6416,34,1840,1213,0894,10,1,1,2,2,7,1830,3551,9996,1,2,4,8,0,0,1,0,1,0,0,6,3946,7325,50,180,69,1,1,1,njjn1213.tif,00060959.tif,2013,0,1,0,ORIGINAL,06,23,19532,031008,0310,0290894,029,5,686,0,,Y,1,2013-031008
T305,34,NJ,MAKO MANIA,09,6,6,TRIPLE WRECKS,6416,34,1905,1213,0894,10,1,1,2,2,2,1852,3551,9996,1,2,3,6,0,0,1,0,1,0,0,4,3936,7301,51,150,67,1,1,1,njjn1213.tif,00060961.tif,2013,0,0,0,ORIGINAL,06,23,19532,031009,0310,0290894,029,5,695,0,,Y,1,2013-031009
T305,34,NJ,MAKO MANIA,10,6,6,MUD HOLE,6416,34,1918,1213,0279,10,1,1,2,2,1,1845,3551,9996,1,2,4,8,0,0,1,0,1,0,0,4,4010,7335,24,190,67,1,1,1,njjn1213.tif,00060963.tif,2013,0,0,0,ORIGINAL,06,23,19532,031010,0310,0290279,029,5,693,0,,Y,2,2013-031010
T305,34,NJ,MAKO MANIA,11,6,6,THE STAR,6416,34,1945,1213,0279,10,1,2,1,3,1,1830,3551,9996,1,2,3,7,0,0,1,0,1,0,0,3,3936,7332,35,160,65,1,1,1,njjn1213.tif,00060965.tif,2013,0,0,0,ORIGINAL,06,23,19532,031011,0310,0290279,029,5,685,0,,N,2,2013-031011
T304,34,NJ,MAKO FEVER,01,6,6,7,6416,34,1830,2118,9009,10,1,2,1,3,1,1815,3551,9996,1,2,3,5,0,0,1,0,1,0,0,5,9999,9999,30,150,66,1,1,1,njjn2118.tif,00060980.tif,2013,0,1,0,ORIGINAL,06,21,19530,031401,0314,0299009,029,5,663,0,,Y,1,2013-031401
6,34,NJ,6,01,6,6,STAR,7345,34,1522,2101,1024,8,1,2,2,3,2,1520,3551,9996,2,2,4,2,0,0,1,0,1,1,0,3,3931,7300,31,110,61,1,1,1,njjn2101.tif,00061134.tif,2013,0,0,0,ORIGINAL,06,06,19515,041001,0410,0291024,029,5,370,0,,N,1,2013-041001
