intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,length,species,batch,upprbill,lowerjaw,gender,curve,prep,recno,s_index,serrflag,sprobfld,id
6783,8,1,2012,06,23,028302,0010039,0,0,51,02,1109,1,vajn1109.tif,00048740.tif,ORIGINAL,761,1050,0283,9996,9996,2,9996,0,5,69,0,,2012-028302
6478,2,1,2012,06,09,006509,0051599,0,0,10,09,1102,1,dejn1102.tif,00046806.tif,ORIGINAL,765,1050,0065,9996,9996,2,9996,0,2,2,0,,2012-006509
6778,7,1,2012,06,23,028703,0010024,0,0,51,03,1123,1,vajn1123.tif,00048286.tif,ORIGINAL,774,1050,0287,9996,9996,2,9996,0,8,60,0,,2012-028703
6936,5,1,2012,06,01,001207,0471493,0,0,24,07,2201,1,mdjn2201.tif,00046549.tif,ORIGINAL,777,1050,0012,9996,9996,2,9996,0,1,24,0,,2012-001207
6778,7,1,2012,06,22,029201,0010024,0,1,51,01,2101,1,vajn2101.tif,00048613.tif,ORIGINAL,777,1050,0292,9996,9996,2,9996,0,4,62,0,,2012-029201
6783,8,1,2012,06,23,028301,0010039,0,0,51,01,1109,1,vajn1109.tif,00048738.tif,ORIGINAL,777,1050,0283,9996,9996,1,9996,0,2,67,0,,2012-028301
6936,5,1,2012,06,01,001202,0471493,0,0,24,02,2201,1,mdjn2201.tif,00046539.tif,ORIGINAL,782,1050,0012,9996,9996,2,9996,0,4,19,0,,2012-001202
7326,7,1,2012,06,29,031403,0470938,0,0,24,03,2106,1,mdjn2106.tif,00048483.tif,ORIGINAL,785,1050,0314,9996,9996,2,9996,0,2,34,0,,2012-031403
6778,7,1,2012,06,22,029201,0010024,0,1,51,01,2101,1,vajn2101.tif,00048613.tif,ORIGINAL,795,1050,0292,9996,9996,1,9996,0,5,63,0,,2012-029201
6783,3,1,2012,06,30,033902,0470853,0,0,24,02,1103,1,mdjn1103.tif,00048695.tif,ORIGINAL,799,1050,0339,9996,9996,1,9996,0,2,11,0,,2012-033902
7326,7,1,2012,06,20,021103,0470938,0,0,24,03,2202,1,mdjn2202.tif,00047824.tif,ORIGINAL,800,1050,0211,9996,9996,2,9996,0,3,33,0,,2012-021103
6778,8,3,2012,06,07,006201,0010039,0,0,51,01,2106,1,vajn2106.tif,00046765.tif,ORIGINAL,803,1050,0062,9996,9996,2,9996,0,8,54,0,,2012-006201
6633,3,1,2012,06,10,012402,8100088,0,0,51,02,1208,1,vajn1208.tif,00047190.tif,ORIGINAL,804,1050,0124,9996,9996,1,9996,0,3,45,0,,2012-012402
6936,5,1,2012,06,01,001202,0471493,0,0,24,02,2201,1,mdjn2201.tif,00046539.tif,ORIGINAL,808,1050,0012,9996,9996,2,9996,0,5,20,0,,2012-001202
6783,2,1,2012,06,28,031503,0051599,0,0,10,03,2209,1,dejn2209.tif,00048757.tif,ORIGINAL,811,1050,0315,9996,9996,2,9996,0,4,3,0,,2012-031503
7379,3,1,2012,06,03,001008,0470853,0,0,24,08,1107,1,mdjn1107.tif,00046581.tif,ORIGINAL,811,1050,0010,9996,9996,2,9996,0,2,37,0,,2012-001008
6936,5,1,2012,06,28,030403,0471493,0,0,24,03,2104,1,mdjn2104.tif,00048411.tif,ORIGINAL,814,1050,0304,9996,9996,1,9996,0,3,26,0,,2012-030403
6936,5,1,2012,06,28,030405,0471493,0,0,24,05,2104,1,mdjn2104.tif,00048415.tif,ORIGINAL,818,1050,0304,9996,9996,1,9996,0,2,29,0,,2012-030405
7379,3,1,2012,06,03,001008,0470853,0,0,24,08,1107,1,mdjn1107.tif,00046581.tif,ORIGINAL,829,1050,0010,9996,9996,2,9996,0,3,38,0,,2012-001008
6633,3,1,2012,06,10,012406,8100088,0,0,51,06,1208,1,vajn1208.tif,00047198.tif,ORIGINAL,829,1050,0124,9996,9996,2,9996,0,4,50,0,,2012-012406
6633,1,1,2012,06,18,019202,8100091,0,0,51,02,2111,1,vajn2111.tif,00047665.tif,ORIGINAL,839,1050,0192,9996,9996,2,9996,0,8,51,0,,2012-019202
6783,4,3,2012,06,16,016501,0470856,0,0,24,01,1111,1,mdjn1111.tif,00047508.tif,ORIGINAL,844,1050,0165,9996,9996,1,9996,0,1,9,0,,2012-016501
6936,5,1,2012,06,01,001204,0471493,0,0,24,04,2201,1,mdjn2201.tif,00046543.tif,ORIGINAL,849,1050,0012,9996,9996,2,9996,0,3,22,0,,2012-001204
6633,3,1,2012,06,10,012406,8100088,0,0,51,06,1208,1,vajn1208.tif,00047198.tif,ORIGINAL,878,1050,0124,9996,9996,1,9996,0,3,49,0,,2012-012406
6778,7,1,2012,06,09,011702,0010024,0,0,51,02,1115,1,vajn1115.tif,00047168.tif,ORIGINAL,878,1050,0117,9996,9996,2,9996,0,8,55,0,,2012-011702
7414,1,1,2012,06,09,011604,8100091,0,0,51,04,1114,1,vajn1114.tif,00047148.tif,ORIGINAL,880,1050,0116,9996,9996,1,9996,0,2,75,0,,2012-011604
6778,7,1,2012,06,22,029202,0010024,0,0,51,02,2101,1,vajn2101.tif,00048615.tif,ORIGINAL,902,1050,0292,9996,9996,2,9996,0,1,65,0,,2012-029202
6936,5,1,2012,06,01,001204,0471493,0,0,24,04,2201,1,mdjn2201.tif,00046543.tif,ORIGINAL,903,1050,0012,9996,9996,2,9996,0,4,23,0,,2012-001204
6936,5,1,2012,06,01,001202,0471493,0,0,24,02,2201,1,mdjn2201.tif,00046539.tif,ORIGINAL,916,1050,0012,9996,9996,1,9996,0,2,17,0,,2012-001202
6783,3,1,2012,06,30,033906,0470853,0,1,24,06,1103,1,mdjn1103.tif,00048703.tif,ORIGINAL,950,1050,0339,9996,9996,1,9996,0,1,12,0,,2012-033906
7415,3,1,2012,06,12,014601,8100088,0,1,51,01,2103,1,vajn2103.tif,00047354.tif,ORIGINAL,962,1050,0146,9996,9996,1,9996,0,3,76,0,,2012-014601
6633,3,1,2012,06,10,012403,8100088,0,0,51,03,1208,1,vajn1208.tif,00047192.tif,ORIGINAL,970,1050,0124,9996,9996,1,9996,0,6,47,0,,2012-012403
6783,2,1,2012,06,28,031503,0051599,0,0,10,03,2209,1,dejn2209.tif,00048757.tif,ORIGINAL,975,1050,0315,9996,9996,1,9996,0,5,4,0,,2012-031503
7370,3,1,2012,06,30,033506,0090062,0,0,34,06,1109,1,njjn1109.tif,00048669.tif,ORIGINAL,980,1050,0335,9996,9996,1,9996,0,1,43,0,,2012-033506
6783,4,3,2012,06,03,000703,0470856,0,0,24,03,1101,1,mdjn1101.tif,00046523.tif,ORIGINAL,983,1050,0007,9996,9996,1,9996,0,4,8,0,,2012-000703
6783,3,1,2012,06,30,033906,0470853,0,1,24,06,1103,1,mdjn1103.tif,00048703.tif,ORIGINAL,989,1050,0339,9996,9996,1,9996,0,2,13,0,,2012-033906
7427,13,1,2012,06,23,025902,0099213,0,1,34,02,1221,1,njjn1221.tif,00048041.tif,ORIGINAL,1065,1050,0259,9996,9996,1,9996,0,1,44,0,,2012-025902
7379,7,1,2012,06,23,025308,0470938,0,0,24,08,1206,1,mdjn1206.tif,00048008.tif,ORIGINAL,1086,1050,0253,9996,9996,1,9996,0,1,41,0,,2012-025308
6633,2,1,2012,06,28,030601,8100387,0,0,51,01,2105,1,vajn2105.tif,00048425.tif,ORIGINAL,1240,1050,0306,9996,9996,1,9996,0,1,52,1,LENGTH;,2012-030601
7422,5,1,2012,06,29,031601,1030133,0,0,36,01,2210,1,nyjn2210.tif,00048511.tif,ORIGINAL,1730,3531,0316,9996,9996,2,9996,2,1,89,0,,2012-031601
7422,5,1,2012,06,29,031603,1030037,0,1,36,03,2210,1,nyjn2210.tif,00048515.tif,ORIGINAL,1800,3531,0316,9996,9996,1,9996,0,1,90,0,,2012-031603
6855,1,1,2012,06,16,019513,0590213,0,0,36,13,1121,1,nyjn1121.tif,00047710.tif,ORIGINAL,1805,3531,0195,9996,9996,1,9996,0,1,86,0,,2012-019513
6615,1,4,2012,06,23,026902,0590626,0,0,36,02,1104,1,nyjn1104.tif,00048123.tif,ORIGINAL,1863,3531,0269,9996,9996,1,9996,0,1,82,0,,2012-026902
6855,1,1,2012,06,16,019511,0590213,0,0,36,11,1121,1,nyjn1121.tif,00047706.tif,ORIGINAL,1873,3531,0195,9996,9996,1,9996,0,1,85,0,,2012-019511
