intcode,cluster,sitetype,year,month,day,tracker,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,length,species,batch,upprbill,lowerjaw,gender,curve,prep,recno,s_index,serrflag,sprobfld,id
6783,8,1,2012,06,23,028306,0010039,0,1,51,06,1109,1,vajn1109.tif,00048748.tif,ORIGINAL,979,4711,0283,9996,9996,6,999,0,2,457,1,CURVE;,2012-028306
6633,3,1,2012,06,10,012402,8100088,0,0,51,02,1208,1,vajn1208.tif,00047190.tif,ORIGINAL,980,4711,0124,9996,9996,6,990,0,1,356,0,,2012-012402
6778,7,1,2012,06,09,011701,0010025,0,0,51,01,1115,1,vajn1115.tif,00047166.tif,ORIGINAL,980,4711,0117,9996,9996,6,988,2,4,402,0,,2012-011701
7379,3,1,2012,06,21,022501,0470853,0,0,24,01,2203,1,mdjn2203.tif,00047905.tif,ORIGINAL,981,4711,0225,9996,9996,6,985,0,1,290,0,,2012-022501
6783,8,1,2012,06,19,019001,0011216,0,0,51,01,2109,1,vajn2109.tif,00047887.tif,ORIGINAL,981,4711,0190,9996,9996,6,1012,0,1,447,0,,2012-019001
6778,7,1,2012,06,24,029103,0011199,0,0,51,03,1204,1,vajn1204.tif,00048374.tif,ORIGINAL,982,4711,0291,9996,9996,6,991,0,1,435,0,,2012-029103
7393,3,1,2012,06,24,028902,8100088,0,1,51,02,1125,1,vajn1125.tif,00048346.tif,ORIGINAL,982,4711,0289,9996,9996,6,1011,0,1,473,0,,2012-028902
7409,10,1,2012,06,21,026102,0290894,0,0,34,02,2120,1,njjn2120.tif,00048059.tif,ORIGINAL,983,4711,0261,9996,9996,6,991,0,1,343,0,,2012-026102
6936,5,1,2012,06,10,009706,0471493,0,0,24,06,1203,1,mdjn1203.tif,00047022.tif,ORIGINAL,985,4711,0097,9996,9996,6,1003,0,1,248,0,,2012-009706
7427,13,1,2012,06,23,025904,0099213,0,0,34,04,1221,1,njjn1221.tif,00048045.tif,ORIGINAL,985,4711,0259,9996,9996,6,990,0,7,355,0,,2012-025904
6633,3,1,2012,06,10,012406,8100088,0,0,51,06,1208,1,vajn1208.tif,00047198.tif,ORIGINAL,985,4711,0124,9996,9996,6,996,0,1,369,0,,2012-012406
6633,1,1,2012,06,18,019202,8100091,0,0,51,02,2111,1,vajn2111.tif,00047665.tif,ORIGINAL,985,4711,0192,9996,9996,6,1021,0,10,379,0,,2012-019202
6783,2,1,2012,06,28,031503,0051599,0,0,10,03,2209,1,dejn2209.tif,00048757.tif,ORIGINAL,986,4711,0315,9996,9996,6,1023,0,2,218,0,,2012-031503
6783,2,1,2012,06,22,035003,0051599,1,0,10,03,2101,1,dejn2101.tif,00048796.tif,ORIGINAL,986,4711,0350,9996,9996,6,999,0,1,223,1,CURVE;,2012-035003
7409,10,1,2012,06,21,026102,0290894,0,0,34,02,2120,1,njjn2120.tif,00048059.tif,ORIGINAL,986,4711,0261,9996,9996,6,994,0,2,344,0,,2012-026102
7379,3,1,2012,06,07,005802,0470853,0,0,24,02,2204,1,mdjn2204.tif,00047232.tif,ORIGINAL,987,4711,0058,9996,9996,6,994,0,4,287,0,,2012-005802
6778,7,1,2012,06,09,011701,0010025,0,0,51,01,1115,1,vajn1115.tif,00047166.tif,ORIGINAL,987,4711,0117,9996,9996,6,994,2,1,399,0,,2012-011701
6478,2,1,2012,06,10,006406,0051599,1,0,10,06,1101,1,dejn1101.tif,00046782.tif,ORIGINAL,988,4711,0064,9996,9996,6,1121,0,2,209,1,CURVE VS. LENGTH;,2012-006406
6936,5,1,2012,06,01,001201,0471493,0,0,24,01,2201,1,mdjn2201.tif,00046537.tif,ORIGINAL,988,4711,0012,9996,9996,6,995,0,4,239,0,,2012-001201
7379,7,1,2012,06,23,025301,0470938,1,0,24,01,1206,1,mdjn1206.tif,00047995.tif,ORIGINAL,988,4711,0253,9996,9996,6,993,0,5,297,0,,2012-025301
6778,8,3,2012,06,07,006201,0010039,0,0,51,01,2106,1,vajn2106.tif,00046765.tif,ORIGINAL,988,4711,0062,9996,9996,6,994,0,5,396,0,,2012-006201
6778,8,1,2012,06,29,033101,0010039,0,0,51,01,2104,1,vajn2104.tif,00048774.tif,ORIGINAL,988,4711,0331,9996,9996,6,995,0,1,444,0,,2012-033101
6783,8,1,2012,06,23,028306,0010039,0,1,51,06,1109,1,vajn1109.tif,00048748.tif,ORIGINAL,988,4711,0283,9996,9996,6,1007,0,1,456,0,,2012-028306
6447,2,1,2012,06,03,003701,0051599,0,0,10,01,1203,1,dejn1203.tif,00046671.tif,ORIGINAL,989,4711,0037,9996,9996,6,1007,0,2,196,0,,2012-003701
6783,2,1,2012,06,28,031504,0051599,0,0,10,04,2209,1,dejn2209.tif,00048759.tif,ORIGINAL,989,4711,0315,9996,9996,6,995,0,4,221,0,,2012-031504
7379,3,1,2012,06,07,005801,0470853,0,0,24,01,2204,1,mdjn2204.tif,00047230.tif,ORIGINAL,989,4711,0058,9996,9996,6,998,0,4,282,1,CURVE;,2012-005801
6778,8,1,2012,06,29,033101,0010039,0,0,51,01,2104,1,vajn2104.tif,00048774.tif,ORIGINAL,989,4711,0331,9996,9996,6,997,0,3,446,1,CURVE;,2012-033101
6783,3,1,2012,06,30,033904,0470853,0,0,24,04,1103,1,mdjn1103.tif,00048699.tif,ORIGINAL,990,4711,0339,9996,9996,6,1012,0,2,229,0,,2012-033904
7370,3,1,2012,06,23,025702,0090385,0,0,34,02,1205,1,njjn1205.tif,00048467.tif,ORIGINAL,990,4711,0257,9996,9996,6,1010,0,1,332,0,,2012-025702
7370,11,1,2012,06,22,026601,0091131,0,0,34,01,2103,1,njjn2103.tif,00048502.tif,ORIGINAL,990,4711,0266,9996,9996,6,1020,0,2,334,0,,2012-026601
6778,8,1,2012,06,29,033101,0010039,0,0,51,01,2104,1,vajn2104.tif,00048774.tif,ORIGINAL,990,4711,0331,9996,9996,6,997,0,2,445,1,CURVE;,2012-033101
6936,5,1,2012,06,01,001204,0471493,0,0,24,04,2201,1,mdjn2201.tif,00046543.tif,ORIGINAL,991,4711,0012,9996,9996,6,1002,0,2,242,0,,2012-001204
7415,3,1,2012,06,12,014602,8100088,0,1,51,02,2103,1,vajn2103.tif,00047356.tif,ORIGINAL,991,4711,0146,9996,9996,6,1036,0,1,485,0,,2012-014602
6778,7,1,2012,06,22,029205,0010025,0,1,51,05,2101,1,vajn2101.tif,00048621.tif,ORIGINAL,992,4711,0292,9996,9996,6,1001,0,1,442,0,,2012-029205
6783,8,1,2012,06,23,028302,0010039,0,0,51,02,1109,1,vajn1109.tif,00048740.tif,ORIGINAL,992,4711,0283,9996,9996,6,1036,0,1,453,0,,2012-028302
6783,2,1,2012,06,22,035003,0051599,1,0,10,03,2101,1,dejn2101.tif,00048796.tif,ORIGINAL,993,4711,0350,9996,9996,6,1026,0,2,224,0,,2012-035003
6783,8,1,2012,06,23,028302,0010039,0,0,51,02,1109,1,vajn1109.tif,00048740.tif,ORIGINAL,993,4711,0283,9996,9996,6,1011,0,3,455,0,,2012-028302
7379,3,1,2012,06,07,005802,0470853,0,0,24,02,2204,1,mdjn2204.tif,00047232.tif,ORIGINAL,996,4711,0058,9996,9996,6,1004,0,3,286,0,,2012-005802
7379,3,1,2012,06,07,005805,0470853,0,1,24,05,2204,1,mdjn2204.tif,00047238.tif,ORIGINAL,996,4711,0058,9996,9996,6,1005,0,3,289,0,,2012-005805
7379,7,1,2012,06,23,025301,0470938,1,0,24,01,1206,1,mdjn1206.tif,00047995.tif,ORIGINAL,996,4711,0253,9996,9996,6,1000,0,3,295,0,,2012-025301
6778,7,1,2012,06,09,011701,0010025,0,0,51,01,1115,1,vajn1115.tif,00047166.tif,ORIGINAL,996,4711,0117,9996,9996,6,1001,2,3,401,0,,2012-011701
6783,8,1,2012,06,19,019001,0011216,0,0,51,01,2109,1,vajn2109.tif,00047887.tif,ORIGINAL,996,4711,0190,9996,9996,6,1015,0,4,450,0,,2012-019001
6633,3,1,2012,06,10,012405,8100088,0,0,51,05,1208,1,vajn1208.tif,00047196.tif,ORIGINAL,998,4711,0124,9996,9996,6,1008,0,3,368,1,LENGTH;,2012-012405
6778,7,1,2012,06,09,011702,0010024,0,0,51,02,1115,1,vajn1115.tif,00047168.tif,ORIGINAL,999,4711,0117,9996,9996,6,1007,0,1,407,1,LENGTH;,2012-011702
6778,7,1,2012,06,09,011702,0010024,0,0,51,02,1115,1,vajn1115.tif,00047168.tif,ORIGINAL,999,4711,0117,9996,9996,6,1008,0,6,412,1,LENGTH;,2012-011702
7370,11,1,2012,06,17,017401,0091131,0,0,34,01,1106,1,njjn1106.tif,00047552.tif,ORIGINAL,1000,4711,0174,9996,9996,6,1100,0,2,331,0,,2012-017401
7370,3,1,2012,06,30,033505,0090063,0,0,34,05,1109,1,njjn1109.tif,00048667.tif,ORIGINAL,1000,4711,0335,9996,9996,6,1040,0,1,340,0,,2012-033505
6633,3,1,2012,06,10,012403,8100088,0,0,51,03,1208,1,vajn1208.tif,00047192.tif,ORIGINAL,1000,4711,0124,9996,9996,6,1009,0,2,360,0,,2012-012403
6633,1,1,2012,06,18,019202,8100091,0,0,51,02,2111,1,vajn2111.tif,00047665.tif,ORIGINAL,1000,4711,0192,9996,9996,6,1018,0,7,377,0,,2012-019202
7379,7,1,2012,06,23,025301,0470938,1,0,24,01,1206,1,mdjn1206.tif,00047995.tif,ORIGINAL,1001,4711,0253,9996,9996,6,1007,0,2,294,0,,2012-025301
7370,3,1,2012,06,30,033503,0090900,0,0,34,03,1109,1,njjn1109.tif,00048663.tif,ORIGINAL,1001,4711,0335,9996,9996,6,1020,0,1,339,0,,2012-033503
7370,3,1,2012,06,30,033505,0090063,0,0,34,05,1109,1,njjn1109.tif,00048667.tif,ORIGINAL,1001,4711,0335,9996,9996,6,1020,0,2,341,0,,2012-033505
6936,5,1,2012,06,28,030401,0471493,0,0,24,01,2104,1,mdjn2104.tif,00048407.tif,ORIGINAL,1002,4711,0304,9996,9996,6,1011,0,2,250,0,,2012-030401
7427,13,1,2012,06,23,025904,0099213,0,0,34,04,1221,1,njjn1221.tif,00048045.tif,ORIGINAL,1002,4711,0259,9996,9996,6,1055,0,6,354,0,,2012-025904
6633,1,1,2012,06,18,019203,8100002,0,0,51,03,2111,1,vajn2111.tif,00047667.tif,ORIGINAL,1002,4711,0192,9996,9996,6,1016,0,1,380,0,,2012-019203
6778,8,1,2012,06,03,003204,0010039,0,0,51,04,1103,1,vajn1103.tif,00046633.tif,ORIGINAL,1003,4711,0032,9996,9996,6,1011,0,3,386,0,,2012-003204
7393,3,1,2012,06,24,028906,8100088,0,1,51,06,1125,1,vajn1125.tif,00048354.tif,ORIGINAL,1003,4711,0289,9996,9996,6,1026,0,1,475,0,,2012-028906
7379,7,1,2012,06,23,025304,0470938,0,0,24,04,1206,1,mdjn1206.tif,00048001.tif,ORIGINAL,1004,4711,0253,9996,9996,6,1011,0,1,303,0,,2012-025304
6633,3,1,2012,06,10,012403,8100088,0,0,51,03,1208,1,vajn1208.tif,00047192.tif,ORIGINAL,1004,4711,0124,9996,9996,6,1018,0,1,359,0,,2012-012403
6778,7,1,2012,06,09,011702,0010024,0,0,51,02,1115,1,vajn1115.tif,00047168.tif,ORIGINAL,1006,4711,0117,9996,9996,6,1044,0,4,410,0,,2012-011702
6783,8,1,2012,06,23,028302,0010039,0,0,51,02,1109,1,vajn1109.tif,00048740.tif,ORIGINAL,1006,4711,0283,9996,9996,6,1038,0,2,454,0,,2012-028302
6778,7,1,2012,06,22,029203,0010024,0,0,51,03,2101,1,vajn2101.tif,00048617.tif,ORIGINAL,1007,4711,0292,9996,9996,6,1014,0,2,438,0,,2012-029203
6936,5,1,2012,06,28,030401,0471493,0,0,24,01,2104,1,mdjn2104.tif,00048407.tif,ORIGINAL,1009,4711,0304,9996,9996,6,1020,0,3,251,0,,2012-030401
7326,7,1,2012,06,20,021103,0470938,0,0,24,03,2202,1,mdjn2202.tif,00047824.tif,ORIGINAL,1009,4711,0211,9996,9996,6,1053,0,2,265,0,,2012-021103
7370,3,1,2012,06,10,009202,0090900,0,1,34,02,1113,1,njjn1113.tif,00046995.tif,ORIGINAL,1009,4711,0092,9996,9996,6,1100,0,1,329,0,,2012-009202
6794,3,1,2012,06,24,026306,0470853,0,1,24,06,1201,1,mdjn1201.tif,00048075.tif,ORIGINAL,1010,4711,0263,9996,9996,6,1050,0,1,235,0,,2012-026306
6936,5,1,2012,06,01,001201,0471493,0,0,24,01,2201,1,mdjn2201.tif,00046537.tif,ORIGINAL,1010,4711,0012,9996,9996,6,1019,0,5,240,0,,2012-001201
7379,3,1,2012,06,03,001003,0470853,0,1,24,03,1107,1,mdjn1107.tif,00046571.tif,ORIGINAL,1010,4711,0010,9996,9996,6,1016,0,3,270,0,,2012-001003
7415,3,1,2012,06,12,014601,8100088,0,1,51,01,2103,1,vajn2103.tif,00047354.tif,ORIGINAL,1011,4711,0146,9996,9996,6,1060,0,2,484,0,,2012-014601
7379,7,1,2012,06,23,025302,0470938,0,0,24,02,1206,1,mdjn1206.tif,00047997.tif,ORIGINAL,1012,4711,0253,9996,9996,6,1019,0,2,299,0,,2012-025302
6778,7,1,2012,06,09,011701,0010025,0,0,51,01,1115,1,vajn1115.tif,00047166.tif,ORIGINAL,1012,4711,0117,9996,9996,6,1019,2,8,406,0,,2012-011701
6783,3,1,2012,06,30,033904,0470853,0,0,24,04,1103,1,mdjn1103.tif,00048699.tif,ORIGINAL,1014,4711,0339,9996,9996,6,1042,0,1,228,0,,2012-033904
7379,3,1,2012,06,03,001007,0470853,0,0,24,07,1107,1,mdjn1107.tif,00046579.tif,ORIGINAL,1014,4711,0010,9996,9996,6,1022,0,3,277,0,,2012-001007
6633,1,1,2012,06,18,019202,8100091,0,0,51,02,2111,1,vajn2111.tif,00047665.tif,ORIGINAL,1016,4711,0192,9996,9996,6,1034,0,9,378,0,,2012-019202
6936,5,1,2012,06,28,030405,0471493,0,0,24,05,2104,1,mdjn2104.tif,00048415.tif,ORIGINAL,1017,4711,0304,9996,9996,6,1028,0,1,258,0,,2012-030405
6778,7,1,2012,06,23,028701,0010025,0,0,51,01,1123,1,vajn1123.tif,00048282.tif,ORIGINAL,1017,4711,0287,9996,9996,6,1024,0,3,425,0,,2012-028701
6778,7,1,2012,06,23,028703,0010024,0,0,51,03,1123,1,vajn1123.tif,00048286.tif,ORIGINAL,1017,4711,0287,9996,9996,6,1023,0,2,429,0,,2012-028703
6783,2,1,2012,06,28,031504,0051599,0,0,10,04,2209,1,dejn2209.tif,00048759.tif,ORIGINAL,1019,4711,0315,9996,9996,6,1047,0,3,220,0,,2012-031504
6633,1,1,2012,06,18,019202,8100091,0,0,51,02,2111,1,vajn2111.tif,00047665.tif,ORIGINAL,1019,4711,0192,9996,9996,6,1051,0,6,376,0,,2012-019202
6778,7,1,2012,06,22,029203,0010024,0,0,51,03,2101,1,vajn2101.tif,00048617.tif,ORIGINAL,1019,4711,0292,9996,9996,6,1027,0,3,439,0,,2012-029203
6778,7,1,2012,06,22,029203,0010024,0,0,51,03,2101,1,vajn2101.tif,00048617.tif,ORIGINAL,1019,4711,0292,9996,9996,6,1024,0,5,441,0,,2012-029203
6794,3,1,2012,06,24,026305,0470853,0,0,24,05,1201,1,mdjn1201.tif,00048073.tif,ORIGINAL,1020,4711,0263,9996,9996,6,1045,0,1,232,0,,2012-026305
7421,1,1,2012,06,24,028401,8100091,0,1,51,01,1110,1,vajn1110.tif,00048226.tif,ORIGINAL,1020,4711,0284,9996,9996,6,1050,0,1,486,0,,2012-028401
7370,11,1,2012,06,22,026602,0091131,0,1,34,02,2103,1,njjn2103.tif,00048504.tif,ORIGINAL,1022,4711,0266,9996,9996,6,1050,0,1,336,0,,2012-026602
6633,1,1,2012,06,18,019204,8100002,0,0,51,04,2111,1,vajn2111.tif,00047669.tif,ORIGINAL,1022,4711,0192,9996,9996,6,1033,0,1,383,0,,2012-019204
6778,8,1,2012,06,03,003204,0010039,0,0,51,04,1103,1,vajn1103.tif,00046633.tif,ORIGINAL,1022,4711,0032,9996,9996,6,1029,0,7,390,0,,2012-003204
6778,7,1,2012,06,22,029205,0010025,0,1,51,05,2101,1,vajn2101.tif,00048621.tif,ORIGINAL,1022,4711,0292,9996,9996,6,1029,0,2,443,0,,2012-029205
6936,5,1,2012,06,28,030401,0471493,0,0,24,01,2104,1,mdjn2104.tif,00048407.tif,ORIGINAL,1024,4711,0304,9996,9996,6,1042,0,4,252,0,,2012-030401
6416,10,1,2012,06,20,022202,0290894,0,0,34,02,2117,1,njjn2117.tif,00047879.tif,ORIGINAL,1024,4711,0222,9996,9996,6,1057,0,5,327,0,,2012-022202
7427,13,1,2012,06,23,025904,0099213,0,0,34,04,1221,1,njjn1221.tif,00048045.tif,ORIGINAL,1025,4711,0259,9996,9996,6,1030,0,1,349,0,,2012-025904
7427,13,1,2012,06,23,025904,0099213,0,0,34,04,1221,1,njjn1221.tif,00048045.tif,ORIGINAL,1026,4711,0259,9996,9996,6,1035,0,2,350,0,,2012-025904
7379,7,1,2012,06,23,025307,0470938,0,0,24,07,1206,1,mdjn1206.tif,00048006.tif,ORIGINAL,1027,4711,0253,9996,9996,6,1034,0,1,306,0,,2012-025307
6778,7,1,2012,06,23,028703,0010024,0,0,51,03,1123,1,vajn1123.tif,00048286.tif,ORIGINAL,1027,4711,0287,9996,9996,6,1034,0,3,430,0,,2012-028703
6794,3,1,2012,06,24,026306,0470853,0,1,24,06,1201,1,mdjn1201.tif,00048075.tif,ORIGINAL,1029,4711,0263,9996,9996,6,1054,0,2,236,0,,2012-026306
7427,13,1,2012,06,23,025903,0091717,0,1,34,03,1221,1,njjn1221.tif,00048043.tif,ORIGINAL,1031,4711,0259,9996,9996,6,1047,0,1,347,0,,2012-025903
7379,3,1,2012,06,03,001007,0470853,0,0,24,07,1107,1,mdjn1107.tif,00046579.tif,ORIGINAL,1032,4711,0010,9996,9996,6,1041,0,1,275,0,,2012-001007
7427,13,1,2012,06,23,025903,0091717,0,1,34,03,1221,1,njjn1221.tif,00048043.tif,ORIGINAL,1032,4711,0259,9996,9996,6,1045,0,2,348,0,,2012-025903
6778,7,1,2012,06,23,028703,0010024,0,0,51,03,1123,1,vajn1123.tif,00048286.tif,ORIGINAL,1033,4711,0287,9996,9996,6,1041,0,1,428,0,,2012-028703
7379,7,1,2012,06,23,025307,0470938,0,0,24,07,1206,1,mdjn1206.tif,00048006.tif,ORIGINAL,1034,4711,0253,9996,9996,6,1040,0,2,307,0,,2012-025307
6447,2,1,2012,06,03,003701,0051599,0,0,10,01,1203,1,dejn1203.tif,00046671.tif,ORIGINAL,1037,4711,0037,9996,9996,6,1054,0,5,199,0,,2012-003701
6778,7,1,2012,06,09,011702,0010024,0,0,51,02,1115,1,vajn1115.tif,00047168.tif,ORIGINAL,1037,4711,0117,9996,9996,6,1044,0,3,409,0,,2012-011702
6416,10,1,2012,06,20,022202,0290894,0,0,34,02,2117,1,njjn2117.tif,00047879.tif,ORIGINAL,1038,4711,0222,9996,9996,6,1062,0,4,326,0,,2012-022202
6778,7,1,2012,06,09,011702,0010024,0,0,51,02,1115,1,vajn1115.tif,00047168.tif,ORIGINAL,1038,4711,0117,9996,9996,6,1046,0,5,411,0,,2012-011702
6478,2,1,2012,06,09,006507,0051599,0,0,10,07,1102,1,dejn1102.tif,00046802.tif,ORIGINAL,1039,4711,0065,9996,9996,6,1067,0,3,214,0,,2012-006507
6633,3,1,2012,06,10,012404,8100088,0,0,51,04,1208,1,vajn1208.tif,00047194.tif,ORIGINAL,1039,4711,0124,9996,9996,6,1056,0,3,365,0,,2012-012404
7393,3,1,2012,06,24,028906,8100088,0,1,51,06,1125,1,vajn1125.tif,00048354.tif,ORIGINAL,1039,4711,0289,9996,9996,6,1054,0,2,476,0,,2012-028906
6936,5,1,2012,06,28,030403,0471493,0,0,24,03,2104,1,mdjn2104.tif,00048411.tif,ORIGINAL,1040,4711,0304,9996,9996,6,1054,0,2,257,0,,2012-030403
6633,1,1,2012,06,18,019202,8100091,0,0,51,02,2111,1,vajn2111.tif,00047665.tif,ORIGINAL,1040,4711,0192,9996,9996,6,1056,0,4,374,0,,2012-019202
7393,1,1,2012,06,10,013404,8100091,0,1,51,04,1116,1,vajn1116.tif,00047286.tif,ORIGINAL,1040,4711,0134,9996,9996,6,1063,0,1,465,0,,2012-013404
6794,3,1,2012,06,24,026306,0470853,0,1,24,06,1201,1,mdjn1201.tif,00048075.tif,ORIGINAL,1041,4711,0263,9996,9996,6,1074,0,3,237,0,,2012-026306
6416,10,1,2012,06,20,022202,0290894,0,0,34,02,2117,1,njjn2117.tif,00047879.tif,ORIGINAL,1041,4711,0222,9996,9996,6,1068,0,3,325,0,,2012-022202
7379,3,1,2012,06,03,001003,0470853,0,1,24,03,1107,1,mdjn1107.tif,00046571.tif,ORIGINAL,1042,4711,0010,9996,9996,6,1050,0,4,271,0,,2012-001003
6778,7,1,2012,06,19,019301,0010024,0,0,51,01,2209,1,vajn2209.tif,00047673.tif,ORIGINAL,1042,4711,0193,9996,9996,6,1047,0,1,421,0,,2012-019301
6633,3,1,2012,06,10,012403,8100088,0,0,51,03,1208,1,vajn1208.tif,00047192.tif,ORIGINAL,1043,4711,0124,9996,9996,6,1057,0,4,362,0,,2012-012403
6778,8,1,2012,06,03,003204,0010039,0,0,51,04,1103,1,vajn1103.tif,00046633.tif,ORIGINAL,1043,4711,0032,9996,9996,6,1054,0,2,385,0,,2012-003204
7414,1,1,2012,06,09,011603,8100002,0,0,51,03,1114,1,vajn1114.tif,00047146.tif,ORIGINAL,1043,4711,0116,9996,9996,6,1050,0,2,480,0,,2012-011603
7379,3,1,2012,06,21,022501,0470853,0,0,24,01,2203,1,mdjn2203.tif,00047905.tif,ORIGINAL,1044,4711,0225,9996,9996,6,1051,0,2,291,0,,2012-022501
6778,7,1,2012,06,23,028701,0010025,0,0,51,01,1123,1,vajn1123.tif,00048282.tif,ORIGINAL,1044,4711,0287,9996,9996,6,1052,0,1,423,0,,2012-028701
6783,8,1,2012,06,19,019001,0011216,0,0,51,01,2109,1,vajn2109.tif,00047887.tif,ORIGINAL,1046,4711,0190,9996,9996,6,1056,0,2,448,0,,2012-019001
7379,7,1,2012,06,23,025302,0470938,0,0,24,02,1206,1,mdjn1206.tif,00047997.tif,ORIGINAL,1047,4711,0253,9996,9996,6,1053,0,5,302,0,,2012-025302
7421,1,1,2012,06,24,028402,8100091,0,1,51,02,1110,1,vajn1110.tif,00048228.tif,ORIGINAL,1050,4711,0284,9996,9996,6,1100,0,1,487,0,,2012-028402
6778,8,1,2012,06,03,003204,0010039,0,0,51,04,1103,1,vajn1103.tif,00046633.tif,ORIGINAL,1053,4711,0032,9996,9996,6,1061,0,8,391,0,,2012-003204
7379,3,1,2012,06,21,022501,0470853,0,0,24,01,2203,1,mdjn2203.tif,00047905.tif,ORIGINAL,1056,4711,0225,9996,9996,6,1064,0,3,292,0,,2012-022501
7379,3,1,2012,06,03,001003,0470853,0,1,24,03,1107,1,mdjn1107.tif,00046571.tif,ORIGINAL,1057,4711,0010,9996,9996,6,1068,0,7,274,0,,2012-001003
6478,2,1,2012,06,09,006507,0051599,0,0,10,07,1102,1,dejn1102.tif,00046802.tif,ORIGINAL,1062,4711,0065,9996,9996,6,1093,0,2,213,0,,2012-006507
6633,1,1,2012,06,18,019201,8100002,0,0,51,01,2111,1,vajn2111.tif,00047663.tif,ORIGINAL,1064,4711,0192,9996,9996,6,1074,0,2,371,0,,2012-019201
6633,1,1,2012,06,18,019202,8100091,0,0,51,02,2111,1,vajn2111.tif,00047665.tif,ORIGINAL,1064,4711,0192,9996,9996,6,1084,0,3,373,0,,2012-019202
7408,7,1,2012,06,24,026501,0291510,0,0,34,01,1215,1,njjn1215.tif,00048090.tif,ORIGINAL,1065,4711,0265,9996,9996,6,1082,0,1,342,0,,2012-026501
6778,7,1,2012,06,09,011702,0010024,0,0,51,02,1115,1,vajn1115.tif,00047168.tif,ORIGINAL,1067,4711,0117,9996,9996,6,1074,0,2,408,0,,2012-011702
6783,4,3,2012,06,03,000703,0470856,0,0,24,03,1101,1,mdjn1101.tif,00046523.tif,ORIGINAL,1068,4711,0007,9996,9996,6,1084,0,3,227,0,,2012-000703
6416,10,1,2012,06,20,022202,0290894,0,0,34,02,2117,1,njjn2117.tif,00047879.tif,ORIGINAL,1070,4711,0222,9996,9996,6,1088,0,2,324,0,,2012-022202
6633,1,1,2012,06,18,019203,8100002,0,0,51,03,2111,1,vajn2111.tif,00047667.tif,ORIGINAL,1070,4711,0192,9996,9996,6,1083,0,2,381,0,,2012-019203
7421,1,1,2012,06,24,028404,8100091,0,1,51,04,1110,1,vajn1110.tif,00048232.tif,ORIGINAL,1070,4711,0284,9996,9996,6,1090,0,1,488,0,,2012-028404
6778,8,1,2012,06,03,003204,0010039,0,0,51,04,1103,1,vajn1103.tif,00046633.tif,ORIGINAL,1072,4711,0032,9996,9996,6,1081,0,1,384,0,,2012-003204
6633,1,1,2012,06,18,019201,8100002,0,0,51,01,2111,1,vajn2111.tif,00047663.tif,ORIGINAL,1075,4711,0192,9996,9996,6,1084,0,1,370,0,,2012-019201
6783,3,1,2012,06,30,033905,0470853,0,0,24,05,1103,1,mdjn1103.tif,00048701.tif,ORIGINAL,1077,4711,0339,9996,9996,6,1100,0,1,230,0,,2012-033905
6936,5,1,2012,06,01,001201,0471493,0,0,24,01,2201,1,mdjn2201.tif,00046537.tif,ORIGINAL,1083,4711,0012,9996,9996,6,1094,0,3,238,0,,2012-001201
7393,3,1,2012,06,24,028902,8100088,0,1,51,02,1125,1,vajn1125.tif,00048346.tif,ORIGINAL,1083,4711,0289,9996,9996,6,1099,0,2,474,0,,2012-028902
7379,3,1,2012,06,03,001008,0470853,0,1,24,08,1107,1,mdjn1107.tif,00046581.tif,ORIGINAL,1096,4711,0010,9996,9996,6,1106,0,5,279,0,,2012-001008
7379,7,1,2012,06,23,025302,0470938,0,0,24,02,1206,1,mdjn1206.tif,00047997.tif,ORIGINAL,1103,4711,0253,9996,9996,6,1111,0,1,298,0,,2012-025302
7379,3,1,2012,06,03,001008,0470853,0,1,24,08,1107,1,mdjn1107.tif,00046581.tif,ORIGINAL,1104,4711,0010,9996,9996,6,1152,0,4,278,0,,2012-001008
6778,7,1,2012,06,22,029203,0010024,0,0,51,03,2101,1,vajn2101.tif,00048617.tif,ORIGINAL,1105,4711,0292,9996,9996,6,1113,0,1,437,0,,2012-029203
7379,7,1,2012,06,23,025301,0470938,1,0,24,01,1206,1,mdjn1206.tif,00047995.tif,ORIGINAL,1109,4711,0253,9996,9996,6,1118,0,1,293,0,,2012-025301
6778,7,1,2012,06,09,011702,0010024,0,0,51,02,1115,1,vajn1115.tif,00047168.tif,ORIGINAL,1117,4711,0117,9996,9996,6,1124,0,7,413,0,,2012-011702
6936,5,1,2012,06,10,009704,0471493,0,0,24,04,1203,1,mdjn1203.tif,00047018.tif,ORIGINAL,1121,4711,0097,9996,9996,6,1138,0,2,247,0,,2012-009704
6633,1,1,2012,06,18,019203,8100002,0,0,51,03,2111,1,vajn2111.tif,00047667.tif,ORIGINAL,1133,4711,0192,9996,9996,6,1149,0,3,382,0,,2012-019203
6794,3,1,2012,06,24,026304,0470853,1,0,24,04,1201,1,mdjn1201.tif,00048071.tif,ORIGINAL,1143,4711,0263,9996,9996,6,1182,0,1,231,0,,2012-026304
7379,7,1,2012,06,23,025302,0470938,0,0,24,02,1206,1,mdjn1206.tif,00047997.tif,ORIGINAL,1145,4711,0253,9996,9996,6,1152,0,3,300,0,,2012-025302
6778,7,1,2012,06,19,019301,0010024,0,0,51,01,2209,1,vajn2209.tif,00047673.tif,ORIGINAL,1174,4711,0193,9996,9996,6,1180,0,2,422,0,,2012-019301
