tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,proxy,contact,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,tracker,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
6,24,MD,6,10,6,6,POOR MANS CANYON,7379,24,1830,1107,0853,3,1,1,2,2,1,1815,4711,9996,2,2,10,8,0,1,1,1,0,0,0,5,3752,7406,58,300,68,2,2,1,mdjn1107.tif,00046584.tif,2012,0,0,0,ORIGINAL,06,03,19147,001010,0010,0470853,047,7,185,0,,Y,2,2012-001010
6,10,DE,7,01,6,6,POOR MANS CANYON,6936,24,1600,2201,1493,5,1,1,2,2,1,1550,4711,1050,7,2,8,5,0,1,1,1,0,0,0,7,3752,7406,53,390,71,2,1,1,mdjn2201.tif,00046536.tif,2012,0,1,0,ORIGINAL,06,01,19145,001201,0012,0471493,047,7,279,0,,Y,1,2012-001201
T500,24,MD,BAHIA MARINA MAKO MANIA,02,6,6,POOR MANS CANYON,6936,24,1700,2201,1493,5,1,1,2,2,1,1650,3551,9996,1,2,3,7,0,0,1,0,1,0,0,5,3752,7406,51,846,76,2,2,1,mdjn2201.tif,00046538.tif,2012,0,0,0,ORIGINAL,06,01,19145,001202,0012,0471493,047,7,917,0,,Y,1,2012-001202
T500,24,MD,BAHIA MARINA MAKO MANIA,03,6,6,BALTIMORE CANYON,6936,24,1730,2201,1493,5,1,2,1,3,1,1715,3551,9996,1,12,5,7,0,0,1,0,1,0,0,4,3814,7350,51,360,70,1,1,1,mdjn2201.tif,00046540.tif,2012,0,0,0,ORIGINAL,06,01,19145,001203,0012,0471493,047,7,914,0,,Y,2,2012-001203
6,10,DE,6,04,6,6,BALTIMORE CANYON,6936,24,1740,2201,1493,5,1,2,1,3,1,1720,4656,9996,2,2,11,8,0,1,1,1,0,0,0,6,3814,7350,51,360,71,2,1,1,mdjn2201.tif,00046542.tif,2012,0,0,0,ORIGINAL,06,01,19145,001204,0012,0471493,047,7,280,0,,Y,1,2012-001204
T500,24,MD,BAHIA MARINA MAKO MANIA,05,6,6,MARINE ELECTRIC,6936,24,1820,2201,1493,5,1,1,2,2,1,1745,3551,9996,1,2,4,7,0,0,1,0,1,0,0,4,3753,7450,22,155,70,2,1,1,mdjn2201.tif,00046544.tif,2012,0,0,0,ORIGINAL,06,01,19145,001205,0012,0471493,047,7,915,0,,Y,1,2012-001205
T500,24,MD,BAHIA MARINA MAKO MANIA,06,6,6,MARINE ELECTRIC,6936,24,1845,2201,1493,5,1,1,2,2,1,1830,3551,9996,1,1,3,7,0,0,1,0,1,0,0,5,3753,7450,23,140,68,1,1,1,mdjn2201.tif,00046546.tif,2012,0,0,0,ORIGINAL,06,01,19145,001206,0012,0471493,047,7,916,0,,Y,2,2012-001206
T500,10,DE,BAHIA MARINA MAKO MANIA,07,6,6,BALTIMORE CANYON,6936,24,1850,2201,1493,5,1,1,1,2,1,1830,3551,9996,1,2,4,7,0,0,1,0,1,1,0,6,3814,7350,50,420,69,2,2,1,mdjn2201.tif,00046548.tif,2012,0,0,0,ORIGINAL,06,01,19145,001207,0012,0471493,047,7,913,0,,Y,1,2012-001207
,34,NJ,JIMS TACKLE MAKO TOURNAMENT,01,6,6,30 FATHOM,7370,34,1538,1111,0900,3,1,1,2,2,1,1510,3551,9996,1,12,3,9,0,0,1,0,0,1,0,4,9998,9998,35,140,67,2,1,1,njjn1111.tif,00046556.tif,2012,0,1,0,ORIGINAL,06,02,19146,001401,0014,0090900,009,5,5,1,tcode;,Y,1,2012-001401
,34,NJ,JIMS TACKLE MAKO TOURNAMENT,02,6,6,15 FATHOMS,7370,34,1615,1111,0900,3,1,1,2,2,7,1300,3551,9996,1,2,3,4,0,0,1,0,1,0,0,5,9998,9998,18,120,66,2,1,1,njjn1111.tif,00046558.tif,2012,1,0,0,ORIGINAL,06,02,19146,001402,0014,0090900,009,5,6,1,tcode;,N,1,2012-001402
,34,NJ,JIMS TACKLE MAKO TOURNAMENT,03,6,6,MASSEYS CANYON,7370,34,1700,1111,0900,3,1,1,2,2,1,1600,3551,9996,1,2,4,4,0,0,1,0,1,0,0,6,3825,7420,120,130,66,2,1,1,njjn1111.tif,00046560.tif,2012,0,1,0,ORIGINAL,06,02,19146,001403,0014,0090900,009,5,4,1,tcode;Q25;,Y,1,2012-001403
6,34,NJ,6,01,6,6,ATLANTIC PRINCES,6416,34,1450,1207,1005,6,1,1,2,3,1,1430,4678,4677,2,2,6,5,0,1,1,1,0,0,0,4,3949,7311,45,156,65,2,1,1,njjn1207.tif,00046590.tif,2012,0,0,0,ORIGINAL,06,03,19147,001801,0018,0251005,025,5,466,0,,N,2,2012-001801
6,34,NJ,6,02,6,6,MUDHOLE EAST,6416,34,1610,1207,1808,6,1,1,2,2,1,1600,3551,9996,2,2,3,6,0,0,1,0,1,1,0,5,4010,7335,25,180,65,2,1,1,njjn1207.tif,00046592.tif,2012,0,0,0,ORIGINAL,06,03,19147,001802,0018,0251808,025,5,465,0,,Y,1,2012-001802
6,34,NJ,6,03,6,6,GLORY HOLE,6416,34,1712,1207,1050,6,1,1,2,3,1,1700,3551,9996,2,2,4,6,0,0,1,0,1,1,0,6,3957,7319,29,200,64,2,1,1,njjn1207.tif,00046594.tif,2012,0,0,0,ORIGINAL,06,03,19147,001803,0018,0251050,025,5,464,0,,N,1,2012-001803
6,34,NJ,6,01,6,6,7,7409,34,1622,1209,9009,10,1,1,2,2,2,1430,3551,9996,2,1,3,5,0,0,1,0,1,0,0,3,9998,9998,22,230,65,2,2,1,njjn1209.tif,00046599.tif,2012,1,1,0,ORIGINAL,06,03,19147,001901,0019,0299009,029,5,467,0,,Y,2,2012-001901
6,34,NJ,6,01,6,6,750 SQUARE,7361,34,1500,2106,1063,2,1,1,2,2,1,1430,3551,9996,2,2,3,5,0,0,1,0,1,0,0,3,3855,7355,36,150,68,2,1,1,njjn2106.tif,00046607.tif,2012,0,0,0,ORIGINAL,06,01,19145,002101,0021,0011063,001,5,490,0,,Y,1,2012-002101
6,36,NY,6,01,6,6,ATLANTIC PRINCES,6855,36,1612,1102,9233,1,1,1,2,2,1,1500,4678,9996,2,1,9,8,0,1,1,1,0,0,0,5,3943,7300,48,180,65,1,1,1,nyjn1102.tif,00046622.tif,2012,0,0,0,ORIGINAL,06,03,19147,002501,0025,0599233,059,4,504,0,,Y,2,2012-002501
6,24,MD,6,01,6,6,WASHINGTON CANYON,6936,51,1650,1102,0025,7,3,1,2,2,1,1645,3551,9996,2,2,5,2,0,0,1,0,1,0,0,4,3727,7427,47,1200,61,2,1,2,vajn1102.tif,00046652.tif,2012,0,0,0,ORIGINAL,06,03,19147,003101,0031,0010025,001,8,547,0,,Y,2,2012-003101
6,24,MD,6,01,6,6,PARKING LOT,6778,51,1530,1103,0039,8,1,1,2,2,2,1515,3551,3531,2,1,8,14,0,0,1,0,1,0,0,3,3740,7450,55,130,70,2,1,1,vajn1103.tif,00046626.tif,2012,1,0,0,ORIGINAL,06,03,19147,003201,0032,0010039,001,8,550,0,,Y,2,2012-003201
6,51,VA,6,02,6,6,PARKING LOT,6778,51,1636,1103,0039,8,1,1,2,2,1,1600,3551,7777,2,2,4,6,0,0,1,0,1,0,0,4,3740,7450,28,120,72,2,2,1,vajn1103.tif,00046628.tif,2012,1,0,0,ORIGINAL,06,03,19147,003202,0032,0010039,001,8,552,0,,Y,2,2012-003202
6,51,VA,6,03,6,6,PARKING LOT,6778,51,1705,1103,0039,8,1,1,2,2,1,1640,3551,9996,2,2,4,6,0,0,1,0,1,0,0,3,3740,7450,25,120,68,2,1,1,vajn1103.tif,00046630.tif,2012,0,1,0,ORIGINAL,06,03,19147,003203,0032,0010039,001,8,551,0,,Y,2,2012-003203
6,51,VA,6,04,6,6,WASHINGTON CAN,6778,51,1730,1103,0039,8,1,2,1,3,1,1715,3551,4711,2,2,10,6,0,1,1,1,1,0,0,6,3727,7427,50,220,68,2,1,1,vajn1103.tif,00046632.tif,2012,1,0,0,ORIGINAL,06,03,19147,003204,0032,0010039,001,8,548,0,,N,1,2012-003204
6,51,VA,6,05,6,6,LUMPY BOTTOM,6778,51,1800,1103,0955,8,1,1,2,2,7,1700,3551,7777,2,2,7,7,0,0,1,0,1,0,0,3,3802,7420,34,140,68,2,1,1,vajn1103.tif,00046634.tif,2012,0,1,0,ORIGINAL,06,03,19147,003205,0032,0010955,001,8,549,0,,Y,2,2012-003205
6,51,VA,6,01,6,6,FINGERS,7414,51,1815,1111,0091,1,1,2,1,3,1,1815,3551,3531,2,2,4,7,0,0,1,0,1,0,0,3,3700,7510,45,120,70,2,1,1,vajn1111.tif,00046655.tif,2012,0,1,0,REVISED,06,02,19146,003301,0033,8100091,810,8,571,0,,Y,1,2012-003301
6,51,VA,6,01,6,6,SANDBRIDGE,7414,51,1640,1201,0002,1,1,2,1,3,1,1630,3591,9996,2,12,6,4,1,0,1,1,1,0,0,5,9998,9998,4,45,72,2,1,1,vajn1201.tif,00046663.tif,2012,0,1,0,ORIGINAL,06,03,19147,003601,0036,8100002,810,8,607,0,,Y,2,2012-003601
6,51,VA,6,02,6,CASTING,LIGHTTOWER,7414,51,1715,1201,0091,1,1,1,2,3,6,1630,3591,9996,2,2,6,7,0,0,1,0,0,0,1,6,3655,7545,16,60,71,1,1,1,vajn1201.tif,00046666.tif,2012,0,1,0,ORIGINAL,06,03,19147,003602,0036,8100091,810,8,608,0,,N,2,2012-003602
6,10,DE,6,01,6,6,BALTIMORE CANYON,6447,10,1509,1203,1599,2,1,1,2,2,1,1500,4711,9996,2,2,10,5,0,0,1,1,0,0,0,4,3814,7350,60,900,73,2,2,1,dejn1203.tif,00046670.tif,2012,0,0,0,ORIGINAL,06,03,19147,003701,0037,0051599,005,6,130,0,,Y,1,2012-003701
6,10,DE,6,02,6,6,MASSEYS CANYON,6447,10,1536,1203,1599,2,1,1,2,2,1,1500,3551,9996,2,1,4,8,0,0,1,0,1,0,0,2,3825,7420,98,120,70,1,1,1,dejn1203.tif,00046672.tif,2012,0,0,0,ORIGINAL,06,03,19147,003702,0037,0051599,005,6,128,0,,Y,2,2012-003702
6,10,DE,6,03,6,6,BALTIMORE CANYON,6447,10,1624,1203,1599,2,1,1,2,2,1,1600,4711,1050,2,2,7,6,0,1,1,1,0,0,0,4,3814,7350,67,1500,67,2,1,1,dejn1203.tif,00046674.tif,2012,0,0,0,ORIGINAL,06,03,19147,003703,0037,0051599,005,6,131,0,,Y,2,2012-003703
6,10,DE,6,04,6,6,POOR MANS CANYON,6447,10,1713,1203,1599,2,1,1,2,2,7,1655,4711,1050,2,2,8,8,0,1,1,1,0,0,0,6,3752,7406,55,330,67,2,2,1,dejn1203.tif,00046676.tif,2012,0,1,0,ORIGINAL,06,03,19147,003704,0037,0051599,005,6,129,0,,Y,1,2012-003704
6,10,DE,6,05,6,6,POOR MANS CANYON,6447,10,1741,1203,1599,2,1,1,2,2,1,1730,4711,1050,2,2,10,8,0,1,1,1,0,0,0,6,3752,7406,58,42,73,2,2,1,dejn1203.tif,00046678.tif,2012,0,0,0,ORIGINAL,06,03,19147,003705,0037,0051599,005,6,127,0,,Y,1,2012-003705
,34,NJ,JIMS TACKLE MAKO TOURNAMENT,01,6,6,MISSY BLUE,7370,34,1600,1202,0385,3,1,2,1,3,7,1540,3551,9996,1,2,4,5,0,0,1,0,1,0,0,5,9998,9998,37,125,67,1,1,1,njjn1202.tif,00046689.tif,2012,0,1,0,ORIGINAL,06,03,19147,004001,0040,0090385,009,5,8,1,tcode;,Y,1,2012-004001
6,34,NJ,6,02,6,6,POOR MANS CANYON,7370,34,1710,1202,0900,3,1,1,2,2,1,1650,4711,9996,2,2,7,10,0,1,0,1,0,0,0,8,3752,7406,75,90,71,2,2,2,njjn1202.tif,00046691.tif,2012,1,1,0,ORIGINAL,06,03,19147,004002,0040,0090900,009,5,452,0,,Y,2,2012-004002
,34,NJ,JIMS TACKLE MAKO TOURNAMENT,03,6,6,CIGAR,7370,34,1810,1202,0900,3,1,1,2,2,1,1758,3551,9996,1,2,4,11,0,0,1,0,1,0,0,6,9998,9998,25,110,69,2,1,1,njjn1202.tif,00046692.tif,2012,0,1,0,ORIGINAL,06,03,19147,004003,0040,0090900,009,5,7,1,tcode;,Y,2,2012-004003
6,51,VA,6,01,6,6,NORFOLK CANYON,7415,51,1745,2205,0088,3,1,2,1,3,1,1730,1050,4711,2,2,8,9,0,0,1,1,0,0,0,6,3705,7435,63,250,68,1,1,1,vajn2205.tif,00046713.tif,2012,0,1,0,ORIGINAL,06,06,19150,004801,0048,8100088,810,8,649,0,,Y,2,2012-004801
6,51,VA,6,02,6,6,NORFOLK CANYON,7415,51,1810,2205,0088,3,1,2,1,2,1,1736,1050,4711,2,2,9,8,0,0,1,1,0,0,0,6,3705,7435,60,250,70,2,2,1,vajn2205.tif,00046715.tif,2012,0,1,0,ORIGINAL,06,06,19150,004802,0048,8100088,810,8,650,0,,Y,2,2012-004802
6,24,MD,6,01,6,6,ROCK PILE,6447,24,1548,2102,0856,4,3,1,2,2,6,1545,4711,3551,2,12,8,12,0,1,1,1,1,0,0,6,3739,7422,50,300,98,2,1,1,mdjn2102.tif,00046734.tif,2012,0,1,0,ORIGINAL,06,07,19151,005701,0057,0470856,047,7,255,0,,N,2,2012-005701
6,24,MD,6,02,6,6,FINGERS,6447,24,1646,2102,0856,4,3,1,2,2,7,1640,3551,4711,2,2,4,8,0,0,1,0,1,0,0,3,3812,7437,35,140,67,2,1,1,mdjn2102.tif,00046736.tif,2012,1,1,0,ORIGINAL,06,07,19151,005702,0057,0470856,047,7,250,0,,Y,2,2012-005702
6,24,MD,6,03,6,6,FINGERS,6447,24,1652,2102,0856,4,3,1,2,2,1,1645,3551,3531,2,12,4,8,0,0,1,0,1,0,0,2,3812,7437,37,140,64,2,1,1,mdjn2102.tif,00046738.tif,2012,1,0,0,ORIGINAL,06,07,19151,005703,0057,0470856,047,7,249,0,,Y,2,2012-005703
6,24,MD,6,04,6,6,WASHINGTON CANYON,6447,24,1704,2102,0856,4,3,1,2,2,1,1700,4711,1050,2,12,6,6,0,0,1,1,0,0,0,4,3727,7427,65,540,71,1,1,1,mdjn2102.tif,00046740.tif,2012,0,0,0,ORIGINAL,06,07,19151,005704,0057,0470856,047,7,248,0,,Y,2,2012-005704
6,24,MD,6,05,6,6,WASHINGTON CANYON,6447,24,1725,2102,0856,4,3,1,2,2,1,1720,4711,9996,2,2,6,8,0,1,1,1,0,0,0,4,3727,7427,70,99998,67,1,1,1,mdjn2102.tif,00046742.tif,2012,1,0,0,ORIGINAL,06,07,19151,005705,0057,0470856,047,7,252,0,,Y,2,2012-005705
6,10,DE,6,06,6,6,WASHINGTON CANYON,6447,24,1754,2102,0856,4,3,1,2,2,7,1745,4711,1050,2,12,9,8,0,1,1,1,0,0,0,4,3727,7427,63,500,70,2,1,1,mdjn2102.tif,00046744.tif,2012,1,1,0,ORIGINAL,06,07,19151,005706,0057,0470856,047,7,251,0,,Y,2,2012-005706
6,24,MD,6,07,6,6,WASHINGTON CANYON,6447,24,1826,2102,0856,4,3,1,2,2,7,1815,4711,1050,2,2,9,10,0,1,1,1,0,0,0,3,3727,7427,80,6000,65,2,2,1,mdjn2102.tif,00046746.tif,2012,0,1,0,ORIGINAL,06,07,19151,005707,0057,0470856,047,7,253,0,,Y,2,2012-005707
6,42,PA,6,08,6,6,FINGERS,6447,24,1844,2102,0856,4,3,1,2,8,6,1840,3551,3591,2,2,5,2,0,0,1,0,1,0,0,6,3812,7437,24,135,66,1,1,1,mdjn2102.tif,00046748.tif,2012,1,0,0,ORIGINAL,06,07,19151,005708,0057,0470856,047,7,254,0,,N,2,2012-005708
6,24,MD,6,01,6,6,WASHINGTON CANYON,7379,24,1730,2204,0853,3,1,2,2,3,1,1700,4711,9996,2,2,10,8,0,1,1,1,0,0,0,6,3727,7427,49,300,66,2,2,1,mdjn2204.tif,00047229.tif,2012,1,0,0,ORIGINAL,06,07,19151,005801,0058,0470853,047,7,289,0,,Y,1,2012-005801
6,10,DE,6,02,6,6,WASHINGTON CANYON,7379,24,1745,2204,0853,3,1,2,1,3,1,1715,4711,9996,2,2,13,8,0,1,1,1,0,0,0,8,3727,7427,55,600,69,2,2,1,mdjn2204.tif,00047231.tif,2012,0,0,0,ORIGINAL,06,07,19151,005802,0058,0470853,047,7,288,1,Q19;,Y,1,2012-005802
6,24,MD,6,03,6,6,WASHINGTON CANYON,7379,24,1815,2204,0853,3,1,1,2,2,1,1750,4711,9996,2,2,9,8,0,1,1,1,0,0,0,5,3727,7427,45,300,67,2,2,1,mdjn2204.tif,00047233.tif,2012,0,0,0,ORIGINAL,06,07,19151,005803,0058,0470853,047,7,287,0,,Y,2,2012-005803
6,24,MD,6,04,6,6,FINGERS,7379,24,1840,2204,0853,3,1,2,1,3,1,1800,3551,9996,2,1,5,7,0,0,1,0,1,0,0,5,3812,7437,29,130,67,1,2,1,mdjn2204.tif,00047235.tif,2012,0,0,0,ORIGINAL,06,07,19151,005804,0058,0470853,047,7,286,0,,Y,2,2012-005804
6,24,MD,6,05,6,6,WASHINGTON CANYON,7379,24,1910,2204,0853,3,1,2,1,3,1,1845,4711,9996,2,2,10,9,0,1,1,1,0,0,0,4,3727,7427,60,600,70,2,1,1,mdjn2204.tif,00047237.tif,2012,0,0,0,ORIGINAL,06,07,19151,005805,0058,0470853,047,7,290,0,,Y,1,2012-005805
6,36,NY,6,01,6,6,FINGERS,7422,36,1940,2204,0133,5,1,1,2,2,1,1940,4677,3551,2,2,5,7,0,1,1,1,1,0,0,3,4055,7055,31,180,63,1,1,1,nyjn2204.tif,00046760.tif,2012,0,0,0,ORIGINAL,06,07,19151,006101,0061,1030133,103,4,544,0,,Y,2,2012-006101
6,24,MD,6,01,6,6,WASHINGTON CAN,6778,51,1745,2106,0039,8,3,1,2,2,2,1722,4711,1050,2,2,9,10,0,1,1,1,0,0,0,4,3727,7427,60,1500,69,2,1,1,vajn2106.tif,00046764.tif,2012,1,0,0,ORIGINAL,06,07,19151,006201,0062,0010039,001,8,637,0,,Y,1,2012-006201
6,51,VA,6,01,6,6,OFF SAND BRIDGE,6633,51,1700,2107,0002,1,1,2,1,3,1,1300,4871,9996,2,1,7,5,1,1,1,1,1,1,0,5,9998,9998,4,40,70,1,1,1,vajn2107.tif,00046768.tif,2012,1,0,0,ORIGINAL,06,07,19151,006301,0063,8100002,810,8,638,1,Q15;,Y,2,2012-006301
6,10,DE,6,01,6,6,SPENCER CANY0N,6478,10,1615,1101,1599,2,1,1,2,4,6,1610,4711,3551,2,2,7,5,0,1,1,1,0,0,0,5,3837,7312,75,300,98,2,1,1,dejn1101.tif,00046772.tif,2012,1,0,0,ORIGINAL,06,10,19154,006401,0064,0051599,005,6,113,0,,N,2,2012-006401
6,10,DE,6,02,6,6,BALTIMORE CANYON,6478,10,1625,1101,1599,2,1,1,2,2,1,1600,4711,1050,2,2,7,8,0,0,1,1,0,0,0,4,3820,7345,70,460,69,2,1,1,dejn1101.tif,00046774.tif,2012,0,0,0,ORIGINAL,06,10,19154,006402,0064,0051599,005,6,109,0,,Y,2,2012-006402
6,10,DE,6,03,6,6,WILMINGTON CANYON,6478,10,1707,1101,1599,2,1,1,2,2,1,1700,4711,9996,2,2,8,8,0,1,1,1,0,0,0,4,3824,7327,70,3600,72,2,1,2,dejn1101.tif,00046776.tif,2012,1,0,0,ORIGINAL,06,10,19154,006403,0064,0051599,005,6,111,0,,Y,2,2012-006403
6,10,DE,6,04,6,6,BALTIMORE CANYON,6478,10,1745,1101,1599,2,1,1,2,2,1,1735,4711,9996,2,12,10,8,0,1,1,1,0,0,0,5,3814,7350,68,600,68,1,1,1,dejn1101.tif,00046777.tif,2012,1,1,0,ORIGINAL,06,10,19154,006404,0064,0051599,005,6,108,0,,Y,2,2012-006404
6,10,DE,6,05,6,6,BALTIMORE CANYON,6478,10,1805,1101,1599,2,1,1,2,2,3,1800,4711,9996,2,12,5,6,0,1,1,1,0,0,0,4,3814,7350,60,720,74,2,1,1,dejn1101.tif,00046779.tif,2012,1,0,0,ORIGINAL,06,10,19154,006405,0064,0051599,005,6,112,0,,Y,2,2012-006405
6,10,DE,6,06,6,6,BALTIMORE CANYON,6478,10,1825,1101,1599,2,1,1,2,2,1,1815,4711,9996,2,2,8,6,0,1,1,1,0,0,0,6,3820,7345,74,2400,69,2,1,1,dejn1101.tif,00046781.tif,2012,1,0,0,ORIGINAL,06,10,19154,006406,0064,0051599,005,6,110,0,,Y,1,2012-006406
6,10,DE,6,07,6,6,BALTIMORE CANYON,6478,10,1840,1101,1599,2,1,1,2,2,1,1835,4711,9996,2,2,9,9,0,1,1,1,0,0,0,6,3814,7350,66,600,68,2,1,1,dejn1101.tif,00046783.tif,2012,1,0,0,ORIGINAL,06,10,19154,006407,0064,0051599,005,6,106,0,,Y,2,2012-006407
6,10,DE,6,08,6,6,BALTIMORE CANYON,6478,10,1847,1101,1599,2,1,1,2,2,7,1840,4711,9996,2,2,10,4,0,1,1,1,0,0,0,4,3820,7345,64,450,67,2,1,1,dejn1101.tif,00046785.tif,2012,0,1,0,ORIGINAL,06,10,19154,006408,0064,0051599,005,6,107,0,,Y,2,2012-006408
