tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,proxy,contact,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,tracker,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
T204,36,NY,FREEPORT HUDSON SHARK,05,6,6,28 MILES OUT,6855,36,1515,1121,0213,1,1,1,2,2,7,1510,3551,3531,1,2,3,3,0,0,1,0,1,0,0,5,9998,9998,28,130,63,2,1,1,nyjn1121.tif,00047693.tif,2012,0,1,0,ORIGINAL,06,16,19160,019505,0195,0590213,059,4,756,0,,Y,1,2012-019505
T204,36,NY,FREEPORT HUDSON SHARK,06,6,6,15 MILES OUT,6855,36,1517,1121,0213,1,1,1,2,2,1,1515,3551,3531,1,2,3,4,0,0,1,0,1,0,0,2,9998,9998,15,113,98,2,1,1,nyjn1121.tif,00047695.tif,2012,0,0,0,ORIGINAL,06,16,19160,019506,0195,0590213,059,4,767,0,,Y,2,2012-019506
T204,36,NY,FREEPORT HUDSON SHARK,07,6,6,YANKEE WRECK,6855,36,1555,1121,0213,1,1,1,2,2,7,1552,3551,3531,1,2,3,7,0,0,1,0,1,1,0,4,4020,7315,28,120,98,2,1,1,nyjn1121.tif,00047697.tif,2012,0,1,0,ORIGINAL,06,16,19160,019507,0195,0590213,059,4,764,0,,Y,1,2012-019507
T204,36,NY,FREEPORT HUDSON SHARK,08,6,6,ROSE,6855,36,1622,1121,0213,1,1,1,2,8,6,1619,3551,3531,1,12,3,8,0,0,1,0,1,1,0,5,4013,7246,35,169,65,2,1,1,nyjn1121.tif,00047699.tif,2012,0,0,0,ORIGINAL,06,16,19160,019508,0195,0590213,059,4,776,0,,N,1,2012-019508
T204,36,NY,FREEPORT HUDSON SHARK,09,6,6,MUD HOLE,6855,36,1627,1121,0213,1,1,1,2,8,6,1625,3551,3531,1,2,4,4,0,0,1,0,1,1,0,5,4010,7335,35,210,63,2,1,1,nyjn1121.tif,00047701.tif,2012,0,0,0,ORIGINAL,06,16,19160,019509,0195,0590213,059,4,778,0,,N,1,2012-019509
T204,36,NY,FREEPORT HUDSON SHARK,10,6,6,30 MILES OUT,6855,36,1637,1121,0213,1,1,1,2,2,2,1635,3551,3531,1,2,4,7,0,0,1,0,1,1,0,6,9998,9998,30,220,68,2,1,1,nyjn1121.tif,00047703.tif,2012,0,0,0,ORIGINAL,06,16,19160,019510,0195,0590213,059,4,765,0,,N,1,2012-019510
T204,36,NY,FREEPORT HUDSON SHARK,11,6,6,LINDA WRECK,6855,36,1639,1121,0213,1,1,1,2,2,1,1637,3551,3531,1,2,5,5,0,0,1,0,1,0,0,5,4023,7300,30,130,98,2,1,1,nyjn1121.tif,00047705.tif,2012,0,0,0,ORIGINAL,06,16,19160,019511,0195,0590213,059,4,759,0,,Y,1,2012-019511
T204,36,NY,FREEPORT HUDSON SHARK,12,6,6,LITTLE ITALY,6855,36,1652,1121,0213,1,1,1,2,2,1,1650,3551,3531,1,2,4,6,1,0,1,0,1,1,0,5,4005,7338,35,130,66,2,1,1,nyjn1121.tif,00047707.tif,2012,0,0,0,ORIGINAL,06,16,19160,019512,0195,0590213,059,4,763,0,,Y,1,2012-019512
T204,36,NY,FREEPORT HUDSON SHARK,13,6,6,28 MILES OUT,6855,36,1700,1121,0213,1,1,1,2,2,1,1658,3551,3531,1,2,5,6,0,0,1,0,1,1,0,6,9998,9998,28,130,64,1,1,1,nyjn1121.tif,00047709.tif,2012,0,0,0,ORIGINAL,06,16,19160,019513,0195,0590213,059,4,751,0,,Y,1,2012-019513
T204,36,NY,FREEPORT HUDSON SHARK,14,6,6,VIRGINIA WRECK,6855,36,1715,1121,0213,1,1,1,2,2,1,1712,3551,3531,1,2,3,5,0,0,1,0,1,0,0,3,4007,7252,40,160,98,2,1,1,nyjn1121.tif,00047711.tif,2012,0,0,0,ORIGINAL,06,16,19160,019514,0195,0590213,059,4,755,0,,Y,1,2012-019514
T204,36,NY,FREEPORT HUDSON SHARK,15,6,6,15 MILES OUT,6855,36,1722,1121,0213,1,1,1,2,1,7,1720,3551,3531,1,12,4,8,0,0,1,0,1,1,0,4,9998,9998,15,102,72,2,1,1,nyjn1121.tif,00047713.tif,2012,0,1,0,ORIGINAL,06,16,19160,019515,0195,0590213,059,4,768,0,,Y,1,2012-019515
T204,36,NY,FREEPORT HUDSON SHARK,16,6,6,G AND D,6855,36,1727,1121,0213,1,1,1,2,2,1,1725,3551,3531,1,2,3,8,0,0,1,0,1,1,0,4,9998,9998,25,130,58,2,1,1,nyjn1121.tif,00047715.tif,2012,0,0,0,ORIGINAL,06,16,19160,019516,0195,0590213,059,4,750,0,,Y,1,2012-019516
T204,36,NY,FREEPORT HUDSON SHARK,17,6,6,VIRGINIA WRECK,6855,36,1732,1121,0213,1,1,1,2,3,2,1730,3551,3531,1,2,3,6,0,0,1,0,1,1,0,5,4007,7252,43,140,62,1,1,1,nyjn1121.tif,00047717.tif,2012,0,0,0,ORIGINAL,06,16,19160,019517,0195,0590213,059,4,761,0,,N,1,2012-019517
T204,36,NY,FREEPORT HUDSON SHARK,18,6,6,GLORY HOLE,6855,36,1737,1121,0213,1,1,1,2,2,7,1734,3551,3531,1,2,4,7,0,0,1,0,1,1,0,6,3955,7315,58,220,66,1,1,1,nyjn1121.tif,00047719.tif,2012,0,1,0,ORIGINAL,06,16,19160,019518,0195,0590213,059,4,762,0,,Y,1,2012-019518
T204,36,NY,FREEPORT HUDSON SHARK,19,6,6,35 MILES OUT,6855,36,1743,1121,0213,1,1,1,2,2,6,1740,3551,3531,1,2,3,8,0,0,1,0,1,0,0,4,9998,9998,35,145,65,2,1,1,nyjn1121.tif,00047721.tif,2012,0,1,0,ORIGINAL,06,16,19160,019519,0195,0590213,059,4,775,0,,N,1,2012-019519
T204,36,NY,FREEPORT HUDSON SHARK,20,6,6,ROCK PILE,6855,36,1749,1121,0213,1,1,1,2,4,6,1747,3551,3531,1,12,3,6,0,0,1,0,1,0,0,4,4010,7300,40,166,66,2,1,1,nyjn1121.tif,00047723.tif,2012,0,0,0,ORIGINAL,06,16,19160,019520,0195,0590213,059,4,774,0,,N,1,2012-019520
T204,36,NY,FREEPORT HUDSON SHARK,21,6,6,HA BUOY,6855,36,1757,1121,0213,1,1,1,2,4,6,1755,3551,3531,1,2,4,9,0,0,1,0,1,1,0,7,4010,7320,27,140,68,2,1,1,nyjn1121.tif,00047725.tif,2012,0,0,0,ORIGINAL,06,16,19160,019521,0195,0590213,059,4,773,0,,N,1,2012-019521
T204,36,NY,FREEPORT HUDSON SHARK,22,6,6,31 MILES OUT,6855,36,1806,1121,0213,1,1,1,2,1,1,1804,3551,3531,1,12,4,6,0,0,1,0,1,0,0,5,9998,9998,31,175,64,1,1,1,nyjn1121.tif,00047727.tif,2012,0,0,0,ORIGINAL,06,16,19160,019522,0195,0590213,059,4,753,0,,Y,1,2012-019522
T204,36,NY,FREEPORT HUDSON SHARK,23,6,6,BACARDI WRECK,6855,36,1812,1121,0213,1,1,1,2,2,2,1810,3551,3531,1,2,3,6,0,0,1,0,1,1,0,5,3950,7245,50,185,98,2,1,1,nyjn1121.tif,00047729.tif,2012,0,0,0,ORIGINAL,06,16,19160,019523,0195,0590213,059,4,772,0,,N,1,2012-019523
T204,36,NY,FREEPORT HUDSON SHARK,24,6,6,MAKO HOTEL,6855,36,1817,1121,0213,1,1,1,2,2,1,1815,3551,3531,1,1,4,8,0,0,1,0,1,1,0,3,4000,7310,30,204,64,2,1,1,nyjn1121.tif,00047731.tif,2012,0,0,0,ORIGINAL,06,16,19160,019524,0195,0590213,059,4,770,0,,Y,1,2012-019524
T204,36,NY,FREEPORT HUDSON SHARK,25,6,6,ROCK PILE,6855,36,1822,1121,0213,1,1,1,2,2,1,1820,3551,3531,1,2,3,8,0,0,1,0,1,1,0,6,4010,7300,39,140,64,2,1,1,nyjn1121.tif,00047733.tif,2012,0,0,0,ORIGINAL,06,16,19160,019525,0195,0590213,059,4,760,0,,Y,1,2012-019525
T204,36,NY,FREEPORT HUDSON SHARK,26,6,6,60 MILES OUT,6855,36,1827,1121,0213,1,1,1,2,2,1,1824,3551,3531,1,2,3,10,0,0,1,0,1,1,0,5,9998,9998,60,180,64,2,1,1,nyjn1121.tif,00047735.tif,2012,0,0,0,ORIGINAL,06,16,19160,019526,0195,0590213,059,4,766,0,,Y,1,2012-019526
T204,36,NY,FREEPORT HUDSON SHARK,27,6,6,30 MILES OUT,6855,36,1832,1121,0213,1,1,2,2,3,7,1830,3551,3531,1,12,3,7,0,0,1,0,1,1,0,6,9998,9998,30,120,66,2,1,1,nyjn1121.tif,00047737.tif,2012,0,1,0,ORIGINAL,06,16,19160,019527,0195,0590213,059,4,752,0,,Y,1,2012-019527
T204,36,NY,FREEPORT HUDSON SHARK,28,6,6,GLORY HOLE,6855,36,1839,1121,0213,1,1,1,2,2,1,1837,3551,3531,1,2,4,6,0,0,1,0,1,1,0,8,3955,7315,52,273,64,2,1,1,nyjn1121.tif,00047739.tif,2012,0,0,0,ORIGINAL,06,16,19160,019528,0195,0590213,059,4,754,1,Q23;,Y,1,2012-019528
T204,36,NY,FREEPORT HUDSON SHARK,29,6,6,ROCK PILE,6855,36,1844,1121,0213,1,1,1,2,4,6,1842,3551,3531,1,12,4,6,0,0,1,0,1,1,0,4,4010,7300,33,140,64,2,2,1,nyjn1121.tif,00047741.tif,2012,0,0,0,ORIGINAL,06,16,19160,019529,0195,0590213,059,4,777,0,,N,1,2012-019529
6,25,MA,6,01,6,LIVE LINE,STELLWAGEN BANK SW,6634,25,1248,1106,0217,8,1,1,2,3,1,1238,4671,4679,2,2,2,5,1,0,0,0,0,0,1,1,4210,7015,9,90,98,2,1,2,majn1106.tif,00047756.tif,2012,1,0,0,ORIGINAL,06,17,19161,019901,0199,0230217,023,2,302,0,,Y,2,2012-019901
6,25,MA,6,02,6,LIVE LINE,STELLWAGEN S,6634,25,1350,1106,0784,8,1,2,2,3,1,1200,4671,4679,2,2,2,8,1,1,0,1,0,0,1,3,4210,7015,8,150,61,2,1,2,majn1106.tif,00047757.tif,2012,0,1,0,ORIGINAL,06,17,19161,019902,0199,0230784,023,2,300,0,,Y,2,2012-019902
6,25,MA,6,03,6,LIVE LINE,STELLWAGEN BANK SW,6634,25,1400,1106,0784,8,1,1,2,1,1,1340,4671,4679,2,12,3,6,1,0,0,0,0,0,1,3,4210,7015,7,75,61,2,1,2,majn1106.tif,00047758.tif,2012,0,0,0,ORIGINAL,06,17,19161,019903,0199,0230784,023,2,304,0,,Y,2,2012-019903
6,25,MA,6,04,6,LIVE LINE,STELLWAGEN S,6634,25,1430,1106,0217,8,3,1,2,1,1,1400,4671,4679,2,2,2,6,1,0,0,0,0,0,1,2,4210,7015,8,80,98,2,1,1,majn1106.tif,00047759.tif,2012,0,1,0,ORIGINAL,06,17,19161,019904,0199,0230217,023,2,303,0,,Y,1,2012-019904
6,25,MA,6,05,6,LIVE LINE,STELLWAGEN BANK SW,6634,25,1600,1106,0784,8,1,1,2,1,1,1535,4671,4679,2,2,4,7,1,0,0,0,0,0,1,4,4210,7015,6,140,61,1,1,1,majn1106.tif,00047761.tif,2012,0,1,0,ORIGINAL,06,17,19161,019905,0199,0230784,023,2,299,0,,Y,2,2012-019905
6,25,MA,6,06,6,LIVE LINE,STELLWAGEN BANK SW,6634,25,1615,1106,0784,8,1,2,1,3,1,1535,4671,4679,2,12,4,7,1,0,0,0,0,0,1,2,4216,7017,9,110,60,2,1,1,majn1106.tif,00047763.tif,2012,0,0,0,ORIGINAL,06,17,19161,019906,0199,0230784,023,2,301,0,,Y,1,2012-019906
6,25,MA,6,07,6,LIVE LINE,STELLWAGEN BANK,6634,25,1625,1106,0784,8,1,1,2,1,1,1600,4671,4679,2,2,3,9,1,0,0,0,0,0,1,2,4216,7017,18,180,98,2,1,2,majn1106.tif,00047765.tif,2012,1,0,0,ORIGINAL,06,17,19161,019907,0199,0230784,023,2,305,0,,Y,2,2012-019907
6,09,CT,6,01,6,6,HIGHLAND LIGHT,6698,25,1517,1131,0279,18,3,1,2,2,1,1510,4676,9996,2,2,2,4,0,1,0,1,0,0,0,4,4205,7008,6,120,57,2,1,1,majn1131.tif,00047787.tif,2012,0,0,0,ORIGINAL,06,16,19160,020001,0200,0010279,001,2,346,0,,Y,2,2012-020001
6,25,MA,6,01,6,DRIFTING,STELLWAGEN BANK SW,7426,25,1619,2114,0229,9,1,2,2,3,2,1619,4671,9996,2,2,4,7,1,0,0,0,0,0,1,4,4210,7015,7,100,62,2,1,2,majn2114.tif,00047792.tif,2012,0,0,0,ORIGINAL,06,19,19163,020101,0201,0230229,023,2,384,0,,N,2,2012-020101
6,25,MA,6,02,6,DRIFTING,STELLWAGEN BANK,7426,25,1628,2114,0229,9,1,1,2,1,2,1628,4671,9996,2,12,4,12,1,1,0,1,0,0,1,2,4216,7017,16,170,98,2,1,2,majn2114.tif,00047791.tif,2012,1,0,0,ORIGINAL,06,19,19163,020102,0201,0230229,023,2,385,0,,Y,2,2012-020102
6,36,NY,6,01,6,6,HA BUOY,6855,36,1530,1211,9002,1,1,1,2,8,6,1400,3551,3531,2,2,3,6,0,0,1,0,1,1,0,3,4010,7320,30,125,63,2,1,1,nyjn1211.tif,00047777.tif,2012,0,0,0,ORIGINAL,06,10,19154,020601,0206,0599002,059,4,537,0,,N,2,2012-020601
6,36,NY,6,02,6,6,MAKO HOTEL,6855,36,1647,1211,0626,1,4,1,2,2,1,1640,3551,3531,2,2,3,6,0,0,1,0,1,1,0,4,4000,7310,40,162,64,2,1,1,nyjn1211.tif,00047779.tif,2012,0,0,0,ORIGINAL,06,10,19154,020602,0206,0590626,059,4,536,0,,Y,2,2012-020602
6,36,NY,6,03,6,6,HUDSON CANYON,6855,36,1703,1211,0626,1,4,2,2,3,1,1655,4711,4691,2,2,6,12,0,1,1,1,0,1,0,4,3930,7220,100,252,66,2,1,1,nyjn1211.tif,00047781.tif,2012,0,0,0,ORIGINAL,06,10,19154,020603,0206,0590626,059,4,535,0,,Y,2,2012-020603
6,36,NY,6,04,6,6,35 MILES  SE,6855,36,1755,1211,0626,1,4,1,2,2,1,1750,3551,3531,2,2,3,7,0,0,1,0,1,1,0,4,9998,9998,35,151,61,2,1,1,nyjn1211.tif,00047783.tif,2012,0,0,0,ORIGINAL,06,10,19154,020604,0206,0590626,059,4,534,0,,Y,1,2012-020604
6,25,MA,6,01,6,BALLOONS,SW CORNER,6698,25,1530,1109,0279,18,3,2,1,3,2,1520,4676,9996,2,2,3,6,1,0,0,0,0,0,1,2,4210,7015,8,140,61,2,2,2,majn1109.tif,00047805.tif,2012,1,0,0,ORIGINAL,06,17,19161,020801,0208,0010279,001,2,307,0,,N,2,2012-020801
6,09,CT,6,02,6,6,HIGHLAND LT,6698,25,1610,1109,0279,18,3,1,2,2,2,1600,4676,9996,2,2,2,5,0,1,0,1,0,0,0,4,4205,7008,6,125,60,2,1,1,majn1109.tif,00047803.tif,2012,0,0,0,ORIGINAL,06,17,19161,020802,0208,0010279,001,2,306,0,,Y,2,2012-020802
6,24,MD,6,01,6,6,HOT DOG,6936,24,1630,2101,0856,4,3,1,2,2,1,1630,4711,9996,2,2,6,6,0,1,1,1,0,0,0,4,3806,7417,45,180,68,1,1,1,mdjn2101.tif,00047811.tif,2012,0,0,0,ORIGINAL,06,20,19164,021001,0210,0470856,047,7,246,0,,Y,2,2012-021001
6,24,MD,6,02,6,6,POOR MANS CANYON,6936,24,1705,2101,0856,4,3,1,2,2,1,1705,4656,2161,2,12,9,20,0,1,1,1,0,0,0,3,3752,7406,90,4410,70,2,1,1,mdjn2101.tif,00047813.tif,2012,0,0,0,ORIGINAL,06,20,19164,021002,0210,0470856,047,7,245,0,,Y,2,2012-021002
6,24,MD,6,03,6,6,BALTIMORE CANYON,6936,24,1800,2101,0856,4,3,1,2,2,1,1800,4711,9996,2,12,6,8,0,1,1,1,0,0,0,5,3814,7350,50,240,69,2,1,1,mdjn2101.tif,00047815.tif,2012,0,0,0,ORIGINAL,06,20,19164,021003,0210,0470856,047,7,247,0,,Y,2,2012-021003
6,24,MD,6,01,6,6,POOR MANS CANYON,7326,24,1630,2202,0938,7,1,2,1,3,7,1620,4711,9996,2,2,10,6,0,1,1,1,0,0,0,6,3752,7406,45,300,69,2,1,1,mdjn2202.tif,00047819.tif,2012,0,1,0,ORIGINAL,06,20,19164,021101,0211,0470938,047,7,282,0,,N,1,2012-021101
6,24,MD,6,02,6,6,HOT DOG,7326,24,1750,2202,0938,7,1,1,2,2,1,1725,4711,9996,2,1,12,12,0,1,0,1,0,0,0,5,3806,7417,44,250,68,2,1,1,mdjn2202.tif,00047821.tif,2012,1,1,0,ORIGINAL,06,20,19164,021102,0211,0470938,047,7,283,0,,Y,2,2012-021102
6,24,MD,6,03,6,6,BALTIMORE CANYON,7326,24,1710,2202,0938,7,1,1,2,2,2,1700,4711,9996,2,2,6,3,1,1,0,1,0,0,0,3,3806,7349,65,240,77,2,1,1,mdjn2202.tif,00047823.tif,2012,0,0,0,ORIGINAL,06,20,19164,021103,0211,0470938,047,7,284,0,,N,1,2012-021103
6,24,MD,6,04,6,6,HOT DOG,7326,24,1800,2202,0938,7,1,1,2,2,1,1745,4711,9996,2,2,8,8,0,1,1,1,0,0,0,4,3806,7417,44,240,69,2,1,1,mdjn2202.tif,00047825.tif,2012,0,0,0,ORIGINAL,06,20,19164,021104,0211,0470938,047,7,281,0,,Y,2,2012-021104
6,34,NJ,6,01,6,6,OLD GROUNDS,7361,34,1620,2118,1044,11,1,1,2,8,6,1500,3551,1050,2,12,3,5,0,1,1,1,0,0,0,1,9998,9998,19,75,68,2,1,1,njjn2118.tif,00047833.tif,2012,0,0,0,ORIGINAL,06,20,19164,021301,0213,0091044,009,5,498,0,,N,2,2012-021301
6,37,NC,6,01,6,6,NORFOLK CANYON,7393,51,1710,2112,0088,3,1,2,1,3,1,1703,4656,9996,2,2,8,6,0,0,1,1,0,0,0,4,3705,7435,61,300,71,2,1,1,vajn2112.tif,00047844.tif,2012,0,0,0,ORIGINAL,06,18,19162,021601,0216,8100088,810,8,645,0,,Y,1,2012-021601
6,51,VA,6,02,6,6,NORFOLK CANYON,7393,51,1810,2112,0088,3,1,2,1,3,1,1750,7777,9996,2,2,11,7,0,0,1,1,0,0,0,6,3705,7435,60,250,70,2,1,1,vajn2112.tif,00047846.tif,2012,0,0,0,ORIGINAL,06,18,19162,021602,0216,8100088,810,8,646,0,,Y,2,2012-021602
6,25,MA,6,01,6,DRIFTING,STELLWAGEN BANK SW,7424,25,1420,2113,0217,8,3,1,2,3,2,1415,4671,9996,2,2,2,6,1,0,0,0,0,0,1,1,4210,7015,9,70,98,2,1,2,majn2113.tif,00047851.tif,2012,0,0,0,ORIGINAL,06,18,19162,021701,0217,0230217,023,2,381,0,,Y,2,2012-021701
6,25,MA,6,02,6,DRIFTING,STELLWAGEN BANK SW,7424,25,1500,2113,0218,8,1,1,2,1,2,1500,4671,9996,2,2,3,7,1,0,0,0,0,0,1,2,4210,7015,12,100,98,2,2,2,majn2113.tif,00047852.tif,2012,0,0,0,ORIGINAL,06,18,19162,021702,0217,0230218,023,2,383,0,,Y,2,2012-021702
6,25,MA,6,03,6,DRIFTING,STELLWAGEN BANK SW,7424,25,1530,2113,0217,8,3,1,2,1,2,1530,4671,9996,2,1,2,8,1,0,0,0,0,0,1,2,4210,7015,18,84,60,2,1,2,majn2113.tif,00047853.tif,2012,0,0,0,ORIGINAL,06,18,19162,021703,0217,0230217,023,2,382,0,,Y,2,2012-021703
6,25,MA,6,01,6,DRIFTING,STELLWAGEN BANK SW,7424,25,1245,1129,0218,8,1,2,2,3,2,1245,4671,9996,2,1,3,4,1,0,0,0,0,0,1,2,4210,7015,8,80,58,2,1,2,majn1129.tif,00047866.tif,2012,0,0,0,ORIGINAL,06,16,19160,021801,0218,0230218,023,2,343,0,,N,2,2012-021801
6,25,MA,6,02,6,DRIFTING,S MID BANK,7424,25,1520,1129,0218,8,1,1,2,1,2,1520,4671,9996,2,1,3,9,1,0,0,0,0,0,1,2,4216,7017,8,75,60,2,2,2,majn1129.tif,00047867.tif,2012,0,0,0,ORIGINAL,06,16,19160,021802,0218,0230218,023,2,344,0,,Y,2,2012-021802
6,25,MA,6,03,6,6,STELLWAGEN BANK SW,7424,25,1535,1129,0218,8,1,2,1,3,2,1535,4677,4678,2,12,4,8,0,1,0,1,0,0,0,6,4210,7015,12,110,98,2,1,2,majn1129.tif,00047868.tif,2012,0,0,0,ORIGINAL,06,16,19160,021803,0218,0230218,023,2,341,0,,N,2,2012-021803
6,25,MA,6,04,6,6,STELLWAGEN BANK SW,7424,25,1630,1129,0784,8,1,1,2,2,2,1630,4678,4671,2,2,4,8,0,1,0,1,0,0,0,2,4210,7015,12,70,60,2,1,2,majn1129.tif,00047869.tif,2012,1,0,0,ORIGINAL,06,16,19160,021804,0218,0230784,023,2,342,0,,Y,2,2012-021804
6,25,MA,6,05,6,DRIFTING,STELLWAGEN BANK SW,7424,25,1700,1129,0784,8,1,1,2,3,2,1700,4671,9996,2,2,4,9,1,1,0,1,0,0,1,3,4210,7015,16,100,60,2,1,2,majn1129.tif,00047870.tif,2012,0,1,0,ORIGINAL,06,16,19160,021805,0218,0230784,023,2,340,0,,Y,2,2012-021805
6,34,NJ,6,01,6,6,WILMINGTON CANYON,6416,34,1530,2113,0894,10,1,2,1,3,1,1300,4711,3551,2,2,14,22,0,1,1,1,1,0,0,6,3824,7327,105,600,71,1,1,1,njjn2113.tif,00047859.tif,2012,0,0,0,ORIGINAL,06,19,19163,022001,0220,0290894,029,5,492,1,Q19;Q25;,Y,2,2012-022001
6,34,NJ,6,02,6,6,WILMINGTON CANYON,6416,34,1938,2113,0894,10,1,1,2,2,1,1900,4711,9996,2,2,8,10,0,1,1,1,0,0,0,4,3824,7327,105,600,70,2,1,1,njjn2113.tif,00047861.tif,2012,0,0,0,ORIGINAL,06,19,19163,022002,0220,0290894,029,5,491,1,Q25;,Y,2,2012-022002
6,34,NJ,6,01,6,6,WILMINGTON CANYON,6416,34,1515,2117,0894,10,1,2,1,3,1,1415,4711,3551,2,12,14,20,0,1,1,1,1,1,0,6,3824,7327,107,500,73,1,1,1,njjn2117.tif,00047876.tif,2012,0,0,0,ORIGINAL,06,20,19164,022201,0222,0290894,029,5,494,1,Q19;Q25;,Y,1,2012-022201
6,34,NJ,6,02,6,6,WILMINGTON CANYON,6416,34,1637,2117,0894,10,1,2,1,3,1,1605,4711,3551,2,12,14,20,0,1,1,1,1,0,0,6,3824,7327,105,550,72,1,1,1,njjn2117.tif,00047878.tif,2012,0,0,0,ORIGINAL,06,20,19164,022202,0222,0290894,029,5,497,1,Q19;Q25;,Y,1,2012-022202
6,34,NJ,6,03,6,6,CHICKEN CANYON,6416,34,1740,2117,9118,10,1,2,1,3,1,1730,4677,3551,2,2,11,8,0,1,1,1,1,0,0,4,3952,7303,54,220,65,2,1,1,njjn2117.tif,00047880.tif,2012,0,0,0,ORIGINAL,06,20,19164,022203,0222,0299118,029,5,496,0,,N,2,2012-022203
6,34,NJ,6,04,6,6,CHICKEN CANYON,6416,34,1852,2117,9118,10,1,1,2,1,1,1800,3551,4677,2,2,6,8,0,1,1,1,1,0,0,4,3952,7303,52,160,65,1,1,1,njjn2117.tif,00047882.tif,2012,0,0,0,ORIGINAL,06,20,19164,022204,0222,0299118,029,5,495,0,,Y,2,2012-022204
6,10,DE,6,01,6,6,BALTIMORE CANYON,6783,10,1714,2204,1599,2,1,1,2,3,1,1706,4711,9996,2,2,8,6,0,1,1,1,0,0,0,4,3814,7350,55,180,70,2,1,1,dejn2204.tif,00047892.tif,2012,0,0,0,ORIGINAL,06,20,19164,022301,0223,0051599,005,6,152,0,,Y,1,2012-022301
6,25,MA,6,01,6,DRIFTING,STELLWAGEN BANK,7426,25,1440,2144,0218,8,3,2,1,3,2,1440,4671,9996,2,2,5,7,1,0,1,1,0,0,1,4,4216,7017,8,100,64,2,1,2,majn2144.tif,00047897.tif,2012,1,0,0,ORIGINAL,06,20,19164,022401,0224,0230218,023,2,404,0,,Y,2,2012-022401
6,25,MA,6,02,6,DRIFTING,STELLWAGEN BANK,7426,25,1453,2144,0217,8,3,1,2,3,2,1453,4671,9996,2,1,3,10,1,1,0,1,0,0,1,3,4216,7017,17,100,98,1,1,2,majn2144.tif,00047898.tif,2012,0,0,0,ORIGINAL,06,20,19164,022402,0224,0230217,023,2,407,0,,Y,2,2012-022402
6,25,MA,6,03,6,DRIFTING,STELLWAGEN BANK SW,7426,25,1550,2144,0784,8,1,2,1,2,2,1530,4676,4678,2,1,3,5,1,0,1,0,1,0,1,4,4210,7015,4,100,98,2,1,2,majn2144.tif,00047900.tif,2012,0,0,0,ORIGINAL,06,20,19164,022403,0224,0230784,023,2,406,0,,Y,2,2012-022403
6,25,MA,6,04,6,6,STELLWAGEN BANK,7426,25,1632,2144,0217,8,3,1,2,2,7,1632,4678,9996,2,2,2,5,0,1,0,1,0,0,0,2,4216,7017,17,150,98,1,2,2,majn2144.tif,00047901.tif,2012,0,1,0,ORIGINAL,06,20,19164,022404,0224,0230217,023,2,405,0,,Y,2,2012-022404
6,24,MD,6,01,6,6,POOR MANS CANYON,7379,24,1800,2203,0853,3,1,2,1,3,1,1715,4711,9996,2,2,9,8,0,0,1,1,0,0,0,4,3752,7406,48,300,70,2,1,1,mdjn2203.tif,00047904.tif,2012,0,0,0,ORIGINAL,06,21,19165,022501,0225,0470853,047,7,285,0,,Y,1,2012-022501
6,34,NJ,6,01,6,6,BALTIMORE CANYON,7411,34,1915,2116,1131,11,1,1,2,2,1,1915,4711,4677,2,2,7,8,0,1,1,1,0,0,0,4,3820,7345,70,330,72,1,1,1,njjn2116.tif,00047917.tif,2012,0,0,0,ORIGINAL,06,19,19163,022901,0229,0091131,009,5,493,0,,Y,2,2012-022901
6,10,DE,6,01,6,6,BALTIMORE CANYON,6478,10,1905,1202,0013,1,1,2,1,3,1,1845,4711,5250,2,2,11,8,0,1,1,1,0,0,0,6,3820,7345,68,600,80,2,2,1,dejn1202.tif,00047921.tif,2012,0,1,0,ORIGINAL,06,24,19168,023001,0230,0050013,005,6,126,0,,Y,2,2012-023001
6,10,DE,6,01,6,6,WILMINGTON CANYON,6447,10,1716,2205,1599,2,1,1,2,2,1,1700,4711,3551,2,2,7,14,0,1,1,1,1,0,0,5,3824,7327,86,465,67,2,1,1,dejn2205.tif,00047925.tif,2012,0,0,0,ORIGINAL,06,21,19165,023201,0232,0051599,005,6,153,0,,Y,2,2012-023201
6,25,MA,6,01,6,DRIFTING,STELLWAGEN BANK,7426,25,1423,1114,9038,9,1,1,2,1,2,1423,4671,9996,2,1,3,10,1,0,0,0,0,0,1,2,4216,7017,6,180,65,2,2,2,majn1114.tif,00047929.tif,2012,0,0,0,ORIGINAL,06,23,19167,023301,0233,0239038,023,2,320,0,,Y,2,2012-023301
6,25,MA,6,02,6,DRIFTING,STELLWAGEN BANK,7426,25,1513,1114,0213,9,2,1,2,1,2,1513,4671,9996,2,12,4,12,1,1,1,1,1,0,1,2,4216,7017,20,210,98,2,1,2,majn1114.tif,00047930.tif,2012,0,0,0,ORIGINAL,06,23,19167,023302,0233,0230213,023,2,318,0,,Y,2,2012-023302
