tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chum,fm_chunk,fm_other,party,latddmm,londdmm,miles,depth,sst,proxy,contact,catch,faxno,tifno,year,enterr,interr,permismt,month,day,intdate,tracker,batch,site_no,county,filestat,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
6,10,DE,6,04,6,6,ROCK PILE,6783,24,1806,2110,0856,4,3,1,2,2,1,1806,4656,9996,2,2,6,7,0,0,1,1,0,0,0,2,3739,7422,47,309,98,2,1,1,mdjn2110.tif,00036854.tif,2011,1,1,0,06,21,18799,023204,0232,0470856,047,ORIGINAL,7,225,0,,Y,2,2011-023204
6,24,MD,6,01,6,6,JACKSPOT,6783,24,1637,2111,0853,3,1,2,1,3,1,1626,7777,9996,2,2,9,7,0,1,1,1,0,0,0,4,3805,7445,22,90,70,2,1,1,mdjn2111.tif,00036332.tif,2011,0,1,0,06,22,18800,023501,0235,0470853,047,ORIGINAL,7,229,0,,Y,1,2011-023501
6,10,DE,6,02,6,6,BALTIMORE CANYON,6783,24,1722,2111,0853,3,1,2,2,3,2,1642,4656,9996,2,12,13,7,0,1,1,1,0,0,0,10,3814,7350,60,600,74,2,2,1,mdjn2111.tif,00036334.tif,2011,0,1,0,06,22,18800,023502,0235,0470853,047,ORIGINAL,7,230,1,Q19;Q23;,N,1,2011-023502
6,24,MD,6,03,6,6,FINGERS,6783,24,1717,2111,0853,3,1,2,1,3,1,1453,3551,9996,2,1,5,2,0,1,1,1,1,0,0,4,3812,7437,26,120,98,2,1,1,mdjn2111.tif,00036336.tif,2011,0,0,0,06,22,18800,023503,0235,0470853,047,ORIGINAL,7,228,0,,Y,1,2011-023503
6,24,MD,6,04,6,6,BALTIMORE CANYON,6783,24,1751,2111,0853,3,1,2,1,3,2,1645,4656,9996,2,2,10,8,0,1,1,1,0,0,0,6,3814,7350,60,600,74,2,2,1,mdjn2111.tif,00036338.tif,2011,0,0,0,06,22,18800,023504,0235,0470853,047,ORIGINAL,7,231,0,,N,1,2011-023504
T204,36,NY,FREEPORT HUDSON SHARK,01,6,6,CHICKEN CANYON,6855,36,1253,1209,0213,1,1,1,2,2,1,1045,3531,3551,1,2,2,1,0,0,1,0,1,0,0,5,3952,7303,40,145,64,1,1,1,nyjn1209.tif,00036349.tif,2011,0,0,0,06,18,18796,023601,0236,0590213,059,ORIGINAL,4,645,0,,Y,1,2011-023601
T204,36,NY,FREEPORT HUDSON SHARK,02,6,6,COMPASS ROSE,6855,36,1322,1209,0213,1,1,1,2,1,1,1320,3531,3551,1,2,3,4,0,0,1,0,1,1,0,4,4013,7246,40,190,68,2,1,1,nyjn1209.tif,00036351.tif,2011,1,0,0,06,18,18796,023602,0236,0590213,059,ORIGINAL,4,647,0,,N,1,2011-023602
T204,36,NY,FREEPORT HUDSON SHARK,03,6,6,31 MILES S,6855,36,1452,1209,0213,1,1,1,2,2,1,1450,3531,3551,1,2,3,3,0,0,1,0,1,1,0,6,9998,9998,31,135,98,2,1,1,nyjn1209.tif,00036353.tif,2011,0,0,0,06,18,18796,023603,0236,0590213,059,ORIGINAL,4,619,0,,Y,1,2011-023603
T204,36,NY,FREEPORT HUDSON SHARK,04,6,6,GLORY HOLE,6855,36,1501,1209,0213,1,1,1,2,2,1,1500,3531,3551,1,2,3,5,0,0,1,0,1,1,0,5,3956,7309,42,195,69,2,1,1,nyjn1209.tif,00036355.tif,2011,0,0,0,06,18,18796,023604,0236,0590213,059,ORIGINAL,4,641,0,,Y,1,2011-023604
T204,36,NY,FREEPORT HUDSON SHARK,05,6,6,G AND D,6855,36,1538,1209,0213,1,1,1,2,2,1,1535,3531,3551,1,2,4,5,0,0,1,0,1,1,0,3,9998,9998,20,119,63,2,1,1,nyjn1209.tif,00036357.tif,2011,0,0,0,06,18,18796,023605,0236,0590213,059,ORIGINAL,4,649,0,,N,1,2011-023605
T204,36,NY,FREEPORT HUDSON SHARK,06,6,6,CHICKEN CANYON,6855,36,1602,1209,0213,1,1,2,2,3,1,1600,3531,3551,1,1,3,3,0,0,1,0,1,1,0,5,3952,7303,53,180,66,2,1,1,nyjn1209.tif,00036359.tif,2011,0,0,0,06,18,18796,023606,0236,0590213,059,ORIGINAL,4,630,0,,Y,1,2011-023606
T204,36,NY,FREEPORT HUDSON SHARK,07,6,6,7,6855,36,1608,1209,0213,1,1,1,2,2,1,1605,3531,3551,1,2,2,2,0,0,1,0,1,1,0,3,9998,9998,998,145,98,1,1,1,nyjn1209.tif,00036361.tif,2011,0,1,0,06,18,18796,023607,0236,0590213,059,ORIGINAL,4,651,0,,N,2,2011-023607
T204,36,NY,FREEPORT HUDSON SHARK,08,6,6,COMPASS ROSE,6855,36,1615,1209,0213,1,1,1,2,8,6,1612,3531,3551,1,2,4,6,0,0,1,0,1,1,0,4,4013,7246,43,162,66,2,1,1,nyjn1209.tif,00036363.tif,2011,0,0,0,06,18,18796,023608,0236,0590213,059,ORIGINAL,4,652,0,,N,1,2011-023608
T204,36,NY,FREEPORT HUDSON SHARK,09,6,6,HA BUOY,6855,36,1620,1209,0213,1,1,1,2,3,1,1618,3531,3551,1,2,6,4,0,0,1,0,1,1,0,3,4008,7321,14,144,68,2,1,1,nyjn1209.tif,00036365.tif,2011,1,0,0,06,18,18796,023609,0236,0590213,059,ORIGINAL,4,643,0,,Y,1,2011-023609
T204,36,NY,FREEPORT HUDSON SHARK,10,6,6,VIRGINIA WRECK,6855,36,1643,1209,0213,1,1,1,1,3,1,1640,3531,3551,1,2,3,6,1,0,1,0,1,1,0,4,4007,7252,37,140,65,2,1,1,nyjn1209.tif,00036367.tif,2011,1,1,0,06,18,18796,023610,0236,0590213,059,ORIGINAL,4,632,0,,Y,1,2011-023610
T204,36,NY,FREEPORT HUDSON SHARK,11,6,6,GLORY HOLE,6855,36,1624,1209,0213,1,1,1,2,2,1,1621,3531,3551,1,2,4,6,0,0,1,0,1,1,0,5,3956,7309,43,170,69,1,1,1,nyjn1209.tif,00036369.tif,2011,0,0,0,06,18,18796,023611,0236,0590213,059,ORIGINAL,4,629,0,,Y,1,2011-023611
T204,36,NY,FREEPORT HUDSON SHARK,12,6,6,VIRGINIA WRECK,6855,36,1633,1209,0213,1,1,1,2,2,1,1630,3531,3551,1,2,3,5,0,0,1,0,1,1,0,4,4007,7252,40,180,67,2,1,1,nyjn1209.tif,00036371.tif,2011,1,1,0,06,18,18796,023612,0236,0590213,059,ORIGINAL,4,640,0,,Y,1,2011-023612
T204,36,NY,FREEPORT HUDSON SHARK,13,6,6,30 MILES SE,6855,36,1652,1209,0213,1,1,2,1,1,1,1650,3531,3551,1,2,4,6,0,0,1,0,1,1,0,5,9998,9998,30,164,64,1,1,1,nyjn1209.tif,00036373.tif,2011,1,0,0,06,18,18796,023613,0236,0590213,059,ORIGINAL,4,622,0,,Y,1,2011-023613
T204,36,NY,FREEPORT HUDSON SHARK,14,6,6,YANKEE WRECK,6855,36,1656,1209,0213,1,1,1,2,2,2,1653,3531,9996,1,2,3,5,0,0,1,0,1,1,0,6,4020,7316,40,165,69,2,1,1,nyjn1209.tif,00036375.tif,2011,0,0,0,06,18,18796,023614,0236,0590213,059,ORIGINAL,4,625,0,,Y,1,2011-023614
T204,36,NY,FREEPORT HUDSON SHARK,15,6,6,ROCK PILE,6855,36,1703,1209,0213,1,1,1,2,2,1,1700,3531,3551,1,2,3,6,0,0,1,0,1,1,0,6,4012,7300,42,160,67,2,1,1,nyjn1209.tif,00036377.tif,2011,0,0,0,06,18,18796,023615,0236,0590213,059,ORIGINAL,4,650,0,,N,1,2011-023615
T204,36,NY,FREEPORT HUDSON SHARK,16,6,6,LINDA WRECK,6855,36,1712,1209,0213,1,1,1,2,2,1,1710,3531,3551,1,2,3,4,0,0,1,0,1,1,0,3,4023,7300,30,140,67,2,1,1,nyjn1209.tif,00036379.tif,2011,0,0,0,06,18,18796,023616,0236,0590213,059,ORIGINAL,4,634,0,,Y,1,2011-023616
T204,36,NY,FREEPORT HUDSON SHARK,17,6,6,CHICKEN CANYON,6855,36,1716,1209,0213,1,1,1,2,3,7,1714,3531,3551,1,2,2,6,0,0,1,0,1,1,0,3,3952,7303,55,250,69,2,1,1,nyjn1209.tif,00036381.tif,2011,0,1,0,06,18,18796,023617,0236,0590213,059,ORIGINAL,4,631,0,,Y,1,2011-023617
T204,36,NY,FREEPORT HUDSON SHARK,18,6,6,GLORY HOLE,6855,36,1725,1209,0213,1,1,1,2,1,7,1722,3531,3551,1,2,3,5,0,0,1,0,1,1,0,4,3956,7309,50,180,68,2,1,1,nyjn1209.tif,00036383.tif,2011,0,1,0,06,18,18796,023618,0236,0590213,059,ORIGINAL,4,626,0,,Y,1,2011-023618
T204,36,NY,FREEPORT HUDSON SHARK,19,6,6,7,6855,36,1732,1209,0213,1,1,1,2,3,7,1730,3531,3551,1,2,4,6,0,0,1,0,1,1,0,4,9998,9998,60,190,65,2,2,1,nyjn1209.tif,00036385.tif,2011,0,1,0,06,18,18796,023619,0236,0590213,059,ORIGINAL,4,635,0,,N,1,2011-023619
T204,36,NY,FREEPORT HUDSON SHARK,20,6,6,GLORY HOLE,6855,36,1735,1209,0213,1,1,1,2,2,6,1733,3531,3551,1,2,5,8,0,0,1,0,1,1,0,5,3956,7309,38,200,68,2,1,1,nyjn1209.tif,00036387.tif,2011,1,1,0,06,18,18796,023620,0236,0590213,059,ORIGINAL,4,653,0,,N,1,2011-023620
T204,36,NY,FREEPORT HUDSON SHARK,21,6,6,LINDA WRECK,6855,36,1737,1209,0213,1,1,1,2,2,7,1735,3531,3551,7,2,3,6,0,0,1,0,1,1,0,5,4023,7300,35,155,64,2,1,1,nyjn1209.tif,00036389.tif,2011,1,1,0,06,18,18796,023621,0236,0590213,059,ORIGINAL,4,646,0,,Y,2,2011-023621
T204,36,NY,FREEPORT HUDSON SHARK,22,6,6,COMPASS ROSE,6855,36,1740,1209,0213,1,1,1,2,2,1,1738,3531,3551,1,2,3,7,0,0,1,0,1,1,0,6,4013,7246,38,146,70,2,1,1,nyjn1209.tif,00036391.tif,2011,0,0,0,06,18,18796,023622,0236,0590213,059,ORIGINAL,4,620,0,,Y,1,2011-023622
T204,36,NY,FREEPORT HUDSON SHARK,23,6,6,18 MILES SW JONES,6855,36,1743,1209,0213,1,1,1,2,2,1,1741,3531,3551,1,2,4,6,0,0,1,0,1,1,0,6,9998,9998,18,98,68,1,1,1,nyjn1209.tif,00036393.tif,2011,1,0,0,06,18,18796,023623,0236,0590213,059,ORIGINAL,4,644,0,,Y,1,2011-023623
T204,36,NY,FREEPORT HUDSON SHARK,24,6,6,CHICKEN CANYON,6855,36,1746,1209,0213,1,1,1,2,2,1,1744,3531,3551,1,2,3,7,0,0,1,0,1,1,0,6,3952,7303,60,230,68,2,1,1,nyjn1209.tif,00036395.tif,2011,1,0,0,06,18,18796,023624,0236,0590213,059,ORIGINAL,4,642,0,,Y,1,2011-023624
T204,36,NY,FREEPORT HUDSON SHARK,25,6,6,COMPASS ROSE,6855,36,1752,1209,0213,1,1,1,2,2,1,1750,3531,3551,1,2,4,7,0,0,1,0,1,1,0,3,4013,7246,40,155,69,2,1,1,nyjn1209.tif,00036397.tif,2011,0,0,0,06,18,18796,023625,0236,0590213,059,ORIGINAL,4,618,0,,Y,1,2011-023625
T204,36,NY,FREEPORT HUDSON SHARK,26,6,6,MAKO HOTEL,6855,36,1755,1209,0213,1,1,1,2,2,1,1753,3531,3551,1,2,4,7,0,0,1,0,1,1,0,6,4000,7307,42,155,72,2,1,1,nyjn1209.tif,00036399.tif,2011,0,0,0,06,18,18796,023626,0236,0590213,059,ORIGINAL,4,628,0,,Y,1,2011-023626
T204,36,NY,FREEPORT HUDSON SHARK,27,6,6,25 MILES S OF FIRE ISLAND,6855,36,1759,1209,0213,1,1,1,2,2,1,1756,3531,3551,1,2,3,7,0,0,1,0,1,1,0,4,9998,9998,25,130,98,2,1,1,nyjn1209.tif,00036401.tif,2011,0,0,0,06,18,18796,023627,0236,0590213,059,ORIGINAL,4,636,0,,Y,1,2011-023627
T204,36,NY,FREEPORT HUDSON SHARK,28,6,6,CHICKEN CANYON,6855,36,1803,1209,0213,1,1,1,2,2,2,1801,3531,3551,1,12,3,7,0,0,1,0,1,1,0,7,3952,7303,61,246,68,2,1,1,nyjn1209.tif,00036403.tif,2011,0,1,0,06,18,18796,023628,0236,0590213,059,ORIGINAL,4,648,1,Q23;,N,1,2011-023628
T204,36,NY,FREEPORT HUDSON SHARK,29,6,6,40 MILES SE OF JONES,6855,36,1808,1209,0213,1,1,1,2,2,1,1806,3531,3551,1,12,3,9,0,0,1,0,1,1,0,5,9998,9998,40,150,65,2,1,1,nyjn1209.tif,00036405.tif,2011,0,0,0,06,18,18796,023629,0236,0590213,059,ORIGINAL,4,637,0,,Y,1,2011-023629
T204,36,NY,FREEPORT HUDSON SHARK,30,6,6,SE OF JONES,6855,36,1813,1209,0213,1,1,1,2,3,2,1810,3531,3551,1,2,3,6,0,0,1,0,1,1,0,5,9998,9998,40,160,68,2,1,1,nyjn1209.tif,00036407.tif,2011,0,0,0,06,18,18796,023630,0236,0590213,059,ORIGINAL,4,621,0,,N,1,2011-023630
T204,36,NY,FREEPORT HUDSON SHARK,31,6,6,HA BUOY,6855,36,1818,1209,0213,1,1,1,2,2,1,1815,3531,3551,1,2,4,6,0,0,1,0,1,1,0,4,4008,7321,48,160,69,2,1,1,nyjn1209.tif,00036409.tif,2011,0,0,0,06,18,18796,023631,0236,0590213,059,ORIGINAL,4,627,0,,Y,1,2011-023631
T204,36,NY,FREEPORT HUDSON SHARK,32,6,6,YANKEE WRECK,6855,36,1823,1209,0213,1,1,1,2,1,1,1820,3531,3551,1,2,3,8,0,0,1,0,1,1,0,5,4020,7316,24,130,66,2,1,1,nyjn1209.tif,00036411.tif,2011,1,0,0,06,18,18796,023632,0236,0590213,059,ORIGINAL,4,623,0,,Y,1,2011-023632
T204,36,NY,FREEPORT HUDSON SHARK,33,6,6,LILLIAN WRECK,6855,36,1827,1209,0213,1,1,1,2,2,7,1824,3531,3551,1,2,3,9,0,0,1,0,1,1,0,5,4002,7332,35,180,68,2,1,1,nyjn1209.tif,00036413.tif,2011,0,1,0,06,18,18796,023633,0236,0590213,059,ORIGINAL,4,639,0,,Y,1,2011-023633
T204,36,NY,FREEPORT HUDSON SHARK,34,6,6,GLORY HOLE,6855,36,1832,1209,0213,1,1,1,2,2,1,1830,3531,3551,1,12,3,8,0,0,1,0,1,1,0,5,3956,7309,30,220,98,2,1,1,nyjn1209.tif,00036415.tif,2011,0,0,0,06,18,18796,023634,0236,0590213,059,ORIGINAL,4,624,0,,Y,1,2011-023634
T204,36,NY,FREEPORT HUDSON SHARK,35,6,6,HA BUOY,6855,36,1838,1209,0213,1,1,1,2,2,1,1834,3531,3551,1,12,5,5,0,0,1,0,1,1,0,5,4008,7321,41,200,72,1,1,1,nyjn1209.tif,00036417.tif,2011,0,0,0,06,18,18796,023635,0236,0590213,059,ORIGINAL,4,633,0,,Y,1,2011-023635
T204,36,NY,FREEPORT HUDSON SHARK,36,6,6,GLORY HOLE,6855,36,1915,1209,0213,1,1,1,2,2,7,1630,3531,3551,1,2,3,6,0,0,1,0,1,1,0,4,3956,7309,39,224,67,1,1,1,nyjn1209.tif,00036419.tif,2011,0,1,0,06,18,18796,023636,0236,0590213,059,ORIGINAL,4,638,0,,Y,2,2011-023636
6,34,NJ,7,01,6,6,MONSTER LEDGE,6416,34,1510,2105,1808,6,1,1,2,2,1,1500,3551,3531,7,12,7,8,0,1,1,0,1,0,0,5,4007,7334,22,200,70,2,1,1,njjn2105.tif,00036433.tif,2011,1,1,0,06,23,18801,024301,0243,0251808,025,ORIGINAL,5,391,0,,Y,2,2011-024301
6,24,MD,6,01,6,6,TWIN WRECKS,7326,24,1600,1104,0853,3,1,2,1,3,1,1500,4677,9996,2,2,10,8,0,0,1,1,0,0,0,5,3813,7443,18,120,76,2,1,1,mdjn1104.tif,00036439.tif,2011,0,0,0,06,26,18804,024501,0245,0470853,047,ORIGINAL,7,168,0,,Y,2,2011-024501
6,24,MD,6,02,6,6,HAMBONE,7326,24,1610,1104,0853,3,1,2,2,3,2,1600,4677,9996,2,2,9,5,0,1,1,1,0,0,0,5,3821,7424,32,132,78,2,1,1,mdjn1104.tif,00036441.tif,2011,0,1,0,06,26,18804,024502,0245,0470853,047,ORIGINAL,7,165,0,,Y,1,2011-024502
6,24,MD,6,03,6,6,JACKSPOT,7326,24,1630,1104,0853,3,1,2,2,2,1,1530,4677,1050,2,2,6,6,0,1,1,1,0,0,0,4,3805,7445,22,110,74,2,1,1,mdjn1104.tif,00036443.tif,2011,0,0,0,06,26,18804,024503,0245,0470853,047,ORIGINAL,7,169,0,,Y,1,2011-024503
6,24,MD,6,04,6,6,JACKSPOT,7326,24,1640,1104,0853,3,1,2,2,3,1,1630,4677,9996,2,2,8,10,0,1,1,1,0,0,0,4,3805,7445,22,70,74,2,1,1,mdjn1104.tif,00036445.tif,2011,0,1,0,06,26,18804,024504,0245,0470853,047,ORIGINAL,7,167,0,,Y,1,2011-024504
6,10,DE,6,05,6,6,POOR MANS CANYON,7326,24,1650,1104,0853,3,1,2,1,3,1,1645,4677,3551,2,2,10,18,0,0,1,1,0,0,0,8,3752,7406,61,600,74,2,2,1,mdjn1104.tif,00036447.tif,2011,0,1,0,06,26,18804,024505,0245,0470853,047,ORIGINAL,7,166,0,,Y,1,2011-024505
6,24,MD,6,06,6,6,JACKSPOT,7326,24,1730,1104,0853,3,1,2,1,3,1,1710,3591,9996,2,12,8,7,0,1,1,0,1,1,0,2,3805,7445,22,60,97,2,1,1,mdjn1104.tif,00036449.tif,2011,0,1,0,06,26,18804,024506,0245,0470853,047,ORIGINAL,7,162,0,,Y,1,2011-024506
6,51,VA,6,07,6,6,BALTIMORE CANYON,7326,24,1810,1104,0853,3,1,2,1,3,2,1755,4677,9996,2,12,8,7,0,0,1,1,0,0,0,5,3814,7350,65,3000,75,1,1,1,mdjn1104.tif,00036451.tif,2011,1,0,0,06,26,18804,024507,0245,0470853,047,ORIGINAL,7,164,0,,Y,1,2011-024507
6,10,DE,6,08,6,6,POOR MANS CANYON,7326,24,1830,1104,0853,3,1,2,1,3,2,1815,4711,9996,2,12,97,8,0,1,1,1,0,0,0,6,3752,7406,55,600,74,2,2,1,mdjn1104.tif,00036453.tif,2011,1,1,0,06,26,18804,024508,0245,0470853,047,ORIGINAL,7,163,0,,N,1,2011-024508
T305,34,NJ,MAKO MANIA,01,6,6,MUD HOLE,6416,34,1620,1111,1808,6,1,1,2,2,1,1600,3551,9996,1,2,4,8,0,0,1,0,1,1,0,6,4006,7340,25,150,70,2,1,1,njjn1111.tif,00036459.tif,2011,1,0,0,06,25,18803,024601,0246,0251808,025,ORIGINAL,5,754,0,,Y,2,2011-024601
T304,34,NJ,MAKO FEVER,02,6,6,ATLANTIC OCEAN,6416,34,1657,1111,1050,6,1,1,2,2,1,1650,3551,9996,1,2,4,8,0,0,1,0,1,0,0,4,9998,9998,35,120,74,2,1,1,njjn1111.tif,00036461.tif,2011,1,0,0,06,25,18803,024602,0246,0251050,025,ORIGINAL,5,736,0,,Y,1,2011-024602
T305,34,NJ,MAKO MANIA,03,6,6,GLORY HOLE,6416,34,1715,1111,1808,6,1,1,2,2,1,1700,3551,9996,1,2,3,8,0,0,1,0,1,1,0,3,3957,7319,32,205,70,2,1,1,njjn1111.tif,00036463.tif,2011,0,0,0,06,25,18803,024603,0246,0251808,025,ORIGINAL,5,752,0,,Y,1,2011-024603
T305,34,NJ,MAKO MANIA,04,6,6,50 FATHOM LINE,6416,34,1735,1111,1808,6,1,1,2,2,1,1715,3551,9996,1,2,4,6,0,0,1,0,1,0,0,4,9998,9998,60,220,74,2,1,1,njjn1111.tif,00036465.tif,2011,0,0,0,06,25,18803,024604,0246,0251808,025,ORIGINAL,5,756,0,,Y,1,2011-024604
T305,34,NJ,MAKO MANIA,05,6,6,GLORY HOLE,6416,34,1740,1111,1808,6,1,1,2,1,1,1640,3551,9996,1,2,3,7,0,0,1,0,1,1,0,4,3957,7319,51,500,76,2,1,1,njjn1111.tif,00036467.tif,2011,0,0,0,06,25,18803,024605,0246,0251808,025,ORIGINAL,5,750,0,,Y,2,2011-024605
T305,36,NY,MAKO MANIA,06,6,6,GLORY HOLE,6416,34,1748,1111,1808,6,1,1,2,2,2,1745,3551,3531,1,2,3,9,0,0,1,0,1,0,0,5,3957,7319,35,250,70,1,1,1,njjn1111.tif,00036469.tif,2011,1,0,0,06,25,18803,024606,0246,0251808,025,ORIGINAL,5,755,0,,Y,2,2011-024606
T305,34,NJ,MAKO MANIA,07,6,6,ATLANTIC OCEAN,6416,34,1850,1111,1005,6,1,1,2,2,2,1840,3551,9996,1,1,5,7,0,0,1,0,1,0,0,5,9998,9998,40,200,72,2,1,1,njjn1111.tif,00036471.tif,2011,0,0,0,06,25,18803,024607,0246,0251005,025,ORIGINAL,5,751,0,,Y,1,2011-024607
T305,36,NY,MAKO MANIA,08,6,6,MONSTER LEDGE,6416,34,1908,1111,1005,6,1,1,2,2,2,1900,3551,9996,1,2,4,9,1,0,1,0,1,1,0,3,4007,7334,28,200,67,2,1,1,njjn1111.tif,00036473.tif,2011,0,0,0,06,25,18803,024608,0246,0251005,025,ORIGINAL,5,757,0,,Y,2,2011-024608
T305,34,NJ,MAKO MANIA,09,6,6,CHICKEN CANYON,6416,34,1918,1111,1050,6,1,2,1,2,7,1900,3551,4677,1,2,4,7,0,0,1,0,1,1,0,6,3952,7303,50,180,72,2,1,1,njjn1111.tif,00036475.tif,2011,0,1,0,06,25,18803,024609,0246,0251050,025,ORIGINAL,5,758,0,,Y,1,2011-024609
T305,34,NJ,MAKO MANIA,10,6,6,FINGERS CENTER,6416,34,1930,1111,1050,6,1,1,2,2,2,1900,3551,9996,1,1,3,5,0,0,1,0,1,1,0,6,3931,7331,38,130,68,2,1,2,njjn1111.tif,00036477.tif,2011,0,0,0,06,25,18803,024610,0246,0251050,025,ORIGINAL,5,753,0,,Y,2,2011-024610
6,34,NJ,6,01,6,6,CIGAR,7370,34,1647,1205,0385,3,1,1,2,2,2,1646,4670,3551,2,12,5,6,0,1,1,1,1,0,0,2,9998,9998,30,120,72,2,1,1,njjn1205.tif,00036481.tif,2011,0,1,0,06,25,18803,024701,0247,0090385,009,REVISED,5,369,0,,Y,1,2011-024701
6,34,NJ,6,02,6,6,BALTIMORE CANYON,7370,34,1745,1205,0063,3,1,1,2,2,2,1600,4711,2171,2,12,9,9,0,1,1,1,0,0,0,5,3820,7345,62,400,76,2,2,1,njjn1205.tif,00036483.tif,2011,0,0,0,06,25,18803,024702,0247,0090063,009,ORIGINAL,5,368,0,,Y,2,2011-024702
6,34,NJ,7,03,6,6,BALTIMORE CANYON,7370,34,1845,1205,0385,3,1,1,2,2,2,1830,4711,2171,7,2,7,10,0,0,1,1,0,0,0,4,3820,7345,65,500,76,2,1,1,njjn1205.tif,00036485.tif,2011,1,1,0,06,25,18803,024703,0247,0090385,009,ORIGINAL,5,367,0,,Y,1,2011-024703
6,37,NC,6,01,6,6,THE FINGERS,6633,51,1715,1208,0088,3,1,2,1,3,1,1630,4656,9996,2,2,10,8,0,0,1,1,0,0,0,4,3700,7510,40,120,75,2,1,1,vajn1208.tif,00036498.tif,2011,0,0,0,06,26,18804,025101,0251,8100088,810,ORIGINAL,8,497,0,,Y,1,2011-025101
6,51,VA,6,02,6,6,SANBRIDGE PIE,6633,51,1720,1208,0088,3,1,2,1,3,7,1630,3591,570,2,2,6,2,1,0,1,0,0,1,0,5,9998,9998,2,36,78,2,1,1,vajn1208.tif,00036500.tif,2011,0,1,0,06,26,18804,025102,0251,8100088,810,ORIGINAL,8,501,0,,Y,2,2011-025102
6,51,VA,6,03,6,6,THE FINGERS,6633,51,1730,1208,0088,3,1,1,2,2,2,1655,4656,9996,2,2,6,7,0,0,1,1,0,0,0,3,3700,7510,998,99998,73,1,1,1,vajn1208.tif,00036502.tif,2011,0,0,0,06,26,18804,025103,0251,8100088,810,ORIGINAL,8,499,0,,Y,1,2011-025103
6,51,VA,6,04,6,6,NORFOLK CANYON,6633,51,1745,1208,0088,3,1,1,2,2,2,1710,4656,9996,2,1,6,6,0,0,1,1,0,0,0,5,3705,7435,63,99998,73,1,1,1,vajn1208.tif,00036504.tif,2011,0,0,0,06,26,18804,025104,0251,8100088,810,ORIGINAL,8,500,0,,Y,2,2011-025104
6,51,VA,6,05,6,6,NORFOLK CANYON,6633,51,1815,1208,0088,3,1,1,2,2,1,1810,2181,9996,2,1,8,8,0,0,1,1,0,0,0,5,3705,7435,70,420,76,2,1,1,vajn1208.tif,00036506.tif,2011,0,0,0,06,26,18804,025105,0251,8100088,810,ORIGINAL,8,498,0,,Y,2,2011-025105
6,51,VA,6,06,6,6,NORFOLK CANYON,6633,51,1830,1208,0088,3,1,2,1,3,1,1820,7777,9996,2,2,7,8,0,0,1,1,0,0,0,6,3705,7436,60,600,75,1,1,1,vajn1208.tif,00036508.tif,2011,0,0,0,06,26,18804,025106,0251,8100088,810,ORIGINAL,8,496,0,,Y,1,2011-025106
6,37,NC,6,07,6,6,NORFOLK CANYON,6633,51,1905,1208,0088,3,1,2,2,3,1,1845,4656,2181,2,2,8,6,0,0,1,1,0,0,0,6,3705,7435,65,600,75,2,1,1,vajn1208.tif,00036510.tif,2011,0,0,0,06,26,18804,025107,0251,8100088,810,ORIGINAL,8,495,0,,Y,2,2011-025107
6,24,MD,6,01,6,6,JACKSPOT,6555,24,1545,1105,0866,6,1,1,2,2,1,1530,4677,1050,2,2,6,4,0,1,1,1,0,0,0,2,3805,7445,24,80,71,2,1,1,mdjn1105.tif,00036572.tif,2011,0,0,0,06,26,18804,025401,0254,0470866,047,ORIGINAL,7,172,0,,Y,2,2011-025401
6,24,MD,6,02,6,6,BALTIMORE CANYON,6555,24,1645,1105,0866,6,1,1,2,2,1,1642,4711,4677,2,2,7,7,0,0,1,1,0,0,0,4,3820,7345,60,600,87,2,1,1,mdjn1105.tif,00036574.tif,2011,0,0,0,06,26,18804,025402,0254,0470866,047,ORIGINAL,7,171,1,Q27;,Y,2,2011-025402
6,24,MD,6,03,6,6,BALTIMORE CANYON,6555,24,1740,1105,3096,6,1,1,2,2,2,1730,4711,7777,2,12,7,26,0,1,1,1,0,1,0,2,3820,7345,62,650,74,2,1,1,mdjn1105.tif,00036576.tif,2011,0,0,0,06,26,18804,025403,0254,0473096,047,ORIGINAL,7,173,0,,N,1,2011-025403
6,24,MD,6,04,6,6,BALTIMORE CANYON,6555,24,1804,1105,3096,6,1,2,1,3,6,1750,2181,1050,2,2,8,6,0,0,1,1,0,0,0,6,3820,7345,69,3800,77,2,1,1,mdjn1105.tif,00036578.tif,2011,0,1,0,06,26,18804,025404,0254,0473096,047,ORIGINAL,7,174,0,,N,2,2011-025404
6,24,MD,6,05,6,6,POOR MANS CANYON,6555,24,1850,1105,0866,6,1,1,2,2,1,1830,4711,4677,2,2,6,9,0,1,1,1,0,0,0,3,3752,7406,67,3000,75,2,1,1,mdjn1105.tif,00036580.tif,2011,0,0,0,06,26,18804,025405,0254,0470866,047,ORIGINAL,7,170,0,,Y,2,2011-025405
6,24,MD,6,01,6,6,FINGERS 20 FATHOM,6783,24,1521,1110,0853,3,1,1,2,2,1,1516,4711,1050,2,1,5,3,0,1,1,1,0,0,0,2,3812,7437,25,120,76,1,1,1,mdjn1110.tif,00036524.tif,2011,0,0,0,06,25,18803,025601,0256,0470853,047,ORIGINAL,7,199,0,,Y,1,2011-025601
