tcode,ppstfips,ppstate,tourn_name,docno,hook_oth,fm_other_oth,location,intcode,stcode,inttime,control,siteno,cluster,sitetype,prim_op,todayt,category,perm_ver,returnt,prim1,prim2,tourn,hook,lines,fhours,bt_live,bt_dead,bt_art,fm_troll,fm_chum,fm_chunk,fm_live,fm_other,party,latddmm,londdmm,miles,depth,sst,contact,proxy,catch,faxno,tifno,year,enterr,interr,permismt,filestat,month,day,intdate,tracker,batch,site_no,county,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
6,24,MD,6,01,6,6,POOR MANS CANYON,6555,24,1735,2101,0856,4,3,1,2,2,2,1730,4711,9996,2,12,8,7,0,1,1,1,0,0,0,0,5,3752,7406,60,2400,55,1,2,2,MDJN2101.pdf,00146027.tif,2020,0,0,0,ORIGINAL,06,05,22071,001801,0018,0470856,047,6,214,1,Q27;,Y,2,2020-001801
6,51,VA,6,01,6,6,NORFOLK CANYON,7696,51,1726,1202,0002,1,1,2,1,3,6,1630,4670,9996,2,2,8,2,0,1,0,1,0,0,0,0,9,3705,7435,60,300,63,1,2,1,VAJN1202.pdf,00146041.tif,2020,0,0,0,ORIGINAL,06,07,22073,002301,0023,8100002,810,7,371,0,,Y,2,2020-002301
6,51,VA,6,02,6,6,THE POINT,7696,51,1800,1202,0091,1,1,2,1,3,1,1735,4711,9996,2,2,8,6,0,1,0,1,0,0,0,0,6,9998,9998,45,500,72,1,2,1,VAJN1202.pdf,00146043.tif,2020,0,1,0,ORIGINAL,06,07,22073,002302,0023,8100091,810,7,369,0,,Y,2,2020-002302
6,51,VA,6,03,6,6,TRIPLE ZEROS,7696,51,1819,1202,0002,1,1,2,1,3,1,1800,4711,9996,2,2,12,6,0,1,1,1,0,0,0,0,4,3615,7450,35,900,70,1,2,1,VAJN1202.pdf,00146045.tif,2020,0,1,0,ORIGINAL,06,07,22073,002303,0023,8100002,810,7,370,0,,Y,2,2020-002303
6,51,VA,6,01,6,6,800 LINE,7686,51,1826,2103,0002,1,1,2,1,3,1,1815,4711,9996,2,2,7,6,0,1,0,1,0,0,0,0,6,9998,9998,45,600,70,1,2,1,VAJN2103.pdf,00146051.tif,2020,0,0,0,ORIGINAL,06,05,22071,002501,0025,8100002,810,7,384,0,,Y,2,2020-002501
6,10,DE,6,01,6,6,POOR MANS CANYON,6783,10,1540,2201,1599,2,1,1,2,2,1,1506,4711,9996,2,2,9,4,0,1,1,1,0,0,0,0,8,3752,7406,55,1800,65,1,2,1,DEJN2201.pdf,00146055.tif,2020,0,0,0,ORIGINAL,06,08,22074,002601,0026,0051599,005,6,175,0,,Y,2,2020-002601
6,24,MD,6,02,6,DEEP DROP,BALTIMORE CANYON,6783,10,1533,2201,1599,2,1,1,2,2,1,1523,4711,4328,2,2,11,8,0,1,1,1,0,0,0,1,3,3806,7349,70,2400,66,1,2,2,DEJN2201.pdf,00146057.tif,2020,1,1,0,ORIGINAL,06,08,22074,002602,0026,0051599,005,6,176,0,,Y,2,2020-002602
6,12,FL,6,01,6,6,POOR MANS CANYON,6936,24,1610,2105,1493,5,1,2,1,3,2,1545,4711,9996,2,2,13,8,0,1,0,1,0,0,0,0,6,3752,7406,55,6000,67,2,1,1,MDJN2105.pdf,00146064.tif,2020,0,0,0,ORIGINAL,06,08,22074,002901,0029,0471493,047,6,215,0,,N,1,2020-002901
6,10,DE,6,02,6,6,BALTIMORE CANYON,6936,24,1630,2105,1493,5,1,1,2,2,2,1600,2161,2171,2,1,4,8,0,1,0,1,0,0,0,0,4,3806,7349,60,3000,69,2,2,1,MDJN2105.pdf,00146066.tif,2020,0,0,0,ORIGINAL,06,08,22074,002902,0029,0471493,047,6,219,0,,N,2,2020-002902
6,24,MD,6,03,6,6,BALTIMORE CANYON,6936,24,1715,2105,1493,5,1,2,2,3,1,1655,4711,4691,2,2,13,8,0,1,1,1,0,0,0,0,3,3820,7345,60,1200,65,1,2,1,MDJN2105.pdf,00146068.tif,2020,1,1,0,ORIGINAL,06,08,22074,002903,0029,0471493,047,6,217,0,,Y,1,2020-002903
6,24,MD,6,04,6,6,BALTIMORE CANYON,6936,24,1750,2105,1493,5,1,2,1,3,1,1740,4711,9996,2,2,17,8,0,1,1,1,0,0,0,0,6,3814,7350,58,600,65,1,1,1,MDJN2105.pdf,00146070.tif,2020,0,0,0,ORIGINAL,06,08,22074,002904,0029,0471493,047,6,216,1,Q19;,Y,2,2020-002904
6,24,MD,6,05,6,6,BALTIMORE CANYON,6936,24,1840,2105,1493,5,1,2,1,3,1,1810,7777,9996,2,2,12,8,0,1,1,1,0,0,0,0,9,3814,7350,65,600,66,1,1,1,MDJN2105.pdf,00146072.tif,2020,0,0,0,ORIGINAL,06,08,22074,002905,0029,0471493,047,6,218,0,,Y,2,2020-002905
6,51,VA,6,01,6,6,THE POINT,7686,51,1620,2203,0091,1,1,1,2,2,2,1430,4711,4691,2,2,7,6,0,1,0,1,0,0,0,0,5,9998,9998,36,1500,72,1,2,1,VAJN2203.pdf,00146076.tif,2020,0,0,0,ORIGINAL,06,08,22074,003001,0030,8100091,810,7,401,0,,Y,2,2020-003001
6,51,VA,6,02,6,6,TRIPLE ZEROS,7686,51,1753,2203,0002,1,1,2,1,3,1,1740,4711,9996,2,2,12,7,0,1,1,1,0,0,0,0,6,3615,7450,35,900,73,1,2,1,VAJN2203.pdf,00146078.tif,2020,1,0,0,ORIGINAL,06,08,22074,003002,0030,8100002,810,7,399,0,,Y,1,2020-003002
6,51,VA,6,03,6,6,650 LINE,7686,51,1945,2203,0091,1,1,1,2,2,1,1900,4711,4691,2,2,9,10,0,1,0,1,0,0,0,0,6,9998,9998,50,1500,74,1,2,1,VAJN2203.pdf,00146080.tif,2020,0,0,0,ORIGINAL,06,08,22074,003003,0030,8100091,810,7,400,0,,Y,1,2020-003003
6,25,MA,6,01,6,6,CRAB LEDGE,7674,25,1600,1109,0922,10,1,2,2,3,1,1545,4676,9996,2,2,4,6,0,0,1,1,0,0,0,0,5,4138,6940,20,300,56,1,1,2,MAJN1109.pdf,00146091.tif,2020,0,1,0,ORIGINAL,06,13,22079,003401,0034,0010922,001,2,265,0,,Y,2,2020-003401
6,25,MA,6,02,SPREADER BARS,6,NE OF PROVENCE,7674,25,1610,1109,0922,10,1,1,2,2,1,1555,4676,9996,2,123,4,11,1,0,0,1,0,0,0,0,3,9998,9998,20,750,57,1,2,2,MAJN1109.pdf,00146092.tif,2020,0,1,0,ORIGINAL,06,13,22079,003402,0034,0010922,001,2,266,0,,Y,2,2020-003402
6,24,MD,6,01,6,6,POOR MANS CANYON,6936,24,1630,2201,1493,5,1,2,1,3,1,1615,4711,9996,2,2,10,8,0,1,1,1,0,0,0,0,6,3752,7406,60,600,66,1,1,1,MDJN2201.pdf,00146103.tif,2020,0,0,0,ORIGINAL,06,12,22078,003901,0039,0471493,047,6,255,0,,Y,1,2020-003901
6,24,MD,6,02,6,6,POOR MANS CANYON,6936,24,1700,2201,1493,5,1,2,1,3,1,1645,4711,9996,2,2,10,8,0,1,1,1,0,0,0,0,6,3752,7406,58,600,63,1,2,1,MDJN2201.pdf,00146105.tif,2020,0,0,0,ORIGINAL,06,12,22078,003902,0039,0471493,047,6,253,0,,Y,1,2020-003902
6,24,MD,6,03,6,6,POOR MANS CANYON,6936,24,1745,2201,1493,5,1,2,1,3,1,1730,4711,9996,2,2,11,8,0,1,1,1,0,0,0,0,6,3752,7406,56,600,64,1,1,1,MDJN2201.pdf,00146107.tif,2020,0,0,0,ORIGINAL,06,12,22078,003903,0039,0471493,047,6,254,0,,Y,1,2020-003903
6,24,MD,6,04,6,6,BALTIMORE CANYON,6936,24,1800,2201,1493,5,1,1,2,2,1,1745,4711,4691,2,2,8,10,0,1,1,1,0,0,0,0,4,3814,7350,60,600,64,1,2,1,MDJN2201.pdf,00146109.tif,2020,0,0,0,ORIGINAL,06,12,22078,003904,0039,0471493,047,6,256,0,,Y,2,2020-003904
6,12,FL,6,05,6,6,WILMINGTON CANYON,6936,24,1850,2201,1493,5,1,2,1,3,6,1830,4711,9996,2,2,11,8,0,1,1,1,0,0,0,0,4,3824,7327,87,600,68,1,1,1,MDJN2201.pdf,00146111.tif,2020,0,1,0,ORIGINAL,06,12,22078,003905,0039,0471493,047,6,257,0,,N,1,2020-003905
6,34,NJ,6,01,6,6,BALTIMORE CANYON,7509,34,1735,2102,1724,2,1,1,2,2,1,1730,4711,4691,2,2,7,8,0,1,0,1,0,0,0,0,6,3820,7345,90,1000,68,1,2,2,NJJN2102.pdf,00146116.tif,2020,0,0,0,ORIGINAL,06,10,22076,004001,0040,0011724,001,5,300,0,,Y,2,2020-004001
6,34,NJ,6,01,6,6,LITTLE ITALY,6013,34,1355,2106,1050,6,1,1,2,2,1,1230,4677,9996,2,2,9,5,0,1,1,1,0,0,0,0,5,4001,7341,15,120,63,1,2,1,NJJN2106.pdf,00146120.tif,2020,0,0,0,ORIGINAL,06,10,22076,004101,0041,0251050,025,5,303,0,,Y,2,2020-004101
6,34,NJ,6,02,6,6,HENDRICKSON CANYON,6013,34,1430,2106,1808,6,1,1,2,2,1,1400,4691,4677,2,2,8,8,0,1,0,1,0,0,0,0,6,3907,7230,90,3000,65,1,1,1,NJJN2106.pdf,00146122.tif,2020,0,1,0,ORIGINAL,06,10,22076,004102,0041,0251808,025,5,305,0,,Y,2,2020-004102
6,34,NJ,6,03,6,6,HENDRICKSON CANYON,6013,34,1500,2106,1808,6,1,1,2,3,1,1300,4691,4677,2,1,9,11,0,1,1,1,0,0,0,0,6,3859,7224,100,4000,67,1,1,1,NJJN2106.pdf,00146124.tif,2020,0,0,0,ORIGINAL,06,10,22076,004103,0041,0251808,025,5,304,0,,Y,2,2020-004103
6,34,NJ,6,04,6,6,SLOUGH 8 MILES SOUTH LITTLE ITALY,6013,34,1530,2106,9005,6,1,1,2,3,1,1400,4677,9996,2,2,6,4,0,0,1,1,0,0,0,0,4,3951,7340,21,122,61,1,2,1,NJJN2106.pdf,00146126.tif,2020,0,1,0,ORIGINAL,06,10,22076,004104,0041,0259005,025,5,302,0,,Y,2,2020-004104
6,36,NY,6,01,6,6,COIMBRA WRECK,7684,36,1432,1205,0146,4,1,1,2,4,6,1200,4679,4677,2,2,5,4,0,0,1,1,0,0,0,0,3,4024,7222,42,205,57,1,1,1,NYJN1205.pdf,00146144.tif,2020,0,0,0,ORIGINAL,06,13,22079,004601,0046,1030146,103,4,332,1,Q16B;,N,2,2020-004601
6,36,NY,6,02,6,6,COIMBRA WRECK,7684,36,1442,1205,0146,4,1,1,2,2,2,1330,4679,4677,2,2,4,3,0,0,1,1,0,0,0,0,4,4024,7222,40,220,60,1,2,1,NYJN1205.pdf,00146146.tif,2020,0,0,0,ORIGINAL,06,13,22079,004602,0046,1030146,103,4,331,0,,N,2,2020-004602
6,36,NY,6,03,6,6,BUTTERFISH HOLE,7684,36,1538,1205,0134,4,1,1,2,4,6,1512,4677,4678,2,2,6,4,0,0,1,1,0,0,0,0,3,4050,7135,30,225,60,1,2,2,NYJN1205.pdf,00146148.tif,2020,0,0,0,ORIGINAL,06,13,22079,004603,0046,1030134,103,4,333,1,Q16B;,N,2,2020-004603
6,36,NY,6,04,6,6,FISH TALES,7684,36,1602,1205,0085,4,1,1,2,2,1,1530,4679,4678,2,2,6,15,0,0,1,1,0,0,0,0,5,4000,7120,75,1500,64,1,2,1,NYJN1205.pdf,00146149.tif,2020,0,1,0,ORIGINAL,06,13,22079,004604,0046,1030085,103,4,329,0,,Y,1,2020-004604
6,09,CT,6,05,6,6,COIMBRA WRECK,7684,36,1649,1205,0137,4,1,1,2,2,2,1130,4678,4679,2,2,6,4,0,1,1,1,0,0,0,0,3,4024,7222,47,180,60,1,2,1,NYJN1205.pdf,00146151.tif,2020,0,0,0,ORIGINAL,06,13,22079,004605,0046,1030137,103,4,328,1,Q15;,N,2,2020-004605
6,36,NY,6,06,6,6,FISH TALES,7684,36,1815,1205,0085,4,1,1,2,2,2,1730,4679,4691,2,2,12,12,0,0,1,1,0,0,0,0,6,4000,7120,75,1800,65,1,2,1,NYJN1205.pdf,00146153.tif,2020,0,0,0,ORIGINAL,06,13,22079,004606,0046,1030085,103,4,330,0,,Y,1,2020-004606
6,36,NY,6,01,6,6,BUTTERFISH HOLE,7684,36,1425,1206,0133,5,1,1,2,2,1,1100,4677,4679,2,2,2,6,0,0,1,1,0,0,0,0,1,4050,7135,22,195,62,1,2,2,NYJN1206.pdf,00146158.tif,2020,1,1,0,ORIGINAL,06,14,22080,004701,0047,1030133,103,4,335,0,,Y,2,2020-004701
6,36,NY,6,02,6,6,CIA GROUNDS,7684,36,1438,1206,0133,5,1,1,2,2,2,1300,4677,4676,2,2,5,5,0,0,1,1,0,0,0,0,2,4056,7143,11,206,58,1,2,2,NYJN1206.pdf,00146159.tif,2020,0,1,0,REVISED,06,14,22080,004702,0047,1030133,103,4,334,0,,N,2,2020-004702
6,51,VA,6,01,6,6,800 LINE,7661,51,1830,1103,0088,3,1,2,1,3,1,1740,4656,9996,2,2,10,6,0,1,1,1,0,0,0,0,5,9998,9998,998,2100,74,1,1,1,VAJN1103.pdf,00146168.tif,2020,0,1,0,ORIGINAL,06,13,22079,005001,0050,8100088,810,7,361,0,,Y,1,2020-005001
6,37,NC,6,02,6,6,800 LINE,7661,51,1857,1103,0088,3,1,2,1,3,1,1820,4711,9996,2,2,9,8,0,1,1,1,0,0,0,0,6,9998,9998,33,900,74,1,2,1,VAJN1103.pdf,00146170.tif,2020,0,0,0,ORIGINAL,06,13,22079,005002,0050,8100088,810,7,362,0,,Y,1,2020-005002
6,24,MD,6,01,6,6,POOR MANS CANYON,7652,51,1642,2104,0039,8,3,1,2,2,1,1640,4711,4691,2,2,8,5,0,0,1,1,0,0,0,0,3,3752,7406,60,3000,68,1,2,2,VAJN2104.pdf,00146176.tif,2020,0,0,0,ORIGINAL,06,12,22078,005201,0052,0010039,001,7,385,0,,Y,2,2020-005201
6,51,VA,6,01,6,6,TRIPLE ZEROS,7688,51,1622,1105,0002,1,1,2,1,3,1,1600,4711,4656,2,2,12,5,0,1,1,1,0,0,0,0,5,3615,7450,40,900,73,1,2,1,VAJN1105.pdf,00146187.tif,2020,0,0,0,ORIGINAL,06,14,22080,005601,0056,8100002,810,7,364,0,,Y,1,2020-005601
6,24,MD,6,01,6,6,JACKSPOT,6447,24,1730,2107,0853,3,1,2,1,3,1,1700,3591,9996,2,1,3,7,0,1,0,0,1,0,0,0,6,3805,7445,24,120,68,1,2,1,MDJN2107.pdf,00146191.tif,2020,0,0,0,ORIGINAL,06,12,22078,005701,0057,0470853,047,6,236,0,,Y,2,2020-005701
6,51,VA,6,02,6,6,POOR MANS CANYON,6447,24,1746,2107,0853,3,1,2,1,3,1,1700,4656,9996,2,2,8,7,0,1,1,1,0,0,0,0,6,3752,7406,60,600,63,1,2,1,MDJN2107.pdf,00146193.tif,2020,1,0,0,ORIGINAL,06,12,22078,005702,0057,0470853,047,6,237,0,,Y,2,2020-005702
6,24,MD,6,03,6,6,POOR MANS CANYON,6447,24,1803,2107,0853,3,1,1,2,2,1,1730,4656,9996,2,2,10,8,0,1,1,1,0,0,0,0,5,3752,7406,56,1000,62,1,2,1,MDJN2107.pdf,00146195.tif,2020,1,0,0,ORIGINAL,06,12,22078,005703,0057,0470853,047,6,239,0,,Y,2,2020-005703
6,24,MD,6,04,6,6,POOR MANS CANYON,6447,24,1830,2107,0853,3,1,2,1,3,1,1800,4656,9996,2,2,11,8,0,1,1,1,0,0,0,0,6,3752,7406,56,1200,63,1,2,1,MDJN2107.pdf,00146197.tif,2020,0,0,0,ORIGINAL,06,12,22078,005704,0057,0470853,047,6,238,0,,Y,2,2020-005704
6,36,NY,6,01,6,6,COIMBRA WRECK,7684,36,1528,2204,0137,4,1,1,2,2,1,1500,4677,4678,2,2,6,7,0,0,1,1,0,0,0,0,3,4024,7222,22,185,61,2,2,1,NYJN2204.pdf,00146222.tif,2020,0,0,0,ORIGINAL,06,18,22084,006601,0066,1030137,103,4,348,0,,Y,1,2020-006601
6,36,NY,6,02,6,6,CIA GROUNDS,7684,36,1620,2204,0137,4,1,2,1,3,1,1600,3591,9996,2,1,3,5,1,1,0,1,1,0,0,0,2,4056,7143,15,175,61,2,2,1,NYJN2204.pdf,00146224.tif,2020,0,1,0,ORIGINAL,06,18,22084,006602,0066,1030137,103,4,347,0,,Y,2,2020-006602
6,51,VA,6,01,6,6,TRIPLE ZEROS,7661,51,1810,2108,0091,1,1,2,1,3,1,1740,4711,9996,2,2,8,8,0,1,0,1,0,0,0,0,6,3615,7450,60,2400,76,2,2,1,VAJN2108.pdf,00146234.tif,2020,0,0,0,ORIGINAL,06,18,22084,006901,0069,8100091,810,7,395,0,,Y,2,2020-006901
6,51,VA,6,02,6,6,TRIPLE ZEROS,7661,51,1903,2108,0002,1,1,2,1,3,1,1806,4711,9996,2,2,10,6,0,1,0,1,0,0,0,0,4,3615,7450,65,1800,68,1,1,1,VAJN2108.pdf,00146236.tif,2020,0,0,0,ORIGINAL,06,18,22084,006902,0069,8100002,810,7,396,0,,Y,1,2020-006902
6,36,NY,6,01,6,JIGGING,COIMBRA WRECK,7517,36,1415,2212,0338,6,1,2,1,3,2,1300,4670,9996,2,2,4,6,0,0,1,1,0,0,0,1,4,4024,7222,30,180,62,1,2,1,NYJN2212.pdf,00146244.tif,2020,1,1,0,ORIGINAL,06,19,22085,007101,0071,1030338,103,4,353,0,,Y,2,2020-007101
6,10,DE,6,01,6,6,WILMINGTON CANYON,6447,10,1420,1102,1599,2,1,1,2,2,1,1400,4711,9996,2,2,9,7,0,1,1,1,0,0,0,0,3,3824,7327,72,800,67,1,2,1,DEJN1102.pdf,00146248.tif,2020,0,0,0,ORIGINAL,06,21,22087,007201,0072,0051599,005,6,135,0,,Y,2,2020-007201
6,37,NC,6,02,6,6,POOR MANS CANYON,6447,10,1520,1102,1599,2,1,1,2,2,1,1500,4656,9996,2,2,10,7,0,1,1,1,0,0,0,0,3,3752,7406,65,900,71,1,2,1,DEJN1102.pdf,00146250.tif,2020,0,0,0,ORIGINAL,06,21,22087,007202,0072,0051599,005,6,132,0,,Y,2,2020-007202
6,10,DE,6,03,6,6,POOR MANS CANYON,6447,10,1556,1102,1599,2,1,1,2,2,1,1530,4711,9996,2,2,8,4,0,1,1,1,0,0,0,0,3,3752,7406,68,99998,98,2,2,1,DEJN1102.pdf,00146252.tif,2020,0,0,0,ORIGINAL,06,21,22087,007203,0072,0051599,005,6,129,0,,Y,2,2020-007203
6,10,DE,6,04,6,6,POOR MANS CANYON,6447,10,1610,1102,1599,2,1,1,2,2,1,1530,4711,9996,2,2,9,12,0,1,1,1,0,0,0,0,6,3752,7406,68,2500,67,1,2,1,DEJN1102.pdf,00146254.tif,2020,0,0,0,ORIGINAL,06,21,22087,007204,0072,0051599,005,6,136,0,,Y,2,2020-007204
6,10,DE,6,05,6,6,POOR MANS CANYON,6447,10,1731,1102,1599,2,1,1,2,2,1,1715,4656,9996,2,2,10,6,0,1,1,1,0,0,0,0,8,3752,7406,65,600,71,1,2,1,DEJN1102.pdf,00146256.tif,2020,0,0,0,ORIGINAL,06,21,22087,007205,0072,0051599,005,6,130,0,,Y,2,2020-007205
6,10,DE,6,06,6,6,POOR MANS CANYON,6447,10,1743,1102,1599,2,1,1,2,2,1,1715,4711,4691,2,2,11,7,0,1,1,1,0,0,0,0,5,3752,7406,76,1200,70,1,2,1,DEJN1102.pdf,00146258.tif,2020,0,0,0,ORIGINAL,06,21,22087,007206,0072,0051599,005,6,134,0,,Y,2,2020-007206
6,24,MD,6,07,6,6,WILMINGTON CANYON,6447,10,1805,1102,1599,2,1,1,2,2,1,1745,4711,9996,2,2,11,8,0,1,1,1,0,0,0,0,7,3824,7327,69,600,68,2,2,1,DEJN1102.pdf,00146260.tif,2020,0,0,0,ORIGINAL,06,21,22087,007207,0072,0051599,005,6,131,0,,Y,2,2020-007207
6,10,DE,6,08,6,6,WASHINGTON CANYON,6447,10,1820,1102,1599,2,1,1,2,2,1,1800,4656,9996,2,2,10,8,0,1,1,1,0,0,0,0,5,3727,7427,70,3000,74,1,2,1,DEJN1102.pdf,00146262.tif,2020,0,0,0,ORIGINAL,06,21,22087,007208,0072,0051599,005,6,133,0,,Y,2,2020-007208
6,10,DE,6,01,6,6,POOR MANS CANYON,6447,10,1520,1103,1599,2,1,1,2,8,6,1500,4656,9996,2,2,8,3,0,1,1,1,0,0,0,0,7,3752,7406,74,2000,68,1,1,1,DEJN1103.pdf,00146282.tif,2020,1,0,0,ORIGINAL,06,20,22086,007301,0073,0051599,005,6,156,0,,N,2,2020-007301
6,10,DE,6,02,6,6,POOR MANS CANYON,6447,10,1530,1103,1599,2,1,1,2,2,1,1500,4656,9996,2,2,9,20,0,1,0,1,0,0,0,0,5,3752,7406,68,900,68,1,2,1,DEJN1103.pdf,00146284.tif,2020,0,0,0,ORIGINAL,06,20,22086,007302,0073,0051599,005,6,142,0,,Y,2,2020-007302
6,10,DE,6,03,6,6,POOR MANS CANYON,6447,10,1555,1103,1599,2,1,2,1,3,1,1530,4711,9996,2,2,10,7,0,1,1,1,0,0,0,0,9,3752,7406,66,1200,66,1,2,1,DEJN1103.pdf,00146286.tif,2020,0,0,0,ORIGINAL,06,20,22086,007303,0073,0051599,005,6,151,0,,Y,2,2020-007303
6,24,MD,6,04,6,6,POOR MANS CANYON,6447,10,1610,1103,1599,2,1,1,2,2,1,1600,4656,9996,2,2,12,6,0,1,1,1,0,0,0,0,4,3752,7406,73,6000,71,1,2,2,DEJN1103.pdf,00146288.tif,2020,1,0,0,ORIGINAL,06,20,22086,007304,0073,0051599,005,6,145,0,,Y,2,2020-007304
6,24,MD,6,05,6,6,POOR MANS CANYON,6447,10,1624,1103,1599,2,1,1,2,2,6,1615,4656,9996,2,2,8,8,0,1,1,1,0,0,0,0,4,3752,7406,65,3000,63,1,2,2,DEJN1103.pdf,00146289.tif,2020,0,1,0,REVISED,06,20,22086,007305,0073,0051599,005,6,153,0,,Y,2,2020-007305
6,10,DE,6,06,6,6,POOR MANS CANYON,6447,10,1650,1103,1599,2,1,1,2,2,1,1630,4656,9996,2,2,8,8,0,1,1,1,0,0,0,0,6,3752,7406,75,900,65,1,2,1,DEJN1103.pdf,00146290.tif,2020,0,0,0,ORIGINAL,06,20,22086,007306,0073,0051599,005,6,143,0,,Y,2,2020-007306
6,10,DE,6,07,6,6,BALTIMORE CANYON,6447,10,1657,1103,1599,2,1,1,2,2,1,1630,4656,9996,2,2,10,7,0,1,1,1,0,0,0,0,6,3814,7350,62,600,69,1,2,2,DEJN1103.pdf,00146292.tif,2020,0,0,0,ORIGINAL,06,20,22086,007307,0073,0051599,005,6,150,0,,Y,2,2020-007307
