tracker,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,alive,othlp,species,batch,row,kept,observe,dead,sell,weighed,filestat,c_index,cerrflag,cprobfld,id
06,6593,11,1,2011,07,31,0090022,1,1,44,0,1217,2,rijl1217.tif,00040240.tif,3,BLUE SHARK,4931,0677,2,0,0,0,0,0,ORIGINAL,1282,0,,2011-067708
03,7277,11,1,2011,07,02,0090414,0,0,44,0,1205,2,rijl1205.tif,00037115.tif,0,DOLPHIN,1050,0320,2,2,0,0,2,0,ORIGINAL,1283,1,SELL;,2011-032002
03,7277,11,1,2011,07,02,0090414,0,0,44,0,1205,2,rijl1205.tif,00037115.tif,2,YFT,4711,0320,1,5,0,0,5,0,ORIGINAL,1284,1,SELL;,2011-032002
03,7277,11,1,2011,07,02,0090414,0,0,44,0,1205,2,rijl1205.tif,00037117.tif,12,YFT,4711,0320,1,5,0,0,0,0,ORIGINAL,1285,0,,2011-032003
04,7277,11,1,2011,07,09,0090414,0,0,44,0,1207,2,rijl1207.tif,00038231.tif,1,SHORTFIN MAKO S,3551,0452,1,1,0,0,0,0,ORIGINAL,1286,0,,2011-045201
04,7277,11,1,2011,07,09,0090414,0,0,44,0,1207,2,rijl1207.tif,00038231.tif,1,BLUE SHARK,4931,0452,2,0,0,0,0,0,ORIGINAL,1287,0,,2011-045201
04,7277,11,1,2011,07,09,0090033,0,0,44,0,1207,2,rijl1207.tif,00038233.tif,6,BLUE SHARK,4931,0452,1,0,0,0,0,0,ORIGINAL,1288,0,,2011-045202
04,7277,11,1,2011,07,09,0090033,0,0,44,0,1207,2,rijl1207.tif,00038235.tif,0,COMMON THRESHER,3531,0452,1,1,1,0,0,0,ORIGINAL,1289,0,,2011-045203
04,7277,11,1,2011,07,09,0090033,0,0,44,0,1207,2,rijl1207.tif,00038235.tif,1,SHORTFIN MAKO S,3551,0452,2,0,0,0,0,0,ORIGINAL,1290,0,,2011-045203
04,7277,11,1,2011,07,09,0090033,0,0,44,0,1207,2,rijl1207.tif,00038235.tif,1,BLUE SHARK,4931,0452,3,0,0,0,0,0,ORIGINAL,1291,0,,2011-045203
04,7277,11,1,2011,07,09,0090033,0,0,44,0,1207,1,rijl1207.tif,00038237.tif,0,DOLPHIN,1050,0452,3,1,0,0,0,0,ORIGINAL,1292,0,,2011-045204
04,7277,11,1,2011,07,09,0090033,0,0,44,0,1207,1,rijl1207.tif,00038237.tif,0,SHORTFIN MAKO S,3551,0452,1,1,1,0,0,1,ORIGINAL,1293,0,,2011-045204
04,7277,11,1,2011,07,09,0090033,0,0,44,0,1207,1,rijl1207.tif,00038237.tif,7,BLUE SHARK,4931,0452,2,0,0,0,0,0,ORIGINAL,1294,0,,2011-045204
04,7277,11,1,2011,07,09,0090033,0,0,44,0,1207,2,rijl1207.tif,00038239.tif,17,BLUE SHARK,4931,0452,1,1,0,0,0,1,ORIGINAL,1295,0,,2011-045205
04,7277,11,1,2011,07,09,0090033,0,0,44,0,1207,2,rijl1207.tif,00038241.tif,8,BLUE SHARK,4931,0452,1,0,0,0,0,0,ORIGINAL,1296,0,,2011-045206
04,7277,11,1,2011,07,09,0090033,0,0,44,0,1207,2,rijl1207.tif,00038243.tif,0,SHORTFIN MAKO S,3551,0452,1,1,1,0,0,1,ORIGINAL,1297,0,,2011-045207
04,7277,11,1,2011,07,09,0090033,0,0,44,0,1207,2,rijl1207.tif,00038245.tif,2,SHORTFIN MAKO S,3551,0452,1,1,0,0,0,1,ORIGINAL,1298,0,,2011-045208
04,7277,11,1,2011,07,09,0090033,0,0,44,0,1207,2,rijl1207.tif,00038247.tif,4,BLUE SHARK,4931,0452,1,0,0,0,0,0,ORIGINAL,1299,0,,2011-045209
04,7277,11,1,2011,07,09,0090033,0,0,44,1,1207,2,rijl1207.tif,00038249.tif,0,SHORTFIN MAKO S,3551,0452,1,1,0,0,0,1,ORIGINAL,1300,0,,2011-045210
04,7277,11,1,2011,07,09,0090414,0,0,44,1,1207,2,rijl1207.tif,00038251.tif,0,COMMON THRESHER,3531,0452,1,1,1,0,0,1,ORIGINAL,1301,0,,2011-045211
04,7277,11,1,2011,07,09,0090414,0,0,44,1,1207,2,rijl1207.tif,00038251.tif,7,BLUE SHARK,4931,0452,2,0,0,0,0,0,ORIGINAL,1302,0,,2011-045211
04,7277,11,1,2011,07,09,0090414,0,0,44,1,1207,2,rijl1207.tif,00038254.tif,0,DOLPHIN,1050,0452,2,1,0,0,0,0,ORIGINAL,1303,0,,2011-045213
04,7277,11,1,2011,07,09,0090414,0,0,44,1,1207,2,rijl1207.tif,00038254.tif,0,SHORTFIN MAKO S,3551,0452,1,1,0,0,0,1,ORIGINAL,1304,0,,2011-045213
04,7277,11,1,2011,07,09,0090414,0,0,44,1,1207,2,rijl1207.tif,00038256.tif,1,SHORTFIN MAKO S,3551,0452,2,0,0,0,0,0,ORIGINAL,1305,0,,2011-045214
04,7277,11,1,2011,07,09,0090414,0,0,44,1,1207,2,rijl1207.tif,00038256.tif,10,BLUE SHARK,4931,0452,1,0,0,0,0,0,ORIGINAL,1306,0,,2011-045214
04,7277,11,1,2011,07,09,0099012,0,0,44,1,1207,2,rijl1207.tif,00038258.tif,17,BLUE SHARK,4931,0452,1,0,0,0,0,0,ORIGINAL,1307,0,,2011-045215
04,7277,11,1,2011,07,09,0090033,0,0,44,1,1207,2,rijl1207.tif,00038260.tif,0,SHORTFIN MAKO S,3551,0452,1,1,0,0,0,0,ORIGINAL,1308,0,,2011-045216
04,7277,11,1,2011,07,09,0090033,0,0,44,1,1207,2,rijl1207.tif,00038260.tif,20,BLUE SHARK,4931,0452,2,0,0,0,0,0,ORIGINAL,1309,0,,2011-045216
04,7277,11,1,2011,07,09,0090033,0,0,44,1,1207,2,rijl1207.tif,00038262.tif,2,SHORTFIN MAKO S,3551,0452,1,0,0,0,0,0,ORIGINAL,1310,0,,2011-045217
04,7277,11,1,2011,07,09,0090033,0,0,44,1,1207,2,rijl1207.tif,00038262.tif,0,BLUE SHARK,4931,0452,2,1,0,0,0,0,ORIGINAL,1311,0,,2011-045217
04,7277,11,1,2011,07,09,0090022,0,0,44,1,1207,2,rijl1207.tif,00038264.tif,3,SHORTFIN MAKO S,3551,0452,1,0,0,0,0,0,ORIGINAL,1312,0,,2011-045218
04,7277,11,1,2011,07,09,0090016,0,0,44,1,1207,2,rijl1207.tif,00038266.tif,0,BLUEFISH,230,0452,1,15,0,0,0,0,ORIGINAL,1313,0,,2011-045219
05,7277,11,1,2011,07,16,0090414,0,0,44,0,1211,2,rijl1211.tif,00039044.tif,0,DOLPHIN,1050,0542,4,2,2,0,0,0,ORIGINAL,1314,0,,2011-054201
05,7277,11,1,2011,07,16,0090414,0,0,44,0,1211,2,rijl1211.tif,00039044.tif,10,SKIPJACK TUNA,4661,0542,3,2,2,0,0,0,ORIGINAL,1315,0,,2011-054201
05,7277,11,1,2011,07,16,0090414,0,0,44,0,1211,2,rijl1211.tif,00039044.tif,15,YFT,4711,0542,2,12,1,0,0,0,ORIGINAL,1316,0,,2011-054201
05,7277,11,1,2011,07,16,0090414,0,0,44,0,1211,2,rijl1211.tif,00039044.tif,1,BLUE SHARK,4931,0542,1,0,0,0,0,0,ORIGINAL,1317,0,,2011-054201
06,7277,11,1,2011,07,24,0090414,0,0,44,0,1214,2,rijl1214.tif,00039715.tif,0,BFT SCHOOL,4677,0637,1,1,1,0,0,0,ORIGINAL,1318,0,,2011-063701
06,7277,11,1,2011,07,24,0099011,0,0,44,0,1214,2,rijl1214.tif,00039717.tif,0,BIGEYE TUNA,4691,0637,2,1,0,0,0,0,ORIGINAL,1319,0,,2011-063702
06,7277,11,1,2011,07,24,0099011,0,0,44,0,1214,2,rijl1214.tif,00039717.tif,7,YFT,4711,0637,1,2,0,0,0,0,ORIGINAL,1320,0,,2011-063702
06,7277,12,3,2011,07,28,0090019,0,0,44,0,2219,2,rijl2219.tif,00039771.tif,2,SHORTFIN MAKO S,3551,0649,2,0,0,0,0,0,ORIGINAL,1321,0,,2011-064901
06,7277,12,3,2011,07,28,0090019,0,0,44,0,2219,2,rijl2219.tif,00039771.tif,4,BLUE SHARK,4931,0649,1,0,0,0,0,0,ORIGINAL,1322,0,,2011-064901
07,7277,12,1,2011,07,31,0090031,0,0,44,0,1222,2,rijl1222.tif,00040248.tif,5,DOLPHIN,1050,0700,2,0,0,0,0,0,ORIGINAL,1323,0,,2011-070001
07,7277,12,1,2011,07,31,0090031,0,0,44,0,1222,2,rijl1222.tif,00040248.tif,15,BLUE SHARK,4931,0700,1,0,0,0,0,0,ORIGINAL,1324,0,,2011-070001
07,7277,12,3,2011,07,31,0090019,0,0,44,0,1222,2,rijl1222.tif,00040250.tif,0,DOLPHIN,1050,0700,2,3,0,0,0,0,ORIGINAL,1325,0,,2011-070002
07,7277,12,3,2011,07,31,0090019,0,0,44,0,1222,2,rijl1222.tif,00040250.tif,0,YFT,4711,0700,1,1,0,0,0,0,ORIGINAL,1326,0,,2011-070002
07,7277,12,3,2011,07,31,0090019,0,0,44,0,1222,2,rijl1222.tif,00040252.tif,6,BLUE SHARK,4931,0700,1,0,0,0,0,0,ORIGINAL,1327,0,,2011-070003
04,7374,11,1,2011,07,04,0090414,0,0,44,0,1206,2,rijl1206.tif,00038015.tif,0,BLUEFISH,230,0428,3,6,0,0,0,0,ORIGINAL,1328,0,,2011-042801
04,7374,11,1,2011,07,04,0090414,0,0,44,0,1206,2,rijl1206.tif,00038015.tif,1,ATLANTIC BONITO,330,0428,4,0,0,0,0,0,ORIGINAL,1329,0,,2011-042801
04,7374,11,1,2011,07,04,0090414,0,0,44,0,1206,2,rijl1206.tif,00038015.tif,0,SHORTFIN MAKO S,3551,0428,1,1,1,0,0,0,ORIGINAL,1330,0,,2011-042801
04,7374,11,1,2011,07,04,0090414,0,0,44,0,1206,2,rijl1206.tif,00038015.tif,11,BLUE SHARK,4931,0428,2,0,0,0,0,0,ORIGINAL,1331,0,,2011-042801
04,7374,11,1,2011,07,01,0090414,0,0,44,0,2208,2,rijl2208.tif,00038025.tif,0,BLUEFISH,230,0430,2,5,0,0,0,0,ORIGINAL,1332,0,,2011-043001
04,7374,11,1,2011,07,01,0090414,0,0,44,0,2208,2,rijl2208.tif,00038025.tif,5,BLUE SHARK,4931,0430,1,0,0,0,0,0,ORIGINAL,1333,0,,2011-043001
04,7374,12,1,2011,07,09,0090028,0,0,44,0,1208,2,rijl1208.tif,00038210.tif,8,BLUE SHARK,4931,0453,1,0,0,0,0,0,ORIGINAL,1334,0,,2011-045301
04,7374,11,1,2011,07,06,0099012,0,0,44,0,2209,2,rijl2209.tif,00038370.tif,0,BLUEFISH,230,0471,3,3,0,0,0,0,ORIGINAL,1335,0,,2011-047101
04,7374,11,1,2011,07,06,0099012,0,0,44,0,2209,2,rijl2209.tif,00038370.tif,0,SHORTFIN MAKO S,3551,0471,2,2,2,0,0,0,ORIGINAL,1336,1,KEPT;,2011-047101
04,7374,11,1,2011,07,06,0099012,0,0,44,0,2209,2,rijl2209.tif,00038370.tif,3,BLUE SHARK,4931,0471,1,0,0,0,0,0,ORIGINAL,1337,0,,2011-047101
06,7374,11,1,2011,07,28,0099012,0,0,44,0,2104,2,rijl2104.tif,00040024.tif,10,YFT,4711,0681,1,2,0,0,0,0,ORIGINAL,1338,0,,2011-068101
06,7374,11,1,2011,07,28,0099012,0,0,44,0,2104,2,rijl2104.tif,00040024.tif,1,MANTA RAY,8888,0681,2,0,0,0,0,0,ORIGINAL,1339,1,SPECIES;ALIVE;,2011-068101
06,7374,11,1,2011,07,28,0090414,0,0,44,0,2104,2,rijl2104.tif,00040026.tif,1,YFT,4711,0681,1,0,0,0,0,0,ORIGINAL,1340,0,,2011-068102
06,7374,11,1,2011,07,28,0090414,0,1,44,0,2104,1,rijl2104.tif,00040028.tif,20,SKIPJACK TUNA,4661,0681,3,0,0,0,0,0,ORIGINAL,1341,0,,2011-068103
06,7374,11,1,2011,07,28,0090414,0,1,44,0,2104,1,rijl2104.tif,00040028.tif,0,BIGEYE TUNA,4691,0681,4,2,1,0,0,0,ORIGINAL,1342,0,,2011-068103
06,7374,11,1,2011,07,28,0090414,0,1,44,0,2104,1,rijl2104.tif,00040028.tif,0,ALBACORE TUNA,4701,0681,2,1,1,0,0,0,ORIGINAL,1343,0,,2011-068103
06,7374,11,1,2011,07,28,0090414,0,1,44,0,2104,1,rijl2104.tif,00040028.tif,8,YFT,4711,0681,1,2,2,0,0,0,ORIGINAL,1344,0,,2011-068103
06,7374,11,1,2011,07,28,0099011,0,0,44,0,2104,2,rijl2104.tif,00040030.tif,11,YFT,4711,0681,1,6,0,0,6,0,ORIGINAL,1345,1,SELL;,2011-068104
04,2836,2,1,2011,07,11,8100015,0,0,51,0,2118,1,vajl2118.tif,00038323.tif,0,DOLPHIN,1050,0463,2,4,4,0,0,0,ORIGINAL,1346,0,,2011-046301
04,2836,2,1,2011,07,11,8100015,0,0,51,0,2118,1,vajl2118.tif,00038323.tif,2,YFT,4711,0463,1,1,1,0,0,0,ORIGINAL,1347,0,,2011-046301
04,2836,2,1,2011,07,11,8100387,0,1,51,0,2118,1,vajl2118.tif,00038325.tif,1,WHITE MARLIN,2161,0463,3,0,0,0,0,0,ORIGINAL,1348,0,,2011-046302
04,2836,2,1,2011,07,11,8100387,0,1,51,0,2118,1,vajl2118.tif,00038325.tif,0,SKIPJACK TUNA,4661,0463,2,1,1,0,0,0,ORIGINAL,1349,0,,2011-046302
04,2836,2,1,2011,07,11,8100387,0,1,51,0,2118,1,vajl2118.tif,00038325.tif,1,YFT,4711,0463,1,2,2,0,0,0,ORIGINAL,1350,0,,2011-046302
03,6447,8,1,2011,07,06,0011216,0,0,51,0,2113,2,vajl2113.tif,00037669.tif,2,YFT,4711,0376,1,1,0,0,0,0,ORIGINAL,1351,0,,2011-037601
03,6447,8,1,2011,07,06,0010039,0,0,51,0,2113,2,vajl2113.tif,00037671.tif,1,YFT,4711,0376,1,0,0,0,0,0,ORIGINAL,1352,0,,2011-037602
04,6447,8,1,2011,07,08,0010955,0,0,51,0,2101,2,vajl2101.tif,00038047.tif,1,SHARK UNKNOWN,3591,0434,1,0,0,0,0,0,ORIGINAL,1353,0,,2011-043402
06,6447,8,1,2011,07,23,0010039,0,0,51,0,1107,2,vajl1107.tif,00039603.tif,1,WHITE MARLIN,2161,0619,1,0,0,0,0,0,ORIGINAL,1354,0,,2011-061901
06,6447,8,1,2011,07,23,0010039,0,0,51,0,1107,2,vajl1107.tif,00039603.tif,0,SKIPJACK TUNA,4661,0619,2,2,0,0,0,0,ORIGINAL,1355,0,,2011-061901
06,6447,8,1,2011,07,23,0010039,0,0,51,0,1107,2,vajl1107.tif,00039603.tif,2,YFT,4711,0619,3,0,0,0,0,0,ORIGINAL,1356,0,,2011-061901
06,6447,8,1,2011,07,23,0010039,0,0,51,0,1107,2,vajl1107.tif,00039605.tif,0,ATLANTIC BONITO,330,0619,4,1,0,0,0,0,ORIGINAL,1357,0,,2011-061902
06,6447,8,1,2011,07,23,0010039,0,0,51,0,1107,2,vajl1107.tif,00039605.tif,0,DOLPHIN,1050,0619,3,1,0,0,0,0,ORIGINAL,1358,0,,2011-061902
06,6447,8,1,2011,07,23,0010039,0,0,51,0,1107,2,vajl1107.tif,00039605.tif,1,SAILFISH,3026,0619,1,0,0,0,0,0,ORIGINAL,1359,0,,2011-061902
06,6447,8,1,2011,07,23,0010039,0,0,51,0,1107,2,vajl1107.tif,00039605.tif,0,YFT,4711,0619,2,1,0,0,0,0,ORIGINAL,1360,0,,2011-061902
06,6447,8,1,2011,07,23,0010039,0,0,51,0,1107,2,vajl1107.tif,00039607.tif,0,DOLPHIN,1050,0619,2,2,0,0,0,0,ORIGINAL,1361,0,,2011-061903
06,6447,8,1,2011,07,23,0010039,0,0,51,0,1107,2,vajl1107.tif,00039607.tif,1,YFT,4711,0619,1,1,0,0,0,0,ORIGINAL,1362,0,,2011-061903
06,6447,7,1,2011,07,22,0011199,0,0,51,0,2107,2,vajl2107.tif,00039611.tif,0,YFT,4711,0621,1,4,0,0,0,0,ORIGINAL,1363,0,,2011-062101
06,6447,7,1,2011,07,22,0010024,0,0,51,0,2107,2,vajl2107.tif,00039613.tif,1,DOLPHIN,1050,0621,1,0,0,0,0,0,ORIGINAL,1364,0,,2011-062102
06,6447,7,1,2011,07,22,0010024,0,0,51,0,2107,2,vajl2107.tif,00039616.tif,0,DOLPHIN,1050,0621,1,1,0,0,0,1,ORIGINAL,1365,0,,2011-062104
06,6447,7,1,2011,07,22,0010024,0,0,51,0,2107,2,vajl2107.tif,00039616.tif,1,YFT,4711,0621,2,0,0,0,0,0,ORIGINAL,1366,0,,2011-062104
06,6447,7,1,2011,07,22,0011199,0,0,51,0,2107,2,vajl2107.tif,00039619.tif,0,DOLPHIN,1050,0621,1,2,0,0,0,0,ORIGINAL,1367,0,,2011-062106
06,6447,7,1,2011,07,22,0011199,0,0,51,0,2107,2,vajl2107.tif,00039619.tif,0,SKIPJACK TUNA,4661,0621,2,2,0,0,0,0,ORIGINAL,1368,0,,2011-062106
06,6447,7,1,2011,07,22,0011199,0,0,51,0,2107,2,vajl2107.tif,00039619.tif,1,YFT,4711,0621,3,0,0,0,0,0,ORIGINAL,1369,0,,2011-062106
06,6447,7,1,2011,07,22,0011199,0,0,51,1,2107,2,vajl2107.tif,00039624.tif,1,SKIPJACK TUNA,4661,0621,2,0,0,0,0,0,ORIGINAL,1370,0,,2011-062110
06,6447,7,1,2011,07,22,0011199,0,0,51,1,2107,2,vajl2107.tif,00039624.tif,0,YFT,4711,0621,1,2,0,0,0,2,ORIGINAL,1371,0,,2011-062110
06,6447,7,1,2011,07,22,0011199,0,0,51,1,2107,2,vajl2107.tif,00039626.tif,0,DOLPHIN,1050,0621,3,1,0,0,0,1,ORIGINAL,1372,0,,2011-062111
06,6447,7,1,2011,07,22,0011199,0,0,51,1,2107,2,vajl2107.tif,00039626.tif,1,WHITE MARLIN,2161,0621,1,0,0,0,0,0,ORIGINAL,1373,0,,2011-062111
06,6447,7,1,2011,07,22,0011199,0,0,51,1,2107,2,vajl2107.tif,00039626.tif,0,YFT,4711,0621,2,1,0,0,0,0,ORIGINAL,1374,0,,2011-062111
06,6447,7,1,2011,07,22,0011199,0,0,51,1,2107,2,vajl2107.tif,00039628.tif,1,WHITE MARLIN,2161,0621,1,0,0,0,0,0,ORIGINAL,1375,0,,2011-062112
06,6447,7,1,2011,07,22,0010024,0,0,51,1,2107,2,vajl2107.tif,00039630.tif,0,DOLPHIN,1050,0621,1,1,0,0,0,0,ORIGINAL,1376,0,,2011-062113
06,6447,7,1,2011,07,22,0010024,0,0,51,1,2107,2,vajl2107.tif,00039632.tif,0,DOLPHIN,1050,0621,1,1,0,0,0,0,ORIGINAL,1377,0,,2011-062114
04,6590,1,1,2011,07,03,8100091,0,0,51,0,1201,2,vajl1201.tif,00038139.tif,0,DOLPHIN,1050,0433,1,1,0,0,0,0,ORIGINAL,1378,0,,2011-043301
04,6590,1,1,2011,07,03,8100091,0,0,51,0,1201,2,vajl1201.tif,00038139.tif,1,BLUE MARLIN,2171,0433,2,0,0,0,0,0,ORIGINAL,1379,0,,2011-043301
04,6590,1,1,2011,07,03,8100091,0,0,51,0,1201,1,vajl1201.tif,00038141.tif,1,WHITE MARLIN,2161,0433,2,0,0,0,0,0,ORIGINAL,1380,0,,2011-043302
04,6590,1,1,2011,07,03,8100091,0,0,51,0,1201,1,vajl1201.tif,00038141.tif,0,SHORTFIN MAKO S,3551,0433,1,1,1,0,0,0,ORIGINAL,1381,0,,2011-043302
04,6590,1,1,2011,07,03,8100002,0,0,51,0,1201,1,vajl1201.tif,00038143.tif,0,DOLPHIN,1050,0433,1,50,50,0,0,0,ORIGINAL,1382,1,KEPT;,2011-043303
04,6590,1,1,2011,07,03,8100002,1,0,51,0,1201,2,vajl1201.tif,00038145.tif,0,DOLPHIN,1050,0433,4,1,0,0,0,0,ORIGINAL,1383,0,,2011-043304
04,6590,1,1,2011,07,03,8100002,1,0,51,0,1201,2,vajl1201.tif,00038145.tif,1,DOLPHIN,2161,0433,1,0,0,0,0,0,ORIGINAL,1384,0,,2011-043304
04,6590,1,1,2011,07,03,8100002,1,0,51,0,1201,2,vajl1201.tif,00038145.tif,0,BLACKFIN TUNA,4641,0433,2,1,0,0,0,0,ORIGINAL,1385,0,,2011-043304
04,6590,1,1,2011,07,03,8100002,1,0,51,0,1201,2,vajl1201.tif,00038145.tif,0,YFT,4711,0433,3,1,0,0,0,0,ORIGINAL,1386,0,,2011-043304
04,6590,3,1,2011,07,08,8100088,0,0,51,0,2209,2,vajl2209.tif,00038051.tif,0,DOLPHIN,1050,0435,1,2,2,0,0,0,ORIGINAL,1387,0,,2011-043501
04,6590,3,1,2011,07,08,8100088,0,0,51,0,2209,1,vajl2209.tif,00038053.tif,0,BFT LARGE SCHOO,4678,0435,1,1,1,0,0,0,ORIGINAL,1388,0,,2011-043502
04,6590,3,1,2011,07,08,8100088,0,0,51,0,2209,2,vajl2209.tif,00038055.tif,0,DOLPHIN,1050,0435,1,6,0,0,0,0,ORIGINAL,1389,0,,2011-043503
04,6590,3,1,2011,07,08,8100088,0,0,51,0,2209,1,vajl2209.tif,00038057.tif,0,DOLPHIN,1050,0435,2,1,1,0,0,0,ORIGINAL,1390,0,,2011-043504
04,6590,3,1,2011,07,08,8100088,0,0,51,0,2209,1,vajl2209.tif,00038057.tif,0,YFT,4711,0435,1,1,1,0,0,0,ORIGINAL,1391,0,,2011-043504
04,6590,1,1,2011,07,11,8100002,0,0,51,0,2117,1,vajl2117.tif,00038332.tif,0,BLUEFISH,230,0462,2,2,2,0,0,0,ORIGINAL,1392,0,,2011-046201
04,6590,1,1,2011,07,11,8100002,0,0,51,0,2117,1,vajl2117.tif,00038332.tif,1,SAND TIGER SHAR,3491,0462,4,0,0,0,0,0,ORIGINAL,1393,1,ALIVE;,2011-046201
04,6590,1,1,2011,07,11,8100002,0,0,51,0,2117,1,vajl2117.tif,00038332.tif,0,SPANISH MACKERE,3840,0462,1,5,5,0,0,0,ORIGINAL,1394,0,,2011-046201
04,6590,1,1,2011,07,11,8100002,0,0,51,0,2117,1,vajl2117.tif,00038332.tif,0,SHARPNOSE SHARK,4941,0462,3,1,1,0,0,0,ORIGINAL,1395,0,,2011-046201
04,6590,1,1,2011,07,11,8100091,0,0,51,0,2117,2,vajl2117.tif,00038334.tif,0,YFT,4711,0462,1,2,2,0,0,0,ORIGINAL,1396,0,,2011-046202
04,6590,1,1,2011,07,11,8100002,0,0,51,0,2117,1,vajl2117.tif,00038336.tif,0,YFT,4711,0462,1,12,6,0,0,0,ORIGINAL,1397,0,,2011-046203
04,6590,1,1,2011,07,11,8100002,0,0,51,0,2117,2,vajl2117.tif,00038338.tif,0,DOLPHIN,1050,0462,4,1,1,0,0,0,ORIGINAL,1398,0,,2011-046204
04,6590,1,1,2011,07,11,8100002,0,0,51,0,2117,2,vajl2117.tif,00038338.tif,1,WHITE MARLIN,2161,0462,3,0,0,0,0,0,ORIGINAL,1399,0,,2011-046204
04,6590,1,1,2011,07,11,8100002,0,0,51,0,2117,2,vajl2117.tif,00038338.tif,1,BLUE MARLIN,2171,0462,2,0,0,0,0,0,ORIGINAL,1400,0,,2011-046204
04,6590,1,1,2011,07,11,8100002,0,0,51,0,2117,2,vajl2117.tif,00038338.tif,2,YFT,4711,0462,1,2,0,0,0,0,ORIGINAL,1401,0,,2011-046204
04,6590,1,1,2011,07,11,8100091,0,0,51,0,2117,2,vajl2117.tif,00038340.tif,1,WHITE MARLIN,2161,0462,1,0,0,0,0,0,ORIGINAL,1402,0,,2011-046205
05,6590,1,1,2011,07,16,8100002,0,0,51,0,1105,2,vajl1105.tif,00039055.tif,0,DOLPHIN,1050,0545,2,1,0,0,0,0,ORIGINAL,1403,0,,2011-054501
05,6590,1,1,2011,07,16,8100002,0,0,51,0,1105,2,vajl1105.tif,00039055.tif,0,SKIPJACK TUNA,4661,0545,1,4,0,0,0,0,ORIGINAL,1404,0,,2011-054501
05,6590,1,1,2011,07,16,8100002,0,0,51,0,1105,1,vajl1105.tif,00039057.tif,0,DOLPHIN,1050,0545,2,2,2,0,0,0,ORIGINAL,1405,0,,2011-054502
05,6590,1,1,2011,07,16,8100002,0,0,51,0,1105,1,vajl1105.tif,00039057.tif,0,SKIPJACK TUNA,4661,0545,3,3,3,0,0,0,ORIGINAL,1406,0,,2011-054502
05,6590,1,1,2011,07,16,8100002,0,0,51,0,1105,1,vajl1105.tif,00039057.tif,0,YFT,4711,0545,1,2,2,0,0,0,ORIGINAL,1407,0,,2011-054502
05,6590,1,1,2011,07,16,8100091,0,0,51,0,1105,2,vajl1105.tif,00039059.tif,0,DOLPHIN,1050,0545,2,1,1,0,0,0,ORIGINAL,1408,0,,2011-054503
05,6590,1,1,2011,07,16,8100091,0,0,51,0,1105,2,vajl1105.tif,00039059.tif,0,YFT,4711,0545,1,3,3,0,0,0,ORIGINAL,1409,0,,2011-054503
05,6590,1,1,2011,07,16,8100002,0,0,51,0,1105,1,vajl1105.tif,00039061.tif,0,DOLPHIN,1050,0545,2,3,3,0,0,0,ORIGINAL,1410,0,,2011-054504
05,6590,1,1,2011,07,16,8100002,0,0,51,0,1105,1,vajl1105.tif,00039061.tif,0,YFT,4711,0545,1,1,1,0,0,0,ORIGINAL,1411,0,,2011-054504
05,6590,1,1,2011,07,16,8100002,0,0,51,0,1105,1,vajl1105.tif,00039063.tif,2,WHITE MARLIN,2161,0545,1,0,0,0,0,0,ORIGINAL,1412,0,,2011-054505
05,6590,1,1,2011,07,16,8100002,0,0,51,0,1105,1,vajl1105.tif,00039063.tif,0,YFT,4711,0545,2,5,5,0,0,0,ORIGINAL,1413,0,,2011-054505
05,6590,1,1,2011,07,16,8100091,0,0,51,0,1105,2,vajl1105.tif,00039065.tif,0,DOLPHIN,1050,0545,1,3,0,0,0,0,ORIGINAL,1414,0,,2011-054506
05,6590,1,1,2011,07,16,8100091,0,0,51,0,1105,2,vajl1105.tif,00039065.tif,0,YFT,4711,0545,2,1,0,0,0,0,ORIGINAL,1415,0,,2011-054506
05,6590,1,1,2011,07,16,8100091,0,0,51,0,1105,2,vajl1105.tif,00039067.tif,0,DOLPHIN,1050,0545,3,2,0,0,0,0,ORIGINAL,1416,0,,2011-054507
05,6590,1,1,2011,07,16,8100091,0,0,51,0,1105,2,vajl1105.tif,00039067.tif,5,WHITE MARLIN,2161,0545,1,0,0,0,0,0,ORIGINAL,1417,0,,2011-054507
05,6590,1,1,2011,07,16,8100091,0,0,51,0,1105,2,vajl1105.tif,00039067.tif,0,YFT,4711,0545,2,2,0,0,0,0,ORIGINAL,1418,0,,2011-054507
05,6590,1,1,2011,07,16,8100091,1,0,51,0,1105,1,vajl1105.tif,00039069.tif,2,WHITE MARLIN,2161,0545,1,0,0,0,0,0,ORIGINAL,1419,0,,2011-054508
05,6590,1,1,2011,07,16,8100091,1,0,51,0,1105,1,vajl1105.tif,00039069.tif,0,YFT,4711,0545,2,3,3,0,0,0,ORIGINAL,1420,0,,2011-054508
06,6590,1,1,2011,07,20,8100091,0,0,51,0,2105,2,vajl2105.tif,00039878.tif,10,GREATER AMBERJA,30,0620,2,0,0,0,0,0,ORIGINAL,1421,1,CAUGHT OUT OF AREA;,2011-062001
06,6590,1,1,2011,07,20,8100091,0,0,51,0,2105,2,vajl2105.tif,00039878.tif,1,WHITE MARLIN,2161,0620,1,0,0,0,0,0,ORIGINAL,1422,0,,2011-062001
06,6590,1,1,2011,07,20,8100091,0,0,51,0,2105,1,vajl2105.tif,00039880.tif,0,DOLPHIN,1050,0620,2,3,0,0,0,0,ORIGINAL,1423,0,,2011-062002
