tracker,stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,site_no,enterr,interr,measur,faxno,tifno,filestat,alive,othlp,species,batch,row,kept,observe,dead,sell,weighed,q11a,id
087501,44,01,2206,1636,0,,7789,11,1,6,2019,07,31,0094047,0,0,2,RIJL2206.pdf,00137776.tif,ORIGINAL,10,DOLPHIN,1050,0875,1,16,0,0,0,0,3,2019-087501
079701,44,01,2218,1637,0,,7792,12,1,3,2019,07,25,0090031,0,0,2,RIJL2218.pdf,00137204.tif,ORIGINAL,4,BLUE SHARK,4931,0797,1,0,0,0,0,0,3,2019-079701
079702,44,02,2218,1638,0,,7792,12,1,5,2019,07,25,0090031,0,0,2,RIJL2218.pdf,00137206.tif,ORIGINAL,1,SHORTFIN MAKO SHARK,3551,0797,2,0,0,0,0,0,3,2019-079702
079702,44,02,2218,1639,0,,7792,12,1,5,2019,07,25,0090031,0,0,2,RIJL2218.pdf,00137206.tif,ORIGINAL,2,BLUE SHARK,4931,0797,1,0,0,0,0,0,3,2019-079702
087601,44,01,2222,1640,0,,7665,15,1,8,2019,07,30,0090368,0,0,2,RIJL2222.pdf,00137781.tif,ORIGINAL,0,DOLPHIN,1050,0876,2,1,1,0,0,1,1,2019-087601
087601,44,01,2222,1641,1,SELL;,7665,15,1,8,2019,07,30,0090368,0,0,2,RIJL2222.pdf,00137781.tif,ORIGINAL,8,YFT,4711,0876,1,8,3,0,8,3,1,2019-087601
045001,51,01,1101,1642,0,,7784,1,1,7,2019,07,04,8100002,0,0,2,VAJL1101.pdf,00135013.tif,ORIGINAL,0,DOLPHIN,1050,0450,2,7,0,0,0,0,2,2019-045001
045001,51,01,1101,1643,0,,7784,1,1,7,2019,07,04,8100002,0,0,2,VAJL1101.pdf,00135013.tif,ORIGINAL,3,YFT,4711,0450,1,4,0,0,0,0,2,2019-045001
045002,51,02,1101,1644,0,,7784,1,1,5,2019,07,04,8100091,0,0,2,VAJL1101.pdf,00135015.tif,ORIGINAL,0,BLACKBELLY ROSEFISH,2420,0450,2,2,2,0,0,0,2,2019-045002
045002,51,02,1101,1645,0,,7784,1,1,5,2019,07,04,8100091,0,0,2,VAJL1101.pdf,00135015.tif,ORIGINAL,0,YFT,4711,0450,1,1,1,0,0,0,2,2019-045002
045003,51,03,1101,1646,0,,7784,1,1,3,2019,07,04,8100002,0,0,2,VAJL1101.pdf,00135017.tif,ORIGINAL,0,DOLPHIN,1050,0450,2,1,1,0,0,0,3,2019-045003
045003,51,03,1101,1647,0,,7784,1,1,3,2019,07,04,8100002,0,0,2,VAJL1101.pdf,00135017.tif,ORIGINAL,0,BLUELINE TILEFISH,4440,0450,3,12,12,0,0,0,3,2019-045003
045003,51,03,1101,1648,0,,7784,1,1,3,2019,07,04,8100002,0,0,2,VAJL1101.pdf,00135017.tif,ORIGINAL,0,YFT,4711,0450,1,1,1,0,0,0,3,2019-045003
045004,51,04,1101,1649,0,,7784,1,1,6,2019,07,04,8100002,0,1,2,VAJL1101.pdf,00135019.tif,ORIGINAL,0,BLACK SEA BASS,3350,0450,2,5,5,0,0,0,1,2019-045004
045004,51,04,1101,1650,0,,7784,1,1,6,2019,07,04,8100002,0,1,2,VAJL1101.pdf,00135019.tif,ORIGINAL,0,BLUELINE TILEFISH,4440,0450,1,12,2,0,0,0,1,2019-045004
045005,51,05,1101,1651,1,ALIVE;,7784,1,1,8,2019,07,04,8100002,0,1,2,VAJL1101.pdf,00135021.tif,ORIGINAL,1,SPEARFISH,2181,0450,4,0,0,0,0,0,8,2019-045005
045005,51,05,1101,1652,0,,7784,1,1,8,2019,07,04,8100002,0,1,2,VAJL1101.pdf,00135021.tif,ORIGINAL,0,BLACKBELLY ROSEFISH,2420,0450,2,2,2,0,0,0,8,2019-045005
045005,51,05,1101,1653,0,,7784,1,1,8,2019,07,04,8100002,0,1,2,VAJL1101.pdf,00135021.tif,ORIGINAL,0,SWORDFISH,4328,0450,3,1,1,0,0,0,8,2019-045005
045005,51,05,1101,1654,0,,7784,1,1,8,2019,07,04,8100002,0,1,2,VAJL1101.pdf,00135021.tif,ORIGINAL,0,BLUELINE TILEFISH,4440,0450,1,3,3,0,0,0,8,2019-045005
045007,51,07,1101,1655,0,,7784,1,1,6,2019,07,04,8100002,0,0,2,VAJL1101.pdf,00135024.tif,ORIGINAL,0,DOLPHIN,1050,0450,1,2,0,0,0,0,2,2019-045007
045103,51,03,1102,1656,0,,7688,1,1,5,2019,07,06,8100091,0,0,1,VAJL1102.pdf,00135030.tif,ORIGINAL,0,DOLPHIN,1050,0451,2,2,2,0,0,0,3,2019-045103
045103,51,03,1102,1657,0,,7688,1,1,5,2019,07,06,8100091,0,0,1,VAJL1102.pdf,00135030.tif,ORIGINAL,1,BLUE MARLIN,2171,0451,3,0,0,0,0,0,3,2019-045103
045103,51,03,1102,1658,0,,7688,1,1,5,2019,07,06,8100091,0,0,1,VAJL1102.pdf,00135030.tif,ORIGINAL,0,YFT,4711,0451,1,2,2,0,0,0,3,2019-045103
045105,51,05,1102,1659,0,,7688,1,1,6,2019,07,06,8100002,0,0,2,VAJL1102.pdf,00135033.tif,ORIGINAL,0,DOLPHIN,1050,0451,1,2,0,0,0,0,3,2019-045105
045105,51,05,1102,1660,0,,7688,1,1,6,2019,07,06,8100002,0,0,2,VAJL1102.pdf,00135033.tif,ORIGINAL,0,KING MACKEREL,1940,0451,2,3,0,0,0,0,3,2019-045105
045107,51,07,1102,1661,0,,7688,1,1,6,2019,07,06,8100002,0,0,2,VAJL1102.pdf,00135036.tif,ORIGINAL,0,DOLPHIN,1050,0451,1,9,9,0,0,0,2,2019-045107
061001,51,01,1104,1662,0,,7784,1,1,6,2019,07,13,8100002,0,0,2,VAJL1104.pdf,00136081.tif,ORIGINAL,0,DOLPHIN,1050,0610,5,2,0,0,0,0,3,2019-061001
061001,51,01,1104,1663,0,,7784,1,1,6,2019,07,13,8100002,0,0,2,VAJL1104.pdf,00136081.tif,ORIGINAL,1,WHITE MARLIN,2161,0610,4,0,0,0,0,0,3,2019-061001
061001,51,01,1104,1664,0,,7784,1,1,6,2019,07,13,8100002,0,0,2,VAJL1104.pdf,00136081.tif,ORIGINAL,0,BIGEYE TUNA,4691,0610,2,4,0,0,0,0,3,2019-061001
061001,51,01,1104,1665,0,,7784,1,1,6,2019,07,13,8100002,0,0,2,VAJL1104.pdf,00136081.tif,ORIGINAL,0,YFT,4711,0610,1,8,0,0,0,0,3,2019-061001
061001,51,01,1104,1666,0,,7784,1,1,6,2019,07,13,8100002,0,0,2,VAJL1104.pdf,00136081.tif,ORIGINAL,0,WAHOO,4720,0610,3,1,0,0,0,0,3,2019-061001
061002,51,02,1104,1667,0,,7784,1,1,2,2019,07,13,8100002,0,0,1,VAJL1104.pdf,00136083.tif,ORIGINAL,0,DOLPHIN,1050,0610,1,2,2,0,0,0,2,2019-061002
061003,51,03,1104,1668,0,,7784,1,1,9,2019,07,13,8100091,0,0,1,VAJL1104.pdf,00136085.tif,ORIGINAL,0,DOLPHIN,1050,0610,1,1,1,0,0,0,2,2019-061003
061004,51,04,1104,1669,0,,7784,1,1,6,2019,07,13,8100002,0,1,1,VAJL1104.pdf,00136087.tif,ORIGINAL,0,DOLPHIN,1050,0610,1,3,3,0,0,0,2,2019-061004
061004,51,04,1104,1670,0,,7784,1,1,6,2019,07,13,8100002,0,1,1,VAJL1104.pdf,00136087.tif,ORIGINAL,0,YFT,4711,0610,2,1,1,0,0,0,2,2019-061004
061005,51,05,1104,1671,0,,7784,1,1,6,2019,07,13,8100002,0,0,2,VAJL1104.pdf,00136089.tif,ORIGINAL,0,BLUELINE TILEFISH,4440,0610,1,25,0,0,0,0,3,2019-061005
061005,51,05,1104,1672,0,,7784,1,1,6,2019,07,13,8100002,0,0,2,VAJL1104.pdf,00136089.tif,ORIGINAL,0,GOLDEN TILEFISH,4467,0610,2,5,0,0,0,0,3,2019-061005
061005,51,05,1104,1673,1,ALIVE;,7784,1,1,6,2019,07,13,8100002,0,0,2,VAJL1104.pdf,00136089.tif,ORIGINAL,2,GREAT HAMMERHEAD,4951,0610,3,0,0,0,0,0,3,2019-061005
061006,51,06,1104,1674,0,,7784,1,1,5,2019,07,13,8100091,0,0,1,VAJL1104.pdf,00136091.tif,ORIGINAL,0,DOLPHIN,1050,0610,1,5,5,0,0,0,8,2019-061006
061007,51,07,1104,1675,0,,7784,1,1,7,2019,07,13,8100091,0,0,1,VAJL1104.pdf,00136093.tif,ORIGINAL,0,DOLPHIN,1050,0610,1,2,2,0,0,0,2,2019-061007
061007,51,07,1104,1676,0,,7784,1,1,7,2019,07,13,8100091,0,0,1,VAJL1104.pdf,00136093.tif,ORIGINAL,0,YFT,4711,0610,2,2,2,0,0,0,2,2019-061007
061008,51,08,1104,1677,0,,7784,1,1,5,2019,07,13,8100002,0,0,2,VAJL1104.pdf,00136095.tif,ORIGINAL,0,DOLPHIN,1050,0610,1,3,0,0,0,0,8,2019-061008
055401,51,01,1105,1678,0,,7688,1,1,6,2019,07,14,8100002,0,0,2,VAJL1105.pdf,00135712.tif,ORIGINAL,0,DOLPHIN,1050,0554,3,3,0,0,0,0,2,2019-055401
055401,51,01,1105,1679,0,,7688,1,1,6,2019,07,14,8100002,0,0,2,VAJL1105.pdf,00135712.tif,ORIGINAL,2,WHITE MARLIN,2161,0554,1,0,0,0,0,0,2,2019-055401
055401,51,01,1105,1680,0,,7688,1,1,6,2019,07,14,8100002,0,0,2,VAJL1105.pdf,00135712.tif,ORIGINAL,0,YFT,4711,0554,2,2,0,0,0,0,2,2019-055401
055402,51,02,1105,1681,0,,7688,1,1,6,2019,07,14,8100091,0,0,1,VAJL1105.pdf,00135714.tif,ORIGINAL,0,YFT,4711,0554,1,6,6,0,0,0,2,2019-055402
055403,51,03,1105,1682,0,,7688,1,1,6,2019,07,14,8100091,0,1,1,VAJL1105.pdf,00135716.tif,ORIGINAL,0,YFT,4711,0554,1,1,1,0,0,0,3,2019-055403
055404,51,04,1105,1683,0,,7688,1,1,7,2019,07,14,8100002,0,0,2,VAJL1105.pdf,00135718.tif,ORIGINAL,0,YFT,4711,0554,1,2,0,0,0,0,3,2019-055404
055406,51,06,1105,1684,0,,7688,1,1,5,2019,07,14,8100002,0,0,2,VAJL1105.pdf,00135721.tif,ORIGINAL,1,WHITE MARLIN,2161,0554,1,0,0,0,0,0,3,2019-055406
055407,51,07,1105,1685,0,,7688,1,1,4,2019,07,14,8100002,1,0,1,VAJL1105.pdf,00135723.tif,ORIGINAL,0,DOLPHIN,1050,0554,1,4,4,0,0,0,2,2019-055407
055408,51,08,1105,1686,0,,7688,1,1,4,2019,07,14,8100002,0,0,2,VAJL1105.pdf,00135725.tif,ORIGINAL,0,DOLPHIN,1050,0554,2,3,3,0,0,0,2,2019-055408
055408,51,08,1105,1687,0,,7688,1,1,4,2019,07,14,8100002,0,0,2,VAJL1105.pdf,00135725.tif,ORIGINAL,0,YFT,4711,0554,3,2,2,0,0,0,2,2019-055408
055408,51,08,1105,1688,0,,7688,1,1,4,2019,07,14,8100002,0,0,2,VAJL1105.pdf,00135725.tif,ORIGINAL,0,WAHOO,4720,0554,1,1,1,0,0,0,2,2019-055408
071301,51,01,1106,1689,0,,6633,1,1,7,2019,07,20,8100002,0,0,1,VAJL1106.pdf,00136702.tif,ORIGINAL,0,YFT,4711,0713,1,6,3,0,0,0,2,2019-071301
071302,51,02,1106,1690,0,,6633,1,1,4,2019,07,20,8100002,0,0,2,VAJL1106.pdf,00136704.tif,ORIGINAL,0,DOLPHIN,1050,0713,1,3,2,0,0,0,3,2019-071302
071302,51,02,1106,1691,0,,6633,1,1,4,2019,07,20,8100002,0,0,2,VAJL1106.pdf,00136704.tif,ORIGINAL,0,LITTLE TUNNY,4681,0713,2,1,0,0,0,0,3,2019-071302
071303,51,03,1106,1692,0,,6633,1,1,6,2019,07,20,8100002,0,0,2,VAJL1106.pdf,00136706.tif,ORIGINAL,4,WHITE MARLIN,2161,0713,1,0,0,0,0,0,3,2019-071303
071304,51,04,1106,1693,0,,6633,1,1,4,2019,07,20,8100002,1,0,2,VAJL1106.pdf,00136708.tif,ORIGINAL,0,BLUEFISH,230,0713,3,8,0,0,0,0,3,2019-071304
071304,51,04,1106,1694,1,CAUGHT OUT OF AREA;RARE OR ILLEGAL SPECIES KEPT;,6633,1,1,4,2019,07,20,8100002,1,0,2,VAJL1106.pdf,00136708.tif,ORIGINAL,0,RIBBON FISH,985,0713,4,3,0,0,0,0,3,2019-071304
071304,51,04,1106,1695,1,ALIVE;,6633,1,1,4,2019,07,20,8100002,1,0,2,VAJL1106.pdf,00136708.tif,ORIGINAL,5,RED DRUM,1070,0713,1,0,0,0,0,0,3,2019-071304
071304,51,04,1106,1696,0,,6633,1,1,4,2019,07,20,8100002,1,0,2,VAJL1106.pdf,00136708.tif,ORIGINAL,0,SPANISH MACKEREL,3840,0713,2,15,0,0,0,0,3,2019-071304
071305,51,05,1106,1697,0,,6633,1,1,6,2019,07,20,8100091,0,0,2,VAJL1106.pdf,00136710.tif,ORIGINAL,0,GOLDEN TILEFISH,4467,0713,1,12,12,0,0,0,3,2019-071305
071401,51,01,1107,1698,0,,7696,1,1,4,2019,07,21,8100002,0,0,2,VAJL1107.pdf,00136714.tif,ORIGINAL,3,WHITE MARLIN,2161,0714,1,0,0,0,0,0,3,2019-071401
071401,51,01,1107,1699,0,,7696,1,1,4,2019,07,21,8100002,0,0,2,VAJL1107.pdf,00136714.tif,ORIGINAL,1,BLUE MARLIN,2171,0714,2,0,0,0,0,0,3,2019-071401
082201,51,01,1108,1700,0,,7688,1,1,7,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137364.tif,ORIGINAL,0,DOLPHIN,1050,0822,2,3,3,0,0,0,1,2019-082201
082201,51,01,1108,1701,0,,7688,1,1,7,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137364.tif,ORIGINAL,2,WHITE MARLIN,2161,0822,1,0,0,0,0,0,1,2019-082201
082202,51,02,1108,1702,0,,7688,1,1,4,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137366.tif,ORIGINAL,3,WHITE MARLIN,2161,0822,1,0,0,0,0,0,2,2019-082202
082203,51,03,1108,1703,0,,7688,1,1,5,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137368.tif,ORIGINAL,1,WHITE MARLIN,2161,0822,1,0,0,0,0,0,2,2019-082203
082204,51,04,1108,1704,0,,7688,1,1,6,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137370.tif,ORIGINAL,1,WHITE MARLIN,2161,0822,2,0,0,0,0,0,2,2019-082204
082204,51,04,1108,1705,0,,7688,1,1,6,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137370.tif,ORIGINAL,1,BLUE MARLIN,2171,0822,1,0,0,0,0,0,2,2019-082204
082205,51,05,1108,1706,0,,7688,1,1,8,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137372.tif,ORIGINAL,0,YFT,4711,0822,1,1,0,0,0,0,2,2019-082205
082206,51,06,1108,1707,0,,7688,1,1,5,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137374.tif,ORIGINAL,4,WHITE MARLIN,2161,0822,2,0,0,0,0,0,3,2019-082206
082206,51,06,1108,1708,0,,7688,1,1,5,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137374.tif,ORIGINAL,2,BLUE MARLIN,2171,0822,1,0,0,0,0,0,3,2019-082206
082207,51,07,1108,1709,0,,7688,1,1,4,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137376.tif,ORIGINAL,3,WHITE MARLIN,2161,0822,1,0,0,0,0,0,3,2019-082207
082207,51,07,1108,1710,0,,7688,1,1,4,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137376.tif,ORIGINAL,1,BLUE MARLIN,2171,0822,2,0,0,0,0,0,3,2019-082207
082208,51,08,1108,1711,0,,7688,1,1,6,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137378.tif,ORIGINAL,0,DOLPHIN,1050,0822,2,2,0,0,0,0,2,2019-082208
082208,51,08,1108,1712,0,,7688,1,1,6,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137378.tif,ORIGINAL,2,WHITE MARLIN,2161,0822,1,0,0,0,0,0,2,2019-082208
082209,51,09,1108,1713,0,,7688,1,1,5,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137380.tif,ORIGINAL,2,WHITE MARLIN,2161,0822,1,0,0,0,0,0,3,2019-082209
082210,51,10,1108,1714,0,,7688,1,1,6,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137382.tif,ORIGINAL,2,WHITE MARLIN,2161,0822,1,0,0,0,0,0,3,2019-082210
082211,51,11,1108,1715,0,,7688,1,1,6,2019,07,27,8100002,0,0,2,VAJL1108.pdf,00137384.tif,ORIGINAL,7,WHITE MARLIN,2161,0822,1,0,0,0,0,0,2,2019-082211
082212,51,12,1108,1716,0,,7688,1,1,6,2019,07,27,8100002,0,0,2,VAJL1108.pdf,00137386.tif,ORIGINAL,1,WHITE MARLIN,2161,0822,2,0,0,0,0,0,3,2019-082212
082212,51,12,1108,1717,0,,7688,1,1,6,2019,07,27,8100002,0,0,2,VAJL1108.pdf,00137386.tif,ORIGINAL,1,BLUE MARLIN,2171,0822,1,0,0,0,0,0,3,2019-082212
082213,51,13,1108,1718,0,,7688,1,1,8,2019,07,27,8100002,0,0,2,VAJL1108.pdf,00137388.tif,ORIGINAL,1,WHITE MARLIN,2161,0822,1,0,0,0,0,0,2,2019-082213
082213,51,13,1108,1719,0,,7688,1,1,8,2019,07,27,8100002,0,0,2,VAJL1108.pdf,00137388.tif,ORIGINAL,1,BLUE MARLIN,2171,0822,2,0,0,0,0,0,2,2019-082213
082214,51,14,1108,1720,0,,7688,1,1,5,2019,07,27,8100002,0,0,2,VAJL1108.pdf,00137390.tif,ORIGINAL,6,WHITE MARLIN,2161,0822,1,0,0,0,0,0,2,2019-082214
082214,51,14,1108,1721,0,,7688,1,1,5,2019,07,27,8100002,0,0,2,VAJL1108.pdf,00137390.tif,ORIGINAL,2,BLUE MARLIN,2171,0822,2,0,0,0,0,0,2,2019-082214
082215,51,15,1108,1722,0,,7688,1,1,6,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137392.tif,ORIGINAL,1,WHITE MARLIN,2161,0822,2,0,0,0,0,0,3,2019-082215
082215,51,15,1108,1723,0,,7688,1,1,6,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137392.tif,ORIGINAL,1,BLUE MARLIN,2171,0822,1,0,0,0,0,0,3,2019-082215
082216,51,16,1108,1724,0,,7688,1,1,7,2019,07,27,8100091,0,0,2,VAJL1108.pdf,00137394.tif,ORIGINAL,5,WHITE MARLIN,2161,0822,1,0,0,0,0,0,3,2019-082216
083901,51,01,1109,1725,0,,7686,1,1,4,2019,07,28,8100002,0,0,2,VAJL1109.pdf,00137530.tif,ORIGINAL,4,WHITE MARLIN,2161,0839,1,0,0,0,0,0,2,2019-083901
083902,51,02,1109,1726,0,,7686,1,1,3,2019,07,28,8100002,0,0,1,VAJL1109.pdf,00137532.tif,ORIGINAL,1,DOLPHIN,1050,0839,3,0,0,0,0,0,2,2019-083902
083902,51,02,1109,1727,0,,7686,1,1,3,2019,07,28,8100002,0,0,1,VAJL1109.pdf,00137532.tif,ORIGINAL,1,BLUE MARLIN,2171,0839,2,0,0,0,0,0,2,2019-083902
083902,51,02,1109,1728,0,,7686,1,1,3,2019,07,28,8100002,0,0,1,VAJL1109.pdf,00137532.tif,ORIGINAL,0,YFT,4711,0839,1,1,1,0,0,0,2,2019-083902
083903,51,03,1109,1729,0,,7686,1,1,4,2019,07,28,8100002,0,0,1,VAJL1109.pdf,00137534.tif,ORIGINAL,0,DOLPHIN,1050,0839,1,8,8,0,0,0,3,2019-083903
083903,51,03,1109,1730,0,,7686,1,1,4,2019,07,28,8100002,0,0,1,VAJL1109.pdf,00137534.tif,ORIGINAL,1,WHITE MARLIN,2161,0839,3,0,0,0,0,0,3,2019-083903
083903,51,03,1109,1731,0,,7686,1,1,4,2019,07,28,8100002,0,0,1,VAJL1109.pdf,00137534.tif,ORIGINAL,2,BLUE MARLIN,2171,0839,2,0,0,0,0,0,3,2019-083903
083903,51,03,1109,1732,0,,7686,1,1,4,2019,07,28,8100002,0,0,1,VAJL1109.pdf,00137534.tif,ORIGINAL,0,BLUELINE TILEFISH,4440,0839,4,1,1,0,0,0,3,2019-083903
083904,51,04,1109,1733,0,,7686,1,1,6,2019,07,28,8100091,0,0,1,VAJL1109.pdf,00137536.tif,ORIGINAL,0,DOLPHIN,1050,0839,2,24,24,0,0,0,2,2019-083904
083904,51,04,1109,1734,0,,7686,1,1,6,2019,07,28,8100091,0,0,1,VAJL1109.pdf,00137536.tif,ORIGINAL,1,BLUE MARLIN,2171,0839,1,0,0,0,0,0,2,2019-083904
083905,51,05,1109,1735,0,,7686,1,1,6,2019,07,28,8100091,0,0,2,VAJL1109.pdf,00137538.tif,ORIGINAL,0,DOLPHIN,1050,0839,1,2,0,0,0,0,2,2019-083905
083906,51,06,1109,1736,0,,7686,1,1,9,2019,07,28,8100002,0,1,2,VAJL1109.pdf,00137540.tif,ORIGINAL,2,WHITE MARLIN,2161,0839,1,0,0,0,0,0,2,2019-083906
083906,51,06,1109,1737,1,ALIVE;,7686,1,1,9,2019,07,28,8100002,0,1,2,VAJL1109.pdf,00137540.tif,ORIGINAL,1,SPEARFISH,2181,0839,2,0,0,0,0,0,2,2019-083906
083907,51,07,1109,1738,0,,7686,1,1,5,2019,07,28,8100002,0,0,2,VAJL1109.pdf,00137542.tif,ORIGINAL,0,DOLPHIN,1050,0839,2,1,0,0,0,0,2,2019-083907
083907,51,07,1109,1739,0,,7686,1,1,5,2019,07,28,8100002,0,0,2,VAJL1109.pdf,00137542.tif,ORIGINAL,2,WHITE MARLIN,2161,0839,1,0,0,0,0,0,2,2019-083907
083908,51,08,1109,1740,0,,7686,1,1,4,2019,07,28,8100002,0,0,1,VAJL1109.pdf,00137544.tif,ORIGINAL,0,YFT,4711,0839,1,1,1,0,0,0,2,2019-083908
055501,51,01,1110,1741,1,RARE OR ILLEGAL SPECIES KEPT;,7652,7,3,5,2019,07,13,0010025,0,0,2,VAJL1110.pdf,00135708.tif,ORIGINAL,0,BLUE MARLIN,2171,0555,1,1,0,0,0,0,2,2019-055501
055502,51,02,1110,1742,0,,7652,7,1,7,2019,07,13,0011199,0,0,2,VAJL1110.pdf,00135704.tif,ORIGINAL,0,DOLPHIN,1050,0555,1,2,0,0,0,0,3,2019-055502
055502,51,02,1110,1743,0,,7652,7,1,7,2019,07,13,0011199,0,0,2,VAJL1110.pdf,00135704.tif,ORIGINAL,1,WHITE MARLIN,2161,0555,2,0,0,0,0,0,3,2019-055502
055503,51,03,1110,1744,0,,7652,7,1,4,2019,07,13,0011199,0,0,2,VAJL1110.pdf,00135706.tif,ORIGINAL,0,DOLPHIN,1050,0555,1,9,0,0,0,0,2,2019-055503
079802,51,02,1113,1745,0,,7652,7,3,4,2019,07,27,0010025,0,0,2,VAJL1113.pdf,00137211.tif,ORIGINAL,0,DOLPHIN,1050,0798,2,1,0,0,0,0,2,2019-079802
079802,51,02,1113,1746,0,,7652,7,3,4,2019,07,27,0010025,0,0,2,VAJL1113.pdf,00137211.tif,ORIGINAL,1,WHITE MARLIN,2161,0798,1,0,0,0,0,0,2,2019-079802
079803,51,03,1113,1747,0,,7652,7,1,7,2019,07,27,0011199,0,0,2,VAJL1113.pdf,00137213.tif,ORIGINAL,0,DOLPHIN,1050,0798,1,3,0,0,0,0,2,2019-079803
079803,51,03,1113,1748,0,,7652,7,1,7,2019,07,27,0011199,0,0,2,VAJL1113.pdf,00137213.tif,ORIGINAL,2,WHITE MARLIN,2161,0798,2,0,0,0,0,0,2,2019-079803
079804,51,04,1113,1749,0,,7652,7,1,4,2019,07,27,0011199,0,0,2,VAJL1113.pdf,00137215.tif,ORIGINAL,0,DOLPHIN,1050,0798,1,5,0,0,0,0,2,2019-079804
079807,51,07,1113,1750,0,,7652,7,3,4,2019,07,27,0010025,0,0,2,VAJL1113.pdf,00137219.tif,ORIGINAL,1,WHITE MARLIN,2161,0798,1,0,0,0,0,0,2,2019-079807
079807,51,07,1113,1751,0,,7652,7,3,4,2019,07,27,0010025,0,0,2,VAJL1113.pdf,00137219.tif,ORIGINAL,1,BLUE MARLIN,2171,0798,2,0,0,0,0,0,2,2019-079807
079808,51,08,1113,1752,0,,7652,7,1,5,2019,07,27,0011199,0,0,2,VAJL1113.pdf,00137221.tif,ORIGINAL,1,WHITE MARLIN,2161,0798,1,0,0,0,0,0,2,2019-079808
079809,51,09,1113,1753,0,,7652,7,1,3,2019,07,27,0011199,0,0,2,VAJL1113.pdf,00137223.tif,ORIGINAL,0,DOLPHIN,1050,0798,2,2,0,0,0,0,2,2019-079809
079809,51,09,1113,1754,0,,7652,7,1,3,2019,07,27,0011199,0,0,2,VAJL1113.pdf,00137223.tif,ORIGINAL,2,WHITE MARLIN,2161,0798,1,0,0,0,0,0,2,2019-079809
079810,51,10,1113,1755,0,,7652,7,1,6,2019,07,27,0011199,0,0,2,VAJL1113.pdf,00137225.tif,ORIGINAL,0,DOLPHIN,1050,0798,2,9,0,0,0,0,2,2019-079810
079810,51,10,1113,1756,0,,7652,7,1,6,2019,07,27,0011199,0,0,2,VAJL1113.pdf,00137225.tif,ORIGINAL,2,WHITE MARLIN,2161,0798,1,0,0,0,0,0,2,2019-079810
079901,51,01,1114,1757,0,,6783,8,1,2,2019,07,27,0010039,1,0,2,VAJL1114.pdf,00137229.tif,ORIGINAL,0,BLUELINE TILEFISH,4440,0799,2,6,0,0,0,0,3,2019-079901
079901,51,01,1114,1758,0,,6783,8,1,2,2019,07,27,0010039,1,0,2,VAJL1114.pdf,00137229.tif,ORIGINAL,5,YFT,4711,0799,1,4,0,0,0,0,3,2019-079901
079902,51,02,1114,1759,0,,6783,8,3,3,2019,07,27,0010039,0,0,2,VAJL1114.pdf,00137231.tif,ORIGINAL,0,DOLPHIN,1050,0799,1,2,0,0,0,0,2,2019-079902
079902,51,02,1114,1760,0,,6783,8,3,3,2019,07,27,0010039,0,0,2,VAJL1114.pdf,00137231.tif,ORIGINAL,1,LITTLE TUNNY,4681,0799,2,0,0,0,0,0,2,2019-079902
071601,51,01,1115,1761,0,,7681,8,1,4,2019,07,20,0010039,0,0,2,VAJL1115.pdf,00136720.tif,ORIGINAL,0,DOLPHIN,1050,0716,1,1,0,0,0,0,2,2019-071601
071601,51,01,1115,1762,0,,7681,8,1,4,2019,07,20,0010039,0,0,2,VAJL1115.pdf,00136720.tif,ORIGINAL,0,KING MACKEREL,1940,0716,2,1,0,0,0,0,2,2019-071601
071801,51,01,1203,1763,0,,7661,3,1,6,2019,07,20,8101832,0,1,2,VAJL1203.pdf,00136726.tif,ORIGINAL,0,BLUELINE TILEFISH,4440,0718,1,31,0,0,0,0,2,2019-071801
071802,51,02,1203,1764,0,,7661,3,1,2,2019,07,20,8100088,0,1,1,VAJL1203.pdf,00136728.tif,ORIGINAL,0,DOLPHIN,1050,0718,1,7,7,0,0,0,1,2019-071802
071802,51,02,1203,1765,0,,7661,3,1,2,2019,07,20,8100088,0,1,1,VAJL1203.pdf,00136728.tif,ORIGINAL,1,WHITE MARLIN,2161,0718,3,0,0,0,0,0,1,2019-071802
071802,51,02,1203,1766,0,,7661,3,1,2,2019,07,20,8100088,0,1,1,VAJL1203.pdf,00136728.tif,ORIGINAL,0,BLACKBELLY ROSEFISH,2420,0718,5,7,7,0,0,0,1,2019-071802
