id,year,month,day,stcode,county,siteno,tourn,tcode,tourn_name,new_tcode,new_name,inttime,site_no,sitetype,docno,location,prim_op,todayt,category,ppstate,ppstfips,returnt,prim1,prim2,hook,hook_oth,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chunk,fm_chum,fm_other,fm_other_oth,party,latddmm,londdmm,miles,depth,sst,young_school_bft,school_bft,large_school_bft,small_med_bft,large_med_bft,giant_bft,unk_bft,school_or_lgschool_bft
2005-139125,2005,6,24,36,103,37,1,T202,MONTAUK MARINE SHARK,202,MONTAUK MARINE BASIN SHARK TAG,1900,1030037,1,25,EAST COX,1,2,3,CT,9,1800,3551,9996,6,6,4,8,1,0,1,0,1,1,0,6,5,9998,9998,40,160,60,0,0,0,0,0,0,0,0
2005-139126,2005,6,24,36,103,37,1,T202,MONTAUK MARINE SHARK,202,MONTAUK MARINE BASIN SHARK TAG,1902,1030037,1,26,7,1,2,8,CT,9,1900,3551,9996,6,6,3,8,0,0,1,0,1,0,0,6,3,9999,9999,65,180,62,0,0,0,0,0,0,0,0
2005-139127,2005,6,24,36,103,37,1,T202,MONTAUK MARINE SHARK,202,MONTAUK MARINE BASIN SHARK TAG,1915,1030037,1,27,RANGER WRECK,1,2,1,CT,9,1800,3551,9996,6,6,4,8,0,0,1,0,1,1,0,6,4,9998,9998,32,178,61,0,0,0,0,0,0,0,0
2005-136311,2005,6,24,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1505,10024,1,11,26 MILE HILL,1,2,2,MD,24,1430,4656,9996,6,6,8,7,0,1,1,1,0,0,0,6,4,3715,7510,30,80,72,0,11,0,0,0,0,0,0
2005-136307,2005,6,24,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1640,10024,1,7,NORFOLK CANYON,1,2,2,VA,51,1610,4656,9996,6,6,8,6,0,1,1,1,0,0,0,6,5,3705,7435,50,300,68,0,1,0,0,0,0,0,0
2005-136308,2005,6,24,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1645,10024,1,8,NORFOLK CANYON,1,2,2,MD,24,1630,4656,9996,6,6,8,6,0,1,1,1,0,0,0,6,5,3705,7435,55,600,71,0,6,0,0,0,0,0,0
2005-136309,2005,6,24,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1655,10024,1,9,26 MILE HILL,1,2,2,VA,51,1615,4656,9996,6,6,7,7,0,1,1,1,0,0,0,6,4,3715,7510,30,75,70,0,7,0,0,0,0,0,0
2005-136310,2005,6,24,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1700,10024,1,10,26 MILE HILL,1,2,2,MD,24,1645,4656,9996,6,6,9,7,0,1,1,1,0,0,0,6,5,3715,7510,28,80,71,0,8,0,0,0,0,0,0
2005-136312,2005,6,24,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1720,10024,1,12,26 MILE HILL,1,2,2,VA,51,1700,4656,9996,6,6,8,8,0,1,1,1,0,0,0,6,5,3715,7510,30,65,70,0,5,0,0,0,0,0,0
2005-136313,2005,6,24,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1720,10024,1,13,WASHINGTON CANYON,1,2,2,VA,51,1700,4656,9996,6,6,8,8,0,1,0,1,0,0,0,6,4,3725,7430,50,350,68,0,18,0,0,0,0,0,0
2005-136319,2005,6,24,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1725,10024,1,19,26 MILE HILL,1,2,2,VA,51,1700,4656,9996,6,6,5,8,0,1,1,1,0,0,0,6,4,3715,7510,30,70,71,0,20,0,0,0,0,0,0
2005-136317,2005,6,24,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1750,10024,1,17,WASHINGTON CANYON,1,2,2,MD,24,1700,4656,9996,6,6,10,7,0,1,1,1,0,0,0,6,3,3725,7430,50,300,69,0,1,0,0,0,0,0,0
2005-136318,2005,6,24,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1815,10024,1,18,WASHINGTON CANYON,1,2,2,MD,24,1745,4656,9996,6,6,7,8,0,1,1,1,0,0,0,6,4,3725,7430,55,350,69,0,4,1,0,0,0,0,0
2005-136320,2005,6,24,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1830,10024,1,20,26 MILE HILL,1,2,2,VA,51,1700,4656,9996,6,6,7,7,0,1,1,1,0,0,0,6,5,3715,7510,28,80,69,0,4,0,0,0,0,0,0
2005-136321,2005,6,24,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1835,10024,1,21,WAYNES WORLD,1,2,2,MD,24,1720,4656,9996,6,6,10,7,0,1,1,1,0,0,0,6,5,3705,7435,30,60,67,0,4,0,0,0,0,0,0
2005-138301,2005,6,25,36,103,342,1,T200,BAY SHORE TUNA,200,BAYSHORE TUNA CLUB MAKO,1600,1030342,1,1,7,1,2,2,NY,36,1600,3551,9996,6,6,4,6,0,0,1,0,0,1,0,6,4,9999,9999,999,200,62,0,0,0,0,0,0,0,0
2005-138302,2005,6,25,36,103,342,1,T200,BAY SHORE TUNA,200,BAYSHORE TUNA CLUB MAKO,1615,1030342,1,2,SOUTHEAST,2,2,1,NY,36,1600,3551,9996,6,6,5,6,0,0,1,0,0,1,0,6,4,9998,9998,30,190,64,0,0,0,0,0,0,0,0
2005-138303,2005,6,25,36,103,342,1,T200,BAY SHORE TUNA,200,BAYSHORE TUNA CLUB MAKO,1640,1030342,1,3,SOUTHERLY,2,2,1,NY,36,1640,3551,9996,6,6,4,6,0,0,1,0,0,1,0,6,4,9998,9998,32,215,63,0,0,0,0,0,0,0,0
2005-138304,2005,6,25,36,103,342,1,T200,BAY SHORE TUNA,200,BAYSHORE TUNA CLUB MAKO,1700,1030342,1,4,CANYON TIP,1,2,2,NY,36,1700,3551,9996,6,6,4,5,0,0,1,0,0,1,0,6,6,9998,9998,50,220,63,0,0,0,0,0,0,0,0
2005-138305,2005,6,25,36,103,342,1,T200,BAY SHORE TUNA,200,BAYSHORE TUNA CLUB MAKO,1730,1030342,1,5,COMPASS ROSE,1,2,2,NY,36,1730,3531,9996,6,6,4,6,1,0,1,0,0,1,0,6,6,3815,7310,25,180,65,0,0,0,0,0,0,0,0
2005-138306,2005,6,25,36,103,342,1,T200,BAY SHORE TUNA,200,BAYSHORE TUNA CLUB MAKO,1745,1030342,1,6,COMPASS ROSE,2,1,3,NY,36,1745,3551,9996,6,6,5,6,1,0,1,0,0,1,0,6,5,3815,7310,28,180,62,0,0,0,0,0,0,0,0
2005-138307,2005,6,25,36,103,342,1,T200,BAY SHORE TUNA,200,BAYSHORE TUNA CLUB MAKO,1800,1030342,1,7,SOUTHEAST,2,1,3,NY,36,1750,3551,9996,6,6,5,7,0,0,1,0,1,1,0,6,6,9998,9998,29,200,63,0,0,0,0,0,0,0,0
2005-138308,2005,6,25,36,103,342,1,T200,BAY SHORE TUNA,200,BAYSHORE TUNA CLUB MAKO,1815,1030342,1,8,ATLANTIC SCHOONER,2,1,3,NY,36,1805,3551,9996,6,6,5,7,1,0,1,0,0,1,0,6,6,9998,9998,33,240,64,0,0,0,0,0,0,0,0
2005-137801,2005,6,25,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1550,10024,1,1,26 MILE HILL,1,2,2,MD,24,1500,4656,9996,6,6,10,5,0,1,1,1,0,0,0,6,5,3715,7510,30,75,66,0,2,0,0,0,0,0,0
2005-137803,2005,6,25,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1635,10024,1,3,WASHINGTON CANYON,1,2,2,DE,10,1615,4656,9996,6,6,12,6,0,1,1,1,0,0,0,6,2,3725,7430,50,300,69,0,5,0,0,0,0,0,0
2005-137806,2005,6,25,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1655,10024,1,6,LUMPY BOTTOM,1,2,2,MD,24,1630,4656,9996,6,6,10,6,0,1,1,1,0,0,0,6,5,9999,9999,50,100,69,0,15,0,0,0,0,0,0
2005-137807,2005,6,25,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1700,10024,1,7,WASHINGTON CANYON,1,2,2,VA,51,1655,4656,9996,6,6,7,6,0,1,1,1,0,0,0,6,4,3725,7430,50,300,68,0,13,0,0,0,0,0,0
2005-137808,2005,6,25,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1705,10024,1,8,26 MILE HILL,1,2,2,MD,24,1700,4656,9996,6,6,8,6,0,1,1,1,0,0,0,6,5,3715,7510,30,70,69,0,9,0,0,0,0,0,0
2005-137809,2005,6,25,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1710,10024,1,9,WASHINGTON CANYON,1,2,2,MD,24,1645,4656,9996,6,6,8,6,0,1,1,1,0,0,0,6,4,3725,7430,55,500,70,0,7,0,0,0,0,0,0
2005-137810,2005,6,25,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1715,10024,1,10,20 FATHOM,1,2,2,MD,24,1645,4656,9996,6,6,7,6,0,1,1,1,0,0,0,6,5,3725,7445,40,120,68,0,24,1,0,0,0,0,0
2005-137811,2005,6,25,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1725,10024,1,11,WASHINGTON CANYON,1,2,2,MD,24,1710,4656,9996,6,6,8,6,0,1,1,1,0,0,0,6,5,3725,7430,55,300,70,0,10,0,0,0,0,0,0
2005-137812,2005,6,25,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1725,10024,1,12,WASHINGTON CANYON,1,2,2,VA,51,1710,4656,9996,6,6,7,6,0,1,1,1,0,0,0,6,5,3725,7430,50,300,71,0,26,0,0,0,0,0,0
2005-137822,2005,6,25,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1840,10024,1,22,WASHINGTON CANYON,1,2,2,VA,51,1730,4656,9996,6,6,5,7,0,1,1,1,0,0,0,6,5,3725,7430,55,400,71,0,5,0,0,0,0,0,0
2005-137823,2005,6,25,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1845,10024,1,23,WASHINGTON CANYON,1,2,2,MD,24,1810,4656,9996,6,6,8,7,0,1,1,1,0,0,0,6,4,3725,7510,50,300,69,0,5,0,0,0,0,0,0
2005-137824,2005,6,25,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1850,10024,1,24,WASHINGTON CANYON,1,2,2,MD,24,1800,4656,9996,6,6,8,7,0,1,1,1,0,0,0,6,4,3725,7430,50,300,70,0,5,0,0,0,0,0,0
2005-137814,2005,6,25,51,1,25,1,9650,MSSA,9650,MSSA TUNAMENT,1745,10025,1,14,WASHINGTON CANYON,1,2,2,VA,51,1715,4656,9996,6,6,6,7,0,1,1,1,0,0,0,6,4,3725,7430,50,300,70,0,21,0,0,0,0,0,0
2005-137821,2005,6,25,51,1,1199,1,9650,MSSA,9650,MSSA TUNAMENT,1830,11199,1,21,WASHINGTON CANYON,1,2,2,VA,51,1730,4656,9996,6,6,7,7,0,1,1,1,0,0,0,6,4,3725,7430,55,350,70,0,0,0,0,0,0,0,0
2005-137704,2005,6,26,24,47,1493,1,9650,MSSA,9650,MSSA TUNAMENT,1645,471493,1,4,20 FATHOMS,1,2,2,MD,24,1635,4677,9996,6,6,9,7,0,1,1,1,0,0,0,6,4,3812,7437,38,120,71,0,1,0,0,0,0,0,0
2005-149901,2005,6,26,34,29,894,1,T305,MAKO MANIA,304,JERSEY COAST ANGLERS MAKO FEVER,1600,290894,1,1,MUD HOLE,1,2,8,NJ,34,1530,3551,9996,6,6,6,8,0,0,1,0,0,1,0,6,4,4010,7335,40,250,68,0,0,0,0,0,0,0,0
2005-149902,2005,6,26,34,29,894,1,T305,MAKO MANIA,304,JERSEY COAST ANGLERS MAKO FEVER,1700,290894,1,2,FINGERS,1,2,2,NJ,34,1645,3551,9996,6,6,10,12,0,0,1,0,0,1,0,6,6,3940,7330,44,200,68,0,0,0,0,0,0,0,0
2005-149903,2005,6,26,34,29,894,1,T305,MAKO MANIA,304,JERSEY COAST ANGLERS MAKO FEVER,1745,290894,1,3,NERVOUS WRECK,1,2,1,NJ,34,1730,3551,9996,6,6,6,10,0,0,1,0,0,1,0,6,6,9998,9998,60,180,70,0,0,0,0,0,0,0,0
2005-149904,2005,6,26,34,29,894,1,T305,MAKO MANIA,304,JERSEY COAST ANGLERS MAKO FEVER,1815,290894,1,4,MUD HOLE,1,2,6,NJ,34,1810,3551,9996,6,6,3,6,0,0,1,0,0,1,0,6,5,4010,7335,43,133,69,0,0,0,0,0,0,0,0
2005-149905,2005,6,26,34,29,894,1,T305,MAKO MANIA,304,JERSEY COAST ANGLERS MAKO FEVER,1835,290894,1,5,CHICKEN CANYON,2,1,3,NJ,34,1830,3551,9996,6,6,4,8,0,0,1,0,0,1,0,6,4,3940,7400,54,230,68,0,0,0,0,0,0,0,0
2005-149906,2005,6,26,34,29,894,1,T305,MAKO MANIA,304,JERSEY COAST ANGLERS MAKO FEVER,1900,290894,1,6,FINGERS,2,1,3,NJ,34,1850,3551,9996,6,6,6,10,0,0,1,0,0,1,0,6,6,3940,7330,56,230,70,0,0,0,0,0,0,0,0
2005-149907,2005,6,26,34,29,894,1,T305,MAKO MANIA,304,JERSEY COAST ANGLERS MAKO FEVER,1905,290894,1,7,BACARDI,2,1,3,NJ,34,1900,3551,9996,6,6,4,10,0,0,1,0,0,1,0,6,6,3950,7245,70,250,71,0,0,0,0,0,0,0,0
2005-149908,2005,6,26,34,29,894,1,T305,MAKO MANIA,304,JERSEY COAST ANGLERS MAKO FEVER,1930,290894,1,8,GLORY HOLE,2,1,3,NJ,34,1830,3551,9996,6,6,6,8,0,0,1,0,0,1,0,6,4,3955,7315,42,200,70,0,0,0,0,0,0,0,0
2005-137601,2005,6,26,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1515,10024,1,1,26 MILE HILL,1,2,2,VA,51,1415,4656,9996,6,6,6,4,0,1,1,1,0,0,0,6,3,3715,7510,30,80,69,0,4,0,0,0,0,0,0
2005-137602,2005,6,26,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1600,10024,1,2,WASHINGTON CANYON,1,2,2,DE,10,1550,4656,9996,6,6,6,5,0,1,1,1,0,0,0,6,3,3725,7430,50,300,72,0,1,0,0,0,0,0,0
2005-137609,2005,6,26,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1720,10024,1,9,20 FATHOM FINGER,1,2,2,VA,51,1710,4656,9996,6,6,5,6,0,1,1,1,0,0,0,6,5,3725,7445,40,120,71,0,9,0,0,0,0,0,0
2005-137610,2005,6,26,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1725,10024,1,10,WASHINGTON CANYON,1,2,2,MD,24,1720,4656,9996,6,6,8,6,0,1,1,1,0,0,0,6,4,3725,7430,50,300,72,0,15,0,0,0,0,0,0
2005-137611,2005,6,26,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1735,10024,1,11,20 FATHOM,1,2,2,MD,24,1730,4656,9996,6,6,9,7,0,1,0,1,0,0,0,6,7,3725,7445,40,120,70,0,9,0,0,0,0,0,0
2005-137612,2005,6,26,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1740,10024,1,12,20 FATHOM,1,2,2,DE,10,1725,4656,9996,6,6,7,6,0,1,1,1,0,0,0,6,4,3725,7445,40,120,72,0,15,0,0,0,0,0,0
2005-137613,2005,6,26,51,1,24,1,9650,MSSA,9650,MSSA TUNAMENT,1745,10024,1,13,WASHINGTON CANYON,1,2,2,MD,24,1725,4656,9996,6,6,8,6,0,1,1,1,0,0,0,6,5,3715,7430,55,350,72,0,0,0,0,0,0,0,0
2005-143203,2005,7,2,10,5,1599,1,3840,IRBA TUNA,3840,INDIAN RIVER TUNA OPEN,1700,51599,1,3,WASHINGTON CANYON,1,2,2,DE,10,1630,4711,9996,6,6,8,7,0,1,1,1,1,0,0,6,6,3729,7430,57,220,69,0,0,0,0,0,0,0,0
2005-143204,2005,7,2,10,5,1599,1,3840,IRBA TUNA,3840,INDIAN RIVER TUNA OPEN,1715,51599,1,4,HOT DOG,1,2,2,DE,10,1710,4711,9996,6,6,7,8,0,1,1,1,1,0,0,6,3,3806,7417,31,100,70,0,0,0,0,0,0,0,0
2005-143206,2005,7,2,10,5,1599,1,3840,IRBA TUNA,3840,INDIAN RIVER TUNA OPEN,1725,51599,1,6,WILMINGTON CANYON,1,2,2,DE,10,1710,4711,9996,6,6,6,8,0,1,1,1,1,0,0,6,4,3830,7329,73,300,69,0,0,0,0,0,0,0,0
2005-143207,2005,7,2,10,5,1599,1,3840,IRBA TUNA,3840,INDIAN RIVER TUNA OPEN,1750,51599,1,7,WILMINGTON CANYON,1,2,2,DE,10,1730,4711,9996,6,6,8,8,0,1,1,1,1,0,0,6,4,3830,7329,75,210,69,0,0,0,0,0,0,0,0
2005-143208,2005,7,2,10,5,1599,1,3840,IRBA TUNA,3840,INDIAN RIVER TUNA OPEN,1755,51599,1,8,WASHINGTON CANYON,1,2,2,DE,10,1750,4711,9996,6,6,7,8,0,1,1,1,1,0,0,6,4,3729,7430,57,90,69,0,0,0,0,0,0,0,0
2005-143209,2005,7,2,10,5,1599,1,3840,IRBA TUNA,3840,INDIAN RIVER TUNA OPEN,1810,51599,1,9,WILMINGTON CANYON,1,2,2,DE,10,1735,4711,9996,6,6,8,8,0,1,1,1,1,0,0,6,6,3830,7329,73,80,70,0,0,0,0,0,0,0,0
2005-143210,2005,7,2,10,5,1599,1,3840,IRBA TUNA,3840,INDIAN RIVER TUNA OPEN,1815,51599,1,10,POOR MANS CANYON,1,2,2,DE,10,1655,4677,9996,6,6,8,8,0,1,1,1,1,0,0,6,4,3752,7406,51,110,70,0,0,0,0,0,0,0,0
2005-141906,2005,7,2,24,47,4,1,6300,CANYON KICKOFF,6300,OCEAN CITY MD CANYON KICKOFF,1825,470004,1,6,WASHINGTON CANYON,2,1,3,MD,24,1810,4711,9996,6,6,6,8,0,1,1,1,0,0,0,6,5,3729,7430,55,200,71,0,2,0,0,0,0,0,0
2005-145004,2005,7,2,24,47,1493,1,6300,CANYON KICKOFF,6300,OCEAN CITY MD CANYON KICKOFF,1620,471493,1,4,WASHINGTON CANYON,1,2,2,MD,24,1600,4677,9996,6,6,6,5,0,1,1,1,0,0,0,6,5,3729,7430,65,1200,75,0,10,0,0,0,0,0,0
2005-141203,2005,7,2,36,103,80,1,T214,SHINNECOCK ANGLER,214,SHINNECOCK MAKO MANIA,1645,1030080,1,3,7,1,2,3,NY,36,1630,3551,9996,6,6,3,10,1,0,1,0,1,1,0,6,2,9999,9999,35,180,71,0,0,0,0,0,0,0,0
2005-141201,2005,7,2,36,103,589,1,T214,SHINNECOCK ANGLER,214,SHINNECOCK MAKO MANIA,1630,1030589,1,1,RANGER WRECK,1,2,2,NY,36,1625,3551,9996,6,6,3,8,0,0,1,0,1,1,0,6,4,9998,9998,36,217,67,0,0,0,0,0,0,0,0
2005-141202,2005,7,2,36,103,589,1,T214,SHINNECOCK ANGLER,214,SHINNECOCK MAKO MANIA,1640,1030589,1,2,LORAN 262000 142600,1,2,1,NY,36,1635,3531,9996,6,6,3,5,0,0,1,0,0,1,0,6,5,9998,9998,22,180,69,0,0,0,0,0,0,0,0
2005-141205,2005,7,2,36,103,589,1,T214,SHINNECOCK ANGLER,214,SHINNECOCK MAKO MANIA,1720,1030589,1,5,SE,2,1,3,NY,36,1715,3551,9996,6,6,3,5,0,0,1,0,0,1,0,6,7,9999,9999,25,220,68,0,0,0,0,0,0,0,0
2005-141206,2005,7,2,36,103,589,1,T214,SHINNECOCK ANGLER,214,SHINNECOCK MAKO MANIA,1720,1030589,1,6,SW,1,2,2,NY,36,1705,3551,9996,6,6,4,9,1,0,1,0,1,1,0,6,3,9999,9999,22,144,65,0,0,0,0,0,0,0,0
2005-141207,2005,7,2,36,103,589,1,T214,SHINNECOCK ANGLER,214,SHINNECOCK MAKO MANIA,1731,1030589,1,7,7,1,2,8,NY,36,1715,3551,9996,6,6,3,7,1,0,1,0,1,1,0,6,4,9999,9999,50,240,70,0,0,0,0,0,0,0,0
2005-141208,2005,7,2,36,103,589,1,T214,SHINNECOCK ANGLER,214,SHINNECOCK MAKO MANIA,1740,1030589,1,8,7,2,1,3,NY,36,1730,3551,9996,6,6,6,8,1,0,0,0,0,1,0,6,6,9999,9999,28,180,65,0,0,0,0,0,0,0,0
2005-141209,2005,7,2,36,103,589,1,T214,SHINNECOCK ANGLER,214,SHINNECOCK MAKO MANIA,1744,1030589,1,9,7,1,2,2,NY,36,1740,3551,9996,6,6,4,8,0,0,1,0,0,1,0,6,5,9998,9998,35,180,68,0,0,0,0,0,0,0,0
2005-141210,2005,7,2,36,103,589,1,T214,SHINNECOCK ANGLER,214,SHINNECOCK MAKO MANIA,1749,1030589,1,10,7,1,2,2,NY,36,1740,3551,9996,6,6,3,8,0,0,1,0,0,1,0,6,5,9999,9999,35,200,65,0,0,0,0,0,0,0,0
2005-141211,2005,7,2,36,103,589,1,T214,SHINNECOCK ANGLER,214,SHINNECOCK MAKO MANIA,1810,1030589,1,11,FINGERS,1,2,2,NY,36,1800,3551,9996,6,6,4,8,1,0,1,0,1,1,0,6,3,4055,7055,24,180,67,0,0,0,0,0,0,0,0
2005-141402,2005,7,3,10,5,1599,1,3840,IRBA TUNA TOURNY,3840,INDIAN RIVER TUNA OPEN,1930,51599,1,2,HOT DOG,1,2,3,DE,10,1720,4678,9996,6,6,6,6,0,1,1,1,1,0,0,6,4,3806,7417,31,160,70,0,1,0,0,0,0,0,0
2005-146502,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1730,470853,1,2,7,1,2,2,MD,24,1725,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,5,9999,9999,999,9999,99,0,1,0,0,0,0,0,0
2005-146503,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1745,470853,1,3,7,1,2,2,MD,24,1735,4677,9996,6,6,7,8,0,1,1,1,0,0,0,6,5,9999,9999,52,300,73,0,1,0,0,0,0,0,0
2005-146504,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1805,470853,1,4,7,1,2,2,MD,24,1735,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,4,9998,9998,25,9998,98,0,1,0,0,0,0,0,0
2005-146505,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1815,470853,1,5,POOR MANS CANYON,1,2,2,MD,24,1755,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,4,3752,7406,50,9998,98,0,1,0,0,0,0,0,0
2005-146506,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1820,470853,1,6,LUMPY BOTTOM,2,2,3,MD,24,1730,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,6,3802,7420,20,120,72,0,1,0,0,0,0,0,0
2005-146507,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1825,470853,1,7,PARKING LOT,2,2,3,MD,24,1750,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,5,3740,7450,45,180,74,0,3,0,0,0,0,0,0
2005-146508,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1835,470853,1,8,SEAGULL,2,1,3,MD,24,1750,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,3,9998,9998,62,169,69,0,0,0,0,0,0,0,0
2005-146509,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1835,470853,1,9,WASHINGTON CANYON,2,1,3,MD,24,1800,4677,9996,6,6,8,8,0,0,1,1,0,0,0,6,6,3729,7430,64,1800,74,0,1,0,0,0,0,0,0
2005-146510,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1840,470853,1,10,NORFOLK CANYON,2,1,3,MD,24,1800,4677,9996,6,6,8,8,0,0,1,1,0,0,0,6,6,3705,7435,998,9998,98,0,0,0,0,0,0,0,0
2005-146512,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1855,470853,1,12,LUMPY BOTTOM,1,2,2,MD,24,1800,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,4,3802,7420,50,180,75,0,1,0,0,0,0,0,0
2005-146513,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1855,470853,1,13,7,1,2,2,MD,24,1745,4677,9996,6,6,7,8,0,1,1,1,0,0,0,6,6,9999,9999,45,180,72,0,1,0,0,0,0,0,0
2005-146514,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1855,470853,1,14,WASHINGTON CANYON,1,2,2,MD,24,1830,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,4,3823,7332,60,3000,74,0,0,0,0,0,0,0,0
2005-146515,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1900,470853,1,15,FINGERS,1,2,3,MD,24,1745,4677,9996,6,6,6,8,0,1,1,1,0,0,0,6,4,3812,7437,62,150,72,0,1,0,0,0,0,0,0
2005-146516,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1905,470853,1,16,WASHINGTON CANYON,1,2,2,MD,24,1800,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,6,3724,7425,58,2400,74,0,0,0,0,0,0,0,0
2005-146517,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1910,470853,1,17,7,2,1,3,MD,24,1735,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,5,9999,9999,34,120,75,0,1,0,0,0,0,0,0
2005-146518,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1915,470853,1,18,POOR MANS CANYON,1,2,2,MD,24,1830,4670,9996,6,6,8,8,0,1,1,1,0,0,0,6,6,3752,7406,50,1200,77,0,0,0,0,0,0,0,0
2005-146519,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1920,470853,1,19,7,2,1,3,MD,24,1530,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,6,9999,9999,999,9999,99,0,4,0,0,0,0,0,0
2005-146520,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1920,470853,1,20,POOR MANS CANYON,2,1,3,MD,24,1745,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,6,3752,7406,60,3500,74,0,1,0,0,0,0,0,0
2005-146521,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1925,470853,1,21,LUMPY BOTTOM,2,1,3,MD,24,1800,4677,9996,6,6,8,8,0,0,1,1,0,0,0,6,6,3802,7420,35,240,75,0,5,0,0,0,0,0,0
2005-146522,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1930,470853,1,22,SEAGULL,2,1,3,MD,24,1730,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,6,9998,9998,63,187,76,0,9,0,0,0,0,0,0
2005-146523,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1935,470853,1,23,7,2,1,3,MD,24,1750,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,4,9999,9999,999,9999,99,0,6,0,0,0,0,0,0
2005-146524,2005,7,9,24,47,853,1,5550,OC TUNA,5550,OCEAN CITY MD TUNA,1940,470853,1,24,LUMPY BOTTOM,2,1,3,NC,37,1800,4677,9996,6,6,8,8,0,1,1,1,0,0,0,6,5,3802,7420,58,900,75,0,1,0,0,0,0,0,0
