id,year,month,day,stcode,county,siteno,tourn,tcode,tourn_name,new_tcode,new_name,inttime,site_no,sitetype,docno,location,prim_op,todayt,category,ppstate,ppstfips,returnt,prim1,prim2,hook,hook_oth,lines,fhours,bt_live,bt_art,bt_dead,fm_troll,fm_chunk,fm_chum,fm_other,fm_other_oth,party,latddmm,londdmm,miles,depth,sst,young_school_bft,school_bft,large_school_bft,small_med_bft,large_med_bft,giant_bft,unk_bft,school_or_lgschool_bft
2014-309603,2014,8,7,10,5,1599,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1853,51599,1,3,BALTIMORE CANYON,1,2,2,DE,10,1844,4656,9996,12,6,9,7,0,1,1,1,0,0,0,6,5,3814,7350,52,600,79,0,0,0,0,0,0,0,0
2014-309604,2014,8,7,10,5,1599,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1916,51599,1,4,BALTIMORE CANYON,2,2,3,DE,10,1910,2161,9996,1,6,8,7,0,0,1,1,0,0,0,6,5,3814,7350,68,600,76,0,0,0,0,0,0,0,0
2014-23-08-04,2014,8,7,23,5,149,1,T126,STURDIVANT ISLAND TOURNAMENT,126,STURDIVANT ISLAND,1435,50149,1,1,20 MILES SOUTH,1,2,1,ME,23,1330,4671,4679,2,6,3,14,1,0,0,0,0,1,1,,3,4325,7016,10,200,66,0,0,0,0,0,0,0,0
2014-23-08-05,2014,8,7,23,5,149,1,T126,STURDIVANT ISLAND TOURNAMENT,126,STURDIVANT ISLAND,1445,50149,1,2,20 MILES SOUTH,1,2,3,ME,23,1330,4671,4679,1,6,3,14,1,0,0,0,0,1,1,,4,4325,7016,10,200,66,0,0,0,0,0,0,0,0
2014-23-08-06,2014,8,7,23,5,149,1,T126,STURDIVANT ISLAND TOURNAMENT,126,STURDIVANT ISLAND,1700,50149,1,3,PLATTS,1,2,3,ME,23,1645,4671,4679,1,6,3,12,1,0,0,0,0,0,1,,2,4313,6940,32,240,66,0,0,0,0,0,1,0,0
2014-313003,2014,8,7,24,47,853,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1723,470853,1,3,HOT DOG,1,2,2,MD,24,1700,2161,9996,1,6,9,7,0,1,1,1,0,0,0,6,8,3806,7414,40,99998,77,0,0,0,0,0,0,0,0
2014-313004,2014,8,7,24,47,853,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1759,470853,1,4,7,2,1,3,MD,24,1750,2161,9996,1,6,8,7,0,1,1,1,0,0,0,6,4,9999,9999,60,2000,78,0,0,0,0,0,0,0,0
2014-313005,2014,8,7,24,47,853,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1815,470853,1,5,WASHINGTON CANYON,1,2,2,MD,24,1800,2161,9996,1,6,9,7,0,0,1,1,0,0,0,6,5,3727,7427,80,4000,78,0,0,0,0,0,0,0,0
2014-313006,2014,8,7,24,47,853,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1818,470853,1,6,BALTIMORE CANYON,2,1,3,MD,24,1800,2161,9996,1,6,6,7,0,1,1,1,0,0,0,6,6,3806,7349,65,99998,76,0,0,0,0,0,0,0,0
2014-313007,2014,8,7,24,47,853,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1827,470853,1,7,BALTIMORE CANYON,2,2,3,DE,10,1800,2161,9996,12,6,7,7,0,1,1,1,0,0,0,6,6,3806,7349,65,3000,78,0,0,0,0,0,0,0,0
2014-313008,2014,8,7,24,47,853,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1840,470853,1,8,BALTIMORE CANYON,2,1,3,MD,24,1815,2161,9996,12,6,14,7,0,1,1,1,0,0,0,6,3,3806,7349,61,3000,79,0,0,0,0,0,0,0,0
2014-313009,2014,8,7,24,47,853,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1849,470853,1,9,BALTIMORE CANYON,2,1,3,MD,24,1830,2161,9996,1,6,7,7,0,0,1,1,0,0,0,6,5,3814,7350,60,1200,78,0,0,0,0,0,0,0,0
2014-313010,2014,8,7,24,47,853,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1901,470853,1,10,BALTIMORE CANYON,1,2,2,MD,24,1845,2161,9996,12,6,7,7,0,1,1,1,0,0,0,6,6,3806,7349,63,4000,82,0,0,0,0,0,0,0,0
2014-313011,2014,8,7,24,47,853,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1909,470853,1,11,BALTIMORE CANYON,2,1,3,NC,37,1830,2161,9996,1,6,8,7,0,0,1,1,0,0,0,6,6,3814,7350,60,1200,77,0,0,0,0,0,0,0,0
2014-313012,2014,8,7,24,47,853,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1914,470853,1,12,NORFOLK CANYON,1,2,2,MD,24,1900,2161,9996,12,6,7,7,0,1,1,1,0,0,0,6,11,3705,7435,85,450,75,0,0,0,0,0,0,0,0
2014-313013,2014,8,7,24,47,853,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1918,470853,1,13,WASHINGTON CANYON,2,1,3,MD,24,1845,2161,9996,1,6,10,7,0,0,1,1,0,0,0,6,5,3727,7427,61,4500,76,0,0,0,0,0,0,0,0
2014-313014,2014,8,7,24,47,853,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1922,470853,1,14,WASHINGTON CANYON,2,1,3,MD,24,1900,2161,9996,12,6,5,7,0,1,1,1,0,0,0,6,4,3727,7427,70,600,76,0,0,0,0,0,0,0,0
2014-313016,2014,8,7,24,47,853,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1941,470853,1,16,BALTIMORE CANYON,2,1,3,MD,24,1900,2161,9996,1,6,8,7,0,0,1,1,0,0,0,6,6,3806,7349,78,99998,77,0,0,0,0,0,0,0,0
2014-313017,2014,8,7,24,47,853,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1945,470853,1,17,BALTIMORE CANYON,2,2,3,MD,24,1900,2161,9996,12,6,6,7,0,1,1,1,0,0,0,6,5,3806,7349,76,1200,79,0,0,0,0,0,0,0,0
2014-313018,2014,8,7,24,47,853,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1953,470853,1,18,BALTIMORE CANYON,1,2,2,MD,24,1930,2161,9996,12,6,7,7,0,1,1,1,0,0,0,6,5,3806,7349,80,6300,81,0,0,0,0,0,0,0,0
2014-312801,2014,8,7,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1715,471493,1,1,POOR MANS CANYON,1,2,2,MD,24,1705,7777,9996,1,6,6,7,0,1,1,1,0,0,0,6,2,3752,7406,60,1200,74,0,0,0,0,0,0,0,0
2014-312802,2014,8,7,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1745,471493,1,2,POOR MANS CANYON,2,2,3,MD,24,1730,2161,9996,1,6,8,7,0,1,1,1,0,0,0,6,6,3752,7406,54,600,77,0,0,0,0,0,0,0,0
2014-312803,2014,8,7,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1800,471493,1,3,BALTIMORE CANYON,2,2,3,NJ,34,1745,2161,2171,1,6,5,7,0,0,1,1,0,0,0,6,6,3814,7350,72,600,77,0,0,0,0,0,0,0,0
2014-312804,2014,8,7,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1805,471493,1,4,WASHINGTON CANYON,2,2,3,MD,24,1745,2161,9996,1,6,6,7,0,0,1,1,0,0,0,6,6,3727,7427,60,600,78,0,0,0,0,0,0,0,0
2014-312805,2014,8,7,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1810,471493,1,5,BALTIMORE CANYON,2,1,3,MD,24,1745,2161,9996,1,6,6,7,0,0,1,1,0,0,0,6,6,3820,7345,62,1200,78,0,0,0,0,0,0,0,0
2014-312806,2014,8,7,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1815,471493,1,6,POOR MANS CANYON,1,2,2,MD,24,1745,2161,9996,1,6,6,7,0,0,1,1,0,0,0,6,6,3752,7406,85,3580,78,0,0,0,0,0,0,0,0
2014-312807,2014,8,7,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1820,471493,1,7,WASHINGTON CANYON,2,2,3,NC,37,1745,2161,9996,1,6,7,7,0,0,1,1,0,0,0,6,5,3727,7427,68,3600,78,0,0,0,0,0,0,0,0
2014-312808,2014,8,7,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1825,471493,1,8,BALTIMORE CANYON,2,2,2,NJ,34,1745,2161,9996,1,6,5,7,0,0,1,1,0,0,0,6,6,3806,7349,62,2000,74,0,0,0,0,0,0,0,0
2014-312809,2014,8,7,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1830,471493,1,9,WASHINGTON CANYON,2,2,3,DE,10,1745,2161,9996,1,6,8,7,0,0,1,1,0,0,0,6,7,3727,7427,100,700,78,0,0,0,0,0,0,0,0
2014-312810,2014,8,7,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1835,471493,1,10,SPENCER CANYON,1,2,2,NJ,34,1800,2161,9996,1,6,7,7,0,1,1,1,0,0,0,6,3,9998,9998,85,500,77,0,0,0,0,0,0,0,0
2014-312811,2014,8,7,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1840,471493,1,11,WILMINGTON CANYON,1,2,2,MD,24,1800,2161,2171,1,6,6,7,0,0,1,1,0,0,0,6,6,3824,7327,80,360,78,0,0,0,0,0,0,0,0
2014-312812,2014,8,7,24,47,1493,1,5200,WHITE MARLIN OPEN,5200,WHITE MARLIN OPEN,1845,471493,1,12,NORFOLK CANYON,1,2,2,MD,24,1800,2161,9996,1,6,7,7,0,1,1,1,0,0,0,6,5,3705,7435,80,600,77,0,0,0,0,0,0,0,0
