tracker,upprbill,lowerjaw,length,gender,curve,intcode,cluster,sitetype,year,month,day,site_no,enterr,interr,stcode,docno,control,measur,faxno,tifno,filestat,batch,species,prep,recno,s_index,serrflag,sprobfld,id
06,9996,9996,947,6,952,7379,3,1,2012,07,17,0470853,0,0,24,0,2112,1,mdjl2112.tif,00050676.tif,ORIGINAL,0640,4711,0,3,414,0,,2012-064001
07,9996,9996,949,6,966,6783,3,1,2012,07,22,0470853,0,0,24,0,1105,1,mdjl1105.tif,00051074.tif,ORIGINAL,0717,4711,0,2,350,0,,2012-071704
05,9996,9996,949,6,954,6778,8,4,2012,07,07,0010039,0,0,51,0,1103,1,vajl1103.tif,00049813.tif,ORIGINAL,0526,4711,0,7,551,0,,2012-052603
04,9996,9996,950,6,961,6783,3,1,2012,07,09,0470853,0,0,24,0,2202,1,mdjl2202.tif,00049191.tif,ORIGINAL,0414,4711,0,1,320,0,,2012-041401
06,9996,9996,952,6,971,6783,2,1,2012,07,15,0051599,0,0,10,0,1205,1,dejl1205.tif,00050549.tif,ORIGINAL,0623,4711,0,4,285,0,,2012-062301
06,9996,9996,952,6,958,6778,7,1,2012,07,01,0010024,0,0,51,0,1101,1,vajl1101.tif,00050452.tif,ORIGINAL,0612,4711,0,1,579,0,,2012-061204
05,9996,9996,953,6,9996,7427,3,1,2012,07,07,0090385,0,1,34,0,1203,1,njjl1203.tif,00049953.tif,REVISED,0500,4711,2,4,477,1,CURVE;,2012-050002
06,9996,9996,953,6,959,6778,7,1,2012,07,01,0010025,0,0,51,0,1101,1,vajl1101.tif,00050448.tif,ORIGINAL,0612,4711,0,2,565,0,,2012-061202
04,9996,9996,954,6,963,6447,3,1,2012,07,01,0470853,0,0,24,0,1201,1,mdjl1201.tif,00049373.tif,ORIGINAL,0408,4711,0,3,308,0,,2012-040809
06,9996,9996,954,6,978,6416,6,1,2012,07,01,0251808,0,0,34,0,1111,1,njjl1111.tif,00050410.tif,ORIGINAL,0608,4711,0,2,423,0,,2012-060805
04,9996,9996,955,6,972,6783,2,1,2012,07,10,0051599,0,0,10,0,2204,1,dejl2204.tif,00049698.tif,ORIGINAL,0492,4711,0,3,281,0,,2012-049201
06,9996,9996,957,6,988,6783,2,1,2012,07,15,0051599,1,0,10,0,1205,1,dejl1205.tif,00050551.tif,ORIGINAL,0623,4711,0,2,291,0,,2012-062302
04,9996,9996,957,6,996,6936,5,1,2012,07,01,0471493,0,0,24,0,1108,1,mdjl1108.tif,00049105.tif,ORIGINAL,0404,4711,0,2,377,0,,2012-040402
07,9996,9996,960,6,982,6783,3,1,2012,07,22,0470853,0,0,24,0,1105,1,mdjl1105.tif,00051074.tif,ORIGINAL,0717,4711,0,1,349,0,,2012-071704
04,9996,9996,960,6,980,7370,11,1,2012,07,01,0091672,0,0,34,0,1202,1,njjl1202.tif,00049279.tif,ORIGINAL,0429,4711,0,2,461,0,,2012-042901
06,9996,9996,962,6,1007,6783,2,1,2012,07,15,0051599,0,0,10,0,1205,1,dejl1205.tif,00050549.tif,ORIGINAL,0623,4711,0,7,288,0,,2012-062301
06,9996,9996,962,6,965,6778,7,1,2012,07,01,0010024,0,0,51,0,1101,1,vajl1101.tif,00050450.tif,ORIGINAL,0612,4711,2,2,575,0,,2012-061203
04,9996,9996,962,6,976,6783,8,1,2012,07,01,0010039,0,0,51,0,1109,1,vajl1109.tif,00049645.tif,ORIGINAL,0482,4711,0,1,601,0,,2012-048201
06,9996,9996,964,6,998,6783,2,1,2012,07,15,0051599,0,0,10,0,1205,1,dejl1205.tif,00050551.tif,ORIGINAL,0623,4711,0,1,290,1,CURVE;,2012-062302
04,9996,9996,964,6,995,6783,1,1,2012,07,03,0470004,0,0,24,0,2206,1,mdjl2206.tif,00049208.tif,ORIGINAL,0415,4711,0,2,321,0,,2012-041501
06,9996,9996,964,6,982,7427,3,1,2012,07,17,0090062,0,0,34,0,2218,1,njjl2218.tif,00050724.tif,ORIGINAL,0650,4711,0,4,488,0,,2012-065002
08,9996,9996,964,6,981,6757,2,1,2012,07,29,1030373,0,0,36,0,1120,1,nyjl1120.tif,00051757.tif,ORIGINAL,0840,4711,0,4,519,0,,2012-084009
06,9996,9996,965,6,1111,6783,2,1,2012,07,15,0051599,0,0,10,0,1205,1,dejl1205.tif,00050549.tif,ORIGINAL,0623,4711,0,2,283,1,CURVE VS. LENGTH;,2012-062301
06,9996,9996,966,6,980,6783,4,3,2012,07,14,0470856,0,0,24,0,1104,1,mdjl1104.tif,00050572.tif,ORIGINAL,0625,4711,0,1,339,0,,2012-062505
04,9996,9996,967,6,989,6783,8,1,2012,07,01,0010039,0,0,51,0,1109,1,vajl1109.tif,00049645.tif,ORIGINAL,0482,4711,0,3,603,0,,2012-048201
06,9996,9996,968,6,1004,6783,2,1,2012,07,15,0051599,0,0,10,0,1205,1,dejl1205.tif,00050549.tif,ORIGINAL,0623,4711,0,6,287,0,,2012-062301
05,9996,9996,968,6,1008,6783,7,1,2012,07,13,0470938,0,0,24,0,2110,1,mdjl2110.tif,00050263.tif,ORIGINAL,0597,4711,0,4,334,0,,2012-059706
04,9996,9996,968,6,981,7361,11,1,2012,07,08,0091671,0,0,34,0,1119,1,njjl1119.tif,00049520.tif,ORIGINAL,0461,4711,0,4,448,0,,2012-046101
08,9996,9996,969,6,994,6783,5,1,2012,07,26,0471493,0,0,24,0,2103,1,mdjl2103.tif,00051711.tif,ORIGINAL,0838,4711,0,1,360,0,,2012-083801
04,9996,9996,969,6,988,6936,5,1,2012,07,01,0471493,0,0,24,0,1108,1,mdjl1108.tif,00049103.tif,ORIGINAL,0404,4711,0,3,375,0,,2012-040401
07,9996,9996,969,6,974,7379,7,1,2012,07,20,0470938,0,0,24,0,2115,1,mdjl2115.tif,00051016.tif,ORIGINAL,0705,4711,0,1,417,0,,2012-070503
08,9996,9996,969,6,986,6783,8,3,2012,07,28,0010039,0,0,51,0,1121,1,vajl1121.tif,00051889.tif,ORIGINAL,0864,4711,0,1,605,0,,2012-086403
07,9996,9996,970,6,988,6478,2,1,2012,07,23,0051599,0,0,10,0,2209,1,dejl2209.tif,00051027.tif,ORIGINAL,0707,4711,0,3,274,0,,2012-070702
06,9996,9996,970,6,978,6936,2,1,2012,07,16,0051599,0,0,10,0,2206,1,dejl2206.tif,00050368.tif,ORIGINAL,0604,4711,0,2,300,0,,2012-060402
08,9996,9996,970,6,999,6783,5,1,2012,07,26,0471493,0,0,24,0,2103,1,mdjl2103.tif,00051713.tif,ORIGINAL,0838,4711,0,2,369,1,CURVE;,2012-083802
08,9996,9996,970,6,974,6757,2,1,2012,07,29,1030373,0,1,36,0,1120,1,nyjl1120.tif,00051751.tif,ORIGINAL,0840,4711,0,6,514,0,,2012-084006
06,9996,9996,971,6,1005,7326,7,1,2012,07,14,0470938,0,0,24,0,1208,1,mdjl1208.tif,00050430.tif,ORIGINAL,0607,4711,0,1,396,0,,2012-060702
06,9996,9996,971,6,1060,7427,3,1,2012,07,17,0090062,0,0,34,0,2218,1,njjl2218.tif,00050724.tif,ORIGINAL,0650,4711,0,1,485,0,,2012-065002
07,9996,9996,972,6,1004,6783,3,1,2012,07,23,0470853,0,0,24,0,2102,1,mdjl2102.tif,00051088.tif,ORIGINAL,0718,4711,0,5,358,0,,2012-071802
06,9996,9996,973,6,1036,6783,2,1,2012,07,15,0051599,0,0,10,0,1205,1,dejl1205.tif,00050549.tif,ORIGINAL,0623,4711,0,5,286,0,,2012-062301
04,9996,9996,973,6,985,6936,5,1,2012,07,04,0471493,0,0,24,0,1109,1,mdjl1109.tif,00049099.tif,ORIGINAL,0405,4711,0,3,388,0,,2012-040507
04,9996,9996,974,6,990,6936,5,1,2012,07,01,0471493,0,0,24,0,1108,1,mdjl1108.tif,00049105.tif,ORIGINAL,0404,4711,0,1,376,0,,2012-040402
06,9996,9996,974,6,978,6778,7,1,2012,07,01,0010025,0,0,51,0,1101,1,vajl1101.tif,00050448.tif,ORIGINAL,0612,4711,0,3,566,0,,2012-061202
04,9996,9996,974,6,1011,6783,8,1,2012,07,01,0010039,0,0,51,0,1109,1,vajl1109.tif,00049645.tif,ORIGINAL,0482,4711,0,2,602,0,,2012-048201
08,9996,9996,974,6,986,6783,8,3,2012,07,28,0010039,0,0,51,0,1121,1,vajl1121.tif,00051889.tif,ORIGINAL,0864,4711,0,2,606,0,,2012-086403
05,9996,9996,975,6,1011,6783,7,1,2012,07,13,0470938,0,0,24,0,2110,1,mdjl2110.tif,00050263.tif,ORIGINAL,0597,4711,0,3,333,0,,2012-059706
03,9996,9996,976,6,987,6447,1,1,2012,07,02,0050013,0,0,10,0,2201,1,dejl2201.tif,00048897.tif,ORIGINAL,0373,4711,0,3,271,0,,2012-037301
04,9996,9996,977,6,999,6478,2,1,2012,07,01,0470022,0,0,24,0,1101,1,mdjl1101.tif,00049039.tif,ORIGINAL,0401,4711,0,1,310,1,CURVE;,2012-040101
08,9996,9996,977,6,1004,6757,2,1,2012,07,29,1030342,0,0,36,0,1120,1,nyjl1120.tif,00051745.tif,ORIGINAL,0840,4711,0,2,506,0,,2012-084003
04,9996,9996,978,6,990,6447,3,1,2012,07,01,0470853,0,0,24,0,1201,1,mdjl1201.tif,00049373.tif,ORIGINAL,0408,4711,0,1,306,0,,2012-040809
07,9996,9996,978,6,1009,6783,3,1,2012,07,22,0470853,0,0,24,0,1105,1,mdjl1105.tif,00051070.tif,ORIGINAL,0717,4711,0,3,348,0,,2012-071702
05,9996,9996,978,6,982,6778,8,4,2012,07,07,0010039,0,0,51,0,1103,1,vajl1103.tif,00049813.tif,ORIGINAL,0526,4711,0,6,550,0,,2012-052603
05,9996,9996,979,6,1012,2836,3,1,2012,07,13,8100088,0,0,51,0,2209,1,vajl2209.tif,00050221.tif,ORIGINAL,0596,4711,0,1,525,0,,2012-059601
08,9996,9996,979,6,1009,6783,8,3,2012,07,28,0010039,0,0,51,0,1121,1,vajl1121.tif,00051901.tif,ORIGINAL,0864,4711,0,2,611,0,,2012-086409
04,9996,9996,980,6,998,6447,3,1,2012,07,01,0470853,0,0,24,0,1201,1,mdjl1201.tif,00049373.tif,ORIGINAL,0408,4711,0,2,307,1,CURVE;,2012-040809
04,9996,9996,980,6,995,7427,3,1,2012,07,01,0090900,1,0,34,0,1110,1,njjl1110.tif,00049264.tif,REVISED,0426,4711,0,1,473,0,,2012-042601
08,9996,9996,984,6,1008,6757,2,1,2012,07,29,1030342,0,0,36,0,1120,1,nyjl1120.tif,00051749.tif,ORIGINAL,0840,4711,0,7,508,0,,2012-084005
06,9996,9996,985,6,1014,6416,6,1,2012,07,08,0251808,0,0,34,0,1118,1,njjl1118.tif,00050512.tif,ORIGINAL,0617,4711,0,2,439,0,,2012-061704
06,9996,9996,987,6,1116,7326,7,1,2012,07,14,0470938,0,0,24,0,1208,1,mdjl1208.tif,00050440.tif,ORIGINAL,0607,4711,0,2,399,1,CURVE VS. LENGTH;,2012-060708
07,9996,9996,988,6,1033,6783,3,1,2012,07,23,0470853,0,0,24,0,2102,1,mdjl2102.tif,00051086.tif,ORIGINAL,0718,4711,0,3,353,0,,2012-071801
07,9996,9996,988,6,994,6778,7,1,2012,07,22,0010024,0,0,51,0,1120,1,vajl1120.tif,00051242.tif,ORIGINAL,0754,4711,0,1,582,0,,2012-075401
08,9996,9996,988,6,1019,6783,8,1,2012,07,28,0010039,0,0,51,0,1121,1,vajl1121.tif,00051893.tif,ORIGINAL,0864,4711,0,2,609,0,,2012-086405
08,9996,9996,988,6,1007,6783,8,3,2012,07,28,0010039,0,0,51,0,1121,1,vajl1121.tif,00051901.tif,ORIGINAL,0864,4711,0,1,610,0,,2012-086409
06,9996,9996,989,6,995,6783,2,1,2012,07,15,0051599,0,0,10,0,1205,1,dejl1205.tif,00050549.tif,ORIGINAL,0623,4711,0,3,284,0,,2012-062301
05,9996,9996,989,6,994,6778,8,3,2012,07,05,0010955,0,0,51,0,2110,1,vajl2110.tif,00049836.tif,ORIGINAL,0530,4711,0,2,558,0,,2012-053001
08,9996,9996,990,6,1058,6783,5,1,2012,07,26,0471493,0,0,24,0,2103,1,mdjl2103.tif,00051713.tif,ORIGINAL,0838,4711,0,1,368,0,,2012-083802
05,9996,9996,990,6,1003,7427,3,1,2012,07,07,0090900,0,0,34,0,1203,1,njjl1203.tif,00049955.tif,ORIGINAL,0500,4711,0,2,478,0,,2012-050003
04,9996,9996,991,6,996,6757,2,1,2012,07,03,1031780,0,0,36,0,2201,1,nyjl2201.tif,00049603.tif,ORIGINAL,0474,4711,0,1,499,0,,2012-047401
04,9996,9996,992,6,1010,6783,2,1,2012,07,10,0051599,0,0,10,0,2204,1,dejl2204.tif,00049698.tif,ORIGINAL,0492,4711,0,1,279,0,,2012-049201
04,9996,9996,992,6,1024,6783,3,1,2012,07,04,0470853,0,0,24,0,1205,1,mdjl1205.tif,00049457.tif,ORIGINAL,0457,4711,0,3,325,0,,2012-045702
08,9996,9996,992,6,1048,7370,11,1,2012,07,28,0091671,0,1,34,0,1135,1,njjl1135.tif,00051778.tif,ORIGINAL,0842,4711,7,2,469,0,,2012-084206
06,9996,9996,992,6,999,6778,7,1,2012,07,01,0010024,0,0,51,0,1101,1,vajl1101.tif,00050450.tif,ORIGINAL,0612,4711,2,3,576,1,CURVE;,2012-061203
07,9996,9996,993,6,1014,6783,3,1,2012,07,23,0470853,0,0,24,0,2102,1,mdjl2102.tif,00051088.tif,ORIGINAL,0718,4711,0,4,357,0,,2012-071802
08,9996,9996,993,6,1012,6783,5,1,2012,07,26,0471493,0,0,24,0,2103,1,mdjl2103.tif,00051711.tif,ORIGINAL,0838,4711,0,2,361,0,,2012-083801
04,9996,9996,993,6,999,6936,5,1,2012,07,01,0471493,0,0,24,0,1108,1,mdjl1108.tif,00049105.tif,ORIGINAL,0404,4711,0,3,378,1,CURVE;,2012-040402
04,9996,9996,993,6,997,7379,7,1,2012,07,06,0470938,0,0,24,0,2209,1,mdjl2209.tif,00049214.tif,ORIGINAL,0418,4711,0,2,405,1,CURVE;,2012-041802
05,9996,9996,993,6,999,6778,8,4,2012,07,07,0010039,0,0,51,0,1103,1,vajl1103.tif,00049813.tif,ORIGINAL,0526,4711,0,9,553,1,CURVE;,2012-052603
04,9996,9996,994,6,1035,6783,7,1,2012,07,08,0470938,0,0,24,0,1111,1,mdjl1111.tif,00049122.tif,ORIGINAL,0407,4711,0,1,314,0,,2012-040702
05,9996,9996,995,6,1001,6778,8,1,2012,07,05,0010039,0,0,51,0,2110,1,vajl2110.tif,00049838.tif,ORIGINAL,0530,4711,0,1,559,0,,2012-053002
08,9996,9996,996,6,1021,6416,10,1,2012,07,29,0290894,0,0,34,0,1209,1,njjl1209.tif,00052101.tif,ORIGINAL,0890,4711,0,2,446,0,,2012-089001
08,9996,9996,997,6,1018,7409,6,1,2012,07,28,0251808,0,0,34,0,1134,1,njjl1134.tif,00051725.tif,ORIGINAL,0839,4711,0,3,471,1,LENGTH;,2012-083904
05,9996,9996,997,6,1003,6778,7,1,2012,07,13,0010024,0,0,51,0,2115,1,vajl2115.tif,00050137.tif,ORIGINAL,0577,4711,0,1,562,1,LENGTH;,2012-057702
07,9996,9996,998,6,1021,6783,3,1,2012,07,22,0470853,0,0,24,0,1105,1,mdjl1105.tif,00051070.tif,ORIGINAL,0717,4711,0,2,347,1,LENGTH;,2012-071702
06,9996,9996,998,6,1003,7379,3,1,2012,07,17,0470853,0,0,24,0,2112,1,mdjl2112.tif,00050676.tif,ORIGINAL,0640,4711,0,2,413,1,LENGTH;,2012-064001
08,9996,9996,998,6,1025,6757,2,1,2012,07,29,1030373,0,0,36,0,1120,1,nyjl1120.tif,00051751.tif,ORIGINAL,0840,4711,0,2,510,1,LENGTH;,2012-084006
06,9996,9996,999,6,1032,6783,3,1,2012,07,18,0470853,0,0,24,0,2204,1,mdjl2204.tif,00050703.tif,ORIGINAL,0644,4711,0,6,345,1,LENGTH;,2012-064403
07,9996,9996,999,6,1040,6783,3,1,2012,07,23,0470853,0,0,24,0,2102,1,mdjl2102.tif,00051086.tif,ORIGINAL,0718,4711,0,2,352,1,LENGTH;,2012-071801
06,9996,9996,999,6,1004,6778,7,1,2012,07,01,0010025,0,0,51,0,1101,1,vajl1101.tif,00050448.tif,ORIGINAL,0612,4711,0,10,573,1,LENGTH;,2012-061202
04,9996,9996,1000,6,1022,7370,11,1,2012,07,07,0091131,0,0,34,0,1116,1,njjl1116.tif,00049499.tif,ORIGINAL,0459,4711,0,2,465,0,,2012-045902
06,9996,9996,1000,6,1020,7370,11,1,2012,07,14,0091672,0,0,34,0,1123,1,njjl1123.tif,00050328.tif,ORIGINAL,0603,4711,0,1,468,0,,2012-060304
05,9996,9996,1000,6,1010,7427,3,1,2012,07,07,0090900,0,0,34,0,1203,1,njjl1203.tif,00049959.tif,ORIGINAL,0500,4711,0,2,479,0,,2012-050005
07,9996,9996,1001,6,1016,6478,2,1,2012,07,23,0051599,0,0,10,0,2209,1,dejl2209.tif,00051027.tif,ORIGINAL,0707,4711,0,1,273,0,,2012-070702
06,9996,9996,1001,6,1005,6778,7,1,2012,07,14,0010025,0,0,51,0,1115,1,vajl1115.tif,00050597.tif,ORIGINAL,0613,4711,0,1,581,0,,2012-061306
08,9996,9996,1002,6,1050,6633,3,1,2012,07,27,8100088,0,0,51,0,2107,1,vajl2107.tif,00051933.tif,ORIGINAL,0867,4711,0,3,542,0,,2012-086704
06,9996,9996,1003,6,1017,6783,2,1,2012,07,15,0051599,0,0,10,0,1205,1,dejl1205.tif,00050549.tif,ORIGINAL,0623,4711,0,8,289,0,,2012-062301
04,9996,9996,1003,6,1009,6555,4,3,2012,07,01,0470856,0,0,24,0,1102,1,mdjl1102.tif,00049064.tif,ORIGINAL,0402,4711,0,1,313,0,,2012-040201
08,9996,9996,1003,6,1008,6778,7,1,2012,07,29,0011199,0,0,51,0,1105,1,vajl1105.tif,00052117.tif,ORIGINAL,0891,4711,0,2,592,0,,2012-089102
07,9996,9996,1004,6,1036,6783,3,1,2012,07,23,0470853,0,0,24,0,2102,1,mdjl2102.tif,00051088.tif,ORIGINAL,0718,4711,0,1,354,0,,2012-071802
06,9996,9996,1004,6,1011,7379,3,1,2012,07,17,0470853,0,0,24,0,2112,1,mdjl2112.tif,00050680.tif,ORIGINAL,0640,4711,0,5,416,0,,2012-064003
05,9996,9996,1004,6,1011,6778,8,4,2012,07,07,0010039,0,0,51,0,1103,1,vajl1103.tif,00049813.tif,ORIGINAL,0526,4711,0,4,548,0,,2012-052603
06,9996,9996,1004,6,1011,6778,7,1,2012,07,01,0010025,0,0,51,0,1101,1,vajl1101.tif,00050448.tif,ORIGINAL,0612,4711,0,9,572,0,,2012-061202
04,9996,9996,1005,6,1030,7427,3,1,2012,07,01,0090900,1,0,34,0,1110,1,njjl1110.tif,00049264.tif,REVISED,0426,4711,0,2,474,0,,2012-042601
08,9996,9996,1007,6,1043,6757,2,1,2012,07,29,1030373,0,0,36,0,1120,1,nyjl1120.tif,00051751.tif,ORIGINAL,0840,4711,0,3,511,0,,2012-084006
04,9996,9996,1008,6,1015,6936,5,1,2012,07,01,0471493,0,0,24,0,1108,1,mdjl1108.tif,00049103.tif,ORIGINAL,0404,4711,0,2,374,0,,2012-040401
08,9996,9996,1008,6,1024,6757,2,1,2012,07,29,1030373,0,0,36,0,1120,1,nyjl1120.tif,00051743.tif,ORIGINAL,0840,4711,0,2,505,0,,2012-084002
08,9996,9996,1008,6,1022,6757,2,1,2012,07,29,1030373,0,0,36,0,1120,1,nyjl1120.tif,00051757.tif,ORIGINAL,0840,4711,0,7,522,0,,2012-084009
04,9996,9996,1008,6,1059,6633,1,1,2012,07,04,8100091,0,0,51,0,1110,1,vajl1110.tif,00049412.tif,ORIGINAL,0452,4711,0,2,528,0,,2012-045202
05,9996,9996,1008,6,1012,6778,7,1,2012,07,13,0010024,0,0,51,0,2115,1,vajl2115.tif,00050137.tif,ORIGINAL,0577,4711,0,2,563,0,,2012-057702
07,9996,9996,1009,6,1040,6783,3,1,2012,07,22,0470853,0,0,24,0,1105,1,mdjl1105.tif,00051070.tif,ORIGINAL,0717,4711,0,1,346,0,,2012-071702
04,9996,9996,1010,6,1020,7370,3,1,2012,07,02,0090900,0,0,34,0,2206,1,njjl2206.tif,00049305.tif,ORIGINAL,0434,4711,0,1,463,0,,2012-043401
06,9996,9996,1010,6,1080,7427,3,1,2012,07,17,0090062,0,0,34,0,2218,1,njjl2218.tif,00050724.tif,ORIGINAL,0650,4711,0,2,486,0,,2012-065002
08,9996,9996,1011,6,1034,6478,2,1,2012,07,27,0051599,0,0,10,0,2107,1,dejl2107.tif,00051615.tif,ORIGINAL,0826,4711,0,1,275,0,,2012-082602
04,9996,9996,1011,6,1025,6447,3,1,2012,07,01,0470853,0,0,24,0,1201,1,mdjl1201.tif,00049367.tif,ORIGINAL,0408,4711,0,2,304,0,,2012-040806
04,9996,9996,1011,6,1034,6783,7,1,2012,07,08,0470938,0,0,24,0,1111,1,mdjl1111.tif,00049126.tif,ORIGINAL,0407,4711,0,3,318,0,,2012-040704
04,9996,9996,1011,6,1019,6936,5,1,2012,07,04,0471493,0,0,24,0,1109,1,mdjl1109.tif,00049099.tif,ORIGINAL,0405,4711,0,1,386,0,,2012-040507
04,9996,9996,1011,6,1017,7379,3,1,2012,07,07,0470853,0,0,24,0,1206,1,mdjl1206.tif,00049156.tif,ORIGINAL,0409,4711,0,4,403,0,,2012-040908
08,9996,9996,1011,6,9997,6633,3,1,2012,07,28,8100088,0,1,51,0,1131,1,vajl1131.tif,00051921.tif,ORIGINAL,0866,4711,0,1,538,0,,2012-086605
05,9996,9996,1012,6,1061,6783,7,1,2012,07,13,0470938,0,0,24,0,2110,1,mdjl2110.tif,00050263.tif,ORIGINAL,0597,4711,0,1,331,0,,2012-059706
05,9996,9996,1012,6,1051,6783,7,1,2012,07,13,0470938,0,0,24,0,2110,1,mdjl2110.tif,00050265.tif,ORIGINAL,0597,4711,0,1,335,0,,2012-059707
06,9996,9996,1012,6,1049,7326,7,1,2012,07,14,0470938,0,0,24,0,1208,1,mdjl1208.tif,00050438.tif,ORIGINAL,0607,4711,0,1,397,0,,2012-060707
04,9996,9996,1012,6,1017,7379,7,1,2012,07,06,0470938,0,0,24,0,2209,1,mdjl2209.tif,00049222.tif,ORIGINAL,0418,4711,0,2,411,0,,2012-041806
07,9996,9996,1012,6,1019,7379,7,1,2012,07,20,0470938,0,0,24,0,2115,1,mdjl2115.tif,00051016.tif,ORIGINAL,0705,4711,0,3,419,0,,2012-070503
08,9996,9996,1012,6,1028,6757,2,1,2012,07,29,1030373,0,0,36,0,1120,1,nyjl1120.tif,00051741.tif,ORIGINAL,0840,4711,0,2,503,0,,2012-084001
05,9996,9996,1012,6,1017,6778,8,4,2012,07,07,0010039,0,0,51,0,1103,1,vajl1103.tif,00049813.tif,ORIGINAL,0526,4711,0,1,545,0,,2012-052603
04,9996,9996,1013,6,1029,6478,2,1,2012,07,01,0470022,0,0,24,0,1101,1,mdjl1101.tif,00049039.tif,ORIGINAL,0401,4711,0,3,312,0,,2012-040101
04,9996,9996,1013,6,9997,6936,5,1,2012,07,06,0471493,0,0,24,0,2106,1,mdjl2106.tif,00049469.tif,ORIGINAL,0458,4711,0,1,392,0,,2012-045805
06,9996,9996,1013,6,1020,6778,7,1,2012,07,01,0010024,0,0,51,0,1101,1,vajl1101.tif,00050450.tif,ORIGINAL,0612,4711,2,4,577,0,,2012-061203
08,9996,9996,1013,6,1019,6778,7,1,2012,07,29,0010025,0,0,51,0,1105,1,vajl1105.tif,00052125.tif,ORIGINAL,0891,4711,0,1,594,0,,2012-089106
08,9996,9996,1013,6,1017,6778,7,1,2012,07,28,0010024,0,0,51,0,1106,1,vajl1106.tif,00052143.tif,ORIGINAL,0892,4711,0,2,596,0,,2012-089205
05,9996,9996,1015,6,1028,6775,3,1,2012,07,14,0110630,0,0,09,0,1210,1,ctjl1210.tif,00049972.tif,ORIGINAL,0552,4711,0,2,269,0,,2012-055202
06,9996,9996,1015,6,1021,6778,7,1,2012,07,01,0010024,0,0,51,0,1101,1,vajl1101.tif,00050450.tif,ORIGINAL,0612,4711,2,5,578,0,,2012-061203
04,9996,9996,1016,6,1046,7361,11,1,2012,07,08,0091044,0,0,34,0,1119,1,njjl1119.tif,00049522.tif,ORIGINAL,0461,4711,0,3,450,0,,2012-046102
08,9996,9996,1017,6,1035,6757,2,1,2012,07,29,1030373,0,0,36,0,1120,1,nyjl1120.tif,00051757.tif,ORIGINAL,0840,4711,0,6,521,0,,2012-084009
08,9996,9996,1017,6,1022,6778,7,1,2012,07,28,0010025,0,0,51,0,1106,1,vajl1106.tif,00052149.tif,ORIGINAL,0892,4711,0,3,597,0,,2012-089208
05,9996,9996,1018,6,1028,6783,7,1,2012,07,13,0470938,0,0,24,0,2110,1,mdjl2110.tif,00050269.tif,ORIGINAL,0597,4711,0,5,338,0,,2012-059709
08,9996,9996,1018,6,1037,6757,2,1,2012,07,28,1030373,0,0,36,0,1104,1,nyjl1104.tif,00051685.tif,ORIGINAL,0833,4711,0,1,500,0,,2012-083301
06,9996,9996,1019,6,1035,6783,2,1,2012,07,20,0051599,0,0,10,0,2207,1,dejl2207.tif,00051049.tif,ORIGINAL,0689,4711,0,3,293,0,,2012-068902
04,9996,9996,1019,6,1041,6783,3,1,2012,07,04,0470853,0,0,24,0,1205,1,mdjl1205.tif,00049455.tif,ORIGINAL,0457,4711,0,1,322,0,,2012-045701
08,9996,9996,1019,6,1034,6633,3,1,2012,07,28,8100088,0,0,51,0,1131,1,vajl1131.tif,00051919.tif,ORIGINAL,0866,4711,0,1,537,0,,2012-086604
03,9996,9996,1020,6,1031,6447,1,1,2012,07,02,0050013,0,0,10,0,2201,1,dejl2201.tif,00048897.tif,ORIGINAL,0373,4711,0,2,270,0,,2012-037301
04,9996,9996,1020,6,1028,6783,7,1,2012,07,08,0470938,0,0,24,0,1111,1,mdjl1111.tif,00049126.tif,ORIGINAL,0407,4711,0,2,317,0,,2012-040704
04,9996,9996,1020,6,1030,7370,11,1,2012,07,04,0091044,0,0,34,0,1102,1,njjl1102.tif,00049256.tif,ORIGINAL,0424,4711,0,1,458,0,,2012-042401
05,9996,9996,1020,6,1033,7370,11,1,2012,07,06,0091131,0,1,34,0,2211,1,njjl2211.tif,00049757.tif,ORIGINAL,0511,4711,0,2,466,0,,2012-051101
05,9996,9996,1020,6,9997,7427,3,1,2012,07,07,0090385,1,1,34,0,1203,1,njjl1203.tif,00049953.tif,REVISED,0500,4711,2,1,476,0,,2012-050002
06,9996,9996,1020,6,1042,7427,3,1,2012,07,17,0090062,0,0,34,0,2218,1,njjl2218.tif,00050724.tif,ORIGINAL,0650,4711,0,5,489,0,,2012-065002
07,9996,9996,1020,6,1032,7427,11,1,2012,07,22,0090386,0,0,34,0,1131,1,njjl1131.tif,00051542.tif,ORIGINAL,0731,4711,0,2,497,0,,2012-073103
06,9996,9996,1020,6,1035,6633,1,1,2012,07,14,8100091,0,0,51,0,1201,1,vajl1201.tif,00050623.tif,ORIGINAL,0630,4711,0,1,535,0,,2012-063005
04,9996,9996,1021,6,1040,6936,5,1,2012,07,01,0471493,0,0,24,0,1108,1,mdjl1108.tif,00049112.tif,ORIGINAL,0404,4711,0,1,380,0,,2012-040406
08,9996,9996,1021,6,1027,6778,7,1,2012,07,29,0011199,0,0,51,0,1105,1,vajl1105.tif,00052117.tif,ORIGINAL,0891,4711,0,1,591,0,,2012-089102
04,9996,9996,1022,6,1051,6783,2,1,2012,07,10,0051599,0,0,10,0,2204,1,dejl2204.tif,00049698.tif,ORIGINAL,0492,4711,0,2,280,0,,2012-049201
