stcode,control,docno,c_index,cerrflag,cprobfld,faxno,batch,intcode,tifno,cluster,sitetype,q11a,q23,filestat,month,day,tracker,year,enterr,interr,site_no,othlp,species,row,kept,observe,alive,dead,sell,weighed,measur,id
24,1203,02,133,0,,MDJN1203.pdf,3069,6936,00160626.tif,5,1,3,4,ORIGINAL,06,12,306902,2021,0,0,0471493,YFT,4711,1,7,7,0,0,0,0,2,2021-306902
24,2112,01,172,0,,MDJN2112.pdf,3070,6555,00160620.tif,4,3,2,3,ORIGINAL,06,11,307001,2021,0,0,0470856,YFT,4711,1,4,0,0,0,0,0,2,2021-307001
24,2113,01,174,0,,MDJN2113.pdf,3071,6936,00160630.tif,5,1,3,6,ORIGINAL,06,11,307101,2021,0,0,0471493,YFT,4711,1,18,18,0,0,0,0,1,2021-307101
24,2113,01,173,0,,MDJN2113.pdf,3071,6936,00160630.tif,5,1,3,6,ORIGINAL,06,11,307101,2021,0,0,0471493,DOLPHIN,1050,2,1,1,0,0,0,0,1,2021-307101
24,2113,02,175,0,,MDJN2113.pdf,3071,6936,00160632.tif,5,1,3,6,ORIGINAL,06,11,307102,2021,0,0,0471493,YFT,4711,1,3,3,0,0,0,0,2,2021-307102
24,2113,03,176,0,,MDJN2113.pdf,3071,6936,00160634.tif,5,1,3,6,ORIGINAL,06,11,307103,2021,1,0,0471493,YFT,4711,1,9,9,0,0,0,0,1,2021-307103
24,2113,04,178,0,,MDJN2113.pdf,3071,6936,00160636.tif,5,1,3,6,ORIGINAL,06,11,307104,2021,0,0,0471493,YFT,4711,1,8,8,0,0,0,0,1,2021-307104
24,2113,04,177,0,,MDJN2113.pdf,3071,6936,00160636.tif,5,1,3,6,ORIGINAL,06,11,307104,2021,0,0,0471493,BIGEYE TUNA,4691,2,2,2,0,0,0,0,1,2021-307104
24,2113,05,180,0,,MDJN2113.pdf,3071,6936,00160638.tif,5,1,2,4,ORIGINAL,06,11,307105,2021,0,0,0471493,YFT,4711,1,7,7,0,0,0,0,2,2021-307105
24,2113,05,179,0,,MDJN2113.pdf,3071,6936,00160638.tif,5,1,2,4,ORIGINAL,06,11,307105,2021,0,0,0471493,DOLPHIN,1050,2,3,3,0,0,0,0,2,2021-307105
24,2117,01,191,0,,MDJN2117.pdf,3072,6936,00160642.tif,5,1,3,6,ORIGINAL,06,10,307201,2021,0,0,0471493,LITTLE TUNNY,4681,1,1,1,6,0,0,0,1,2021-307201
24,2117,02,193,0,,MDJN2117.pdf,3072,6936,00160644.tif,5,1,2,3,ORIGINAL,06,10,307202,2021,1,0,0471493,YFT,4711,1,4,4,0,0,0,0,2,2021-307202
24,2117,02,192,0,,MDJN2117.pdf,3072,6936,00160644.tif,5,1,2,3,ORIGINAL,06,10,307202,2021,1,0,0471493,BFT SCHOOL,4677,2,2,2,0,0,0,0,2,2021-307202
24,2117,03,195,0,,MDJN2117.pdf,3072,6936,00160646.tif,5,1,3,8,ORIGINAL,06,10,307203,2021,0,0,0471493,YFT,4711,1,1,1,0,0,0,0,1,2021-307203
24,2117,03,194,0,,MDJN2117.pdf,3072,6936,00160646.tif,5,1,3,8,ORIGINAL,06,10,307203,2021,0,0,0471493,BFT SCHOOL,4677,2,0,0,2,0,0,0,1,2021-307203
24,2117,04,198,0,,MDJN2117.pdf,3072,6936,00160648.tif,5,1,3,3,ORIGINAL,06,10,307204,2021,0,0,0471493,YFT,4711,1,1,1,0,0,0,0,2,2021-307204
24,2117,04,197,0,,MDJN2117.pdf,3072,6936,00160648.tif,5,1,3,3,ORIGINAL,06,10,307204,2021,0,0,0471493,BLUELINE TILEFISH,4440,2,5,5,0,0,0,0,2,2021-307204
24,2117,04,196,0,,MDJN2117.pdf,3072,6936,00160648.tif,5,1,3,3,ORIGINAL,06,10,307204,2021,0,0,0471493,BLACK SEA BASS,3350,3,0,0,2,0,0,0,2,2021-307204
24,2117,05,199,0,,MDJN2117.pdf,3072,6936,00160650.tif,5,1,2,3,ORIGINAL,06,10,307205,2021,0,0,0471493,BFT SCHOOL,4677,1,1,1,0,0,0,0,2,2021-307205
24,2117,06,200,0,,MDJN2117.pdf,3072,6936,00160652.tif,5,1,2,4,ORIGINAL,06,10,307206,2021,0,0,0471493,YFT,4711,1,2,0,0,0,0,0,2,2021-307206
24,2117,07,204,0,,MDJN2117.pdf,3072,6936,00160654.tif,5,1,3,7,ORIGINAL,06,10,307207,2021,1,1,0471493,BFT SCHOOL,4677,1,3,3,2,0,0,0,2,2021-307207
24,2117,07,202,0,,MDJN2117.pdf,3072,6936,00160654.tif,5,1,3,7,ORIGINAL,06,10,307207,2021,1,1,0471493,SWORDFISH,4328,2,1,1,0,0,0,0,2,2021-307207
24,2117,07,203,0,,MDJN2117.pdf,3072,6936,00160654.tif,5,1,3,7,ORIGINAL,06,10,307207,2021,1,1,0471493,GOLDEN TILEFISH,4467,3,2,2,0,0,0,0,2,2021-307207
24,2117,07,201,0,,MDJN2117.pdf,3072,6936,00160654.tif,5,1,3,7,ORIGINAL,06,10,307207,2021,1,1,0471493,BLACKBELLY ROSEFISH,2420,4,5,5,0,0,0,0,2,2021-307207
24,2117,08,207,0,,MDJN2117.pdf,3072,6936,00160656.tif,5,1,2,6,ORIGINAL,06,10,307208,2021,0,0,0471493,BFT SCHOOL,4677,1,0,0,1,0,0,0,2,2021-307208
24,2117,08,205,0,,MDJN2117.pdf,3072,6936,00160656.tif,5,1,2,6,ORIGINAL,06,10,307208,2021,0,0,0471493,BLUELINE TILEFISH,4440,2,2,2,0,0,0,0,2,2021-307208
24,2117,08,206,0,,MDJN2117.pdf,3072,6936,00160656.tif,5,1,2,6,ORIGINAL,06,10,307208,2021,0,0,0471493,GOLDEN TILEFISH,4467,3,1,1,0,0,0,0,2,2021-307208
24,2117,09,210,0,,MDJN2117.pdf,3072,6936,00160658.tif,5,1,3,6,ORIGINAL,06,10,307209,2021,0,0,0471493,LITTLE TUNNY,4681,1,1,1,0,0,0,0,2,2021-307209
24,2117,09,208,0,,MDJN2117.pdf,3072,6936,00160658.tif,5,1,3,6,ORIGINAL,06,10,307209,2021,0,0,0471493,BLACK SEA BASS,3350,2,50,50,0,0,0,0,2,2021-307209
24,2117,09,209,0,,MDJN2117.pdf,3072,6936,00160658.tif,5,1,3,6,ORIGINAL,06,10,307209,2021,0,0,0471493,BLUELINE TILEFISH,4440,3,12,12,0,0,0,0,2,2021-307209
24,2201,01,276,0,,MDJN2201.pdf,3073,6447,00160662.tif,3,1,3,5,ORIGINAL,06,10,307301,2021,0,0,0470853,YFT,4711,1,2,0,0,0,0,0,2,2021-307301
24,2201,01,274,0,,MDJN2201.pdf,3073,6447,00160662.tif,3,1,3,5,ORIGINAL,06,10,307301,2021,0,0,0470853,GOLDEN TILEFISH,4467,2,4,0,0,0,0,0,2,2021-307301
24,2201,01,275,0,,MDJN2201.pdf,3073,6447,00160662.tif,3,1,3,5,ORIGINAL,06,10,307301,2021,0,0,0470853,BFT YOUNG SCHOOL,4673,3,0,0,5,0,0,0,2,2021-307301
24,2201,02,277,0,,MDJN2201.pdf,3073,6447,00160664.tif,3,1,2,3,ORIGINAL,06,10,307302,2021,0,0,0470853,BFT SCHOOL,4677,1,2,0,0,0,0,0,2,2021-307302
24,2201,03,279,0,,MDJN2201.pdf,3073,6447,00160666.tif,3,1,3,6,ORIGINAL,06,10,307303,2021,0,0,0470853,YFT,4711,1,12,0,1,0,0,0,2,2021-307303
24,2201,03,278,0,,MDJN2201.pdf,3073,6447,00160666.tif,3,1,3,6,ORIGINAL,06,10,307303,2021,0,0,0470853,GOLDEN TILEFISH,4467,2,4,0,0,0,0,0,2,2021-307303
24,2201,07,280,0,,MDJN2201.pdf,3073,6447,00160671.tif,3,1,2,6,ORIGINAL,06,10,307307,2021,0,0,0470853,BFT SCHOOL,4677,1,2,0,2,0,0,0,2,2021-307307
24,2201,07,281,0,,MDJN2201.pdf,3073,6447,00160671.tif,3,1,2,6,ORIGINAL,06,10,307307,2021,0,0,0470853,LITTLE TUNNY,4681,2,2,0,0,0,0,0,2,2021-307307
24,2211,01,314,0,,MDJN2211.pdf,3074,7844,00160675.tif,3,1,3,6,ORIGINAL,06,11,307401,2021,0,0,0470853,YFT,4711,1,14,14,0,0,0,0,2,2021-307401
24,2211,02,315,0,,MDJN2211.pdf,3074,7844,00160677.tif,3,1,3,6,ORIGINAL,06,11,307402,2021,0,0,0470853,YFT,4711,1,7,7,0,0,0,0,1,2021-307402
24,2211,03,316,0,,MDJN2211.pdf,3074,7844,00160679.tif,3,1,3,6,ORIGINAL,06,11,307403,2021,0,0,0470853,YFT,4711,1,13,0,0,0,0,0,2,2021-307403
24,2211,04,317,0,,MDJN2211.pdf,3074,7844,00160681.tif,3,1,2,4,ORIGINAL,06,11,307404,2021,0,0,0470853,YFT,4711,1,8,8,0,0,0,0,1,2021-307404
24,2211,05,318,0,,MDJN2211.pdf,3074,7844,00160683.tif,3,1,3,4,ORIGINAL,06,11,307405,2021,0,0,0470853,YFT,4711,1,7,7,0,0,0,0,2,2021-307405
24,2211,06,319,0,,MDJN2211.pdf,3074,7844,00160685.tif,3,1,3,6,ORIGINAL,06,11,307406,2021,0,0,0470853,YFT,4711,1,17,17,0,0,0,0,1,2021-307406
24,2211,07,320,0,,MDJN2211.pdf,3074,7844,00160687.tif,3,1,3,6,ORIGINAL,06,11,307407,2021,0,0,0470853,YFT,4711,1,10,10,0,0,0,0,2,2021-307407
34,1108,01,391,0,,NJJN1108.pdf,3075,6416,00160692.tif,10,1,3,5,ORIGINAL,06,13,307501,2021,0,0,0290193,BFT SCHOOL,4677,1,2,0,1,0,0,0,2,2021-307501
34,1108,02,392,0,,NJJN1108.pdf,3075,6416,00160694.tif,10,1,2,5,ORIGINAL,06,13,307502,2021,0,0,0290193,BFT SCHOOL,4677,1,2,2,2,0,0,0,1,2021-307502
34,1108,03,393,0,,NJJN1108.pdf,3075,6416,00160696.tif,10,1,3,5,ORIGINAL,06,13,307503,2021,0,0,0294283,BLUE SHARK,4931,1,0,0,1,0,0,0,2,2021-307503
34,1108,04,394,0,,NJJN1108.pdf,3075,6416,00160698.tif,10,1,3,6,ORIGINAL,06,13,307504,2021,0,0,0290279,BFT SCHOOL,4677,1,2,0,10,0,0,0,2,2021-307504
34,1207,01,410,0,,NJJN1207.pdf,3076,6416,00160703.tif,6,1,3,6,ORIGINAL,06,12,307601,2021,0,0,0251808,BFT SCHOOL,4677,1,2,2,21,0,0,2,1,2021-307601
34,1208,01,412,0,,NJJN1208.pdf,3077,7892,00160708.tif,10,1,2,4,ORIGINAL,06,12,307701,2021,1,0,0294283,BFT SCHOOL,4677,1,2,2,4,0,0,0,2,2021-307701
34,1208,01,411,0,,NJJN1208.pdf,3077,7892,00160708.tif,10,1,2,4,ORIGINAL,06,12,307701,2021,1,0,0294283,SHORTFIN MAKO SHARK,3551,2,0,0,4,0,0,0,2,2021-307701
34,1208,01,413,1,ALIVE;,NJJN1208.pdf,3077,7892,00160708.tif,10,1,2,4,ORIGINAL,06,12,307701,2021,1,0,0294283,ALBACORE TUNA,4701,3,8,0,25,0,0,0,2,2021-307701
34,1208,01,414,0,,NJJN1208.pdf,3077,7892,00160708.tif,10,1,2,4,ORIGINAL,06,12,307701,2021,1,0,0294283,BLUE SHARK,4931,4,0,0,2,0,0,0,2,2021-307701
34,2106,01,421,0,,NJJN2106.pdf,3082,6416,00160749.tif,6,1,3,5,ORIGINAL,06,10,308201,2021,0,0,0259005,BFT SCHOOL,4677,1,3,0,12,0,0,0,2,2021-308201
34,2106,01,422,0,,NJJN2106.pdf,3082,6416,00160749.tif,6,1,3,5,ORIGINAL,06,10,308201,2021,0,0,0259005,BFT LARGE SCHOOL,4678,2,1,0,0,0,0,0,2,2021-308201
34,2106,01,423,0,,NJJN2106.pdf,3082,6416,00160749.tif,6,1,3,5,ORIGINAL,06,10,308201,2021,0,0,0259005,LITTLE TUNNY,4681,3,2,2,2,0,0,0,2,2021-308201
34,2106,02,424,0,,NJJN2106.pdf,3082,6416,00160751.tif,6,1,3,6,ORIGINAL,06,10,308202,2021,0,0,0251808,BFT SCHOOL,4677,1,2,0,2,0,0,0,2,2021-308202
34,2106,02,425,0,,NJJN2106.pdf,3082,6416,00160751.tif,6,1,3,6,ORIGINAL,06,10,308202,2021,0,0,0251808,LITTLE TUNNY,4681,2,0,0,2,0,0,0,2,2021-308202
34,2106,03,426,1,KEPT;,NJJN2106.pdf,3082,6416,00160753.tif,6,1,1,4,ORIGINAL,06,10,308203,2021,0,0,0251808,BFT SCHOOL,4677,1,2,0,0,0,0,0,2,2021-308203
34,2106,04,427,0,,NJJN2106.pdf,3082,6416,00160755.tif,6,1,3,3,ORIGINAL,06,10,308204,2021,0,0,0251808,BFT SCHOOL,4677,1,2,2,3,0,0,2,1,2021-308204
34,2106,05,428,0,,NJJN2106.pdf,3082,6416,00160757.tif,6,1,2,2,ORIGINAL,06,10,308205,2021,0,0,0251808,BFT SCHOOL,4677,1,2,2,6,0,0,1,1,2021-308205
34,2106,05,429,0,,NJJN2106.pdf,3082,6416,00160757.tif,6,1,2,2,ORIGINAL,06,10,308205,2021,0,0,0251808,LITTLE TUNNY,4681,2,0,0,2,0,0,0,1,2021-308205
34,2106,06,430,0,,NJJN2106.pdf,3082,6416,00160759.tif,6,1,3,3,ORIGINAL,06,10,308206,2021,0,0,0251808,BFT SCHOOL,4677,1,2,2,6,0,0,0,1,2021-308206
34,2106,07,431,0,,NJJN2106.pdf,3082,6416,00160761.tif,6,1,3,2,ORIGINAL,06,10,308207,2021,0,0,0251808,BFT SCHOOL,4677,1,2,2,2,0,0,0,1,2021-308207
34,2106,08,432,0,,NJJN2106.pdf,3082,6416,00160763.tif,6,1,3,7,ORIGINAL,06,10,308208,2021,0,0,0251808,BFT SCHOOL,4677,1,2,2,17,0,0,0,1,2021-308208
34,2106,09,433,0,,NJJN2106.pdf,3082,6416,00160765.tif,6,1,2,5,ORIGINAL,06,10,308209,2021,0,0,0251808,BFT SCHOOL,4677,1,2,2,15,0,0,2,1,2021-308209
34,2122,03,446,0,,NJJN2122.pdf,3084,7508,00160730.tif,11,1,2,5,ORIGINAL,06,10,308403,2021,0,0,0091131,BFT SCHOOL,4677,1,2,2,0,0,0,0,1,2021-308403
36,1104,01,512,0,,NYJN1104.pdf,3088,7727,00160744.tif,3,1,3,5,ORIGINAL,06,13,308801,2021,0,0,1030175,BLUE SHARK,4931,1,0,0,2,0,0,0,2,2021-308801
36,1104,01,511,0,,NYJN1104.pdf,3088,7727,00160744.tif,3,1,3,5,ORIGINAL,06,13,308801,2021,0,0,1030175,SHORTFIN MAKO SHARK,3551,2,1,1,0,0,0,0,2,2021-308801
51,1103,01,707,0,,VAJN1103.pdf,3093,7871,00160781.tif,1,1,3,4,ORIGINAL,06,12,309301,2021,0,0,8100002,YFT,4711,1,8,0,0,0,0,0,2,2021-309301
51,1103,02,708,0,,VAJN1103.pdf,3093,7871,00160783.tif,1,1,2,6,ORIGINAL,06,12,309302,2021,0,0,8100091,YFT,4711,1,2,0,0,0,0,0,2,2021-309302
51,2102,01,769,0,,VAJN2102.pdf,3095,7652,00160788.tif,8,1,2,4,ORIGINAL,06,11,309501,2021,0,0,0010039,YFT,4711,1,1,0,0,0,0,0,2,2021-309501
51,2111,01,781,0,,VAJN2111.pdf,3096,7872,00160792.tif,1,1,3,7,ORIGINAL,06,11,309601,2021,0,0,8100091,YFT,4711,1,12,6,0,0,0,0,2,2021-309601
51,2111,02,782,0,,VAJN2111.pdf,3096,7872,00160794.tif,1,1,2,9,ORIGINAL,06,11,309602,2021,0,0,8100091,YFT,4711,1,9,9,0,0,0,0,1,2021-309602
51,2112,01,785,0,,VAJN2112.pdf,3097,7916,00160802.tif,1,1,3,6,ORIGINAL,06,09,309701,2021,1,1,8100002,BLUELINE TILEFISH,4440,1,20,20,0,0,0,0,2,2021-309701
51,2112,01,783,1,RARE OR ILLEGAL SPECIES KEPT;,VAJN2112.pdf,3097,7916,00160802.tif,1,1,3,6,ORIGINAL,06,09,309701,2021,1,1,8100002,SNOWY GROUPER,1414,2,1,1,0,0,0,0,2,2021-309701
51,2112,01,784,0,,VAJN2112.pdf,3097,7916,00160802.tif,1,1,3,6,ORIGINAL,06,09,309701,2021,1,1,8100002,BLACK SEA BASS,3350,3,0,0,20,0,0,0,2,2021-309701
51,2112,01,786,0,,VAJN2112.pdf,3097,7916,00160802.tif,1,1,3,6,ORIGINAL,06,09,309701,2021,1,1,8100002,ALBACORE TUNA,4701,4,0,0,2,0,0,0,2,2021-309701
51,2112,02,787,0,,VAJN2112.pdf,3097,7916,00160798.tif,1,1,3,6,ORIGINAL,06,09,309702,2021,0,0,8100002,BLUELINE TILEFISH,4440,1,42,42,0,0,0,0,2,2021-309702
51,2112,03,788,0,,VAJN2112.pdf,3097,7916,00160800.tif,1,1,3,5,ORIGINAL,06,09,309703,2021,0,0,8100002,YFT,4711,1,1,1,0,0,0,0,2,2021-309703
51,2209,01,844,0,,VAJN2209.pdf,3099,7925,00160808.tif,1,1,2,3,ORIGINAL,06,10,309901,2021,0,0,8100091,BIGEYE TUNA,4691,1,1,1,0,0,0,0,1,2021-309901
51,2209,01,845,0,,VAJN2209.pdf,3099,7925,00160808.tif,1,1,2,3,ORIGINAL,06,10,309901,2021,0,0,8100091,YFT,4711,2,1,1,0,0,0,0,1,2021-309901
51,2209,02,847,0,,VAJN2209.pdf,3099,7925,00160810.tif,1,1,3,5,REVISED,06,10,309902,2021,0,1,8100002,YFT,4711,1,7,2,0,0,0,0,1,2021-309902
51,2209,02,846,0,,VAJN2209.pdf,3099,7925,00160810.tif,1,1,3,5,REVISED,06,10,309902,2021,0,1,8100002,DOLPHIN,1050,2,1,1,0,0,0,0,1,2021-309902
51,2209,03,848,0,,VAJN2209.pdf,3099,7925,00160812.tif,1,1,3,6,ORIGINAL,06,10,309903,2021,0,0,8100002,DOLPHIN,1050,1,1,1,0,0,0,0,1,2021-309903
51,2210,01,850,0,,VAJN2210.pdf,3100,7871,00160816.tif,3,1,3,5,ORIGINAL,06,10,310001,2021,0,1,8100088,YFT,4711,1,1,1,0,0,0,0,1,2021-310001
51,2210,01,849,0,,VAJN2210.pdf,3100,7871,00160816.tif,3,1,3,5,ORIGINAL,06,10,310001,2021,0,1,8100088,BLUELINE TILEFISH,4440,2,27,27,0,0,0,0,1,2021-310001
51,2210,02,851,0,,VAJN2210.pdf,3100,7871,00160818.tif,3,1,3,6,ORIGINAL,06,10,310002,2021,0,0,8100088,YFT,4711,1,1,1,0,0,0,0,1,2021-310002
51,2215,01,862,0,,VAJN2215.pdf,3101,7919,00160822.tif,3,1,3,11,ORIGINAL,06,11,310101,2021,0,0,8100088,YFT,4711,1,1,1,0,0,0,0,1,2021-310101
51,2215,02,863,0,,VAJN2215.pdf,3101,7919,00160824.tif,3,1,3,4,ORIGINAL,06,11,310102,2021,1,1,8100088,YFT,4711,1,12,12,0,0,0,0,1,2021-310102
51,2215,03,864,0,,VAJN2215.pdf,3101,7919,00160826.tif,3,1,2,4,ORIGINAL,06,11,310103,2021,0,0,8100088,YFT,4711,1,12,12,0,0,0,0,2,2021-310103
51,2215,04,865,0,,VAJN2215.pdf,3101,7919,00160828.tif,3,1,3,6,ORIGINAL,06,11,310104,2021,0,0,8100088,YFT,4711,1,17,0,0,0,0,0,2,2021-310104
36,1205,01,530,0,,NYJN1205.pdf,3143,7466,00160840.tif,4,1,3,2,ORIGINAL,06,13,314301,2021,0,0,1030085,BFT SCHOOL,4677,1,3,0,0,0,0,0,2,2021-314301
36,1205,01,529,0,,NYJN1205.pdf,3143,7466,00160840.tif,4,1,3,2,ORIGINAL,06,13,314301,2021,0,0,1030085,BFT YOUNG SCHOOL,4673,2,0,0,2,0,0,0,2,2021-314301
36,1205,02,532,0,,NYJN1205.pdf,3143,7466,00160842.tif,4,1,2,6,ORIGINAL,06,13,314302,2021,0,0,1030137,YFT,4711,1,2,0,0,0,0,0,2,2021-314302
36,1205,02,531,0,,NYJN1205.pdf,3143,7466,00160842.tif,4,1,2,6,ORIGINAL,06,13,314302,2021,0,0,1030137,DOLPHIN,1050,2,1,0,0,0,0,0,2,2021-314302
36,1205,03,533,0,,NYJN1205.pdf,3143,7466,00160844.tif,4,1,2,6,ORIGINAL,06,13,314303,2021,1,1,1030085,DOLPHIN,1050,1,1,1,0,0,0,0,1,2021-314303
36,1205,03,534,0,,NYJN1205.pdf,3143,7466,00160844.tif,4,1,2,6,ORIGINAL,06,13,314303,2021,1,1,1030085,BFT SCHOOL,4677,2,1,1,0,0,0,0,1,2021-314303
36,1205,03,535,0,,NYJN1205.pdf,3143,7466,00160844.tif,4,1,2,6,ORIGINAL,06,13,314303,2021,1,1,1030085,YFT,4711,3,3,3,0,0,0,0,1,2021-314303
36,1205,04,536,0,,NYJN1205.pdf,3143,7466,00160846.tif,4,1,2,6,ORIGINAL,06,13,314304,2021,0,0,1030137,BFT SCHOOL,4677,1,1,1,0,0,0,0,1,2021-314304
36,1205,04,537,0,,NYJN1205.pdf,3143,7466,00160846.tif,4,1,2,6,ORIGINAL,06,13,314304,2021,0,0,1030137,YFT,4711,2,0,0,15,0,0,0,1,2021-314304
51,1104,01,709,0,,VAJN1104.pdf,3144,6686,00160850.tif,1,1,3,5,ORIGINAL,06,13,314401,2021,0,0,8100091,YFT,4711,1,2,2,0,0,0,0,1,2021-314401
24,2118,01,212,0,,MDJN2118.pdf,3155,6555,00160862.tif,4,3,2,5,ORIGINAL,06,14,315501,2021,0,0,0470856,YFT,4711,1,9,0,0,0,0,0,2,2021-315501
24,2118,01,211,0,,MDJN2118.pdf,3155,6555,00160862.tif,4,3,2,5,ORIGINAL,06,14,315501,2021,0,0,0470856,ATLANTIC BONITO,330,2,0,0,2,0,0,0,2,2021-315501
24,2118,02,213,0,,MDJN2118.pdf,3155,6555,00160864.tif,4,3,2,4,ORIGINAL,06,14,315502,2021,0,0,0470856,YFT,4711,1,5,0,0,0,0,0,2,2021-315502
24,2118,03,215,0,,MDJN2118.pdf,3155,6555,00160866.tif,4,3,2,4,ORIGINAL,06,14,315503,2021,0,0,0470856,YFT,4711,1,3,0,0,0,0,0,2,2021-315503
24,2118,03,214,0,,MDJN2118.pdf,3155,6555,00160866.tif,4,3,2,4,ORIGINAL,06,14,315503,2021,0,0,0470856,SKIPJACK TUNA,4661,2,0,0,1,0,0,0,2,2021-315503
24,2202,01,282,0,,MDJN2202.pdf,3156,7844,00160870.tif,3,1,3,4,ORIGINAL,06,14,315601,2021,0,0,0470853,YFT,4711,1,4,4,1,0,0,0,2,2021-315601
24,2202,02,283,0,,MDJN2202.pdf,3156,7844,00160872.tif,3,1,3,6,ORIGINAL,06,14,315602,2021,0,0,0470853,YFT,4711,1,15,15,0,0,0,0,1,2021-315602
24,2202,03,285,0,,MDJN2202.pdf,3156,7844,00160874.tif,3,1,3,6,ORIGINAL,06,14,315603,2021,0,0,0470853,YFT,4711,1,18,0,0,0,0,0,2,2021-315603
24,2202,03,284,0,,MDJN2202.pdf,3156,7844,00160874.tif,3,1,3,6,ORIGINAL,06,14,315603,2021,0,0,0470853,SKIPJACK TUNA,4661,2,2,2,0,0,0,0,2,2021-315603
24,2202,04,286,0,,MDJN2202.pdf,3156,7844,00160876.tif,3,1,2,6,ORIGINAL,06,14,315604,2021,0,0,0470853,YFT,4711,1,8,8,0,0,0,0,2,2021-315604
24,2202,05,287,0,,MDJN2202.pdf,3156,7844,00160878.tif,3,1,3,2,ORIGINAL,06,14,315605,2021,0,0,0470853,YFT,4711,1,4,4,0,0,0,0,2,2021-315605
24,2202,06,288,0,,MDJN2202.pdf,3156,7844,00160880.tif,3,1,2,4,ORIGINAL,06,14,315606,2021,0,0,0470853,YFT,4711,1,12,0,0,0,0,0,2,2021-315606
34,2125,01,447,0,,NJJN2125.pdf,3157,6416,00160886.tif,6,1,3,5,ORIGINAL,06,14,315701,2021,0,0,0251808,BFT SCHOOL,4677,1,3,1,5,0,0,1,1,2021-315701
34,2125,02,449,0,,NJJN2125.pdf,3157,6416,00160888.tif,6,1,3,4,ORIGINAL,06,14,315702,2021,1,0,0251808,BFT LARGE SCHOOL,4678,1,1,1,0,0,0,1,1,2021-315702
34,2125,02,448,1,ALIVE;,NJJN2125.pdf,3157,6416,00160888.tif,6,1,3,4,ORIGINAL,06,14,315702,2021,1,0,0251808,BFT SCHOOL,4677,2,2,2,30,0,0,0,1,2021-315702
34,2125,03,451,0,,NJJN2125.pdf,3157,6416,00160890.tif,6,1,3,4,ORIGINAL,06,14,315703,2021,1,0,0251808,LITTLE TUNNY,4681,1,4,4,12,0,0,0,1,2021-315703
34,2125,03,450,0,,NJJN2125.pdf,3157,6416,00160890.tif,6,1,3,4,ORIGINAL,06,14,315703,2021,1,0,0251808,BFT SCHOOL,4677,2,2,2,0,0,0,0,1,2021-315703
34,2125,04,453,0,,NJJN2125.pdf,3157,6416,00160892.tif,6,1,3,6,ORIGINAL,06,14,315704,2021,0,0,0259005,BFT SCHOOL,4677,1,3,0,20,0,0,0,2,2021-315704
34,2125,04,452,0,,NJJN2125.pdf,3157,6416,00160892.tif,6,1,3,6,ORIGINAL,06,14,315704,2021,0,0,0259005,GOLDEN TILEFISH,4467,2,21,0,0,0,0,0,2,2021-315704
25,2226,01,378,0,,MAJN2226.pdf,3165,7633,00160910.tif,37,4,3,9,ORIGINAL,06,15,316501,2021,0,0,0099249,ATLANTIC MACKEREL,2120,1,12,0,0,0,0,0,2,2021-316501
25,2226,01,376,1,CAUGHT OUT OF AREA;ALIVE;,MAJN2226.pdf,3165,7633,00160910.tif,37,4,3,9,ORIGINAL,06,15,316501,2021,0,0,0099249,COD,805,2,0,0,2,0,0,0,2,2021-316501
25,2226,01,379,0,,MAJN2226.pdf,3165,7633,00160910.tif,37,4,3,9,ORIGINAL,06,15,316501,2021,0,0,0099249,REDFISH,2400,3,0,0,5,0,0,0,2,2021-316501
25,2226,01,380,0,,MAJN2226.pdf,3165,7633,00160910.tif,37,4,3,9,ORIGINAL,06,15,316501,2021,0,0,0099249,POLLOCK,2695,4,0,0,2,0,0,0,2,2021-316501
25,2226,01,377,0,,MAJN2226.pdf,3165,7633,00160910.tif,37,4,3,9,ORIGINAL,06,15,316501,2021,0,0,0099249,HADDOCK,1479,5,42,0,3,0,0,0,2,2021-316501
24,2119,01,217,0,,MDJN2119.pdf,3166,6936,00160914.tif,5,1,3,6,ORIGINAL,06,15,316601,2021,1,0,0471493,YFT,4711,1,10,10,0,0,0,0,1,2021-316601
24,2119,01,216,0,,MDJN2119.pdf,3166,6936,00160914.tif,5,1,3,6,ORIGINAL,06,15,316601,2021,1,0,0471493,DOLPHIN,1050,2,1,1,0,0,0,0,1,2021-316601
24,2119,02,218,0,,MDJN2119.pdf,3166,6936,00160916.tif,5,1,3,6,ORIGINAL,06,15,316602,2021,0,0,0471493,YFT,4711,1,10,10,0,0,0,0,1,2021-316602
24,2119,03,220,0,,MDJN2119.pdf,3166,6936,00160918.tif,5,1,3,6,ORIGINAL,06,15,316603,2021,0,0,0471493,YFT,4711,1,7,7,5,0,0,0,1,2021-316603
24,2119,03,219,0,,MDJN2119.pdf,3166,6936,00160918.tif,5,1,3,6,ORIGINAL,06,15,316603,2021,0,0,0471493,DOLPHIN,1050,2,1,1,0,0,0,0,1,2021-316603
24,2119,04,221,0,,MDJN2119.pdf,3166,6936,00160920.tif,5,1,3,6,ORIGINAL,06,15,316604,2021,1,0,0471493,YFT,4711,1,4,4,1,0,0,0,1,2021-316604
24,2119,05,222,0,,MDJN2119.pdf,3166,6936,00160922.tif,5,1,2,3,ORIGINAL,06,15,316605,2021,0,0,0471493,YFT,4711,1,2,2,0,0,0,0,2,2021-316605
