tracker,id,year,month,stcode,control,docno,species,othlp,kept,observe,alive,dead,sell,weighed
032001,2013-032001,2013,07,10,1103,01,1050,DOLPHIN,0,0,1,0,0,0
032002,2013-032002,2013,07,10,1103,02,1050,DOLPHIN,1,0,0,0,0,0
032002,2013-032002,2013,07,10,1103,02,1219,SUMMER FLOUNDER,2,0,0,0,0,0
032002,2013-032002,2013,07,10,1103,02,3350,BLACK SEA BASS,1,0,0,0,0,0
032002,2013-032002,2013,07,10,1103,02,4711,YFT,1,0,0,0,0,0
032004,2013-032004,2013,07,10,1103,04,3551,SHORTFIN MAKO SHARK,0,0,1,0,0,0
032005,2013-032005,2013,07,10,1103,05,4678,BFT LARGE SCHOOL,1,0,0,0,0,0
032005,2013-032005,2013,07,10,1103,05,1050,DOLPHIN,1,0,0,0,0,0
032006,2013-032006,2013,07,10,1103,06,4678,BFT LARGE SCHOOL,1,0,0,0,0,0
032006,2013-032006,2013,07,10,1103,06,1050,DOLPHIN,2,0,0,0,0,0
032006,2013-032006,2013,07,10,1103,06,4711,YFT,1,0,0,0,0,0
032007,2013-032007,2013,07,10,1103,07,4871,BLACKTIP SHARK,0,0,1,0,0,0
032008,2013-032008,2013,07,10,1103,08,4678,BFT LARGE SCHOOL,1,0,1,0,0,0
032010,2013-032010,2013,07,10,1103,10,1050,DOLPHIN,1,0,0,0,0,0
032011,2013-032011,2013,07,10,1103,11,4678,BFT LARGE SCHOOL,1,0,0,0,0,0
032011,2013-032011,2013,07,10,1103,11,1050,DOLPHIN,3,0,0,0,0,0
032012,2013-032012,2013,07,10,1103,12,1050,DOLPHIN,1,0,0,0,0,0
032012,2013-032012,2013,07,10,1103,12,2161,WHITE MARLIN,0,0,1,0,0,0
032013,2013-032013,2013,07,10,1103,13,4678,BFT LARGE SCHOOL,1,0,2,0,0,0
032013,2013-032013,2013,07,10,1103,13,1050,DOLPHIN,2,0,0,0,0,0
032013,2013-032013,2013,07,10,1103,13,4661,SKIPJACK TUNA,1,0,0,0,0,0
032014,2013-032014,2013,07,10,1103,14,4711,YFT,1,0,0,0,0,0
032015,2013-032015,2013,07,10,1103,15,4711,YFT,1,0,0,0,0,0
032101,2013-032101,2013,07,10,1201,01,4678,BFT LARGE SCHOOL,1,1,0,0,0,0
032201,2013-032201,2013,07,10,1203,01,4678,BFT LARGE SCHOOL,1,1,0,0,0,0
032401,2013-032401,2013,07,10,2205,01,4678,BFT LARGE SCHOOL,1,1,2,0,0,0
032501,2013-032501,2013,07,10,2206,01,4677,BFT SCHOOL,2,0,0,0,0,0
032505,2013-032505,2013,07,10,2206,05,4678,BFT LARGE SCHOOL,1,0,4,0,0,0
032506,2013-032506,2013,07,10,2206,06,4677,BFT SCHOOL,2,0,0,0,0,0
032506,2013-032506,2013,07,10,2206,06,4678,BFT LARGE SCHOOL,1,0,0,0,0,0
032508,2013-032508,2013,07,10,2206,08,4678,BFT LARGE SCHOOL,1,0,0,0,0,0
032508,2013-032508,2013,07,10,2206,08,1050,DOLPHIN,3,0,0,0,0,0
032508,2013-032508,2013,07,10,2206,08,4711,YFT,0,0,1,0,0,0
032509,2013-032509,2013,07,10,2206,09,1050,DOLPHIN,1,0,0,0,0,0
032511,2013-032511,2013,07,10,2206,11,1050,DOLPHIN,1,0,0,0,0,0
032511,2013-032511,2013,07,10,2206,11,4711,YFT,1,0,0,0,0,0
032512,2013-032512,2013,07,10,2206,12,4678,BFT LARGE SCHOOL,1,0,0,0,0,0
033602,2013-033602,2013,07,25,2102,02,4671,BFT GIANT,1,1,0,0,1,0
034104,2013-034104,2013,07,24,1101,04,1050,DOLPHIN,1,0,0,0,0,0
034105,2013-034105,2013,07,24,1101,05,1050,DOLPHIN,1,0,0,0,0,0
034106,2013-034106,2013,07,24,1101,06,4677,BFT SCHOOL,1,0,0,0,0,0
034106,2013-034106,2013,07,24,1101,06,1050,DOLPHIN,1,0,0,0,0,0
034108,2013-034108,2013,07,24,1101,08,1050,DOLPHIN,1,0,0,0,0,0
034205,2013-034205,2013,07,24,1102,05,4677,BFT SCHOOL,1,0,0,0,0,0
034404,2013-034404,2013,07,24,1111,04,4677,BFT SCHOOL,1,1,0,0,0,0
034406,2013-034406,2013,07,24,1111,06,4678,BFT LARGE SCHOOL,1,0,0,0,0,0
034408,2013-034408,2013,07,24,1111,08,4677,BFT SCHOOL,2,0,0,0,0,0
034410,2013-034410,2013,07,24,1111,10,4678,BFT LARGE SCHOOL,1,0,1,0,0,0
034411,2013-034411,2013,07,24,1111,11,4677,BFT SCHOOL,2,0,1,0,0,0
034413,2013-034413,2013,07,24,1111,13,4677,BFT SCHOOL,2,1,0,0,0,0
034414,2013-034414,2013,07,24,1111,14,4677,BFT SCHOOL,2,1,0,0,0,0
034415,2013-034415,2013,07,24,1111,15,1050,DOLPHIN,1,1,0,0,0,0
034415,2013-034415,2013,07,24,1111,15,4711,YFT,1,1,0,0,0,0
034501,2013-034501,2013,07,24,1112,01,4678,BFT LARGE SCHOOL,1,0,1,0,0,0
034503,2013-034503,2013,07,24,1112,03,4678,BFT LARGE SCHOOL,1,1,0,0,0,0
034503,2013-034503,2013,07,24,1112,03,1050,DOLPHIN,2,2,0,0,0,0
034509,2013-034509,2013,07,24,1112,09,4711,YFT,3,3,2,0,0,0
034601,2013-034601,2013,07,24,1113,01,4677,BFT SCHOOL,2,1,2,0,0,0
034601,2013-034601,2013,07,24,1113,01,4678,BFT LARGE SCHOOL,1,2,0,0,0,0
034601,2013-034601,2013,07,24,1113,01,1050,DOLPHIN,2,2,0,0,0,0
034602,2013-034602,2013,07,24,1113,02,4677,BFT SCHOOL,1,1,0,0,0,0
034603,2013-034603,2013,07,24,1113,03,4677,BFT SCHOOL,1,0,0,0,0,0
034604,2013-034604,2013,07,24,1113,04,4677,BFT SCHOOL,2,1,2,0,0,0
034606,2013-034606,2013,07,24,1113,06,1050,DOLPHIN,2,2,0,0,0,0
034606,2013-034606,2013,07,24,1113,06,4711,YFT,6,6,9,0,0,0
034607,2013-034607,2013,07,24,1113,07,4691,BIGEYE TUNA,1,1,0,0,0,0
034607,2013-034607,2013,07,24,1113,07,4711,YFT,3,3,6,0,0,0
034609,2013-034609,2013,07,24,1113,09,2161,WHITE MARLIN,0,0,1,0,0,0
034609,2013-034609,2013,07,24,1113,09,4711,YFT,0,0,1,0,0,0
034610,2013-034610,2013,07,24,1113,10,4677,BFT SCHOOL,1,1,0,0,0,0
034701,2013-034701,2013,07,24,1206,01,4711,YFT,1,0,0,0,0,0
034703,2013-034703,2013,07,24,1206,03,4677,BFT SCHOOL,1,1,0,0,0,0
034705,2013-034705,2013,07,24,1206,05,4676,BFT SMALL MEDIUM,1,1,0,0,0,0
034705,2013-034705,2013,07,24,1206,05,1050,DOLPHIN,1,1,0,0,0,0
034706,2013-034706,2013,07,24,1206,06,4677,BFT SCHOOL,2,1,0,0,0,0
034709,2013-034709,2013,07,24,1206,09,4676,BFT SMALL MEDIUM,1,1,0,0,0,0
034710,2013-034710,2013,07,24,1206,10,1050,DOLPHIN,3,3,0,0,0,0
034710,2013-034710,2013,07,24,1206,10,4711,YFT,0,0,1,0,0,0
034801,2013-034801,2013,07,24,1207,01,4677,BFT SCHOOL,2,2,0,0,0,0
034902,2013-034902,2013,07,24,2102,02,1050,DOLPHIN,1,0,0,0,0,0
035002,2013-035002,2013,07,24,2103,02,4677,BFT SCHOOL,1,0,0,0,0,0
035002,2013-035002,2013,07,24,2103,02,1050,DOLPHIN,1,0,0,0,0,0
035002,2013-035002,2013,07,24,2103,02,4711,YFT,1,0,0,0,0,0
035101,2013-035101,2013,07,24,2204,01,4677,BFT SCHOOL,2,1,0,0,0,0
035102,2013-035102,2013,07,24,2204,02,4677,BFT SCHOOL,2,2,0,0,0,1
035801,2013-035801,2013,07,34,1101,01,4677,BFT SCHOOL,1,0,2,0,0,0
035901,2013-035901,2013,07,34,1102,01,230,BLUEFISH,2,2,1,0,0,0
036201,2013-036201,2013,07,34,1111,01,4678,BFT LARGE SCHOOL,1,1,0,0,0,0
036201,2013-036201,2013,07,34,1111,01,1050,DOLPHIN,1,1,0,0,0,0
036201,2013-036201,2013,07,34,1111,01,4821,SANDBAR SHARK,0,0,1,0,0,0
036201,2013-036201,2013,07,34,1111,01,4841,DUSKY SHARK,0,0,1,0,0,0
036501,2013-036501,2013,07,34,1210,01,4821,SANDBAR SHARK,0,0,1,0,0,0
036502,2013-036502,2013,07,34,1210,02,4676,BFT SMALL MEDIUM,1,0,1,0,0,0
036701,2013-036701,2013,07,34,1212,01,4678,BFT LARGE SCHOOL,1,1,0,0,0,0
036702,2013-036702,2013,07,34,1212,02,4678,BFT LARGE SCHOOL,1,1,0,0,0,0
036704,2013-036704,2013,07,34,1212,04,4677,BFT SCHOOL,2,1,0,0,0,0
036704,2013-036704,2013,07,34,1212,04,4678,BFT LARGE SCHOOL,1,1,1,0,0,0
036704,2013-036704,2013,07,34,1212,04,1050,DOLPHIN,1,1,0,0,0,0
037401,2013-037401,2013,07,34,2113,01,4676,BFT SMALL MEDIUM,1,0,0,0,0,0
037405,2013-037405,2013,07,34,2113,05,4678,BFT LARGE SCHOOL,1,1,0,0,0,0
038902,2013-038902,2013,07,51,1102,02,1050,DOLPHIN,47,2,0,0,0,0
038902,2013-038902,2013,07,51,1102,02,4711,YFT,5,5,1,0,0,0
038903,2013-038903,2013,07,51,1102,03,1050,DOLPHIN,3,3,0,0,0,0
038903,2013-038903,2013,07,51,1102,03,4711,YFT,1,1,0,0,0,0
038905,2013-038905,2013,07,51,1102,05,270,BARKEL FISH,2,2,0,0,0,0
038905,2013-038905,2013,07,51,1102,05,815,COD,1,1,0,0,0,0
038905,2013-038905,2013,07,51,1102,05,1050,DOLPHIN,2,2,0,0,0,0
038905,2013-038905,2013,07,51,1102,05,2420,BLACK BELLIED ROSEFI,1,1,0,0,0,0
039001,2013-039001,2013,07,51,1103,01,1050,DOLPHIN,1,0,0,0,0,0
039002,2013-039002,2013,07,51,1103,02,1050,DOLPHIN,1,0,0,0,0,0
039002,2013-039002,2013,07,51,1103,02,4661,SKIPJACK TUNA,1,0,0,0,0,0
039102,2013-039102,2013,07,51,1109,02,1050,DOLPHIN,6,6,0,0,0,0
039102,2013-039102,2013,07,51,1109,02,4681,LITTLE TUNNY,0,0,2,0,0,0
039103,2013-039103,2013,07,51,1109,03,1050,DOLPHIN,2,2,0,0,0,0
039103,2013-039103,2013,07,51,1109,03,4711,YFT,2,2,2,0,0,0
039302,2013-039302,2013,07,51,1202,02,1050,DOLPHIN,3,3,8,0,0,0
039302,2013-039302,2013,07,51,1202,02,4711,YFT,3,3,1,0,0,0
039402,2013-039402,2013,07,51,2101,02,1050,DOLPHIN,4,4,0,0,0,0
039503,2013-039503,2013,07,51,2112,03,1050,DOLPHIN,2,2,0,0,0,0
039503,2013-039503,2013,07,51,2112,03,4681,LITTLE TUNNY,1,1,0,0,0,0
039503,2013-039503,2013,07,51,2112,03,4711,YFT,1,1,0,0,0,0
039504,2013-039504,2013,07,51,2112,04,2420,BLACK BELLIED ROSEFI,10,10,0,0,0,0
039504,2013-039504,2013,07,51,2112,04,4467,GOLDEN TILEFISH,1,1,0,0,0,0
039504,2013-039504,2013,07,51,2112,04,4711,YFT,1,1,0,0,0,0
039505,2013-039505,2013,07,51,2112,05,230,BLUEFISH,20,0,0,0,0,0
039505,2013-039505,2013,07,51,2112,05,3840,SPANISH MACKEREL,7,0,0,0,0,0
039505,2013-039505,2013,07,51,2112,05,4871,BLACKTIP SHARK,0,0,1,0,0,0
039505,2013-039505,2013,07,51,2112,05,4941,ATLANTIC SHARPNOSE S,0,0,1,0,0,0
039507,2013-039507,2013,07,51,2112,07,1050,DOLPHIN,15,0,0,0,0,0
039507,2013-039507,2013,07,51,2112,07,4711,YFT,1,0,0,0,0,0
039508,2013-039508,2013,07,51,2112,08,1050,DOLPHIN,2,2,0,0,0,0
039508,2013-039508,2013,07,51,2112,08,4661,SKIPJACK TUNA,1,1,0,0,0,0
039508,2013-039508,2013,07,51,2112,08,4711,YFT,1,1,0,0,0,0
039509,2013-039509,2013,07,51,2112,09,1050,DOLPHIN,5,5,0,0,0,0
039509,2013-039509,2013,07,51,2112,09,2161,WHITE MARLIN,0,0,1,0,0,0
039601,2013-039601,2013,07,51,2202,01,1050,DOLPHIN,3,3,0,0,0,0
039601,2013-039601,2013,07,51,2202,01,4681,LITTLE TUNNY,0,0,1,0,0,0
039602,2013-039602,2013,07,51,2202,02,1050,DOLPHIN,4,4,0,0,0,0
039602,2013-039602,2013,07,51,2202,02,4711,YFT,2,2,0,0,0,0
039603,2013-039603,2013,07,51,2202,03,1050,DOLPHIN,5,5,0,0,0,0
039701,2013-039701,2013,07,51,2206,01,4678,BFT LARGE SCHOOL,1,1,0,0,0,0
040501,2013-040501,2013,07,44,1208,01,4180,STRIPED BASS,2,0,0,0,0,0
040501,2013-040501,2013,07,44,1208,01,4931,BLUE SHARK,0,0,1,0,0,0
040502,2013-040502,2013,07,44,1208,02,4931,BLUE SHARK,0,0,7,0,0,0
040503,2013-040503,2013,07,44,1208,03,3551,SHORTFIN MAKO SHARK,0,0,1,0,0,0
040503,2013-040503,2013,07,44,1208,03,4931,BLUE SHARK,0,0,2,0,0,0
040702,2013-040702,2013,07,51,1104,02,570,COBIA,1,1,0,0,0,0
040702,2013-040702,2013,07,51,1104,02,1050,DOLPHIN,5,5,0,0,0,0
040703,2013-040703,2013,07,51,1104,03,1050,DOLPHIN,3,3,0,0,0,0
040703,2013-040703,2013,07,51,1104,03,4681,LITTLE TUNNY,2,2,0,0,0,0
040703,2013-040703,2013,07,51,1104,03,4711,YFT,2,2,0,0,0,0
041401,2013-041401,2013,07,36,2107,01,1050,DOLPHIN,1,0,0,0,0,0
041401,2013-041401,2013,07,36,2107,01,3551,SHORTFIN MAKO SHARK,1,0,0,0,0,0
041401,2013-041401,2013,07,36,2107,01,4931,BLUE SHARK,0,0,1,0,0,0
041402,2013-041402,2013,07,36,2107,02,3551,SHORTFIN MAKO SHARK,1,1,0,0,0,0
041501,2013-041501,2013,07,10,2201,01,1050,DOLPHIN,2,2,0,0,0,0
041701,2013-041701,2013,07,25,2201,01,815,COD,0,0,2,0,0,0
041901,2013-041901,2013,07,24,2105,01,4676,BFT SMALL MEDIUM,1,1,6,0,0,0
041902,2013-041902,2013,07,24,2105,02,4676,BFT SMALL MEDIUM,1,1,0,0,0,0
041903,2013-041903,2013,07,24,2105,03,4677,BFT SCHOOL,0,0,3,0,0,0
041903,2013-041903,2013,07,24,2105,03,4678,BFT LARGE SCHOOL,0,0,1,0,0,0
041903,2013-041903,2013,07,24,2105,03,1050,DOLPHIN,1,1,0,0,0,0
041903,2013-041903,2013,07,24,2105,03,4711,YFT,5,5,0,0,0,0
042301,2013-042301,2013,07,36,2201,01,3551,SHORTFIN MAKO SHARK,0,0,2,0,0,0
042301,2013-042301,2013,07,36,2201,01,4931,BLUE SHARK,0,0,5,0,0,0
042501,2013-042501,2013,07,51,1110,01,4678,BFT LARGE SCHOOL,1,1,0,0,0,0
042501,2013-042501,2013,07,51,1110,01,4871,BLACKTIP SHARK,0,0,1,0,0,0
042503,2013-042503,2013,07,51,1110,03,1050,DOLPHIN,6,6,0,0,0,0
042503,2013-042503,2013,07,51,1110,03,4711,YFT,8,8,0,0,0,0
042503,2013-042503,2013,07,51,1110,03,4841,DUSKY SHARK,0,0,1,0,0,0
042601,2013-042601,2013,07,51,1111,01,4711,YFT,2,0,1,0,0,0
042602,2013-042602,2013,07,51,1111,02,3650,CLEAR NOSE SKATE,0,0,1,0,0,0
042603,2013-042603,2013,07,51,1111,03,1050,DOLPHIN,7,0,0,0,0,0
042604,2013-042604,2013,07,51,1111,04,1050,DOLPHIN,20,0,4,0,0,0
042605,2013-042605,2013,07,51,1111,05,1050,DOLPHIN,1,0,0,0,0,0
042606,2013-042606,2013,07,51,1111,06,30,GREATER AMBERJACK,0,0,6,0,0,0
042606,2013-042606,2013,07,51,1111,06,1050,DOLPHIN,2,0,0,0,0,0
042606,2013-042606,2013,07,51,1111,06,4711,YFT,2,0,0,0,0,0
042607,2013-042607,2013,07,51,1111,07,1050,DOLPHIN,35,0,0,0,0,0
042608,2013-042608,2013,07,51,1111,08,1050,DOLPHIN,5,0,0,0,0,0
042608,2013-042608,2013,07,51,1111,08,4711,YFT,2,0,1,0,0,0
042608,2013-042608,2013,07,51,1111,08,4720,WAHOO,1,0,0,0,0,0
042609,2013-042609,2013,07,51,1111,09,1050,DOLPHIN,3,0,0,0,0,0
042609,2013-042609,2013,07,51,1111,09,4711,YFT,1,0,0,0,0,0
042610,2013-042610,2013,07,51,1111,10,1050,DOLPHIN,1,0,0,0,0,0
042611,2013-042611,2013,07,51,1111,11,1050,DOLPHIN,1,0,0,0,0,0
042611,2013-042611,2013,07,51,1111,11,4711,YFT,2,0,0,0,0,0
042612,2013-042612,2013,07,51,1111,12,1050,DOLPHIN,1,0,0,0,0,0
042612,2013-042612,2013,07,51,1111,12,4711,YFT,1,0,0,0,0,0
042613,2013-042613,2013,07,51,1111,13,4711,YFT,2,0,0,0,0,0
042701,2013-042701,2013,07,51,1201,01,230,BLUEFISH,10,10,4,0,0,0
042801,2013-042801,2013,07,51,2201,01,1050,DOLPHIN,5,5,0,0,0,0
042801,2013-042801,2013,07,51,2201,01,4661,SKIPJACK TUNA,6,6,0,0,0,0
042801,2013-042801,2013,07,51,2201,01,4711,YFT,2,2,0,0,0,0
042802,2013-042802,2013,07,51,2201,02,1050,DOLPHIN,5,5,0,0,0,0
042802,2013-042802,2013,07,51,2201,02,4661,SKIPJACK TUNA,1,1,0,0,0,0
042802,2013-042802,2013,07,51,2201,02,4711,YFT,1,0,0,0,0,0
042803,2013-042803,2013,07,51,2201,03,230,BLUEFISH,2,0,0,0,0,0
042803,2013-042803,2013,07,51,2201,03,4871,BLACKTIP SHARK,0,0,2,0,0,0
042804,2013-042804,2013,07,51,2201,04,230,BLUEFISH,4,0,8,0,0,0
042804,2013-042804,2013,07,51,2201,04,4871,BLACKTIP SHARK,0,0,5,0,0,0
042804,2013-042804,2013,07,51,2201,04,4941,ATLANTIC SHARPNOSE S,0,0,1,0,0,0
042805,2013-042805,2013,07,51,2201,05,230,BLUEFISH,8,0,0,0,0,0
042805,2013-042805,2013,07,51,2201,05,3491,SAND TIGER SHARK,0,0,1,0,0,0
042805,2013-042805,2013,07,51,2201,05,3840,SPANISH MACKEREL,1,0,0,0,0,0
042805,2013-042805,2013,07,51,2201,05,4941,ATLANTIC SHARPNOSE S,0,0,3,0,0,0
042806,2013-042806,2013,07,51,2201,06,230,BLUEFISH,20,0,0,0,0,0
042806,2013-042806,2013,07,51,2201,06,4871,BLACKTIP SHARK,0,0,2,0,0,0
042806,2013-042806,2013,07,51,2201,06,4941,ATLANTIC SHARPNOSE S,7,0,0,0,0,0
042901,2013-042901,2013,07,51,2205,01,1050,DOLPHIN,2,2,0,0,0,0
042901,2013-042901,2013,07,51,2205,01,4711,YFT,9,9,0,0,0,0
042902,2013-042902,2013,07,51,2205,02,1050,DOLPHIN,8,8,0,0,0,0
042902,2013-042902,2013,07,51,2205,02,4711,YFT,16,16,0,0,0,0
043001,2013-043001,2013,07,51,2209,01,30,GREATER AMBERJACK,6,6,0,0,0,0
043001,2013-043001,2013,07,51,2209,01,180,BARRACUDA,1,1,0,0,0,0
043001,2013-043001,2013,07,51,2209,01,1050,DOLPHIN,4,4,0,0,0,0
043001,2013-043001,2013,07,51,2209,01,3350,BLACK SEA BASS,10,10,0,0,0,0
043001,2013-043001,2013,07,51,2209,01,4681,LITTLE TUNNY,1,1,0,0,0,0
043001,2013-043001,2013,07,51,2209,01,4711,YFT,1,1,0,0,0,0
043002,2013-043002,2013,07,51,2209,02,230,BLUEFISH,15,0,0,0,0,0
043002,2013-043002,2013,07,51,2209,02,3840,SPANISH MACKEREL,8,0,0,0,0,0
043002,2013-043002,2013,07,51,2209,02,4871,BLACKTIP SHARK,0,0,4,0,0,0
043002,2013-043002,2013,07,51,2209,02,4891,BULL SHARK,0,0,1,0,0,0
043002,2013-043002,2013,07,51,2209,02,4941,ATLANTIC SHARPNOSE S,2,0,0,0,0,0
043003,2013-043003,2013,07,51,2209,03,1050,DOLPHIN,42,42,0,0,0,0
043003,2013-043003,2013,07,51,2209,03,4681,LITTLE TUNNY,1,1,0,0,0,0
043003,2013-043003,2013,07,51,2209,03,4711,YFT,1,1,0,0,0,0
043401,2013-043401,2013,07,24,2201,01,4677,BFT SCHOOL,2,1,0,0,0,0
043401,2013-043401,2013,07,24,2201,01,4678,BFT LARGE SCHOOL,1,1,0,0,0,0
043401,2013-043401,2013,07,24,2201,01,4711,YFT,1,1,0,0,0,0
043402,2013-043402,2013,07,24,2201,02,1050,DOLPHIN,2,2,0,0,0,0
043402,2013-043402,2013,07,24,2201,02,4661,SKIPJACK TUNA,1,0,0,0,0,0
043402,2013-043402,2013,07,24,2201,02,4711,YFT,4,4,0,0,0,0
043403,2013-043403,2013,07,24,2201,03,1050,DOLPHIN,1,1,0,0,0,0
043403,2013-043403,2013,07,24,2201,03,4691,BIGEYE TUNA,1,1,0,0,0,0
043403,2013-043403,2013,07,24,2201,03,4711,YFT,1,1,0,0,0,0
043501,2013-043501,2013,07,24,2206,01,4677,BFT SCHOOL,2,1,2,0,0,0
043502,2013-043502,2013,07,24,2206,02,4677,BFT SCHOOL,2,0,2,0,0,0
043503,2013-043503,2013,07,24,2206,03,4677,BFT SCHOOL,2,1,1,0,0,0
044001,2013-044001,2013,07,51,2203,01,4661,SKIPJACK TUNA,2,2,0,0,0,0
044001,2013-044001,2013,07,51,2203,01,4691,BIGEYE TUNA,1,1,0,0,0,0
044001,2013-044001,2013,07,51,2203,01,4711,YFT,4,4,0,0,0,0
044002,2013-044002,2013,07,51,2203,02,1050,DOLPHIN,8,8,0,0,0,0
044002,2013-044002,2013,07,51,2203,02,4711,YFT,1,1,0,0,0,0
044003,2013-044003,2013,07,51,2203,03,230,BLUEFISH,20,0,0,0,0,0
044003,2013-044003,2013,07,51,2203,03,3840,SPANISH MACKEREL,10,0,0,0,0,0
044003,2013-044003,2013,07,51,2203,03,4871,BLACKTIP SHARK,0,0,4,0,0,0
044003,2013-044003,2013,07,51,2203,03,4891,BULL SHARK,0,0,1,0,0,0
044004,2013-044004,2013,07,51,2203,04,1050,DOLPHIN,12,12,0,0,0,0
044004,2013-044004,2013,07,51,2203,04,4661,SKIPJACK TUNA,2,2,0,0,0,0
044004,2013-044004,2013,07,51,2203,04,4711,YFT,1,1,0,0,0,0
044301,2013-044301,2013,07,51,2208,01,30,GREATER AMBERJACK,1,0,0,0,0,0
044301,2013-044301,2013,07,51,2208,01,1050,DOLPHIN,3,3,0,0,0,0
044301,2013-044301,2013,07,51,2208,01,4681,LITTLE TUNNY,4,4,0,0,0,0
044301,2013-044301,2013,07,51,2208,01,4711,YFT,1,1,0,0,0,0
045601,2013-045601,2013,07,10,1204,01,4678,BFT LARGE SCHOOL,1,1,0,0,0,0
045601,2013-045601,2013,07,10,1204,01,4678,BFT SCHOOL,1,1,0,0,0,0
045602,2013-045602,2013,07,10,1204,02,4677,BFT SCHOOL,2,1,0,0,0,0
045602,2013-045602,2013,07,10,1204,02,4678,BFT LARGE SCHOOL,1,1,0,0,0,0
045602,2013-045602,2013,07,10,1204,02,1050,DOLPHIN,1,1,0,0,0,0
045603,2013-045603,2013,07,10,1204,03,4678,BFT LARGE SCHOOL,1,0,6,0,0,0
045603,2013-045603,2013,07,10,1204,03,1050,DOLPHIN,1,0,0,0,0,0
045604,2013-045604,2013,07,10,1204,04,4678,BFT LARGE SCHOOL,1,0,0,0,0,0
045605,2013-045605,2013,07,10,1204,05,3551,SHORTFIN MAKO SHARK,1,0,0,0,0,0
045605,2013-045605,2013,07,10,1204,05,4661,SKIPJACK TUNA,0,0,1,0,0,0
045606,2013-045606,2013,07,10,1204,06,4711,YFT,3,0,0,0,0,0
045608,2013-045608,2013,07,10,1204,08,4678,BFT LARGE SCHOOL,1,1,0,0,0,0
045609,2013-045609,2013,07,10,1204,09,1050,DOLPHIN,1,0,0,0,0,0
045609,2013-045609,2013,07,10,1204,09,4711,YFT,5,0,2,0,0,0
045803,2013-045803,2013,07,24,1104,03,1050,DOLPHIN,1,0,0,0,0,0
045902,2013-045902,2013,07,24,1106,02,1050,DOLPHIN,2,0,0,0,0,0
045903,2013-045903,2013,07,24,1106,03,4711,YFT,1,0,0,0,0,0
045904,2013-045904,2013,07,24,1106,04,1050,DOLPHIN,5,0,0,0,0,0
045909,2013-045909,2013,07,24,1106,09,4711,YFT,1,0,0,0,0,0
045910,2013-045910,2013,07,24,1106,10,1050,DOLPHIN,1,0,0,0,0,0
046001,2013-046001,2013,07,24,1115,01,4677,BFT SCHOOL,2,1,0,0,0,0
046001,2013-046001,2013,07,24,1115,01,4678,BFT LARGE SCHOOL,1,1,2,0,0,0
046001,2013-046001,2013,07,24,1115,01,1050,DOLPHIN,1,1,0,0,0,0
046001,2013-046001,2013,07,24,1115,01,4711,YFT,1,1,0,0,0,0
046002,2013-046002,2013,07,24,1115,02,4711,YFT,1,1,2,0,0,0
046003,2013-046003,2013,07,24,1115,03,4676,BFT SMALL MEDIUM,1,1,0,0,0,0
