tracker,faxno,batch,ppstfips,tcode,location,stcode,returnt,siteno,intcode,hook,inttime,tifno,intdate,cluster,control,sitetype,prim_op,todayt,category,perm_ver,ppstate,prim1,prim2,tourn,tourn_name,hook_oth,lines,fhours,fm_other_oth,party,latddmm,londdmm,miles,depth,sst,proxy,catch,interr,bt_live,bt_dead,bt_art,fm_troll,fm_chum,fm_chunk,fm_live,fm_other,contact,filestat,docno,month,day,year,enterr,permismt,county,site_no,mstarea,m_index,merrflag,mprobfld,onlist,measur,id
559501,MAOC1201.pdf,5595,25,6,STELLWAGEN BANK S,25,1345,0285,7882,2,1350,00172635.tif,10/03/2021,24,1201,1,1,2,1,1,MA,4671,9996,2,6,6,3,6,6,4,4210,7015,8,100,62,2,2,0,1,0,0,0,0,0,1,0,1,ORIGINAL,01,10,03,2021,0,0,001,0010285,2,188,0,,Y,2,2021-559501
559502,MAOC1201.pdf,5595,25,6,STELLWAGEN BANK S,25,1455,0285,7882,1,1510,00172636.tif,10/03/2021,24,1201,3,1,2,1,1,MA,4671,9996,2,6,6,2,6,6,3,4210,7015,6,190,65,2,2,1,1,0,0,0,0,0,1,0,1,ORIGINAL,02,10,03,2021,0,0,001,0010285,2,187,0,,Y,2,2021-559502
559601,MAOC1202.pdf,5596,12,1252,CHATAM,25,1530,0444,7952,1,1545,00172654.tif,10/03/2021,6,1202,2,1,2,1,2,FL,4671,9996,1,HYANNIS DOCK TUNA TOURNAMENT,6,3,6,6,4,4140,6955,4,260,64,2,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,01,10,03,2021,0,0,001,0010444,2,16,0,,N,2,2021-559601
559602,MAOC1202.pdf,5596,25,1252,CRAB LEDGE EAST,25,1650,0406,7952,1,1655,00172656.tif,10/03/2021,6,1202,1,1,2,1,2,MA,4671,9996,1,HYANNIS DOCK TUNA TOURNAMENT,6,3,8,6,4,4138,6940,4,300,63,1,2,1,1,0,0,0,0,0,1,0,2,ORIGINAL,02,10,03,2021,1,0,001,0010406,2,15,0,,N,2,2021-559602
559603,MAOC1202.pdf,5596,12,1252,CRAB LEDGE,25,1710,0406,7952,12,1720,00172657.tif,10/03/2021,6,1202,1,1,2,3,7,FL,4671,9996,1,HYANNIS DOCK TUNA TOURNAMENT,6,5,8,6,1,4138,6940,15,800,64,2,1,1,1,1,1,1,0,0,1,0,1,ORIGINAL,03,10,03,2021,0,0,001,0010406,2,17,0,,N,2,2021-559603
559604,MAOC1202.pdf,5596,34,1252,CHATAM,25,1740,0406,7952,1,1745,00172659.tif,10/03/2021,6,1202,1,1,2,1,2,NJ,4671,9996,1,HYANNIS DOCK TUNA TOURNAMENT,6,4,11,6,5,4140,6955,4,180,61,2,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,04,10,03,2021,1,0,001,0010406,2,18,0,,Y,2,2021-559604
559605,MAOC1202.pdf,5596,25,1252,CHATAM,25,1740,0406,7952,1,1755,00172661.tif,10/03/2021,6,1202,1,1,2,1,1,MA,4671,9996,1,HYANNIS DOCK TUNA TOURNAMENT,6,3,6,6,3,4140,6955,4,200,60,2,1,1,1,0,0,0,0,0,1,0,2,ORIGINAL,05,10,03,2021,0,0,001,0010406,2,12,0,,Y,2,2021-559605
559606,MAOC1202.pdf,5596,25,1252,CHATAM,25,1820,0406,7952,1,1830,00172663.tif,10/03/2021,6,1202,1,1,2,1,6,MA,4671,9996,1,HYANNIS DOCK TUNA TOURNAMENT,6,3,10,6,4,4140,6955,10,99998,65,2,2,1,1,0,0,0,0,0,1,0,1,ORIGINAL,06,10,03,2021,1,0,001,0010406,2,19,0,,N,2,2021-559606
559607,MAOC1202.pdf,5596,25,1252,CHATAM,25,1830,0444,7952,1,1840,00172664.tif,10/03/2021,6,1202,2,1,2,1,2,MA,4671,9996,1,HYANNIS DOCK TUNA TOURNAMENT,6,3,8,6,3,4140,6955,5,250,61,2,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,07,10,03,2021,0,0,001,0010444,2,14,0,,N,2,2021-559607
559608,MAOC1202.pdf,5596,12,1252,CHATAM,25,1815,0444,7952,1,1850,00172666.tif,10/03/2021,6,1202,2,1,2,1,6,FL,4671,9996,1,HYANNIS DOCK TUNA TOURNAMENT,6,3,7,6,4,4140,6955,4,120,65,2,2,1,1,0,0,0,0,0,1,0,2,ORIGINAL,08,10,03,2021,0,0,001,0010444,2,20,0,,N,2,2021-559608
559609,MAOC1202.pdf,5596,44,1252,CHATAM,25,1810,0780,7952,1,1855,00172667.tif,10/03/2021,6,1202,1,1,2,3,1,RI,4671,9996,1,HYANNIS DOCK TUNA TOURNAMENT,6,3,12,6,3,4140,6955,4,180,98,1,2,1,1,0,0,0,0,0,1,0,2,ORIGINAL,09,10,03,2021,1,0,001,0010780,2,13,0,,Y,2,2021-559609
559901,MAOC2115.pdf,5599,25,6,CHATAM,25,1600,0780,7952,2,1630,00172643.tif,10/01/2021,6,2115,1,1,2,3,6,MA,4677,9996,2,6,6,4,8,6,4,4140,6955,10,260,68,2,2,1,0,1,1,1,0,0,0,0,1,ORIGINAL,01,10,01,2021,1,0,001,0010780,2,216,0,,N,2,2021-559901
559902,MAOC2115.pdf,5599,12,6,NAUSET,25,1643,0406,7952,1,1645,00172644.tif,10/01/2021,6,2115,1,1,2,2,2,FL,4671,9996,2,6,6,3,8,6,4,4149,9998,3,180,63,1,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,02,10,01,2021,0,0,001,0010406,2,214,0,,N,2,2021-559902
559903,MAOC2115.pdf,5599,44,6,CHATAM,25,1730,0406,7952,2,1730,00172646.tif,10/01/2021,6,2115,1,1,2,3,6,RI,4677,9996,2,6,6,2,8,6,4,4140,9998,5,200,61,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,03,10,01,2021,0,0,001,0010406,2,215,0,,Y,2,2021-559903
560201,MAOC2201.pdf,5602,25,6,NW STELLWAGEN,25,1630,0024,7633,1,1652,00172670.tif,10/01/2021,15,2201,1,2,1,3,6,MA,4671,9996,2,6,6,2,12,6,4,4225,7028,12,120,64,2,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,01,10,01,2021,0,0,009,0090024,2,228,0,,Y,2,2021-560201
560202,MAOC2201.pdf,5602,25,6,NW STELLWAGEN,25,1530,0024,7633,1,1711,00172672.tif,10/01/2021,15,2201,1,2,1,3,1,MA,4671,9996,2,6,6,2,9,6,8,4225,7028,13,120,64,2,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,02,10,01,2021,0,0,009,0090024,2,226,1,Q23;,Y,2,2021-560202
560203,MAOC2201.pdf,5602,25,6,JEFFREYS LEDGE,25,1655,0024,7633,1,1803,00172674.tif,10/01/2021,15,2201,1,2,1,3,1,MA,4671,9996,2,6,6,2,8,6,5,4255,7010,10,160,64,1,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,03,10,01,2021,0,0,009,0090024,2,227,0,,Y,2,2021-560203
560401,NHOC1101.pdf,5604,33,6,JEFFREYS LEDGE,33,1540,0020,7915,1,1542,00172680.tif,10/02/2021,3,1101,4,2,2,3,1,NH,4676,9996,2,6,6,1,4,6,5,4255,7010,20,180,98,1,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,01,10,02,2021,0,0,015,0150020,1,243,0,,Y,2,2021-560401
560402,NHOC1101.pdf,5604,33,6,OLD SCANTUM,33,1705,0020,7915,2,1711,00172682.tif,10/02/2021,3,1101,4,1,2,8,6,NH,3591,9996,2,6,6,2,4,6,2,4250,7025,17,200,98,2,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,02,10,02,2021,1,0,015,0150020,1,244,0,,N,2,2021-560402
560901,NHOC2210.pdf,5609,33,6,142 HUMP,33,1230,0003,7633,2,1530,00172698.tif,10/04/2021,1,2210,3,1,2,1,2,NH,4671,9996,2,6,6,2,7,6,2,4254,7031,12,142,98,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,01,10,04,2021,0,0,015,0150003,1,258,0,,Y,2,2021-560901
560902,NHOC2210.pdf,5609,33,6,JEFFREYS LEDGE,33,1600,1970,7633,2,1630,00172700.tif,10/04/2021,1,2210,1,1,2,1,2,NH,4671,9996,2,6,6,2,12,6,1,4255,7010,20,220,68,2,1,0,1,0,0,0,0,0,1,0,1,ORIGINAL,02,10,04,2021,0,0,015,0151970,1,257,0,,Y,2,2021-560902
561001,NJOC1101.pdf,5610,34,6,CIGAR,34,1550,9213,7895,2,1612,00172704.tif,10/02/2021,13,1101,1,1,2,2,1,NJ,1050,9996,2,6,6,8,7,6,4,9998,9998,30,120,69,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,01,10,02,2021,0,0,009,0099213,5,259,0,,Y,1,2021-561001
561101,NJOC1105.pdf,5611,34,6,WILMINGTON CANYON,34,1725,9007,7897,2,1730,00172708.tif,10/02/2021,4,1105,1,2,1,3,2,NJ,4711,1050,2,6,6,12,9,6,6,3824,7327,80,800,72,2,1,0,0,1,1,1,0,0,0,0,2,ORIGINAL,01,10,02,2021,1,0,009,0099007,5,262,0,,Y,2,2021-561101
561201,NJOC1106.pdf,5612,34,6,THE FARMS,34,1430,1050,6416,1,1450,00172713.tif,10/02/2021,6,1106,1,1,2,2,1,NJ,4676,9996,2,6,6,3,4,6,2,4017,7350,8,108,67,2,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,01,10,02,2021,0,0,025,0251050,5,265,0,,Y,2,2021-561201
561202,NJOC1106.pdf,5612,34,6,AMBROSE CHANNEL,34,1500,1050,6416,1,1532,00172715.tif,10/02/2021,6,1106,1,1,2,2,1,NJ,4676,9996,2,6,6,4,7,6,4,9998,9998,8,75,70,2,2,1,1,0,0,0,0,0,1,0,1,ORIGINAL,02,10,02,2021,0,0,025,0251050,5,267,0,,Y,2,2021-561202
561203,NJOC1106.pdf,5612,34,6,HUDSON CANYON,34,1500,1005,6416,1,1640,00172716.tif,10/02/2021,6,1106,1,1,2,3,1,NJ,4328,2171,2,6,6,9,10,6,5,3930,7220,94,3000,75,1,1,0,0,1,0,1,0,1,0,0,1,ORIGINAL,03,10,02,2021,1,0,025,0251005,5,264,0,,Y,1,2021-561203
561204,NJOC1106.pdf,5612,34,6,SEA GIRT BEACH,34,1650,1808,6416,2,1702,00172718.tif,10/02/2021,6,1106,1,1,2,2,1,NJ,4681,9996,2,6,6,2,1,CASTING,2,3955,7354,1,52,70,1,1,1,0,0,1,0,0,0,0,1,1,ORIGINAL,04,10,02,2021,0,0,025,0251808,5,266,0,,Y,2,2021-561204
561205,NJOC1106.pdf,5612,34,6,HUDSON CANYON,34,1720,9005,6416,12,1735,00172720.tif,10/02/2021,6,1106,1,1,2,3,1,NJ,4691,4328,2,6,6,9,16,6,5,3930,7210,97,1500,75,2,1,1,1,1,1,1,0,1,1,0,1,ORIGINAL,05,10,02,2021,0,0,025,0259005,5,268,0,,Y,2,2021-561205
561206,NJOC1106.pdf,5612,12,6,HUDSON CANYON,34,1730,9005,6416,12,1830,00172722.tif,10/02/2021,6,1106,1,1,2,2,6,FL,4711,1050,2,6,6,8,8,6,5,3930,7220,95,600,72,1,1,1,1,1,1,1,0,1,1,0,1,ORIGINAL,06,10,02,2021,0,0,025,0259005,5,269,0,,N,1,2021-561206
561207,NJOC1106.pdf,5612,34,6,AMBROSE CHANNEL,34,1835,9005,6416,12,1858,00172724.tif,10/02/2021,6,1106,1,1,2,3,1,NJ,4678,9996,2,6,6,4,10,6,5,9998,9998,2,90,77,2,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,07,10,02,2021,0,0,025,0259005,5,263,0,,Y,2,2021-561207
561301,NJOC1107.pdf,5613,34,6,SOUTH SHOAL,34,1620,0051,7895,1,1640,00172729.tif,10/03/2021,3,1107,1,1,2,2,2,NJ,4678,9996,2,6,6,6,7,6,2,9998,9998,16,50,70,2,1,0,0,1,0,0,0,1,0,0,1,ORIGINAL,01,10,03,2021,0,0,009,0090051,5,270,0,,Y,2,2021-561301
561401,NJOC1201.pdf,5614,34,6,AMBROSE CHANNEL,34,1730,1050,6416,1,1802,00172734.tif,10/03/2021,6,1201,1,1,2,2,1,NJ,4676,9996,2,6,6,3,7,6,4,9998,9998,6,90,69,2,1,1,1,0,0,0,0,0,1,0,1,ORIGINAL,01,10,03,2021,0,0,025,0251050,5,273,0,,Y,2,2021-561401
561402,NJOC1201.pdf,5614,34,6,AMBROSE CHANNEL,34,1800,9125,6416,2,1835,00172736.tif,10/03/2021,6,1201,1,1,2,3,1,NJ,4676,9996,2,6,6,3,5,6,3,9998,9998,6,73,72,2,2,1,1,0,0,0,0,0,1,0,1,ORIGINAL,02,10,03,2021,0,0,025,0259125,5,272,0,,Y,2,2021-561402
561501,NJOC1207.pdf,5615,34,6,ACRIDYE,34,1330,1063,7509,2,1430,00172740.tif,10/02/2021,2,1207,1,1,2,2,1,NJ,4656,9996,2,6,6,6,4,6,2,3910,7420,18,90,67,2,1,0,0,0,1,1,0,0,0,0,1,ORIGINAL,01,10,02,2021,0,0,001,0011063,5,274,0,,Y,2,2021-561501
561502,NJOC1207.pdf,5615,34,6,WILMINGTON CANYON,34,1600,1063,7509,2,1700,00172742.tif,10/02/2021,2,1207,1,1,2,2,1,NJ,4656,1050,2,6,6,6,4,6,2,3824,7327,70,806,74,2,1,0,0,0,1,1,0,0,0,0,1,ORIGINAL,02,10,02,2021,0,0,001,0011063,5,275,0,,Y,1,2021-561502
561601,NJOC1208.pdf,5616,34,6,BALTIMORE CANYON,34,1505,0385,7508,2,1605,00172865.tif,10/02/2021,3,1208,1,1,2,2,1,NJ,4711,4701,2,6,6,8,6,6,4,3820,7345,76,1600,69,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,01,10,02,2021,0,0,009,0090385,5,283,0,,Y,2,2021-561601
561602,NJOC1208.pdf,5616,34,6,BALTIMORE CANYON,34,1600,1044,7508,2,1610,00172867.tif,10/02/2021,3,1208,1,1,2,2,1,NJ,4328,4711,2,6,6,10,27,DRIFTING,2,3820,7345,70,3000,71,2,1,0,0,1,1,1,0,0,0,1,1,ORIGINAL,02,10,02,2021,0,0,009,0091044,5,281,0,,Y,2,2021-561602
561603,NJOC1208.pdf,5616,34,6,BALTIMORE CANYON,34,1630,1044,7508,2,1705,00172869.tif,10/02/2021,3,1208,1,1,2,2,1,NJ,4711,4678,2,6,6,12,6,6,3,3820,7345,70,500,71,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,03,10,02,2021,0,0,009,0091044,5,279,0,,Y,2,2021-561603
561604,NJOC1208.pdf,5616,34,6,SPENCER CANYON,34,1400,1044,7508,2,1710,00172871.tif,10/02/2021,3,1208,1,1,2,7,7,NJ,4711,9996,2,6,6,6,5,6,3,3837,7312,78,3000,72,2,2,1,0,1,1,1,0,0,0,0,1,ORIGINAL,04,10,02,2021,0,0,009,0091044,5,284,0,,N,2,2021-561604
561605,NJOC1208.pdf,5616,34,6,WILMINGTON CANYON,34,1710,0900,7508,12,1736,00172872.tif,10/02/2021,3,1208,1,2,2,3,1,NJ,4711,1050,2,6,6,9,7,6,4,3824,7327,70,600,72,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,05,10,02,2021,1,0,009,0090900,5,278,0,,Y,1,2021-561605
561606,NJOC1208.pdf,5616,34,6,BALTIMORE CANYON,34,1700,0900,7508,1,1747,00172874.tif,10/02/2021,3,1208,1,1,2,2,1,NJ,4711,2161,2,6,6,5,7,6,3,3820,7345,63,1200,72,2,1,0,0,1,0,1,0,0,0,0,1,ORIGINAL,06,10,02,2021,0,0,009,0090900,5,277,0,,Y,1,2021-561606
561607,NJOC1208.pdf,5616,12,6,WASHINGTON CANYON,34,1655,0900,7508,1,1755,00172876.tif,10/02/2021,3,1208,1,1,2,2,2,FL,2161,4711,2,6,6,5,14,6,5,3727,7427,55,1000,72,1,1,0,0,1,0,1,0,1,0,0,1,ORIGINAL,07,10,02,2021,0,0,009,0090900,5,280,0,,N,2,2021-561607
561608,NJOC1208.pdf,5616,34,6,BALTIMORE CANYON,34,1630,0385,7508,12,1814,00172878.tif,10/02/2021,3,1208,1,1,2,2,1,NJ,4711,1050,2,6,6,8,14,6,5,3820,7345,70,500,71,1,1,1,0,1,0,1,0,1,0,0,1,ORIGINAL,08,10,02,2021,0,0,009,0090385,5,276,0,,Y,2,2021-561608
561609,NJOC1208.pdf,5616,34,6,BALTIMORE CANYON,34,1727,1131,7508,1,1825,00172880.tif,10/02/2021,3,1208,1,1,2,2,1,NJ,2161,4711,2,6,6,6,8,6,5,3820,7345,68,800,72,1,2,1,0,1,0,1,0,0,0,0,1,ORIGINAL,09,10,02,2021,0,0,009,0091131,5,282,0,,Y,2,2021-561609
562001,NJOC2226.pdf,5620,37,6,AMBROSE CHANNEL,34,1545,1005,6416,1,1604,00172893.tif,10/01/2021,6,2226,1,1,2,2,1,NC,4676,9996,2,6,6,3,7,6,3,9998,9998,8,100,71,2,2,1,1,0,0,0,0,0,1,0,1,ORIGINAL,01,10,01,2021,0,0,025,0251005,5,308,0,,N,2,2021-562001
562002,NJOC2226.pdf,5620,34,6,AMBROSE CHANNEL,34,1635,1050,6416,1,1640,00172894.tif,10/01/2021,6,2226,1,1,2,2,1,NJ,4676,9996,2,6,6,4,6,6,4,9998,9998,7,90,70,2,2,1,1,0,0,0,0,0,1,0,1,ORIGINAL,02,10,01,2021,0,0,025,0251050,5,304,0,,Y,2,2021-562002
562003,NJOC2226.pdf,5620,34,6,AMBROSE CHANNEL,34,1710,9125,6416,1,1732,00172895.tif,10/01/2021,6,2226,1,1,2,2,1,NJ,4676,9996,2,6,6,3,9,6,4,9998,9998,8,80,70,2,2,1,1,0,0,0,0,0,1,0,1,ORIGINAL,03,10,01,2021,0,0,025,0259125,5,305,0,,Y,2,2021-562003
562004,NJOC2226.pdf,5620,34,6,HUDSON CANYON,34,1745,1005,6416,12,1810,00172896.tif,10/01/2021,6,2226,1,1,2,3,1,NJ,4711,4691,2,6,6,10,9,6,5,3930,7210,94,500,75,2,1,0,0,1,1,1,0,0,0,0,1,ORIGINAL,04,10,01,2021,1,0,025,0251005,5,307,0,,Y,2,2021-562004
562005,NJOC2226.pdf,5620,34,6,AMBROSE CHANNEL,34,1920,9005,6416,1,1932,00172898.tif,10/01/2021,6,2226,1,1,2,2,1,NJ,4678,9996,2,6,6,4,10,6,4,9998,9998,9,75,70,2,2,1,1,0,0,0,0,0,1,0,1,ORIGINAL,05,10,01,2021,1,0,025,0259005,5,306,0,,Y,2,2021-562005
562101,NYOC1101.pdf,5621,12,6,SOUTHWEST OF SHINNECOCK,36,1300,0169,7727,2,1535,00172902.tif,10/03/2021,3,1101,1,1,2,2,1,FL,4711,9996,2,6,6,6,4,6,9,9998,9998,48,200,69,2,1,1,1,0,0,0,0,1,0,0,1,ORIGINAL,01,10,03,2021,0,0,103,1030169,4,309,0,,N,1,2021-562101
562201,NYOC1205.pdf,5622,09,6,COIMBRA WRECK,36,1300,0137,7727,2,1410,00172908.tif,10/02/2021,4,1205,1,1,2,2,1,CT,4711,9996,2,6,6,3,15,6,4,4024,7222,50,200,70,2,1,0,0,1,1,1,0,1,0,0,1,ORIGINAL,01,10,02,2021,1,0,103,1030137,4,317,0,,Y,2,2021-562201
562202,NYOC1205.pdf,5622,36,6,COIMBRA WRECK,36,1325,0137,7727,2,1435,00172910.tif,10/02/2021,4,1205,1,1,2,2,7,NY,4656,9996,2,6,6,13,5,6,6,4024,7222,45,220,68,2,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,02,10,02,2021,1,0,103,1030137,4,316,0,,Y,2,2021-562202
562203,NYOC1205.pdf,5622,36,6,COIMBRA WRECK,36,1345,0137,7727,1,1450,00172912.tif,10/02/2021,4,1205,1,1,2,2,1,NY,4656,9996,2,6,6,6,5,6,5,4024,7222,45,200,70,2,1,0,1,1,0,0,0,1,0,0,1,ORIGINAL,03,10,02,2021,0,0,103,1030137,4,315,0,,Y,2,2021-562203
562204,NYOC1205.pdf,5622,36,6,LIGHT HOUSE,36,1515,0133,7727,2,1625,00172914.tif,10/02/2021,4,1205,1,1,2,7,7,NY,4681,9996,2,6,6,3,6,CASTING,3,9998,9998,1,25,65,2,1,1,0,0,1,0,0,0,0,1,1,ORIGINAL,04,10,02,2021,0,0,103,1030133,4,318,0,,N,2,2021-562204
562205,NYOC1205.pdf,5622,34,6,SO MONTAUK INLET,36,1700,0372,7727,7,1710,00172916.tif,10/02/2021,4,1205,1,2,1,3,7,NJ,4681,9996,2,6,6,2,8,FLY FISHING,2,9998,9998,1,55,67,2,1,1,0,0,1,0,0,0,0,1,1,ORIGINAL,05,10,02,2021,0,0,103,1030372,4,319,0,,N,2,2021-562205
562206,NYOC1205.pdf,5622,12,6,COIMBRA WRECK,36,1500,0037,7727,2,1745,00172918.tif,10/02/2021,4,1205,1,1,2,2,6,FL,4656,2161,2,6,6,10,5,6,5,4024,7222,35,200,69,2,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,06,10,02,2021,0,0,103,1030037,4,320,0,,N,1,2021-562206
562701,RIOC2201.pdf,5627,44,6,SOUTH MONTAUK,44,1610,4047,7789,12,1705,00172967.tif,10/04/2021,11,2201,1,2,1,3,7,RI,4711,9996,2,6,6,6,3,JIGGING,5,4020,7202,63,200,68,2,1,1,0,1,1,0,0,1,0,1,2,ORIGINAL,01,10,04,2021,0,0,009,0094047,3,356,0,,Y,1,2021-562701
562702,RIOC2201.pdf,5627,44,6,SCARBOROUGH,44,1600,4047,7789,1,1731,00172969.tif,10/04/2021,11,2201,1,2,1,3,1,RI,4671,9996,2,6,6,3,6,6,3,9998,9998,3,100,98,2,2,1,1,0,0,0,0,0,1,0,2,ORIGINAL,02,10,04,2021,1,0,009,0094047,3,355,0,,Y,2,2021-562702
562901,VAOC1104.pdf,5629,51,6,NORFOLK CANYON,51,1705,0438,6633,2,1715,00172975.tif,10/02/2021,9,1104,3,1,2,2,1,VA,1050,9996,2,6,6,3,3,6,3,3705,7435,68,1200,73,2,1,0,0,1,0,1,0,0,0,0,1,ORIGINAL,01,10,02,2021,1,0,810,8100438,7,377,0,,Y,2,2021-562901
562902,VAOC1104.pdf,5629,51,6,NORFOLK CANYON,51,1735,0438,6633,2,1750,00172977.tif,10/02/2021,9,1104,3,1,2,2,6,VA,4711,1050,2,6,6,10,4,6,4,3705,7435,75,800,72,1,1,1,0,1,1,1,0,0,0,0,1,ORIGINAL,02,10,02,2021,0,0,810,8100438,7,376,0,,Y,2,2021-562902
563101,VAOC1204.pdf,5631,51,6,NORFOLK CANYON,51,1723,0088,6686,12,1738,00172983.tif,10/02/2021,3,1204,1,1,2,3,1,VA,4720,9996,2,6,6,8,6,BOTTOM FISHING,2,3705,7435,65,600,73,2,1,0,0,1,1,1,0,0,0,1,1,ORIGINAL,01,10,02,2021,0,0,810,8100088,7,388,0,,Y,1,2021-563101
563102,VAOC1204.pdf,5631,51,6,350 LINE,51,1800,0088,6686,1,1813,00172985.tif,10/02/2021,3,1204,1,1,2,2,7,VA,2161,9996,2,6,6,6,8,6,6,9998,9998,60,600,76,1,1,1,0,1,0,1,0,0,0,0,1,ORIGINAL,02,10,02,2021,1,0,810,8100088,7,387,0,,Y,1,2021-563102
563103,VAOC1204.pdf,5631,37,6,WASHINGTON CANYON,51,1811,0088,6686,1,1825,00172987.tif,10/02/2021,3,1204,1,1,2,2,1,NC,4711,9996,2,6,6,9,8,6,5,3727,7427,85,1200,74,1,1,1,0,1,1,1,0,1,0,0,1,ORIGINAL,03,10,02,2021,0,0,810,8100088,7,389,0,,Y,2,2021-563103
