"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"Large","2001","Stratum_2"," [km2*unitless/unitless]",22112.4698546516,6664.70259440536,0.301400189043259
"Small","2002","Stratum_2"," [km2*unitless/unitless]",56577.3377640987,11778.8059273051,0.208189469366997
"Large","2002","Stratum_2"," [km2*unitless/unitless]",6508.47797805862,2124.59370563668,0.326434799779474
"Small","2003","Stratum_2"," [km2*unitless/unitless]",32183.4027203362,7230.01306684619,0.224650361854921
"Large","2003","Stratum_2"," [km2*unitless/unitless]",4474.32041903052,2141.42030835721,0.478602359198317
"Small","2004","Stratum_2"," [km2*unitless/unitless]",106457.534296489,22183.395388444,0.208377880767576
"Large","2004","Stratum_2"," [km2*unitless/unitless]",3612.0608015163,2002.03121359445,0.55426287751137
"Small","2005","Stratum_2"," [km2*unitless/unitless]",69489.8914308808,18293.6783451874,0.263256683360679
"Large","2005","Stratum_2"," [km2*unitless/unitless]",3626.5903140164,2071.86830973759,0.571299245390369
"Small","2006","Stratum_2"," [km2*unitless/unitless]",25672.0794808425,7303.33668976876,0.284485590472669
"Large","2006","Stratum_2"," [km2*unitless/unitless]",2497.95986392043,1489.88192936781,0.596439498843474
"Small","2007","Stratum_2"," [km2*unitless/unitless]",27017.4516448736,6841.65630819055,0.253231000396319
"Large","2007","Stratum_2"," [km2*unitless/unitless]",2648.85927157891,1496.62075252546,0.565005762512013
"Small","2008","Stratum_2"," [km2*unitless/unitless]",32972.2692937972,7615.07242317778,0.230953846558883
"Large","2008","Stratum_2"," [km2*unitless/unitless]",2859.75262398146,1612.94127956757,0.564014266843113
"Small","2009","Stratum_2"," [km2*unitless/unitless]",21366.654935303,5093.75106090498,0.238397216425714
"Large","2009","Stratum_2"," [km2*unitless/unitless]",3933.63585932399,2088.69090976265,0.530982273006225
"Small","2010","Stratum_2"," [km2*unitless/unitless]",27703.8634015076,5132.86758439224,0.185276237830169
"Large","2010","Stratum_2"," [km2*unitless/unitless]",5599.93516390194,3055.61650075834,0.54565212119871
"Small","2011","Stratum_2"," [km2*unitless/unitless]",31337.6790777344,6556.35168704383,0.209216249575488
"Large","2011","Stratum_2"," [km2*unitless/unitless]",4127.76800855698,2115.44780410672,0.51249193261863
"Small","2012","Stratum_2"," [km2*unitless/unitless]",23173.6392762678,4967.58707587767,0.214363700783286
"Large","2012","Stratum_2"," [km2*unitless/unitless]",4501.48367614933,2462.36894823121,0.547012746325802
"Small","2013","Stratum_2"," [km2*unitless/unitless]",28807.256701055,5829.85678666557,0.202374590790247
"Large","2013","Stratum_2"," [km2*unitless/unitless]",2667.51209595341,1431.77264116406,0.536744573093424
"Small","2014","Stratum_2"," [km2*unitless/unitless]",20714.7206424919,4602.14316452051,0.222167763878996
"Large","2014","Stratum_2"," [km2*unitless/unitless]",5632.33432751264,2824.16541683095,0.501420060069155
"Small","2015","Stratum_2"," [km2*unitless/unitless]",19226.9171219597,4637.55230970527,0.241201035001528
"Large","2015","Stratum_2"," [km2*unitless/unitless]",4917.19622503185,1917.05140527041,0.38986676909726
"Small","2016","Stratum_2"," [km2*unitless/unitless]",20129.3283377195,5109.37079795009,0.253827187486224
"Large","2016","Stratum_2"," [km2*unitless/unitless]",5666.69760075506,2258.36956793954,0.398533630529115
"Small","2017","Stratum_2"," [km2*unitless/unitless]",33231.8441945682,12680.6990991792,0.381582768170653
"Large","2017","Stratum_2"," [km2*unitless/unitless]",6480.17709503731,2381.23605044489,0.367464656524358
"Small","2018","Stratum_2"," [km2*unitless/unitless]",17463.6437048454,7085.87733018517,0.40575022314611
"Large","2018","Stratum_2"," [km2*unitless/unitless]",6009.70649766564,2247.79132122012,0.374026805151506
"Small","2019","Stratum_2"," [km2*unitless/unitless]",31561.6610565269,10495.9393774228,0.332553453337723
"Large","2019","Stratum_2"," [km2*unitless/unitless]",11313.9860154672,3963.17660869188,0.350290039538133
"Small","2020","Stratum_2"," [km2*unitless/unitless]",25646.7972336308,6190.69435339163,0.241382746430176
"Large","2020","Stratum_2"," [km2*unitless/unitless]",8965.88489103809,3101.27234876541,0.345896962369582
"Small","1993","Stratum_3"," [km2*unitless/unitless]",116784.913596502,31073.3196380067,0.266073062701974
"Large","1993","Stratum_3"," [km2*unitless/unitless]",7729.78846999592,3104.36110482175,0.401610097982847
"Small","1994","Stratum_3"," [km2*unitless/unitless]",121166.145225117,34625.779314353,0.285771072852248
"Large","1994","Stratum_3"," [km2*unitless/unitless]",10212.5731686128,2339.92638851768,0.229122117402222
"Small","1995","Stratum_3"," [km2*unitless/unitless]",134077.830657101,39568.142737746,0.295113237914329
"Large","1995","Stratum_3"," [km2*unitless/unitless]",88393.5647065698,26955.2438524387,0.304945772262031
"Small","1996","Stratum_3"," [km2*unitless/unitless]",76726.2918305708,20390.306222395,0.265753833997628
"Large","1996","Stratum_3"," [km2*unitless/unitless]",38241.554067412,14846.8750498093,0.38823932269168
"Small","1997","Stratum_3"," [km2*unitless/unitless]",107542.780228009,24366.5269565962,0.22657520016625
"Large","1997","Stratum_3"," [km2*unitless/unitless]",33810.3863739234,11421.6615896809,0.337815174998709
"Small","1998","Stratum_3"," [km2*unitless/unitless]",105279.968364917,18105.1740106408,0.171971689314015
"Large","1998","Stratum_3"," [km2*unitless/unitless]",23958.8244816788,6902.81971742679,0.288111786231639
"Small","1999","Stratum_3"," [km2*unitless/unitless]",83632.1596038705,21023.7035928727,0.251383004964274
"Large","1999","Stratum_3"," [km2*unitless/unitless]",34662.0943115888,9062.45779390965,0.261451535860593
"Small","2000","Stratum_3"," [km2*unitless/unitless]",83785.129887206,20853.4882749458,0.248892474154058
"Large","2000","Stratum_3"," [km2*unitless/unitless]",26716.0196917822,6817.8409569341,0.255196733480147
"Small","2001","Stratum_3"," [km2*unitless/unitless]",72338.7334847356,14657.4073969212,0.202621841589391
"Large","2001","Stratum_3"," [km2*unitless/unitless]",33369.7404499075,9035.6278250576,0.270773092725169
"Small","2002","Stratum_3"," [km2*unitless/unitless]",56778.2501830862,11815.5255480556,0.208099501304733
"Large","2002","Stratum_3"," [km2*unitless/unitless]",21523.9148648962,7121.24261150704,0.330852572880281
"Small","2003","Stratum_3"," [km2*unitless/unitless]",32608.057833933,7313.2207633475,0.224276490203508
"Large","2003","Stratum_3"," [km2*unitless/unitless]",30059.0527376216,10437.6069814084,0.34723672340961
"Small","2004","Stratum_3"," [km2*unitless/unitless]",111361.881679145,23660.416798466,0.21246423319818
"Large","2004","Stratum_3"," [km2*unitless/unitless]",26060.8279372702,9198.86939351703,0.352976866876955
"Small","2005","Stratum_3"," [km2*unitless/unitless]",72865.3237268285,19090.0289723979,0.261990587511369
"Large","2005","Stratum_3"," [km2*unitless/unitless]",33321.3103961886,11140.8461285875,0.33434597847814
"Small","2006","Stratum_3"," [km2*unitless/unitless]",26591.6065201901,7565.38140254553,0.284502607873706
"Large","2006","Stratum_3"," [km2*unitless/unitless]",26914.7252738165,8474.06477610928,0.314848644743668
"Small","2007","Stratum_3"," [km2*unitless/unitless]",28751.5243692139,7451.54763932401,0.259170524095859
"Large","2007","Stratum_3"," [km2*unitless/unitless]",25363.9965469973,7168.75065545198,0.282634901095689
"Small","2008","Stratum_3"," [km2*unitless/unitless]",34376.4828857402,8059.67408699729,0.234453132212096
"Large","2008","Stratum_3"," [km2*unitless/unitless]",25719.2724477253,9832.63537956974,0.382306124699082
"Small","2009","Stratum_3"," [km2*unitless/unitless]",23770.8004072332,6129.57689423781,0.257861611272149
"Large","2009","Stratum_3"," [km2*unitless/unitless]",35253.1639983841,10184.3034212056,0.288890478643914
"Small","2010","Stratum_3"," [km2*unitless/unitless]",29058.1151639156,5617.69212643348,0.193326101667101
"Large","2010","Stratum_3"," [km2*unitless/unitless]",30788.2428810495,10497.5418609623,0.340959433817628
"Small","2011","Stratum_3"," [km2*unitless/unitless]",32490.1813986195,6997.19175945883,0.21536327155613
"Large","2011","Stratum_3"," [km2*unitless/unitless]",29211.5979705002,9823.42750034552,0.336285180641807
"Small","2012","Stratum_3"," [km2*unitless/unitless]",24086.4147904398,5341.03751316168,0.221744811738508
"Large","2012","Stratum_3"," [km2*unitless/unitless]",37118.5074011649,11753.5363924775,0.316648949955048
"Small","2013","Stratum_3"," [km2*unitless/unitless]",29120.9365951888,5931.38904021165,0.203681259386129
"Large","2013","Stratum_3"," [km2*unitless/unitless]",39020.1102399944,14521.9140262068,0.372164864140292
"Small","2014","Stratum_3"," [km2*unitless/unitless]",20998.3863403746,4696.88954915314,0.22367859477479
"Large","2014","Stratum_3"," [km2*unitless/unitless]",46177.2677627262,15298.9307351444,0.331308703965667
"Small","2015","Stratum_3"," [km2*unitless/unitless]",19526.6276710841,4734.22481219398,0.242449689313462
"Large","2015","Stratum_3"," [km2*unitless/unitless]",40609.5687412845,11615.5004099022,0.286028657036529
"Small","2016","Stratum_3"," [km2*unitless/unitless]",20701.0966473797,5296.46592161603,0.255854364231783
"Large","2016","Stratum_3"," [km2*unitless/unitless]",36208.8195770542,12096.4080016125,0.334073525260074
"Small","2017","Stratum_3"," [km2*unitless/unitless]",33914.7264142555,12859.7471036376,0.379178854240505
"Large","2017","Stratum_3"," [km2*unitless/unitless]",37815.2747169268,13769.191176578,0.364117179622516
"Small","2018","Stratum_3"," [km2*unitless/unitless]",17708.2454755054,7154.12551191124,0.403999680363989
"Large","2018","Stratum_3"," [km2*unitless/unitless]",34697.7035571235,11384.3567379813,0.328101158603739
"Small","2019","Stratum_3"," [km2*unitless/unitless]",32086.5853132427,10649.8769297806,0.331910573400441
"Large","2019","Stratum_3"," [km2*unitless/unitless]",43996.8253401326,12354.3288196413,0.280800460581689
"Small","2020","Stratum_3"," [km2*unitless/unitless]",25927.6125923081,6273.50933264282,0.241962475731529
"Large","2020","Stratum_3"," [km2*unitless/unitless]",49614.3494546507,19156.1163982279,0.386100323974565
