"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"Large","2011","Stratum_1"," [km2*unitless/unitless]",2711.65784316681,1156.91886509014,0.426646329294574
"Small","2012","Stratum_1"," [km2*unitless/unitless]",21601.7534969416,5404.97519669754,0.250210021027357
"Large","2012","Stratum_1"," [km2*unitless/unitless]",2206.766755294,1292.93412685774,0.585895235079083
"Small","2013","Stratum_1"," [km2*unitless/unitless]",25105.3598184722,5824.73996619322,0.232011809761334
"Large","2013","Stratum_1"," [km2*unitless/unitless]",1591.63733982745,744.639691298781,0.467845075423651
"Small","2014","Stratum_1"," [km2*unitless/unitless]",18738.3552766782,4824.83046564298,0.257484202556879
"Large","2014","Stratum_1"," [km2*unitless/unitless]",3146.27088288427,1884.13742729859,0.598847809814564
"Small","2015","Stratum_1"," [km2*unitless/unitless]",18499.2481494254,5039.65064408912,0.272424619821409
"Large","2015","Stratum_1"," [km2*unitless/unitless]",3588.03053346863,1529.17346288734,0.426187416362121
"Small","2016","Stratum_1"," [km2*unitless/unitless]",21149.8505588535,5522.66954323649,0.26112097236189
"Large","2016","Stratum_1"," [km2*unitless/unitless]",3963.78024505456,1490.82381919017,0.376111622497308
"Small","2017","Stratum_1"," [km2*unitless/unitless]",28812.6857964599,8792.35362775958,0.305155641854113
"Large","2017","Stratum_1"," [km2*unitless/unitless]",7621.84818777364,2867.62076095843,0.376236929719773
"Small","2018","Stratum_1"," [km2*unitless/unitless]",11840.2558601176,3427.54925527852,0.289482701706116
"Large","2018","Stratum_1"," [km2*unitless/unitless]",7925.09054198983,3133.43788137369,0.395381966271799
"Small","2019","Stratum_1"," [km2*unitless/unitless]",27710.7274420989,7179.67193856077,0.259093593034054
"Large","2019","Stratum_1"," [km2*unitless/unitless]",13318.6023411106,5050.79511750304,0.37922861484594
"Small","2020","Stratum_1"," [km2*unitless/unitless]",27900.0919445866,6884.74093528316,0.246764094862382
"Large","2020","Stratum_1"," [km2*unitless/unitless]",11206.2667377952,4075.77461600142,0.363704943971661
"Small","2021","Stratum_1"," [km2*unitless/unitless]",69744.6715257273,19437.6633646036,0.2786974680558
"Large","2021","Stratum_1"," [km2*unitless/unitless]",7180.21029699093,2712.60590158155,0.377789199672623
